"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.934177730775461
"SBS96B","SBS7b",0.979560744667574
"SBS96C","SBS2",0.998441302280917
"SBS96D","SBS4",0.986063276327424
"SBS96F","SBS40",0.913268795277291
"SBS96G","SBS3",0.934660431559931
"SBS96H","SBS44",0.993558924747282
"SBS96I","SBS1",0.999644232044606
"SBS96J","SBS17b",0.999469678632519
"SBS96K","SBS18",0.987491646417993
"SBS96L","SBS7c",0.991569475585104
"SBS96M","SBS17a",0.999661721739009
"SBS96N","SBS7d",0.957729676163485
"SBS96O","SBS13",0.998361234653475
"SBS96P","SBS22",0.966039409551866
"SBS96Q","SBS28",0.960083335332457
