MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00000216	0.00167816	0.00154404	0.03065337	0.08648435	0.02319821	0.35321606	0.00611308	0.00996424	0.00456656
1:Del:C:1	0.00000002	0.01172130	0.00000000	0.01971604	0.23631302	0.00076667	0.09231937	0.00181182	0.00021616	0.00005918
1:Del:C:2	0.00000000	0.01411515	0.00000000	0.00000000	0.21528252	0.00360781	0.00000000	0.00318648	0.00149055	0.00000000
1:Del:C:3	0.00145527	0.00939818	0.00267186	0.00465439	0.07649037	0.00000493	0.01024084	0.00819229	0.00085524	0.00046311
1:Del:C:4	0.00048889	0.00000892	0.00363790	0.00026703	0.04627788	0.00174390	0.01372590	0.00301290	0.00200907	0.00129676
1:Del:C:5	0.00170687	0.00014127	0.01440671	0.00022352	0.02789781	0.00110994	0.00174365	0.01251209	0.00219970	0.00346217
1:Del:T:0	0.00068531	0.12729450	0.00754790	0.03423085	0.02350771	0.00047285	0.11150082	0.03242219	0.00411287	0.01715139
1:Del:T:1	0.00000002	0.07833825	0.00000001	0.00059989	0.00205807	0.00000000	0.00967630	0.40496694	0.00799197	0.00000001
1:Del:T:2	0.00004003	0.14977755	0.00694044	0.00294013	0.00172376	0.00847065	0.08669135	0.01714660	0.00219590	0.00759155
1:Del:T:3	0.00135830	0.10709430	0.01929591	0.00215867	0.00208865	0.02042607	0.11188957	0.04859014	0.00427036	0.01614858
1:Del:T:4	0.00297116	0.05805539	0.04334152	0.00072929	0.00188932	0.01521701	0.10531168	0.03765391	0.00291291	0.01204789
1:Del:T:5	0.00012628	0.00446463	0.83595559	0.00017519	0.00123083	0.00009036	0.00305154	0.00633352	0.00040862	0.06165981
1:Ins:C:0	0.00000102	0.00000027	0.00000162	0.00000014	0.00000013	0.00000378	0.00000022	0.00000005	0.00000010	0.52485920
