Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J
DEL,C,1,0,2.16e-06,0.00167816,0.00154404,0.03065337,0.08648435,0.02319821,0.35321606,0.00611308,0.00996424,0.00456656
DEL,C,1,1,2e-08,0.0117213,0,0.01971604,0.23631302,0.00076667,0.09231937,0.00181182,0.00021616,5.918e-05
DEL,C,1,2,0,0.01411515,0,0,0.21528252,0.00360781,0,0.00318648,0.00149055,0
DEL,C,1,3,0.00145527,0.00939818,0.00267186,0.00465439,0.07649037,4.93e-06,0.01024084,0.00819229,0.00085524,0.00046311
DEL,C,1,4,0.00048889,8.92e-06,0.0036379,0.00026703,0.04627788,0.0017439,0.0137259,0.0030129,0.00200907,0.00129676
DEL,C,1,5+,0.00170687,0.00014127,0.01440671,0.00022352,0.02789781,0.00110994,0.00174365,0.01251209,0.0021997,0.00346217
DEL,T,1,0,0.00068531,0.1272945,0.0075479,0.03423085,0.02350771,0.00047285,0.11150082,0.03242219,0.00411287,0.01715139
DEL,T,1,1,2e-08,0.07833825,1e-08,0.00059989,0.00205807,0,0.0096763,0.40496694,0.00799197,1e-08
DEL,T,1,2,4.003e-05,0.14977755,0.00694044,0.00294013,0.00172376,0.00847065,0.08669135,0.0171466,0.0021959,0.00759155
DEL,T,1,3,0.0013583,0.1070943,0.01929591,0.00215867,0.00208865,0.02042607,0.11188957,0.04859014,0.00427036,0.01614858
DEL,T,1,4,0.00297116,0.05805539,0.04334152,0.00072929,0.00188932,0.01521701,0.10531168,0.03765391,0.00291291,0.01204789
DEL,T,1,5+,0.00012628,0.00446463,0.83595559,0.00017519,0.00123083,9.036e-05,0.00305154,0.00633352,0.00040862,0.06165981
INS,C,1,0,1.02e-06,2.7e-07,1.62e-06,1.4e-07,1.3e-07,3.78e-06,2.2e-07,5e-08,1e-07,0.5248592
INS,C,1,1,1.612e-05,0.00963425,0.00017707,0.00210382,0.0042369,0.00144962,1.43e-06,0.00014128,2.224e-05,0.01309088
INS,C,1,2,1e-08,0.00811672,7.4e-06,0.00158984,0.0032947,8.64e-06,1.71e-06,0.00041155,5.962e-05,0.00032188
INS,C,1,3,0.00061819,0.00140212,0.00020441,4.224e-05,0.00844966,5.1e-07,0.00021278,0.00162076,0.00069609,0.00052118
INS,C,1,4,0.00107596,4.525e-05,0.0023415,0.00012518,0.00876688,0.00028636,0.00073716,0.00423736,5.86e-05,0.00082475
INS,C,1,5+,0.01772281,0,0.00611113,0.00126116,0.0085108,2.375e-05,0.00834153,0.05671456,0.00191338,0.00382828
INS,T,1,0,0.00212219,0.0037132,0.00084011,0.0034806,0.01813084,0.00646472,0.01344113,0.02757331,0.00465892,0.03727542
INS,T,1,1,1e-08,0.02419626,0,0.00356415,0.0601868,9.649e-05,0.0062618,0.00070283,0.00041643,0.00230564
INS,T,1,2,8.9e-07,0.04048387,0.00048251,3.593e-05,0.05504518,0,0.0001027,0.00298442,1.605e-05,0.00130727
INS,T,1,3,0.0029834,0.02827914,0.00075339,0.00024097,0.0310683,5.52e-05,0.00106443,0.01560411,0.00057872,0.00042923
INS,T,1,4,0.01285629,0.0158401,0.00208495,0.00084741,0.00796434,0.00053447,0.00627877,0.03930772,0.00136136,0.0042301
INS,T,1,5+,0.92669939,0.00055687,0.00533417,0.00748011,0.00273841,0.00552842,0.01289635,0.04428911,0.00546846,0.17100612
DEL,repeats,2,0,4.152e-05,0.02508602,0.00012522,0.00721661,0.00851804,6.356e-05,0.01199365,0.01802348,0.09273411,0.00070634
DEL,repeats,2,1,8.354e-05,0.01762336,0.00267372,0.00761563,0.01189901,0.00021004,0.00051033,0.00495979,0.19866018,0.00615863
DEL,repeats,2,2,0.00041584,0.00218059,0.00153134,0,0.01354279,0.00167212,3.954e-05,0.00193273,0.04619878,0.00236215
DEL,repeats,2,3,8.918e-05,0,0.00110575,0,0.00649256,0.00037594,5.18e-06,8.931e-05,0.01036599,0.00015826
DEL,repeats,2,4,1.16e-06,0.00049965,0.00102001,0.00022185,0.00339964,0.00010974,0.00016695,2.997e-05,0.00337574,0.00041988
DEL,repeats,2,5+,0,0.02924576,1e-08,1.115e-05,0.00018942,3.91e-06,0,0.00130626,0.00153538,0
DEL,repeats,3,0,4.27e-06,0.02056295,4.906e-05,0.01399714,0.00125563,0.00062635,0.00161963,0.00390825,0.00503042,0.00127197
DEL,repeats,3,1,0.00302731,0.00099274,0.00346921,0.00034171,1.373e-05,0.00394466,0.00327932,0.01470685,0.1060145,0.00435727
DEL,repeats,3,2,0.00052513,0.00029574,0.00184719,0.00012416,3.36e-06,0.00050159,0.00083264,0.00239094,0.01444873,0.00148219
DEL,repeats,3,3,0.00021372,0.00042096,0.00043422,0.00030252,4.064e-05,0.00011182,0.00032345,0.00124594,0.00379734,0.00017023
DEL,repeats,3,4,1e-08,0.00722141,2e-08,0,3.6e-06,1e-08,0,0.00075525,0.00060268,1.366e-05
DEL,repeats,3,5+,1e-08,0.01116263,1e-08,0,0.00015685,3.007e-05,0,0.00064787,0.00045741,8.912e-05
DEL,repeats,4,0,4.103e-05,0.01302985,0,0.00723052,9.936e-05,0.00231405,0.00064632,0.00376007,0.00595001,0.00029788
DEL,repeats,4,1,0.00034874,0.00023411,0.00161935,0.0004654,0.00098188,0.00246081,0.00282688,0.0023507,0.05772415,0.00035175
DEL,repeats,4,2,0,8.3e-07,0.00038871,1.74e-06,0,0.00053661,1.681e-05,4.549e-05,0.01117153,0.00055694
DEL,repeats,4,3,1e-08,0.00453248,1e-08,3.6e-06,8.6e-07,0.00011384,1.46e-06,0.00049411,0.00379852,2.537e-05
DEL,repeats,4,4,4.05e-06,0.00593253,0,7.56e-05,8.71e-05,1.024e-05,2.87e-06,0.00065686,0.00019497,0
