Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14,W.15,W.16,W.17
DEL,C,1,0,1.07376430477404e-106,0.00764662649598545,0.0126781918263501,0,4.91280834785845e-93,0,1.96444955264242e-06,0,0,0.00290592302507952,1.81082769573655e-166,0.0830736336368714,1.38903195280093e-202,0,0,0.843076361816508,0
DEL,C,1,1,8.36373507710813e-294,0,3.94019026841181e-198,0,5.996128170124e-149,0,5.96838720038596e-154,0,0,7.98728376667973e-06,2.0091879408267e-112,0.220616430169485,3.20786650610611e-258,0.978431483016384,0,8.84533066559696e-101,0
DEL,C,1,2,0,0,0.00478610140429625,0,0.0196835344472086,0,0,0,0,0,6.83005482776418e-273,0.244510379758164,0,0,0,0,0
DEL,C,1,3,0,0.019463915501043,0,1.74393724630461e-143,0.021409565563688,4.85685654277407e-211,0.00512527185274584,0.00158416282598788,0,0.00162648949022594,0.00372888048658443,0.0760693157014967,0,0,0,0.0175597627313349,4.57228197248975e-120
DEL,C,1,4,0.00269732810374218,0.0250610400023613,0.00170477970830866,0,0,0,0,0.000312378895347185,0,0.00270539499326788,0,0.0493832337848687,0,0,0.00201920814318789,0.0228793145422433,0.000610071024938006
DEL,C,1,5+,0,0.116754656572545,0.000739677130977425,0,0,0,0,0.000947209654989893,0,0.0104569682333815,0,0.0272736567578805,0,0,0.00476372274289846,0,0.00159096241006506
DEL,T,1,0,0.0058130227120954,0.0321906151741892,3.89860557174837e-251,0.989631881786067,0.103414124759676,0,4.55142780569483e-05,0,0,0.00598123289392758,1.6305289175526e-06,0.038311013598149,4.04156076980756e-24,0,1.11306459883555e-308,8.24743858388321e-153,9.49850651328257e-239
DEL,T,1,1,0,0,0,0,5.59347903563119e-65,0,0,0,0,0,0.788608336339656,5.42449097291923e-99,0,0,0,0,0
DEL,T,1,2,0.0457729133218529,0.0143580474071356,1.19345485066707e-20,7.48279854224627e-232,0.11494854282659,0.957519291444184,4.55047382087652e-271,1.12948452780168e-301,0,0.00304365862420458,0.00428881571597192,0.0140667575482153,1.19646954662354e-14,0,0,2.52054165097156e-228,0
DEL,T,1,3,3.19473623229193e-61,0.10602414169837,1.32420620330367e-144,0,1.84077107521728e-97,0,1.12422114393746e-308,5.03627729235818e-90,0,0.00902698021972733,4.58985558387947e-182,1.62240717175384e-93,0.981935934315976,0,0,3.0155028271085e-285,0
DEL,T,1,4,0.906794570401503,8.67722763700383e-249,1.02028176005647e-91,2.06563177469262e-279,8.95537476915199e-46,1.39535785519021e-263,1.06383586120582e-257,0.0023179173564712,0,0.0276993256628082,3.25351061471203e-147,2.41855013447687e-101,0.000484611560306262,0,0,0.0564894070071358,0
DEL,T,1,5+,7.02646937877723e-132,1.82390046666314e-113,0.000589283355750047,0,0.00657437219059637,0,5.93748156108727e-06,3.06860414814324e-133,0,0.88603304217983,2.44532932419997e-197,1.37680959357957e-99,1.33326942394796e-273,0,0,8.43487366305896e-248,0
INS,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757179713823143,0,0
INS,C,1,1,0,0.00101385415519784,0.00124627069870532,0,0,0,0,0,0.167112407934331,0.000187840680902653,0,0,0,0,0.0229778868979725,0,0
INS,C,1,2,0,2.0856707929086e-05,0,0,0.00450879971691932,0,0.000118620960312071,0,0.100690336941331,1.48922806483385e-05,0.000843541238947666,0.000841410397897039,0,0,0.000230806633840429,0,0
INS,C,1,3,0,0.00507506438747286,0,0,0,0,0,0.000678037722808034,0.0376282639561209,0.000276915481777583,0,0.0068225116117623,0,0,0.0017710306032096,0,0.000196570438602083
INS,C,1,4,0.00373264891028276,0.0221056190285094,0.000237355516249707,0,0,0,4.39463106935016e-05,0.00153915698962407,0.00999930337047995,0.00162707080034947,0,0.0065154444192314,0,0,0.00231832920524531,0,0
INS,C,1,5+,0,0.134529964555782,0,0,0,0,0,0.020492143755665,0,0.00651343724045883,0,0.00686048072136418,0,0,0,0,0
INS,T,1,0,1.11450208184453e-308,0.0136499899914094,0.00685490490429295,0,0,0,0.00209592506033993,0.00213993436025798,0.000217448785132934,0.000800263057387787,0.0429192780838758,0.0216900786547149,4.45037165961666e-268,0,0.0458668048296072,0.0226662198936066,0.00090217825636876
INS,T,1,1,0,0,1.11253692929675e-308,0,0.0134696879444682,0,0.00323842134168308,0,0.322134943906024,0,0.00191791768770733,0.0542247937146164,0,0.013000399236862,0,1.30989295954812e-10,3.63519633950992e-14
INS,T,1,2,0.00596884418973803,0.0024053582947198,0,0,0.0626220670273297,0,0,4.09907784559938e-05,0.170083417205501,0.000409249935481851,0.000348327676590803,0.0457653729303816,0,0,0.00139739262237998,0,0
INS,T,1,3,0,0.0118447944416915,6.77176783335119e-05,0,0.0346329971332719,1.3390345615124e-215,0,0.00352026064944449,0.121002647535814,0.000719438157464759,0.00948438445106879,0.0296845018540391,7.18725853777023e-252,0,0,0,0
INS,T,1,4,0,0.0490788757516761,0.000824298282415234,0,0.0176585348223801,0,2.14383527289134e-197,0.0145537431302414,0.0579487519997203,0.00192096966388475,0.0201482866436078,0.00783168632186092,8.53401289878003e-215,0,0.0033183261874656,0,0.000202856896279759
INS,T,1,5+,1.15225926768318e-194,5.33066183253915e-134,6.12832390352962e-96,0,3.29254278163982e-89,0,3.19824671721592e-70,0.923453314272995,0,0.00189035328277252,4.60785933516727e-189,6.55308278732642e-99,1.43615057841031e-212,0,0,1.84874432120857e-252,5.30274180307015e-242
DEL,repeats,2,0,0,3.11686874459487e-161,0.000406509521611226,1.49705623132389e-32,0.0517666887356026,0.0100505082339326,0.00787576072503935,0.000183148532012389,0,5.22679578919153e-05,0.0313776396580156,0.00677228130330313,0.00150996247250334,3.4592985422537e-175,0,0.0184258342368492,0.0749687355948847
DEL,repeats,2,1,0.00411256537208916,0.0250223569876484,0.000731188472696693,1.32466008377536e-195,0.030835764767286,0,0.00687404660812223,0.00037087496643878,0.000876317983481518,0.00181250703820517,0.00604404031063883,0.00942175478973417,1.11253734260688e-308,0,0.00506205256770034,0,0.239707409304855
DEL,repeats,2,2,2.03256647249917e-290,0.00993511486126231,0.00164162375039184,0,0.00158273866296053,0,0,0.000245250318015613,0.000563086938299293,0.00139735431951002,0.00252826679253384,0.0147824115558985,0,0,0.00434483614563964,0,0.0525745350848466
DEL,repeats,2,3,0,0.00564890590968203,0.000198066968386943,0,0,0,0,0.000279002516295828,0,0.000485096871395035,0,0.00771024061477289,0,0,0.000221969465475216,0,0.00962420389516394
DEL,repeats,2,4,1.68532236124147e-05,0.00813811675560001,0.000265961947717945,0,0.00156071345499711,0,1.94560411706601e-109,0,0,0.00050815665782685,0,0.00315850591150543,0,0,1.87427543635709e-54,2.7114891859965e-30,0.00336282522213464
DEL,repeats,2,5+,0,0,0,0,0.0664021102817692,0,0,0,0.00358297151048127,0,0,0,0,0,0,0,0
DEL,repeats,3,0,0,0,0.000651583866079956,0,0.0424100515646053,5.03128081047619e-190,0.0140086638111463,8.99615282220975e-05,0.000358971008924065,9.46137149365382e-07,0.00624066452481992,0.000717282638662501,0.000218150283357548,0,0.00149159552942802,0.00299825224390385,0.00420685232061349
DEL,repeats,3,1,8.78022030279516e-254,0.0404008955504878,0.005112633102485,2.58939484034513e-15,0.00150361690384245,2.33725121975661e-128,0,0.00343659034746291,0,0.00381655606193417,0.00096501424500607,3.75955354448019e-182,2.21251678099076e-14,0,0.00426031580732429,1.32586161765631e-82,0.106372329233819
DEL,repeats,3,2,0.00393113916616279,0.0147309839729961,0.000379248165259772,0,0,0,0.000172516226608114,0.000277157752518355,3.55303385423893e-05,0.00168495913877825,0.000116755660071628,0,0,0,0.00193005004456057,0,0.0189022205761125
DEL,repeats,3,3,3.92230753330214e-27,0.00249352520364153,0,0,0.00148565425106422,0,0.000170934033552117,0.000240405263362656,3.51208009583753e-05,0.000331896913674672,0,0,0,0.000209042747737239,0.000640220375685119,0,0.00442240314414477
DEL,repeats,3,4,0,0,0,0,0.0178838649281036,0,0,0,0.00101820908670036,0,0,0,0,0,0,0,6.62010457598653e-06
DEL,repeats,3,5+,0,0,0,0,0.0252168869150587,0,0,0,0.000660258202126652,0,0,0,0,0,0,0,0
DEL,repeats,4,0,0,0,0.00144326218974893,3.74371393933247e-13,0.0252178324399237,0.00715027778915848,0.00885730013568029,1.01114973324877e-05,0,0,0.00312252213549586,0.000283630287312861,0.000211502619773638,0,0,0.00137100866444418,0.00862664292639725
DEL,repeats,4,1,0.00261152398249167,0.0140969602439087,0.00262134708501466,0,0,0,1.34766664999618e-84,0.000279503624792143,0.000333678594198069,0.00142205737758093,0,0,0,0.00202325448480873,0,0.00158120892688408,0.0674480980899904
DEL,repeats,4,2,1.14019804990004e-249,0.00376701586226064,0.000548095928262521,0,0,0,0,0,0,0.000336345994566225,0,0,0,0,0.000453896722752806,5.14223411314566e-05,0.0120160135236508
DEL,repeats,4,3,0,1.07005680121908e-05,0.000188546909148596,0,0.0106251139116527,0,0,0,0.000100382182678649,2.46284370208739e-06,0,0,0,0,0.000135904265150817,0,0.00366741636230577
DEL,repeats,4,4,0,0,0,0,0.0134472547759885,0,0.000225886016497994,0,0.000664312317786154,0,0,0,0,0,0,0,0.000422012973555622
DEL,repeats,4,5+,0,0.002218034575852,0,0,0.00518137870049708,0,0,0,5.37292989849e-05,0.000139262446461116,0,0,0,0,0,0,0.000144295454609402
DEL,repeats,5+,0,0,0,1.21592270086294e-134,0,0.0207740459842518,0,0.346780654391805,0,0,0,0.0108871443492556,0.00185136880894663,0,0,0.0025555515818432,0,0.00104724395069552
DEL,repeats,5+,1,0,0.0198139281521301,0.00855901773287604,0,0,0,0,0,4.27542465594221e-05,0.00225290144092763,0.0010081662989899,0,0,0,0,0,0.00942612010759254
DEL,repeats,5+,2,0.00075206036908045,0.00305391720638782,0.000494322860936685,0,0.000802098621828734,0,0.000485155938328965,5.40811591189732e-05,0,0.000237799739379421,0,0,0,0,0.000114477066440275,0,0.00309340872202993
DEL,repeats,5+,3,4.42340294679722e-66,0.000845439302268319,0.000116132553937705,0,0.000639849627679464,0,0,2.0051401731799e-05,3.07743930491104e-06,9.85644749005034e-05,0,0,0,0,0.000123329069371474,0,0.0014061951693199
DEL,repeats,5+,4,1.79864921614754e-173,0.000598499220991953,7.41041383868206e-05,0,0.000177411504613013,0,8.42824111880969e-05,0,0,5.90572549270877e-05,3.61355415475513e-05,3.69339320880015e-05,0,0,0,0,0
DEL,repeats,5+,5+,0,0.000367227714794591,4.3193149402623e-05,0,0.00182054250279008,0,0,3.92063637637725e-06,2.43541717786398e-05,1.15853249283237e-05,0,0,2.30430234267969e-19,0,0.000120699755867073,0.000118943327655067,0.000356560004778956
INS,repeats,2,0,8.62280205157412e-26,0.00355117264837952,0.00227234639145531,0.00260615972101435,0.0129898190986794,0,0.00188364801429276,0.000330697626674246,0,0.000202941299967289,0.0124735562720692,0.00318079836397857,0,0,0.0344134360152768,0,0
INS,repeats,2,1,0.000778941922160143,0.000863552108330802,0,2.15286976296748e-117,0.0481373980204702,1.22573225780395e-171,0.00193683504234943,0,0,0.000208784632250064,0.00306812033729677,0.00279600697689632,3.30207638005756e-277,0,0,0.00342536239764534,0
INS,repeats,2,2,0.00269089721645634,0.00782647134713478,0.000647982233831563,2.54807743499522e-147,0.016866244774577,0,8.45517667562841e-05,1.31134665445089e-232,3.86214742227955e-130,0.000726886536414786,0.000452162175943356,0.00106856537217093,0.00287781170113547,0,0.00106439019297442,0,0.000130749387704849
INS,repeats,2,3,5.63111445284965e-203,0.00279102766251924,0.000506293135876213,0,0.0020005492880003,0.00133753808050317,8.81704519659001e-38,0.000548451404885756,0.000145344591197789,0.000281691768109086,0.000357505733766452,0.00144951218261956,0.00132266307653149,6.30628408829042e-130,0.00167221721307864,0,0
INS,repeats,2,4,3.02715275411427e-38,0.0238904416146962,4.73312683932962e-293,0,0,0,0,0.0019924768531818,0.000363357031224241,0.00147521744433718,0,0.000221242788532885,0,0,0.00276898466059474,0,3.38784564745954e-05
INS,repeats,2,5+,0,0.140795566013747,0.000364362930085578,0,0.00100210024580854,0,0.000443335442786234,0.0138831760236224,0,0.0080293159768936,1.11268880582713e-308,0,0,0,0,0,0
INS,repeats,3,0,0,0.000514542342717273,0.000970805779651561,0,0.00988360183680387,0,0.000830651329117115,5.0496275403854e-06,0,2.99341100776331e-05,0.000251257008425699,0.000273220753520393,0,0,0.0108167371851305,0,0
INS,repeats,3,1,0,0.00534250560008447,4.93701452759577e-05,0.00395613534342778,0.0124542070523205,0,0.000420590855772967,0.000168090412492758,5.95999440080969e-176,0.000906679565132479,0.00508958724656487,3.29528675000181e-05,0.00372457481107442,0,0.003197965215013,3.40130321124148e-244,9.72991124314803e-05
INS,repeats,3,2,0,0.00165765421536678,0.000910088056879616,0.00256538766539251,0.00223054302108994,0,0,3.14436409749262e-151,0,0.000174454591875412,0.000495728422627181,0,4.66828830423191e-179,0,6.20980084475005e-159,0,0.000839195357999336
INS,repeats,3,3,0,0.00026817456821021,0.000322084940125463,0,2.46694552051305e-05,0,0,0.000172598702820059,0.000125102390696848,0,0,0,0,0,0.000748659938209928,0,0
INS,repeats,3,4,0,0.00124603766108267,0.000233286333687511,0,0,9.46090466396696e-05,6.32265937822121e-05,8.86514856863063e-05,4.77367342994655e-05,5.87666558093521e-05,0,0,0,0.000277998598880846,0.000738018304604392,0,0.000171247660791109
INS,repeats,3,5+,0,0.0124389625346738,0,0,0,0,0,0.00102729046911236,4.80955860795319e-298,0.00145500669907853,0,0,0,0,0.00276959327134054,0,0
INS,repeats,4,0,0,4.18340835826726e-05,0.00166706361930243,0.00119496116856965,0.00610302981757366,6.03863948337535e-91,0.000640224391854792,0,1.23612913445186e-05,8.36374359172552e-06,0.000903261537439953,0,0,0,0.00930652633687936,0,0
INS,repeats,4,1,0.000607215363670688,0.00820587373042561,0.00050817085022176,9.60619794523742e-161,0.00869325021716493,1.55246280640052e-108,0.000853799777860297,0.000480024117891623,0.000285947090485514,0.000944734406190759,0.00381754901841403,0,2.33821037532953e-193,0,0.00088531388446086,0.00191788026783846,0.000888507258886581
INS,repeats,4,2,0,0.000145921162392123,0.000522943734788035,4.29637465691278e-05,0.00107309425701005,2.34094306576373e-103,4.21508715250432e-05,5.92707987640705e-05,2.40566408362789e-05,1.17535399720586e-05,0.000131491623628161,1.17138543796889e-05,1.40493267257001e-25,0,0,0,0.000266512140945468
INS,repeats,4,3,2.5064992859786e-207,0.00132433367319161,0.000361114905727336,0,0,7.92355058162715e-05,0,8.72069489722174e-05,0,9.18583477863616e-05,0,5.70113308134909e-05,0,0,0.000918502753583757,0.000208186477954032,7.30304652583569e-05
INS,repeats,4,4,0,0.00338920001515193,4.3572686717425e-05,0,0,0,0.000155137214804928,0.000208634716039425,0,0.000144559176095271,0,0,0,0,0.00240155478210441,0,0.000316613356149275
INS,repeats,4,5+,0,0.0161418547442036,0.000195231727978046,0,0.00174439546031098,0,0.000562325172026083,0.000557236622045429,0,0.00186469457859972,0,0,0,0,0.000191770048179192,0,7.76351469243582e-05
INS,repeats,5+,0,0,0,0.00949161798270731,0,0.0118647386062281,0,0,0,0.000794305403980238,0,0.00258550121343236,0.000131280859455657,0,0,0.00376663422229232,0,0
INS,repeats,5+,1,0.00103853849678105,0.00192322753810994,0.00662476019716871,0,0.0100388914635757,0,0.0111682113122426,0.00144509722889391,0.000812937836598271,3.7476616445715e-05,0.0142808806727658,0,0,3.39439832528358e-76,0.0486927913626258,0.00208047635343436,0.00213009620190307
