Signature,NumberOfPostSamples
hdp.1,4800
hdp.2,4200
hdp.3,4200
hdp.4,4188
hdp.5,4160
hdp.6,4009
hdp.7,4000
hdp.8,4000
hdp.9,4000
hdp.10,4000
hdp.11,3998
hdp.12,3997
hdp.13,3600
