"ex.sig","ref.sig","sim"
"hdp.1","SBS5",0.999366344730325
"hdp.2","SBS40",0.9990682162959
"hdp.3","SBS1",0.999915283974821
"hdp.4","SBS18",0.998487498168017
"hdp.5","SBS7c",0.999979967624219
"hdp.6","SBS7b",0.999890913988355
"hdp.7","SBS4",0.999965795477997
"hdp.8","SBS44",0.998706374132217
"hdp.9","SBS17b",0.999491480122995
"hdp.10","SBS2",0.999899696915849
"hdp.11","SBS28",0.994527809544494
"hdp.12","SBS22",0.998258588049686
"hdp.13","SBS7d",0.999663380269921
"hdp.14","SBS3",0.99932259925737
"hdp.15","SBS12",0.999301531992837
"hdp.16","SBS41",0.999023498763486
"hdp.17","SBS7a",0.999993305914145
"hdp.18","SBS17a",0.998477320106759
"hdp.19","SBS13",0.999644877273701
"hdp.20","SBS16",0.999180243448624
"hdp.21","SBS29",0.996878987691416
