Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13
DEL,C,1,0,0.0245087951161686,0.00340436552802429,0.021446001579197,0.0154659513835395,0.000594534128537023,0.0109234726408762,0.0297086127146455,0.335268878949425,0.0346139515879052,0.0127179354840023,0.0470025824239184,0.111204180211562,0.00632545123321705
DEL,C,1,1,0.000510904626613776,3.56007617535714e-05,0.0301503338850931,0.000870436382253137,0.000563808057410859,0.00262363971248272,0.00621433505885814,0.0961348785137835,0.0211787220464326,0.00238783650127777,0.0142875236297995,0.212125767646142,0.0149003753055331
DEL,C,1,2,1.92470635492544e-05,1.06344755498685e-06,0.0276488617836411,3.22722693144016e-05,2.17991262736115e-06,0.000436723815380988,0.00807808692728998,0.00275510206968442,0.00249494129985109,0.00335215354295238,0.00755550470394329,0.187288013577342,0.00231277718588075
DEL,C,1,3,0.010329398663933,0.00166854992717836,0.0138657477430391,0.00185677667336694,0.00172623500496588,0.001028054236937,0.000992464354178452,0.0113341464892594,0.00583246966129239,0.00135652621179126,0.0045737661581063,0.0670506578942659,0.002398475758105
DEL,C,1,4,0.0127962104670434,0.00252910253241444,0.00275372864938711,0.0324411471039101,0.000933302915546102,0.00207669472517912,0.00262484967683323,0.0130808765424973,0.00146915939010889,0.00231579398228933,0.00402743012477096,0.0430990929770386,0.00301917529532437
DEL,C,1,5+,0.0416127162968206,0.0117252624105472,0.00234486429093363,0.0157632545071345,0.00294508720695286,0.00403276609766207,0.00186151977519291,0.000800170278912739,0.000602913264032158,0.0022146612325437,0.00129846299830839,0.0245198435213582,0.000753792964593437
DEL,T,1,0,0.0337270188371556,0.00434091896324218,0.108332011961644,0.0645603967088887,0.00168898912810601,0.018275524290254,0.00330473608019609,0.107659445713872,0.0335391075436264,0.00754611568340995,0.0401203118177143,0.0292542759812714,0.0239294392569354
DEL,T,1,1,1.10559652253578e-05,2.29716086341077e-07,0.0976579684550348,3.29001344761603e-05,2.05633330743151e-06,0.000675906862329562,0.00109981353567092,0.0389763596554909,0.0101055995129203,0.00368945021486256,0.509624539437026,0.00985439080572278,0.00911067568173944
DEL,T,1,2,0.016097445017883,0.00522184163054449,0.122507105137992,0.0467432876236134,0.000875137584560935,0.00675756701816782,0.00994284695193908,0.0852067582179268,0.00853403249941431,0.00488161394421729,0.021482574591625,0.00883793412298513,0.0333998821321438
DEL,T,1,3,0.0850312167094774,0.0143483820774294,0.0852001274139969,0.483008363181894,0.00286431350447003,0.0150270155120759,0.0214686937214479,0.104372134761956,0.0096119549051619,0.00709303400003758,0.0545605659487767,0.0131350554813498,0.00623891861162808
DEL,T,1,4,0.483778745320444,0.0370694096985587,0.0462974014606183,0.058832113753094,0.00543959624058288,0.0110446916023102,0.0171790491526175,0.0922954287610779,0.00148316653369463,0.00479994164810435,0.0142274756570027,0.0129217130620285,0.00797455448836159
DEL,T,1,5+,0.0141693088927234,0.835293439345338,0.0266896483139371,0.0119387304778109,0.00151848953089984,0.0434914171480604,0.0033506797045815,0.0040222921586533,0.0109742005256303,0.00245890130993229,0.00631724582463111,0.00949260376944807,0.00972124151917755
INS,C,1,0,8.18101076438432e-06,2.08076165164019e-07,0.000551758843239892,3.55192291509256e-05,1.72213761966477e-06,0.525106296655616,0.00218268297211131,0.000206949722112469,0.00260586771965506,0.000434049815091538,0.00288803130793756,0.0026099463632491,0.000714071363598983
INS,C,1,1,0.00176165104297043,0.000121745245336802,0.00121907757319725,0.00136223419395648,4.52499632426269e-05,0.0158814120520824,0.00178339651183043,0.000208586973048002,0.00213581989047017,0.000251767107630546,0.00233709872085814,0.00132182158863752,0.11280955533659
INS,C,1,2,0.000168553031889146,1.1280106165206e-05,0.0029627030061242,0.000278682436797792,1.42381979897438e-05,0.000729553593012647,0.00013553510689307,0.000386776456300247,0.00150781977717689,0.00016551430556965,0.00195262774144906,0.00182216812516533,0.0619173226881945
INS,C,1,3,0.00185993413529768,0.000232170909487349,0.000353819058445291,0.0041315142154144,0.00084224289569149,0.00103156077852035,9.65813656140285e-05,0.000263392744254018,0.000147243898298881,0.000876832056727129,0.000418813384133938,0.00627841104005307,0.0251036556550465
INS,C,1,4,0.00859267398051719,0.00193241476034216,0.000130284484743924,0.0104418640541688,0.00165687577945289,0.000954022587479887,0.00046758992834818,0.000486757110856196,0.000283494332955735,6.53056929889638e-05,0.000315171344299325,0.00736853258796745,0.00729282338887935
INS,C,1,5+,0.0377715955608887,0.00601324469996394,0.000140645751855696,0.0151959514249786,0.019663064372677,0.00176204553448934,0.000468272644663732,0.00106984115818794,0.000741415574004659,0.000872773889176748,0.00113066438880591,0.00973901271179132,0.0014142558052755
INS,T,1,0,0.00582202488489969,0.00084724571832151,0.00529053873406375,0.00624363468056633,0.00224178799556399,0.0396391540533863,0.00699552170640988,0.0137170689170504,0.00482553403145253,0.00379877965946242,0.0386320726323415,0.0194236176905873,0.00469740772453151
INS,T,1,1,8.63797721028643e-05,3.27499993901585e-06,0.0142303922807158,0.000102503472408277,1.38349041876078e-05,0.00380768471674606,0.0013307096085466,0.0106633792273029,0.00402385204540985,0.00123224985304545,0.00491505295425096,0.044349444633493,0.194122967067227
INS,T,1,2,0.00369196608098464,0.000314589046204156,0.0297186757910325,0.00121500878302636,0.000145730580824564,0.00182187485164833,0.000714712010236472,0.00255295575289017,0.00169423432790784,0.000298804349996674,0.00581881739709126,0.0429542654069521,0.12663561250667
INS,T,1,3,0.00446474375253481,0.000955893341915564,0.0209515972611269,0.00284439063380889,0.00346225071513974,0.000402958672144175,0.000831403439342268,0.00181972616388211,0.00104830784973478,0.000844487255954293,0.0118449579104016,0.0244904763947816,0.0794802963344031
INS,T,1,4,0.0153772033562723,0.00304310226325853,0.011157217310511,0.00672513550361684,0.0132861947325916,0.0066490068396268,0.00106337487884969,0.00396686639904155,0.00127429072449611,0.00103088170413465,0.0119368109121835,0.00734964919618038,0.0403991201446442
INS,T,1,5+,0.0093534777189264,0.029653113361927,0.000473530553269347,0.00949391323294535,0.901186620257051,0.153255497114221,0.0159871149004201,0.00491142174483169,0.0135872239384427,0.00361898810435909,0.0313257284669121,0.0308391664654222,0.012482049172548
DEL,repeats,2,0,0.000760329623112132,8.54396404363204e-05,0.0268140637372367,0.00139608509567759,0.00062785536538171,0.000792881062899529,0.00111525778144138,0.0149820258438977,0.00831448663419889,0.088955702368956,0.0232116302529826,0.00868386122907671,0.0127934206516294
DEL,repeats,2,1,0.0161097215778093,0.00252693211966078,0.0247150017362125,0.0389509786740575,0.000874935605457394,0.00632938305764772,0.00167354993283133,0.00388316796426729,0.00992040193310464,0.189987319364835,0.0049592813652237,0.0104898666658339,0.00668517672421774
DEL,repeats,2,2,0.00598233638066737,0.0013608521257631,0.00484152199983623,0.00317143662706673,0.000741840677893164,0.00208856495565865,0.00221090780880451,0.000600642359754364,0.000460252171561823,0.0459966103452388,0.00293938388925674,0.0122179979070411,0.0019980278068722
DEL,repeats,2,3,0.00243615570975287,0.000599032731003344,0.00035814688305055,0.00209586772696469,0.000301003345481546,0.000159103032702955,0.000611515724881087,0.000201604579352343,7.92085164218762e-05,0.0121174874060529,9.42439904597795e-05,0.00663742669628523,0.00041481445153998
DEL,repeats,2,4,0.00224306973313008,0.000500288106063107,0.000838795793836844,0.0021993937226364,0.000145234270330008,0.000256011091006473,0.000196420667635431,0.000256861798426613,0.000304630817966327,0.00323048887619443,9.29362660400207e-05,0.00288163345887189,0.000354783748514767
DEL,repeats,2,5+,9.91607100048062e-06,1.72643766753232e-07,0.0227117357580369,3.47837299614367e-05,1.47763659958891e-06,1.72726533974156e-05,0.000168620317770557,0.000228029327907468,0.000645763576554481,0.00207216999634403,0.000815600395018655,0.000155542517153845,0.0140345695112587
DEL,repeats,3,0,0.000233799366813977,1.12705941119413e-05,0.0172563136132601,0.0002725652362218,5.41297353440234e-05,0.00172977360752486,0.00108343541887815,0.00212786040153254,0.0120229635416523,0.00512758175630554,0.00419127628360178,0.00118698682316161,0.00707321819115044
DEL,repeats,3,1,0.0223448118496141,0.00315222739192647,0.00580536444025147,0.0270870897235282,0.00453229348378305,0.00469388340781113,0.00423010675376797,0.00389873388676468,0.00199197057442903,0.101462814039722,0.000724694029570499,0.000298536225475021,0.000866931760916747
DEL,repeats,3,2,0.0163732288073867,0.00163750210971991,0.000881419145737684,0.00174065749645081,0.000809284423947242,0.00141437780869891,0.000572385114090245,0.000955751252922832,0.000287353663948828,0.0141312358616222,0.000783414759672652,7.03708820404432e-05,0.000370964306190198
DEL,repeats,3,3,0.00190723470185033,0.000289614674755178,0.000476681409469348,0.00239964683122821,0.000299599457830947,0.000505629874150474,0.000139072497129089,0.000368562039642432,0.000312150644153366,0.00373011225011984,0.00012045703367972,9.22125240672186e-05,0.000481434144546426
DEL,repeats,3,4,1.04002738570656e-05,2.12832191796339e-07,0.00570109687498201,3.28463174622953e-05,1.54607030901232e-06,2.61396736213438e-05,3.54729492867992e-05,3.54838024447515e-05,2.81077160409471e-05,0.000767757084679934,0.000862297867768996,4.26475797405062e-05,0.00325556573651813
DEL,repeats,3,5+,1.0581849928285e-05,1.98801913230994e-07,0.00882787322194479,3.20031842450764e-05,1.30156928893645e-06,3.94024541076547e-05,0.000188037052776065,8.33011606501979e-05,3.39458225773647e-05,0.000780976264126224,0.000329683181703663,0.000109588285111141,0.00416816170015292
DEL,repeats,4,0,0.000203960365776925,1.23154931630621e-05,0.0108975491492439,0.000199427914379212,6.15511385892608e-05,0.000327266029305477,0.00235048615273735,0.001289599961149,0.00653974297253258,0.00627514582248281,0.00407556219072805,0.000197581976930728,0.00592016579566892
DEL,repeats,4,1,0.0136246613795414,0.00140581631494906,0.00255534700829735,0.0166228916086054,0.000986465277288956,0.000199126262114839,0.00259310159946495,0.00343442878322297,0.00150188824177099,0.057221140170701,0.00057419837078617,0.00135785903106511,0.00163532058939266
DEL,repeats,4,2,0.00184970534995232,0.00036778663089465,0.000124754705811954,0.00664702907749404,6.43270224530569e-05,0.000466009309800793,0.000537517058533805,0.000541177646547969,0.000158158306743657,0.0138658879556547,0.000168784282386029,2.45971856119399e-05,0.00027504862924821
DEL,repeats,4,3,2.74381618731509e-05,1.40231445253968e-06,0.00375836652429167,3.88200060013146e-05,3.20708267365812e-06,2.16684136597982e-05,0.000174223543904411,0.000118423804800346,6.65045857847721e-05,0.00397995072366704,0.000438146235443954,3.89925253758167e-05,0.00224317576639545
DEL,repeats,4,4,9.39151790584686e-06,1.87625250645041e-07,0.00479503372040125,2.96352356350147e-05,2.27425812967304e-06,1.24574503619049e-05,5.87878883324008e-05,3.98778950290889e-05,0.000192341294912776,0.000384119621600386,0.000362405569610015,8.32870966844672e-05,0.00115246856092622
DEL,repeats,4,5+,0.00109004150576799,0.000122552105254975,0.00147158792549244,0.000940882853402472,4.49702487604205e-05,5.6104665333616e-05,0.000116779863861697,5.15974816889585e-05,2.1879124742348e-05,0.000706295266565423,0.000268239652249922,7.30630797960637e-05,0.000340604909314647
DEL,repeats,5+,0,0.000216025086953502,1.36902226611344e-05,0.0209072643461793,0.000240436478944371,1.09208240950732e-05,0.00484333086787668,0.0169610574793228,0.00202659161572584,0.25028330208509,0.0052837341505956,0.0130348017087703,0.00140562178654129,0.0329771859141073
DEL,repeats,5+,1,0.00410847132568337,0.00251696871946873,0.000178278494708539,0.012593324756456,7.88269959914689e-05,0.000445741835003243,0.00731391512677349,0.00082492166070287,0.000647325515603207,0.0151784038091273,0.00294909423103033,7.64932564658719e-05,0.000280803569864729
DEL,repeats,5+,2,0.00159742557411201,0.000240164125646958,0.000273061930214061,0.00307865609516341,0.000123496269311416,3.26745920266798e-05,0.000422661534960502,0.000170936220835633,0.000327559220781285,0.00282637306927154,0.000362200627723336,3.63161640775822e-05,0.000835154480121184
DEL,repeats,5+,3,0.000813037121563314,9.93027446655396e-05,0.000189035591418056,0.000721147985791519,3.57635894256618e-05,0.000106857240882117,0.000187396785143346,0.000138215279344594,2.80118915594302e-05,0.00094193685033241,0.000100685021183965,3.62908257457646e-05,0.000299945002784891
DEL,repeats,5+,4,0.000825354031727695,4.24791652705648e-05,2.87561654947452e-05,0.000645875922398952,1.22861762588121e-05,1.91685347319546e-05,8.2392893377356e-05,7.24844697268359e-05,1.24212484166292e-05,0.000130865858530592,3.45083100616941e-05,3.49510614509087e-05,0.000144478201202399
DEL,repeats,5+,5+,0.000258604675654447,1.59781092726121e-05,0.000663309147088489,0.000177201487652951,2.24708396738743e-05,4.95194137955047e-05,1.63781167927683e-06,7.67040024687818e-05,2.26505118185591e-05,0.000153420162671981,0.000140521820299303,2.75807741834629e-05,0.000175108664121482
INS,repeats,2,0,0.00134300723565512,0.000214491807289687,0.00622012153102223,0.00204755798751851,0.000458891872410372,0.0252354221133233,0.00208003144485228,0.00151111640114379,0.00211393357889171,0.000947816505628176,0.0102499342429318,0.00224318034477222,0.00370618175703842
INS,repeats,2,1,0.00139159900982533,0.000169290767977446,0.0194875208926522,0.0026654131846984,4.4485233149944e-05,6.92248352770633e-05,0.000293486655711794,0.00182376511747676,0.00164343537464369,0.000764422154910809,0.00268769573414048,0.0022954026466483,0.0037187967536797
INS,repeats,2,2,0.00251727986334988,0.000651158069489581,0.00733722498352964,0.00571961841656245,0.000273364764138786,0.00131498664917848,0.00047621762313383,0.000687597238484963,0.000493934476815016,0.000118919041847623,0.000544784330479059,0.0010662243337189,0.00211260533834964
INS,repeats,2,3,0.00178504409347919,0.000329685150337805,0.00122170372504675,0.00128010943079843,0.000460206729798225,0.00103061283785308,0.000396339814214284,0.000437633563485269,0.000359564597607932,0.00029007192345262,0.000693045146784844,0.000814826907299061,0.000296045822004858
INS,repeats,2,4,0.00789153815662258,0.00153542018089177,5.3870961699924e-05,0.00417808387141228,0.00228470323982687,0.00412406201166113,0.00011953195346532,0.000230960729398663,0.000128622805928108,0.000172773469966701,0.00018860509056909,0.00043864136396899,0.00023126103760078
INS,repeats,2,5+,0.0191417494279471,0.0124940881459404,0.000781959397775066,0.022266305133535,0.0149387638391854,0.000725023611062864,0.000298605259383313,0.000582283479778708,0.00222838633961551,0.000161710610571934,0.00161390759845662,0.000514700701502485,0.0005951150729568
INS,repeats,3,0,0.000350310679179746,1.84350726308688e-05,0.00399901908428494,0.000778660434608624,2.37345378808968e-05,0.00731279180581296,0.00101343046610734,0.000620554220396813,0.000504887215052399,0.000217373133144151,0.000484072736334885,0.000189970975511015,0.0016195779076337
INS,repeats,3,1,0.00520650217858501,0.000680008840445232,0.00572941381427859,0.00116976661337048,0.000415482310867772,0.00300579402307974,0.000180392752476028,0.000923024292126883,0.000580315455678433,0.000530280619875316,0.00390386968537868,0.000411332976852566,0.0034507749903292
INS,repeats,3,2,0.00150739410546574,8.39757354388922e-05,0.00139916031444435,0.000513324617249361,6.29404093310506e-05,0.000244417692757212,0.000812053914751244,8.21093382780077e-05,6.28584642630538e-05,0.00103259604554207,0.000290510003935665,0.000114256872748535,0.000270440506508171
INS,repeats,3,3,6.95839855150715e-05,9.19934451356579e-06,1.57043091570973e-05,0.000221187926985309,0.000105357349884538,0.000290858396597957,0.000296302418339665,6.02652807594321e-05,4.977363131192e-05,2.83000265147007e-05,0.00015139349943073,2.32954288148105e-05,2.50006297072704e-05
INS,repeats,3,4,0.000486401944558672,8.11513690232887e-05,2.27700647341434e-05,0.00077840928854392,9.06613768870973e-05,0.000801840360533546,0.000141354113831322,6.7789411896996e-05,0.000106810758322822,0.000144968995265083,8.92961077671101e-06,3.55623487060085e-05,4.64356983803929e-05
INS,repeats,3,5+,0.00466697914563516,0.00153066534326611,3.83205132170337e-05,0.00485876146277729,0.00110551867072742,0.0020952760400287,3.24873919275991e-05,0.000130943959013253,0.000126874009140424,4.5028248529306e-05,5.53831050905301e-05,4.07630413115719e-05,0.000395026630362166
INS,repeats,4,0,7.53338944370186e-05,4.67493637823937e-06,0.00255776143733875,6.07952866628721e-05,6.33709437359668e-06,0.00504686966796482,0.00162279192033469,0.000158789263527149,0.00073486357508094,0.000573848999549865,0.00133601615925788,6.68995305814313e-05,0.00132732701023829
INS,repeats,4,1,0.00527181912642643,0.000796720069393054,0.00350279079394881,0.00915581681284055,0.00070008415585586,0.00183204214446896,0.000734853910240364,0.00149136706173391,0.000768912408975936,0.00150291489603437,0.00442936020109757,0.000122761050364818,0.00231746871355726
INS,repeats,4,2,0.000150365162088672,1.14465670973372e-05,0.000326471309891364,0.000138435298665501,2.48381144959675e-05,6.00977605337956e-05,0.0003977653824794,9.25889481264068e-05,0.000143959514194889,8.38955826256909e-05,0.000119851967157145,0.000100567838984074,0.000164808154467277
INS,repeats,4,3,0.000355455334530962,0.000131657756043884,9.46966423046875e-06,0.00113604128468172,7.82775331012441e-05,0.000847677066780986,0.000394496833901318,2.68822157282884e-05,1.40287040940753e-05,0.000102512258846909,6.38247589941967e-06,1.25773144559636e-05,7.52312526971071e-05
