MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	0.00385207	0.00002887	0.00695881	0.04320484	0.09922804	0.03123787	0.31839200	0.00740435	0.01469547
1:Del:C:1	0.00000267	0.00046478	0.00827017	0.02260276	0.21464462	0.00316993	0.09575310	0.00017405	0.00393973
1:Del:C:2	0.00000000	0.00000000	0.01133820	0.00065428	0.19103457	0.00571101	0.00127244	0.00000133	0.00120223
1:Del:C:3	0.00239916	0.00196083	0.00858871	0.00486533	0.06861752	0.00039928	0.01153833	0.00022150	0.00109010
1:Del:C:4	0.00374985	0.00062420	0.00031357	0.00062448	0.04310757	0.00182587	0.01286059	0.00175547	0.00137658
1:Del:C:5	0.01452846	0.00354087	0.00048372	0.00062046	0.02338485	0.00080933	0.00098575	0.00236378	0.00217957
1:Del:T:0	0.00785623	0.00132514	0.10910131	0.03846555	0.03488587	0.00419655	0.10445214	0.01777311	0.00664051
1:Del:T:1	0.00000000	0.00000000	0.17202967	0.03912780	0.00534811	0.00008464	0.02820683	0.00000002	0.04224755
1:Del:T:2	0.00698224	0.00101694	0.12297696	0.01027548	0.01484829	0.01196508	0.08625803	0.01073957	0.00121171
1:Del:T:3	0.02030216	0.00224924	0.09881031	0.01229788	0.01286967	0.02254615	0.11106578	0.01659703	0.00360913
1:Del:T:4	0.04741987	0.00431255	0.05301336	0.00271424	0.01023421	0.01791117	0.09032826	0.01322804	0.00148473
1:Del:T:5	0.81784961	0.00027047	0.01132894	0.00300533	0.00606438	0.00130493	0.02740460	0.04528662	0.00224864
1:Ins:C:0	0.00000000	0.00000001	0.00000006	0.00000023	0.00000020	0.00000015	0.00000217	0.46181016	0.00000752
1:Ins:C:1	0.00016334	0.00000000	0.00591885	0.00168245	0.00669282	0.00155615	0.00090310	0.01190918	0.00006426
1:Ins:C:2	0.00001117	0.00000000	0.00581779	0.00126846	0.00485800	0.00003238	0.00070275	0.00044153	0.00001403
1:Ins:C:3	0.00047104	0.00051957	0.00046935	0.00009528	0.00859955	0.00000000	0.00039966	0.00153435	0.00020278
1:Ins:C:4	0.00291235	0.00144537	0.00000523	0.00024679	0.00782524	0.00004712	0.00099062	0.00166331	0.00000000
1:Ins:C:5	0.00896529	0.02447422	0.00002102	0.00058080	0.00691799	0.00002126	0.00027386	0.00244484	0.00043286
1:Ins:T:0	0.00124967	0.00215889	0.01106119	0.00591541	0.01500860	0.00571350	0.01285266	0.03229621	0.00467128
1:Ins:T:1	0.00000011	0.00000000	0.01539908	0.00528290	0.06072070	0.00023191	0.00812672	0.00256180	0.00036047
1:Ins:T:2	0.00066469	0.00003741	0.03157827	0.00047431	0.05217308	0.00001114	0.00369342	0.00165727	0.00004800
1:Ins:T:3	0.00105267	0.00407262	0.02166370	0.00106351	0.03167288	0.00053886	0.00301873	0.00106771	0.00031141
1:Ins:T:4	0.00343283	0.01649278	0.01472675	0.00139142	0.00787855	0.00098935	0.00301873	0.00493231	0.00090351
1:Ins:T:5	0.00180110	0.90035319	0.00043508	0.02200128	0.00745164	0.00787772	0.01847285	0.23585565	0.00620942
2:Del:R:0	0.00009139	0.00047219	0.02930909	0.01025327	0.00694824	0.00150239	0.01245853	0.00047049	0.06883097
2:Del:R:1	0.00340538	0.00053074	0.01675925	0.01042562	0.01035524	0.00120182	0.00252293	0.00669894	0.21854078
2:Del:R:2	0.00185191	0.00015734	0.00235942	0.00035412	0.01244071	0.00177182	0.00050091	0.00263582	0.05083196
2:Del:R:3	0.00073111	0.00018479	0.00000000	0.00007624	0.00618378	0.00002960	0.00019970	0.00045977	0.01023855
2:Del:R:4	0.00084427	0.00000000	0.00017194	0.00001430	0.00370806	0.00000074	0.00013169	0.00006424	0.00296126
2:Del:R:5	0.00000000	0.00000001	0.02336154	0.00050677	0.00053162	0.00000000	0.00212864	0.00000001	0.00155422
3:Del:R:0	0.00001388	0.00005230	0.01855761	0.01204039	0.00087220	0.00121780	0.00287922	0.00112408	0.00435887
3:Del:R:1	0.00497446	0.00465356	0.00288006	0.00100116	0.00014903	0.00517072	0.00307013	0.00506806	0.09030716
3:Del:R:2	0.00250019	0.00019616	0.00011160	0.00013949	0.00000000	0.00038902	0.00057110	0.00129020	0.02076091
3:Del:R:3	0.00051913	0.00009027	0.00007173	0.00003877	0.00000000	0.00000000	0.00014031	0.00050477	0.00370468
3:Del:R:4	0.00000000	0.00000004	0.00652117	0.00006202	0.00008463	0.00000001	0.00057015	0.00000277	0.00012587
3:Del:R:5	0.00000000	0.00000002	0.00928667	0.00022597	0.00017022	0.00000000	0.00080231	0.00000016	0.00039950
4:Del:R:0	0.00001308	0.00002282	0.01168169	0.00719777	0.00026456	0.00238834	0.00159671	0.00005234	0.00668062
4:Del:R:1	0.00213094	0.00058541	0.00052783	0.00156381	0.00051999	0.00258543	0.00357625	0.00068384	0.05980875
4:Del:R:2	0.00046081	0.00000000	0.00000000	0.00002753	0.00000000	0.00011641	0.00000110	0.00059197	0.01027907
4:Del:R:3	0.00000138	0.00000000	0.00421626	0.00003646	0.00007522	0.00000001	0.00025298	0.00002127	0.00396665
4:Del:R:4	0.00000000	0.00000004	0.00515860	0.00004742	0.00006560	0.00000001	0.00044354	0.00000105	0.00015530
4:Del:R:5	0.00016595	0.00000000	0.00127048	0.00000101	0.00000000	0.00000000	0.00010908	0.00000114	0.00019290
5:Del:R:0	0.00000000	0.00000000	0.01577044	0.25004813	0.00130210	0.02438482	0.00087435	0.00360973	0.00345809
5:Del:R:1	0.00297124	0.00000065	0.00006331	0.00008641	0.00000000	0.00763749	0.00002683	0.00044259	0.01220524
5:Del:R:2	0.00041584	0.00000020	0.00001220	0.00000805	0.00000000	0.00009389	0.00004957	0.00002776	0.00237679
