MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
5:Del:R:3	0.00009149	0.00000000	0.00000000	0.00000195	0.00000000	0.00000620	0.00000014	0.00001327	0.00055511
5:Del:R:4	0.00004455	0.00000001	0.00000000	0.00000023	0.00000000	0.00000000	0.00000005	0.00000027	0.00003816
5:Del:R:5	0.00001947	0.00000011	0.00009830	0.00000023	0.00000000	0.00000000	0.00000787	0.00004317	0.00005371
2:Ins:R:0	0.00033655	0.00033146	0.00807200	0.00195971	0.00249208	0.00205350	0.00118046	0.02427713	0.00136949
2:Ins:R:1	0.00022025	0.00000000	0.02020899	0.00154644	0.00321035	0.00001606	0.00256329	0.00000730	0.00027852
2:Ins:R:2	0.00107605	0.00011002	0.00783760	0.00016484	0.00146759	0.00057750	0.00087275	0.00123542	0.00010511
2:Ins:R:3	0.00041517	0.00034453	0.00129508	0.00011767	0.00097124	0.00013269	0.00031679	0.00101171	0.00014217
2:Ins:R:4	0.00191721	0.00262817	0.00000000	0.00040904	0.00002320	0.00000000	0.00042980	0.00304035	0.00001977
2:Ins:R:5	0.01368749	0.01819507	0.00075374	0.00151173	0.00000000	0.00049157	0.00121085	0.00055300	0.00041215
3:Ins:R:0	0.00004087	0.00000024	0.00443557	0.00006218	0.00014107	0.00119842	0.00038285	0.00672612	0.00003101
3:Ins:R:1	0.00123494	0.00015757	0.00742277	0.00039017	0.00045829	0.00000605	0.00089032	0.00278073	0.00050616
3:Ins:R:2	0.00018282	0.00000010	0.00084633	0.00000286	0.00000619	0.00047685	0.00007522	0.00015257	0.00039346
3:Ins:R:3	0.00002818	0.00001254	0.00000000	0.00000413	0.00000000	0.00000914	0.00000580	0.00018731	0.00000000
3:Ins:R:4	0.00010419	0.00000123	0.00000000	0.00000001	0.00000000	0.00000000	0.00000286	0.00057646	0.00000000
3:Ins:R:5	0.00204823	0.00044919	0.00000000	0.00009940	0.00000000	0.00000000	0.00038032	0.00252329	0.00000000
4:Ins:R:0	0.00000596	0.00000000	0.00302349	0.00015512	0.00000603	0.00157342	0.00025948	0.00609790	0.00019705
4:Ins:R:1	0.00117548	0.00066057	0.00429541	0.00106753	0.00029979	0.00041149	0.00072351	0.00143269	0.00122760
4:Ins:R:2	0.00001973	0.00001288	0.00000649	0.00000178	0.00000000	0.00015191	0.00000724	0.00003435	0.00005633
4:Ins:R:3	0.00011666	0.00000477	0.00000000	0.00000105	0.00000000	0.00004030	0.00001660	0.00090796	0.00000000
4:Ins:R:4	0.00029781	0.00004179	0.00000000	0.00001783	0.00000000	0.00000000	0.00005352	0.00164436	0.00004817
4:Ins:R:5	0.00228845	0.00067476	0.00045679	0.00038734	0.00000000	0.00000890	0.00086183	0.00039986	0.00009116
5:Ins:R:0	0.00000000	0.00000003	0.00517876	0.00034936	0.00011517	0.00860736	0.00049928	0.00272202	0.00014020
5:Ins:R:1	0.00010455	0.00147522	0.00660046	0.01011435	0.00019662	0.00554112	0.00122577	0.02661504	0.00336595
5:Ins:R:2	0.00002899	0.00006361	0.00000057	0.00001033	0.00000000	0.00104207	0.00002149	0.00064796	0.00007430
5:Ins:R:3	0.00008866	0.00003736	0.00000000	0.00000767	0.00000000	0.00000000	0.00002982	0.00003230	0.00000000
5:Ins:R:4	0.00002445	0.00005790	0.00000000	0.00000798	0.00000000	0.00000000	0.00001780	0.00004458	0.00000000
5:Ins:R:5	0.00010077	0.00000251	0.00020030	0.00000559	0.00000000	0.00000000	0.00002518	0.00001737	0.00006002
2:Del:M:1	0.00010135	0.00049256	0.02400027	0.00459099	0.00873769	0.00003313	0.00290423	0.00290766	0.18036258
3:Del:M:1	0.00000041	0.00002634	0.01383950	0.01039692	0.00057318	0.00101329	0.00242896	0.00172357	0.00605987
3:Del:M:2	0.00289729	0.00134651	0.00754244	0.00424419	0.00049285	0.00434625	0.00196268	0.00343038	0.04692396
4:Del:M:1	0.00011510	0.00000285	0.00916633	0.00606371	0.00006618	0.00281870	0.00173957	0.00003946	0.01007041
4:Del:M:2	0.00054097	0.00001120	0.00504256	0.00091860	0.00035334	0.00877587	0.00265411	0.00084814	0.02867339
4:Del:M:3	0.00063713	0.00000458	0.00199460	0.00074468	0.00006443	0.00473064	0.00127024	0.00214808	0.04636762
5:Del:M:1	0.00053088	0.00000000	0.00282479	0.28841182	0.00057501	0.07853506	0.00004945	0.00343480	0.00041606
5:Del:M:2	0.00000036	0.00000001	0.00185187	0.10829465	0.00118750	0.26300889	0.00017938	0.00286269	0.00014296
5:Del:M:3	0.00000000	0.00000001	0.00343255	0.03125512	0.00048789	0.22290832	0.00029713	0.00074773	0.00049317
5:Del:M:4	0.00040920	0.00000035	0.00036456	0.00770068	0.00032731	0.12336545	0.00014754	0.00000184	0.00296418
5:Del:M:5	0.00231082	0.00055952	0.00080689	0.00636611	0.00000884	0.10144812	0.00042673	0.00066107	0.00147057
