Signature,NumberOfPostSamples
low confidence hdp.1,3000
low confidence hdp.2,2569
low confidence hdp.3,2326
low confidence hdp.4,1800
low confidence hdp.5,1800
low confidence hdp.6,1631
low confidence hdp.7,800
low confidence hdp.8,400
low confidence hdp.9,361
low confidence hdp.10,324
low confidence hdp.11,199
low confidence hdp.12,199
low confidence hdp.13,197
low confidence hdp.14,25
low confidence hdp.15,9
low confidence hdp.16,2
