Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14,W.15,W.16
DEL,C,1,0,1.13564251439743e-121,0.0152833616427534,0,0.00239332003695438,0.0265366594345008,1.20838947789417e-261,0.676800622897891,0,1.7724941562245e-92,2.87119145075286e-233,0.00317654683262364,0,3.80694539837809e-298,0.0834921838921655,0,0.00261038914194272
DEL,C,1,1,2.20292861445407e-268,3.51101254254271e-216,0,0,0,0,0.158460925511776,0,0.0189118243272911,0,0,0,1.13181454183577e-128,0.248174529507745,0.000508141224630992,0.0168878429828747
DEL,C,1,2,7.53227598553346e-20,0.00590759725224648,0,0,0,0,0,0,0.0224918222116662,0,0,0,0,0.232999893573677,0,0
DEL,C,1,3,0.00381303912344462,0,0,0,0.0195202420758702,0.000167423481882668,0.0141189617803974,2.05260127641781e-204,0.0205439659281954,0,0.0016228154443058,1.3568237512756e-218,0,0.0738431717464108,0.00153924254907073,0.00506830868282923
DEL,C,1,4,0,0.00193130361700082,0,0.00218416428543488,0.0250387242727145,0.000799141494831165,0.0179888928458477,0,0,0.00331797468611512,0.00269320537861025,0,0,0.0482810019408259,0.000265065742645665,0
DEL,C,1,5+,0,0.000638400035063856,0,0.00524182620866169,0.117331751922688,0.00164242664464471,0,0,0,0,0.0103667068330864,0,0,0.0264165647460186,0.000594494648769381,0
DEL,T,1,0,0.000193798141036055,1.93013280592174e-210,0,1.78825496411461e-227,0.032058568499697,2.54194236329124e-191,3.85291400774442e-55,0.989940183962943,0.102950841139291,0.00652137519351585,0.00595172644923133,0,5.62678400441494e-42,0.0349365256517662,2.33875024235809e-299,0.0084634276004915
DEL,T,1,1,0.792011889996344,0,0,0,0,0,0,0,5.95221031371835e-40,0,0,0,0,2.27203045439679e-95,0,0
DEL,T,1,2,0.00299196497996798,0.000838995261977583,0,1.66619277750247e-301,0.0142843597491065,0,8.26438171689008e-137,4.63720293842729e-231,0.117434619440066,0.0459928342179032,0.00305375505256868,0.965726583467552,4.17649509819884e-44,0.0143482217788114,3.41364462546726e-242,2.69698997898224e-224
DEL,T,1,3,4.17836482323979e-135,1.15150043307091e-109,0,0,0.104187371230484,0,3.1444704658387e-170,0,6.58471668704061e-41,6.83366144010166e-17,0.00892416468409655,0,0.982499609744281,1.68993865324962e-66,3.22267810744325e-71,4.37893083423048e-261
