Type,Subtype,Indel_size,Repeat_MH_size,W.1 (ID9 0.992),W.2 (ID6 0.995),W.3 (ID11 0.996),W.4 (False Positive) (ID5 0.454),W.5 (ID13 0.985),W.6 (ID8 0.991),W.7 (ID1 1),W.8 (ID2 1),W.9 (ID5 0.985),W.10 (False Positive) (ID14 0.888),W.11 (ID4 0.999),W.12 (ID3 0.992)
INS,repeats,5+,1,0.00100465201330662,0.00482511759222615,1.0971984051009e-229,7.1279305845429e-48,0.018884232716592,0.0109841611198846,0.00124162421272907,0.000203597522393609,0.00434121716198776,0.0435227558553239,0.000460124211536235,0.000361763980158476
INS,repeats,5+,2,0,0.00183711569556606,0,0,0.000109671203925434,0,0.000274383763919163,0,0.000289279522620276,0.000701939047147532,0.000178991545848533,9.57974949343411e-06
INS,repeats,5+,3,0,0,0,9.25493091609578e-108,1.00100172664805e-05,0.000153356924260966,0.000293243210942111,0.000105956867967961,0.000196463424643419,1.08581353454142e-44,0,1.1677633947758e-05
INS,repeats,5+,4,9.73798442382079e-05,1.99162800419952e-06,0,0,2.40816554157592e-05,0,0.000291172196326682,0,0.000129934293954834,0.000225241015509334,4.74309921931996e-05,2.14367736492653e-05
INS,repeats,5+,5+,0,6.37834595361415e-05,0,0.000450205332597029,0,0.000118350905834748,0.000135303503261146,0.000121385736326302,0.000545061763255576,0,0.000458748758849002,0
DEL,MH,2,1,0,0,0,0,0.00937852825733313,0.000109804697501123,0.000815387575460741,0.000133894547025901,0.0303276438030857,0.000172428219728464,0.199645224711916,0.00670994990363318
DEL,MH,3,1,0.00197343443337716,0.000417556457221129,0.00149335933135181,0,2.66679224023283e-78,0.0114172130225756,3.56916653131031e-05,3.13069997032909e-266,0.0165287937874463,0.0020241531018427,0.00660043713896549,0
DEL,MH,3,2,2.25966791864685e-184,0.00376553453470003,1.02115434212379e-301,0.00281191827894369,4.02263362751222e-180,0.00462268103934709,0.00101429593874008,0.00311545647950721,0.00885099275788418,0.00460219632752263,0.0518829625284408,0.000139276623473525
DEL,MH,4,1,0.00140267983188197,0.00203337025476491,1.38804934885896e-273,0.000354565035042464,3.15869954104194e-123,0.00733934233592192,6.97320902762439e-05,0.000128752562031937,0.0105730673349457,0,0.00980564504365711,0
DEL,MH,4,2,0.00334309349517508,0.00842198356581578,0,0.00129877611539079,0,0.000322732439481813,8.26811826763007e-05,0.000522123389564963,0.00626304923203441,0.000789843023927878,0.0324570012573791,6.98821406635897e-05
DEL,MH,4,3,0.00109782640419766,0.00534855673716016,0,0.00336846702129646,0,0,3.83922533010103e-254,0.000675766019175426,0.00319206985246476,0.00248869314771426,0.0474900634044669,0
DEL,MH,5+,1,5.92872351935984e-251,0.0571489245011886,0,0.000427782426087055,5.38338059973129e-261,0.353125832594264,0,0.000576873085100325,5.39524175168428e-85,1.33847664727653e-257,0,8.22813581083556e-302
DEL,MH,5+,2,1.38269237433666e-179,0.289044660746033,0,5.74538308431587e-61,3.35591008794876e-30,0.120130271006001,0,4.98289012472799e-05,0.00369471932176504,0.00150772920218369,0,0.00152365253203838
DEL,MH,5+,3,2.22233334355918e-224,0.246964763994819,0,0,0,0.0252017218006533,0,0,0.00596100149048557,0.000893403165190992,0.000493226401720222,0.00129280261822409
DEL,MH,5+,4,4.58466245441424e-134,0.141136519483331,1.10250239811664e-234,9.62201840069371e-80,0,0.00175716770292297,1.78971848248804e-231,0.000447346153979499,0.00166131812924046,0,0.0032556618098818,0.000696571224325667
DEL,MH,5+,5+,0,0.116570451773327,4.12577857368159e-304,0.00524132411443319,0.0163404771149406,1.21793835626574e-120,0.000430123561391326,0.00227986878330042,0,0.000840488502842326,0,0
