Type,Subtype,Indel_size,Repeat_MH_size,W.1 (ID9 0.992),W.2 (ID6 0.995),W.3 (ID11 0.996),W.4 (False Positive) (ID5 0.454),W.5 (ID13 0.985),W.6 (ID8 0.991),W.7 (ID1 1),W.8 (ID2 1),W.9 (ID5 0.985),W.10 (False Positive) (ID14 0.888),W.11 (ID4 0.999),W.12 (ID3 0.992)
DEL,C,1,0,0.400927848142126,0.0222523777972006,2.41587220435556e-238,0.0147647105063685,1.20421853895035e-80,0.0352147210489443,6.30296037082733e-277,0.00432692202226235,8.40710260947726e-18,0.00748687367116067,0.00165503566007421,0.120675730354243
DEL,C,1,1,0.108068852801167,0.0019743712514943,5.51871767137421e-264,0,8.05061732726924e-258,0.0211850068753582,0.000667391608958555,6.37143400375861e-135,0.0191182285205963,0,1.35571467036435e-192,0.238379246655674
DEL,C,1,2,0,0.00605512303296222,0,0,7.18024679188873e-05,2.15070946625639e-226,0,0,0.0230703021687537,0,0,0.20713754519281
DEL,C,1,3,0.0110743811138836,0,5.09073774895965e-279,0.0139698914491489,0.00195777234545571,0.0050275229611165,0.00149219945315276,0.00246945929466677,0.0127669369543221,0,0.000236520183705551,0.0749819632471846
DEL,C,1,4,0.011023668418886,0.00203744596907397,0,0.0229921050135008,0.00162417509667415,3.59721506893419e-168,0.000590410841484524,0.00360338447625062,2.22692508563343e-141,0.00103498852064998,0.00171120453860184,0.0486964017362369
DEL,C,1,5+,0,0,0,0.0835918358123438,0,0,0.0019738574210162,0.0142517038925829,1.51820769123519e-169,2.89008859970283e-189,0.00174594953055077,0.0238430803563885
DEL,T,1,0,0.106654105375048,1.93760549073305e-141,0,0.0603926647153095,0.0369656446084796,0.0394566309142275,0.000973294666558976,0.00724496215098171,0.118319111205534,0.0188349251120229,0.00494509111072547,0.0329795660942629
DEL,T,1,1,2.0549029511949e-235,0,0,0,0.717455922906779,1.54625351906891e-211,0,0,0.0997944353451833,0,0,5.34578342750693e-44
DEL,T,1,2,0.0939243305092679,0.0105425890920078,0,0.0314947770040948,3.86657876398243e-114,0.00613618630797338,0.000476741254329154,0.00710237440966944,0.139429718366114,0.0111768237696395,0,0.0130974530746279
DEL,T,1,3,0.122639615712373,0.0198505775754808,1.98083368808391e-192,0.145133852952139,0.0516072672689917,0.0038323472102073,0.000732340342733378,0.018957443522112,0.0999230197933173,0.0188164572878768,0,0.0101472383824445
DEL,T,1,4,0.092065355846561,0.0116566962629515,5.73935322378752e-301,0.362807377066104,1.48402315877025e-67,1.06443024960192e-291,9.25480081220635e-71,0.0433852272474557,0.0501511765417657,2.30961798303571e-06,1.19627760822594e-145,0.00486194947941661
DEL,T,1,5+,1.30041288780806e-146,6.93798806834267e-72,3.02550097800571e-286,6.74659980601671e-128,1.99639403312845e-111,9.13078040032646e-64,1.15639126240819e-18,0.820725887370569,0.0158000100670688,1.6301984281734e-132,1.19290054502948e-171,6.10204767988668e-27
INS,C,1,0,0,0,0,0,0,0,0,0,0,0.719499433875836,0,0
INS,C,1,1,0,0.00134061997306085,0.18596158110988,0.00110576950098513,0,0,0,0.000207204309828293,0,0.0163090285448895,0,0
INS,C,1,2,0,0,0.103615478224393,0,0.000592288925175054,8.92388241777781e-05,0,2.25263455770852e-05,0.00334272133109838,1.42061022131533e-219,0,0.00113631570206538
INS,C,1,3,0,0,0.0382275714902272,0.00239638613254163,0,0,0.000766062211077873,0.000471430559961859,8.41269708276452e-183,0.00218961983955465,0,0.00653534842614795
INS,C,1,4,0,1.38830174054941e-143,0.00834362121073112,0.0108337737682196,0,0.000392109245346681,0.00165877252887881,0.00285728164274137,0,0.000501445273717361,0,0.007249525017553
INS,C,1,5+,0,0,0,0.0129346448352495,0,0,0.0226852313159614,0.00937335830667266,0,0,0,0.00724915790419751
INS,T,1,0,0.00973686335254094,0.00607612468769453,9.00653307324185e-302,0.00537473020399347,0.0550724982327929,0.00376136392486401,0.00219039357211454,0.00136815046177529,0.00395771184467874,0.0508118189528205,0.000897615038507589,0.0190727596291901
INS,T,1,1,0.00707598972730485,1.5180062822092e-261,0.353133628466661,0,8.00027284146966e-286,0.00102307422579842,0,0,0.012231667753812,0.0017441279004091,0.000792349437119163,0.0455871348617959
INS,T,1,2,0,0,0.158531582063868,5.0102075659151e-166,0,0,0.000140934842130735,0.00069279933489745,0.0343143037680554,0.000597633628912346,0,0.0456832291088836
INS,T,1,3,7.3919068227697e-19,1.88632160605607e-05,0.098271777687097,2.81371108196756e-37,0.0087004684059282,6.21333141091502e-42,0.00390738774714856,0.0012799184337815,0.0218293355543898,0,0,0.0273318222843292
INS,T,1,4,0,0.000479967616282199,0.0473569873477203,0.0222546385346577,0.0151349897973908,1.03895976435258e-297,0.0169351045542924,0.00311621636769832,0.0123699131089504,7.73550913268461e-86,2.20124719579551e-37,0.00562541351834463
INS,T,1,5+,9.03293209639742e-114,9.76213372966568e-18,7.93193080439006e-271,2.79434059983908e-120,3.21302101339881e-144,5.40787640867818e-29,0.910753177435817,0.00371555697378045,1.65442651735274e-71,5.97693938751266e-104,2.34864029898725e-121,9.08872521027225e-25
DEL,repeats,2,0,0.0134325234662009,0.0006987002670425,0,4.58672948960613e-224,0.0266005697680344,0.00883794991455146,0.000320444949786494,0.000183702122724288,0.0309123742436286,8.2051660433382e-05,0.0716823854901166,0.00621290599854789
DEL,repeats,2,1,1.48581492292064e-75,9.60095578929581e-227,0.000659936221604128,0.0348452933115931,0.000174858046673084,0.00613858080271562,1.81167771008567e-111,0.00339002196622268,0.0233060351100855,0.00408034803627161,0.242602829913987,0.00919646178774139
DEL,repeats,2,2,2.44516751057611e-130,0.00135850668780008,4.72098836175437e-153,0.00731941506817203,0.00294427770325637,0,2.95667186166681e-06,0.00187231076977574,0.00354362312632019,0.00192744202823147,0.0554864977925607,0.013011840222307
DEL,repeats,2,3,0,0.000174509662787448,0,0.00513278408450705,0,0,0.000226505505947234,0.000712207640849058,0,0.000195043062377636,0.0106443383416405,0.00718015828907639
DEL,repeats,2,4,1.71810740038884e-308,0.000165335235230388,0.000764771997114665,0.000649602350967953,0.000494977625165456,7.89998274432271e-05,0,0.000968972738465667,0.000598706889567632,0,0.00297965643705057,0.00349890943134619
DEL,repeats,2,5+,0,0,0,0,0,0,0,0,0.0269880977910429,0,0.00198570072172426,7.92225985094321e-05
DEL,repeats,3,0,0.0032108519685339,0.000956507496761913,1.36550635377847e-114,0.000128512599231515,3.31338931988946e-192,0.0132068400936709,0.000116571090560405,0,0.021424581147264,0.00127123021720797,0.00498755478436376,0.000539093289680206
DEL,repeats,3,1,0.000335614894149554,0.0050182502903627,0,0.0299803207495164,0.00128154146868145,1.66880539388041e-308,0.00421298930622646,0.00467009144085545,0.00385131641421178,0.00183376675506624,0.0948771704280778,0
DEL,repeats,3,2,0.00164750196783289,2.32984616706353e-05,0.00107661060894984,0.00731172465985824,0.000143573700465086,0.000385159349208114,0.000535087126516008,0.00226032491689802,3.00033045729017e-33,0.000876486043525023,0.0213259862950902,0
DEL,repeats,3,3,0.000225513521385259,2.01301742646267e-05,0,0.00405141144303545,0,0.000136847596970438,0.000346759421061196,0.000368919644534178,0.000531479443695929,0.000187163499473617,0.00387450221306828,0
DEL,repeats,3,4,0,0,0.000820923330650911,0,0,0,0,0,0.00736371905944965,0,0.000301600695026885,0
DEL,repeats,3,5+,0,0,0,0,1.9195495421428e-291,0,0,0,0.0109011414070318,0,0.000471517091054685,0
DEL,repeats,4,0,0.00160281285373169,0.00198370165180967,0,0.000340780940928238,0.000132268543343531,0.00736328320314165,5.02023559378728e-05,6.07698660546208e-06,0.0138990968982099,0.000222577870277245,0.00780720606737903,0.000202007187396204
DEL,repeats,4,1,0.00408776450646881,0.00249838037644542,0,0.0115226503929702,2.54204074479459e-279,0.000295827486320004,0.000421266106430298,0.00220655367795087,0.00111728668433054,0,0.0661090420852102,0.000365219522566486
DEL,repeats,4,2,0,0.000219003909635529,0,0,0,0,0,0.000611683115883908,0,0.000600113251890403,0.0156691560387005,4.61974895198202e-282
DEL,repeats,4,3,0,9.97028123316554e-100,0,0.000327615166193738,0,0,0,2.5483786725101e-06,0.00475165711464074,0,0.00482294978056605,0
DEL,repeats,4,4,0,0.000166884806300305,0,0,0,0,0,0,0.00538151948377092,0,0.000729947338535841,0
DEL,repeats,4,5+,0,0,0,4.45667249792949e-226,0.000272062612240623,0,1.95500887172528e-05,0.00024210624887324,0.00205811235182259,0,0.000706671988441312,7.08253318207561e-05
DEL,repeats,5+,0,9.50252251865584e-225,1.36506415540063e-10,4.379123166775e-235,0,0.00458955817295775,0.303134646736294,0,0,0.0147188269638521,0.000870721240945444,0.00411559715382137,0.00113293202888403
DEL,repeats,5+,1,0,0.00778057448028238,0,0.000207244988000652,0.00303855519141401,0,2.7583670221837e-214,0.00321998466110572,0,0,0.0168736035108788,0
DEL,repeats,5+,2,5.19042333957294e-05,0.000289512286107545,0,0.00225864703468113,0.000307180130597978,0.000472635704756925,3.45666986461836e-05,0.000412673452534477,0.000398712203428483,0,0.00243048730940591,8.45436489813632e-06
DEL,repeats,5+,3,0,0.000199230318226803,0,0,0,0,0,0.000168304467815342,0.000253011901248119,0.000172399929343502,0.00145211586202847,0
DEL,repeats,5+,4,0,1.56417931489524e-05,0,0.00041108992214324,0,0.000158057975834095,8.41349180815529e-06,6.86997391215824e-05,9.91654821718613e-05,0,0.000152368292795446,4.6886987332279e-05
DEL,repeats,5+,5+,0,0,0.000235809385782857,1.15497157373719e-116,0,0,2.03730771825639e-05,2.35625146210476e-05,0.000740663813145454,0.000333922040239341,0,0
INS,repeats,2,0,0.000426721912458267,0.0022102094966044,0,0.0010873865043533,0.0132824793582025,0.00135933767806371,0.000436352982026953,0.000301202621989133,0.00814572700178158,0.0382170002633681,0.00074990135215629,0.00236071518326329
INS,repeats,2,1,0.00103212136789824,4.66131613424927e-05,1.69970151867117e-106,0.000886896272168661,2.68467054246979e-37,0.00173303461817353,0,0.000278563313617348,0.0230774776435365,0,6.35936427608646e-05,0.00271200984563978
INS,repeats,2,2,0.00122224927943583,0.000627256904626412,0,0.00128257853307002,0,3.36347403494433e-46,0.000271071246393329,0.00099914853884137,0.00896887515810307,0.00184068664325256,0.000120322922845964,0.000967062627878016
INS,repeats,2,3,6.58718098176798e-32,0.000580044602033163,0.00116862615027139,1.00459992906528e-05,0.00128473729019697,0.000143338621002529,0.000445139171470464,0.000442465456649497,0.00112929519176843,0.000971716194894647,0.000146111208735943,0.00100550068729652
INS,repeats,2,4,0,0,0,0.0104867174762878,0,0,0.00276096517098392,0.00188584184158612,0,0.00204908723564296,0,0
INS,repeats,2,5+,0,1.89789861016832e-292,0,0.0502096379567832,6.67878410008069e-05,0.000474720253986899,0.015554956946582,0.0141585639818132,0,0,0,0
INS,repeats,3,0,0.000114580243535496,0.00109501486452043,0,9.2847777030153e-05,0,0.000557979197708581,0,5.01295123227759e-05,0.00507865712856061,0.0100950480647547,0,9.63605926884945e-05
INS,repeats,3,1,1.66662773863041e-165,9.95914691810208e-05,4.83765654238291e-70,0.00299651238767196,0.00474726192929642,0.000769594322723685,0.00033088870935087,0.0011757011723667,0.0066218977635011,0.0034683540017955,0.000398652227624078,1.29614645489299e-05
INS,repeats,3,2,1.72799928166989e-298,0.000614275154955122,1.40382836004826e-177,0.00197382057225592,1.9666584241802e-122,0.00016827315608544,0,0.000186688242268089,0.00166547962200269,2.77426221466142e-05,0.000403438266930129,1.94617772277178e-05
INS,repeats,3,3,0,0.000230056120261507,0,0,0,1.54982445592225e-06,0.000121851369555693,1.15650910371926e-82,2.74201672994492e-05,0.000410315786654986,0.000126400275924807,0
INS,repeats,3,4,0,0.000198759937022,0,0.000647405111764284,0,0.000102005344386792,7.90802204672257e-05,0.000128763982335072,0,0.000577204780566667,8.72492242383198e-05,0
INS,repeats,3,5+,0,0,0,0.00316413166848039,0,0,0.000938988020399569,0.00193123674854531,0,0.00344582801151433,0,0
INS,repeats,4,0,9.55274116084935e-146,0.0019469778567489,0,0,0.00101704219266016,0.000791743092341565,0,1.287015555376e-05,0.00301872825253731,0.00811227027796933,0,0
INS,repeats,4,1,0.000499762763639194,0.000302886253052725,0,0.0075130837448535,0.00249537061591119,0.00139328602220998,0.000762613193072058,0.00110411832099393,0.00403249671367085,0.00189627040792999,0.00105616194311974,2.87983981877097e-05
INS,repeats,4,2,0,0.000652721884607209,0.000337735373696978,0,0,0,8.10138856679147e-05,4.74024366750237e-06,0.000282846869408125,2.42326484308677e-05,0,0.000118489692542066
INS,repeats,4,3,0,0.000330797595866964,0,0,0,0,0.000147305795638132,0.000139711460941692,0,0.00138230077266679,0,2.6248485216927e-05
INS,repeats,4,4,0,0.000124046098379784,0,8.78100950789371e-236,0.000220944113503172,6.07497857727432e-05,0.000284114950718025,0.000280156111804617,0,0.00294376289953891,4.14236820106643e-71,0
INS,repeats,4,5+,0,0,0,0.0111616474657445,0,0.00083472226551897,0.000843033750301474,0.00199869664030893,0.000437687890065634,0,0,0
INS,repeats,5+,0,0,0.00950749366845142,1.85887851813802e-91,0,0.0029761226753398,0,0,0,0.00570107886939166,0.00511055714918366,0,0
