Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (False Positive) (ID5 0.848),ID83D (ID8 0.991),ID83E (ID3 0.977),ID83F (ID13 0.979),ID83G (ID6 0.998),ID83H (ID9 0.994),ID83I (ID4 0.993),ID83J (ID14 0.987)
DEL,C,1,0,0.00229212,7.16e-06,0.0016164,0.02947992,0.08446952,0.00453846,0.023471,0.37227396,0.0117053,0.00281631
DEL,C,1,1,0,3e-08,0.00344992,0.01914249,0.23283761,0.00494235,0.0013837,0.09596691,0.00040813,6.496e-05
DEL,C,1,2,0,0,0.00387959,2.363e-05,0.21096496,0.0080435,0.0038785,0,0.00128274,0
DEL,C,1,3,0.00231124,0.00193617,0.00777508,0.00479451,0.07521668,0.00551993,4.472e-05,0.01018781,0.00107291,0.00058587
DEL,C,1,4,0.00355841,0.00057982,0.00226649,0.0005931,0.04389209,0.00056757,0.00172071,0.0141081,0.0023216,0.0012444
DEL,C,1,5+,0.01482243,0.00224691,0.00710257,0.00119293,0.02630685,0.00102333,0.00105562,0.00027984,0.00226936,0.00348211
DEL,T,1,0,0.00567725,0.00097696,0.13247514,0.03358491,0.02330681,0.06808062,0.00034603,0.11885124,0.00617697,0.01624327
DEL,T,1,1,0,1e-08,0.00474036,0.00372351,0.00363499,0.40359919,8.05e-06,0.00736963,0.00697012,1e-08
DEL,T,1,2,0.00639527,3.268e-05,0.15615705,0.00357175,0.00183858,0.06315176,0.00766671,0.09100148,0.00268883,0.00577109
DEL,T,1,3,0.01848042,0.00137452,0.12053631,0.00336019,0.00217166,0.07222155,0.01936605,0.11632918,0.00743347,0.01348371
DEL,T,1,4,0.04343674,0.00300989,0.10295919,0.00433948,0.00203487,0.0224332,0.01431181,0.10564746,0.00529502,0.01016861
DEL,T,1,5+,0.83044981,0.0002129,0.01345803,0.00019934,0.00078152,0.00164934,9.507e-05,0.00750894,0.00065611,0.06501497
INS,C,1,0,1e-08,2e-08,4e-08,1.3e-07,1.1e-07,6e-08,1e-08,2.4e-07,8e-08,0.52881014
INS,C,1,1,0.00018607,5.86e-06,0.0088989,0.00200021,0.00521446,0.00267516,0.00144193,0,4.564e-05,0.01388557
INS,C,1,2,4.92e-06,1e-08,0.0063943,0.00169018,0.00396074,0.00360428,1.644e-05,7.13e-06,7.245e-05,0.00044776
INS,C,1,3,0.00039745,0.00072103,0.00142413,0.00015828,0.00873182,0.00034951,6e-08,6.82e-06,0.00073573,0.00067835
INS,C,1,4,0.00273151,0.00131305,0.00219685,0.00049006,0.00820859,0.00017594,0.00027936,8.813e-05,0.00010182,0.00079767
INS,C,1,5+,0.00797978,0.02137992,0.01677025,0.0045021,0.00818602,0.00076219,1.951e-05,0.00019866,0.00191079,0.00281069
INS,T,1,0,0.00106574,0.00223512,0.0010251,0.00371013,0.01724575,0.02337166,0.00640591,0.01385253,0.00432047,0.03777566
INS,T,1,1,0,0,0.01037142,0.00453897,0.06756662,0.01192492,0.00016496,0.00481209,0.00020371,0.00288181
INS,T,1,2,0.0004412,7.32e-06,0.03754197,0.00015458,0.05541215,0.01541227,0,3.15e-06,1.219e-05,0.00138922
INS,T,1,3,0.00101567,0.00344798,0.02728899,0.00069825,0.03199528,0.01640448,4.274e-05,0.0001325,0.00027703,0.00029394
INS,T,1,4,0.00336936,0.01453486,0.02347144,0.00249291,0.00837635,0.01264867,0.00044324,0.00203506,0.00174586,0.00464571
INS,T,1,5+,0.00270259,0.91239795,0.02789112,0.01668478,0.0019148,0.00053557,0.00541649,0.00698344,0.00546714,0.17424056
DEL,repeats,2,0,2.719e-05,0.00013021,0.01831344,0.00729206,0.00880959,0.02782803,0.00015048,0.01232971,0.0897202,0.00031548
DEL,repeats,2,1,0.00285343,9.693e-05,0.01539024,0.00731866,0.01197886,0.01048283,0.00026884,0.00037972,0.20800674,0.00516787
DEL,repeats,2,2,0.00174647,0.00040754,0.00158167,0.00011724,0.01346209,0.00255097,0.00159299,2.828e-05,0.04651324,0.00190621
DEL,repeats,2,3,0.0009296,0.00016086,0.00017736,1.536e-05,0.0060966,7.807e-05,0.00038393,8.66e-06,0.00976607,6.764e-05
DEL,repeats,2,4,0.00090591,1.748e-05,0.00058403,0.00024194,0.00321773,0.00018004,0.0001359,0.00017496,0.00328171,0.00034788
DEL,repeats,2,5+,0,0,0.02361119,8.25e-05,0.00066572,0.01525981,5.66e-06,0,0.00095904,0
DEL,repeats,3,0,1.9e-07,7.08e-06,0.01333276,0.0141683,0.00199275,0.01653035,0.00074135,0.00091829,0.00478219,0.00145376
DEL,repeats,3,1,0.00434504,0.00393984,0.00732183,0.00134742,2.322e-05,0.00122075,0.00414266,0.00118082,0.09717444,0.00393025
DEL,repeats,3,2,0.00202317,0.0005923,0.00138838,0.00025624,1.29e-06,0.00067126,0.00051605,0.00044279,0.01458777,0.00147613
DEL,repeats,3,3,0.0004734,0.00029519,0.00110084,0.00036699,3.812e-05,0.00022984,0.00012169,0.00027369,0.00358037,0.0003129
DEL,repeats,3,4,0,1e-08,0.00637987,8.04e-06,2.076e-05,0.00369638,8e-08,0,0.00049684,1.73e-06
DEL,repeats,3,5+,0,1e-08,0.00977553,9.86e-06,0.00027459,0.00529354,4.121e-05,0,0.0002699,2.544e-05
DEL,repeats,4,0,0,3.634e-05,0.00568991,0.00776808,0.00087442,0.0143089,0.00221717,0.00034908,0.00621996,0.0003332
DEL,repeats,4,1,0.00188465,0.00045922,0.00152738,0.00059302,0.00093342,0.00052307,0.00250221,0.00253571,0.05663414,5.542e-05
DEL,repeats,4,2,0.00049678,0,1.08e-06,1.98e-06,0,8.112e-05,0.00054368,3.499e-05,0.01030762,0.0004214
DEL,repeats,4,3,0,0,0.00373388,8.02e-06,7.493e-05,0.00265283,0.00012062,1.1e-07,0.00379288,0
DEL,repeats,4,4,0,2e-07,0.00472243,9.529e-05,0.00027854,0.00341706,8.66e-06,0,0.00014406,0
DEL,repeats,4,5+,0.0001483,3.109e-05,0.00180699,3.1e-07,6.863e-05,0.00091061,8.557e-05,0,0.00069255,5.082e-05
DEL,repeats,5+,0,0,0,0.00356175,0.29863858,0.00110039,0.02528866,0.01344215,5.883e-05,0.00219781,0.00073097
DEL,repeats,5+,1,0.00319647,1.3e-07,0.00016485,1.65e-06,0,0.00074425,0.00749097,0.00014496,0.011754,0.00030441
DEL,repeats,5+,2,0.00042439,8.728e-05,0.00035193,0.00028488,1.892e-05,0.00030103,0.00044443,6.22e-05,0.00286441,2.79e-06
DEL,repeats,5+,3,0.00011555,6.28e-06,0.00033933,4.05e-06,1.52e-05,8.074e-05,0.00018103,0.00010759,0.00101974,9.868e-05
DEL,repeats,5+,4,6.297e-05,1.85e-06,0.00013286,5.47e-06,3.695e-05,3.065e-05,8.439e-05,6.295e-05,0.00015602,2.432e-05
DEL,repeats,5+,5+,3.097e-05,1.543e-05,0.00061902,1.76e-06,5.5e-06,0.00065752,0,3.3e-05,0.0001526,2.02e-06
INS,repeats,2,0,0.00021272,0.00056782,0.00542236,0.00182316,0.00224953,0.0100261,0.00196308,0.00086799,0.00086983,0.02576224
INS,repeats,2,1,0.00020273,5.25e-06,0.02286714,0.00128869,0.00315082,0.01134714,5.892e-05,0.00100429,0.00029216,3.1e-07
