Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12
INS,T,1,4,7.31053789739452e-136,0,0.0145828007887432,0.0502138629181463,0.00348709171971843,0.00100004920753928,0.0168430664907094,2.38968195524812e-160,0.0116300460485156,3.50058822546073e-45,0.00589425657676182,3.13127127616095e-48
INS,T,1,5+,1.57757568714319e-90,0,1.17658260604683e-100,1.25339494074179e-116,0.00316302782896548,4.10945964972446e-17,0.900481888264929,2.05409910076421e-121,5.02211835046497e-08,2.8680084141894e-29,4.91244610518696e-15,6.52523268978655e-05
DEL,repeats,2,0,0.074706731724358,0,0.024194067169602,0,0.000106074667854175,0.000804123501785385,0.000176826148959426,0,0.0293455181786952,0.011831499322152,0.00592260655443272,0.00937848425908695
DEL,repeats,2,1,0.237180319050413,0,0.00111020270302915,0.00197951335792288,0.00330665689267595,0.00122941892476928,0.000123981743673147,0.00555651560039471,0.0250795749036113,1.69406810628322e-27,0.00958368881850654,0.0117778276938227
DEL,repeats,2,2,0.0576913088214025,0,0.00349328977496528,0,0.0018441542001054,0.00232082006612441,2.69402809553728e-15,0.00309710372227898,0.00482056364403543,0,0.0140005825814027,3.57715285684245e-238
DEL,repeats,2,3,0.0142410967644915,0,0,0,0.00077952388758915,0.000204222049026252,0.000104205600188799,0.000692061705080431,0,0,0.00837194733511765,0
DEL,repeats,2,4,0.0027778462363112,0.0394066116424971,0,0,0.000865784112991028,0,0,0,9.73525065924702e-05,0,0.00440026171928397,0
DEL,repeats,2,5+,0,0.334168392790235,0,0.00376847460355588,0,0,0,0,0.0210864365420348,0,0,0
DEL,repeats,3,0,0.00504330314407303,0,2.12281134768006e-12,0,1.15253098127439e-05,2.90666190643961e-29,7.0201426264764e-05,0.00113276870697942,0.0178916300343343,0.00159965060090348,4.46951340244692e-05,0.0121811627087399
DEL,repeats,3,1,0.100620640299092,0,7.92327468297623e-76,1.34131525498339e-27,0.00487123548343844,0.00562234818564425,0.00469856273236483,0.00343119561294982,0.00592690187835095,0.00359702511484382,3.54759147963757e-84,0.00150189757959729
DEL,repeats,3,2,0.0238439317585699,0.00615484425059114,0.000810271260194727,2.70333601070188e-05,0.00235036509688083,0.000767810374976968,0.000420694190739093,0.00104652673830597,0.000577742315264017,1.10362811965687e-98,0,0
DEL,repeats,3,3,0.00451496716183567,0.0171453481874676,0,0,0.00045894344272691,0,9.34973670068165e-05,0.000603210363625719,0,0,0,0
DEL,repeats,3,4,0,0.0936978961038957,0,0.000220623134670134,0,0,0,0,0.00557567627423535,0,0,0
DEL,repeats,3,5+,0,0.129609483943955,0,0.000840564324036513,0,0,0,0,0.00825241466997297,0,0,0
DEL,repeats,4,0,0.00775963932511583,0,0.000258440968950571,0,8.32045826554449e-06,0.00205883475468391,2.64244878520457e-05,0,0.0113058524337404,8.23173760083149e-70,1.27067236063207e-253,0.00740142813053677
DEL,repeats,4,1,0.0659372531151799,0,0,0.000156777401305445,0.00206742374948994,0.00290814248935268,0.000505087561341002,0,0.00273471454622328,0.00386879004113701,0.000484658979540949,0.00194066857357562
DEL,repeats,4,2,0.0153120436228412,0,0,0,0.000472975633927121,0.000291059243373015,0,0.000437225870223668,0,0,0,0
DEL,repeats,4,3,0.00329610653130713,0.0525504810172097,0,0,6.02684309293208e-07,0,0,0,0.00372063799606165,0,0,0
DEL,repeats,4,4,0,0.0734251548676961,0,0,0,0,0,0,0.00438528935165267,0,0,0
DEL,repeats,4,5+,0,0.102687550293052,0,0,0.00020253853020707,0,0,0,2.86762848804227e-13,0,0,0
DEL,repeats,5+,0,0.00172202242478995,0,0.00422977340853778,0.000825369037858409,0,1.19846086286509e-39,0,1.44904021742383e-66,0.0125818472008167,4.56214812807447e-232,5.2765105679439e-05,0.260022786362472
DEL,repeats,5+,1,0.0173556626583867,0,0.00453421656576978,0,0.00298828757470102,0.0086831201983978,2.82584390232291e-293,0.000457053450659179,0,0,0,0
DEL,repeats,5+,2,0.00217446495908307,0.00758306595363685,0,0,0.000409251149414048,0.000271453755815805,0,0,0,0,0,0
DEL,repeats,5+,3,0.00064276847972532,0.000266361923103079,0,0,0.000144020201584157,0,0,0,0,0,0,0
DEL,repeats,5+,4,4.03762507894278e-05,0,0,0,7.4607108446743e-05,0,0,0,0,0,0,0
DEL,repeats,5+,5+,1.46400489831068e-05,0.00900331474706465,0,0,2.55908767998601e-05,0,1.68713588549855e-06,4.07118393719032e-05,0,0,0,0
INS,repeats,2,0,7.09565536698896e-103,2.19153696589053e-87,0.0138526644323752,0,0.000349702018339503,0.00209108285458743,0.000294419026831394,0.0377701471579495,0.00702319042215669,0,0.00240318507911123,0.00152418808595174
INS,repeats,2,1,1.70380969736855e-215,0,6.11117231109484e-134,0,0.000262822369638501,0,0,0,0.0198228047994571,0.000199036393953776,0.00225324744946268,0.0013196240190231
INS,repeats,2,2,0,0,2.22875807221471e-206,0,0.00107103595163094,0.000725000373120866,6.06261074213347e-05,0.00216126222914757,0.00793888032363187,0,0.000922940770223786,0
INS,repeats,2,3,1.08710478195219e-05,0,0.000681397695375123,0,0.000428615993617046,0.000359448847281571,0.000288717128454178,0.00126244766939705,0.00114963563327927,0,0.00100013095454941,0
INS,repeats,2,4,0,0,0,0,0.00200622244044642,0,0.00278827554438286,0.00306667855041742,0,0,1.17319326973477e-128,0
INS,repeats,2,5+,1.16216179330983e-58,0.028756925465804,7.43608729881737e-10,2.67703029821246e-202,0.0136820753282499,0.000304105843266537,0.0180865519497681,0,0.000782931857499279,2.62267057372013e-88,0,0.00143244747600392
INS,repeats,3,0,0,0.0130545799926314,0,0,5.4746346364987e-05,0.00144731448410099,0,0.0107697122837545,0.00420188034376582,0,0,0
INS,repeats,3,1,5.2861692915692e-210,0,0.00368578142337984,0,0.00126074292140423,0.000107102335390063,0.000118397040221093,0.00478490920238386,0.00705353357679376,0,1.43634768978692e-09,2.96844346460061e-272
INS,repeats,3,2,0.000362005328717766,0,0,0,0.000208128585918706,0.000715658785623839,0,0.000272257252032284,0.000732960465822017,0,0,0
INS,repeats,3,3,0,0,0,0,1.93833416412552e-05,7.99813117107693e-06,6.77920660818255e-05,0.000280770159134372,0,0,0,0
INS,repeats,3,4,0,0,0,0,0.000151915661860257,0,6.48045234867143e-19,0.00065389236728915,0,0,0,0
INS,repeats,3,5+,6.06733520758341e-06,0,0,0,0.00200710669814095,0,0.000753971495137011,0.0030017711018699,0,0,0,0
INS,repeats,4,0,0,0.00328858425124512,0.00115812335743199,0,1.31432456673115e-05,0.00170887197407148,0,0.00977627902972221,0.00274951423548213,0,0,0
INS,repeats,4,1,0.00125204510307241,0,0.00272932724115527,1.4247285691242e-283,0.00121137084390941,0.000456026430963817,0.000702578741380507,0.00265695701656954,0.0041424817560849,0,6.55830998300325e-14,0.000832081906048384
INS,repeats,4,2,6.53962768138414e-05,0,0,0,2.09702215114012e-05,0.0002918710950644,3.12221787336315e-05,3.31256961457351e-140,1.13086670920048e-05,0,0,0
INS,repeats,4,3,0,0,0,0,0.000159487567210318,8.52135874824242e-06,2.01238067501653e-05,0.00114577887055204,0,0,0,0
INS,repeats,4,4,4.05603528179038e-05,0,0,0,0.00029969872667226,0,6.24631140043476e-05,0.0025625960535414,0,0,0,0
INS,repeats,4,5+,0,0.0396156665448538,0,0,0.00224593832839519,0,0.00087020831427405,8.06192871984423e-05,4.24172460616119e-89,0,0,0.000363611595643305
INS,repeats,5+,0,0,0.0103419016795944,0.00197274203006077,0,0,0.00997264129407339,0,0.00502712113175931,0.00512211065620167,0,0,0
INS,repeats,5+,1,0.00200907593249094,0,0.0183582039231485,0.000937093473443865,0.000119584391585909,0.00518521540702059,0.00152361316106693,0.0471305741087205,0.00553662085077653,1.41938338984713e-38,1.1292711661905e-58,0.00967037046752022
INS,repeats,5+,2,0.000112176752749412,0,0,0,2.77766942193558e-05,0.00141920045041723,0.000128743510683865,0.000811623479061518,0,0,0,0
INS,repeats,5+,3,0,0,0,0,0.000131500058865126,0,6.17775063420606e-05,0,0,0,0,0
INS,repeats,5+,4,0,0,0,0,2.61033161724761e-05,0,0.000115776064732804,3.6225302298198e-05,0,0,0,0
INS,repeats,5+,5+,4.42535617951099e-05,0.0128594836029288,0,0,0.000137108668672516,0,1.59177769349878e-05,0,0,0,0,0
DEL,MH,2,1,0.197250890163987,0,0.00745982409063932,0,6.32229322362955e-35,2.06082029778363e-306,5.83881847449242e-05,0.00107693883664426,0.0297774918088838,0.000230512587852293,0.00746610646420214,0.0059700198374688
DEL,MH,3,1,0.00706206055909762,1.53665794573036e-249,9.09792806955059e-277,0,0,8.83870131583171e-05,1.39066945979159e-05,0.00198675071429019,0.0136868043609969,0.0019672295016498,3.94935126850936e-94,0.0101841487999682
DEL,MH,3,2,0.0512595266187204,0,0,0.000214117238862357,0.00288181615743032,0.00460578792838202,0.00127501626007688,0.0032441622464581,0.00929152185434693,0.0002644391064451,4.95906067426679e-05,0.00485060691025597
DEL,MH,4,1,0.0114410810470137,0,8.0860870642882e-55,0,0.000133511291569442,0.00265210720670694,5.05482100153036e-227,0,0.00911696789709227,0.000557963242609813,1.11253723188509e-308,0.00640523354711873
DEL,MH,4,2,0.0305660450774981,0,0,0,0.000497381793934929,0.0100965239253115,0,0.000694964541518726,0.00644284485471046,0.00245010932947662,6.40464101286462e-84,0.00101602962015416
DEL,MH,4,3,0.050726574569375,0,0,0.000314072306087364,0.000597306193591609,0.00549446885435442,0,0.00240931528350554,0.00368877015357858,0.00107209938014615,1.08860368176913e-20,0.000830507292921054
DEL,MH,5+,1,0,0,1.85261817067817e-246,0,0.000556313338896148,0.0551754948934712,1.24110061714347e-213,1.92034945422189e-230,1.10044434217005e-23,0,1.49764587210352e-82,0.305867600880492
DEL,MH,5+,2,0,0,6.33065285540402e-103,0,3.48575439572417e-05,0.279305384224896,9.89425710109968e-251,0.00169249468313858,0.00181080754849694,0,0.000914278070447333,0.13419973760362
DEL,MH,5+,3,8.56598325388875e-129,0,7.72803048383808e-232,0,2.3605373871844e-185,0.244858350450917,0,0.000157754388438299,0.0040226942016588,0,0.000435715362771717,0.0494554526487372
DEL,MH,5+,4,0.0031589753346658,0,0,0,0.000418754636925238,0.137312162024168,6.31043377727866e-299,0,0.000537706863546556,0,0.000498781039795363,0.0176326908199787
DEL,MH,5+,5+,0,1.29093710482791e-25,0.0177923372023368,0.000217747543971402,0.00237617655180959,0.11310579321129,0.000553696331905931,0.000741675194768576,4.55592654090139e-274,0,1.1125369292536e-308,0.0128951941762884
