Type,Subtype,Indel_size,Repeat_MH_size,signeR.1 (ID2 1),signeR.2 (ID1 1),signeR.3 (False Positive) (ID2 1),signeR.4 (False Positive) (ID2 1),signeR.5 (ID5 0.959),signeR.6 (False Positive) (ID2 0.805),signeR.7 (False Positive) (ID6 0.867),signeR.8 (ID3 0.996),signeR.9 (ID9 0.999),signeR.10 (ID14 0.994),signeR.11 (ID4 0.99)
DEL,C,1,0,0.00384959029415647,7.90010644041995e-06,0.00560407383760192,0.00522278360720272,0.0208944942428155,0.00135311181299404,0.0333385019971164,0.115239834392159,0.36183266930919,0.00810493620809821,0.0112574633735207
DEL,C,1,1,3.49269133288182e-05,0.000527298007267673,3.02237042806184e-05,2.32295371359231e-05,0.022066373464074,0.000266275423026087,0.00922559825192412,0.213566582932168,0.105138250296891,0.000268448435811095,0.00288335795066024
DEL,C,1,2,2.02069180615875e-06,2.01279366806245e-06,2.87717325551311e-06,2.67091450946854e-06,0.0172533200000058,4.65934717191303e-06,0.00374452643803108,0.182274236768554,6.17587414039888e-05,0.000125762570526652,0.000449524612072667
DEL,C,1,3,0.00262807451047937,0.0015224495858494,0.00367640218352126,0.00210949482628124,0.0109092129868459,0.000955226743075303,0.00115536611076374,0.0674026404512308,0.0132081498953547,0.000713942398341359,0.000966993165537867
DEL,C,1,4,0.00342532107588433,0.000738655217041084,0.00494630790733127,0.00398503606457619,0.00141496951721755,0.00113258568031766,0.00164646746775761,0.0427937869025824,0.0112334798259336,0.00173414676979605,0.00221991070657113
DEL,C,1,5+,0.0131589868385322,0.00305975657742717,0.0196179853776815,0.0152421207891132,0.00115863339737217,0.00546026556081803,0.000699741838111436,0.0227205044778711,0.000170804718375978,0.00350656016443752,0.00214000095369529
DEL,T,1,0,0.00765379914319498,0.00162053752035207,0.0099065794474227,0.00912927316446332,0.0965488945222597,0.000257984327068503,0.0123500781983208,0.0367035445980621,0.111105675163467,0.0151570149410089,0.00832096456799828
DEL,T,1,1,2.13290711497804e-06,1.79940944683709e-06,1.99358835219543e-06,2.81893219852835e-06,0.141067133049727,4.41281076590953e-06,2.01610829327417e-05,0.00398530092194886,0.0294963895765983,0.000122597581669993,0.0450517109671772
DEL,T,1,2,0.00788735804346718,0.000687870832014478,0.00880576218066102,0.00792913815563665,0.0996781557515068,0.000241496810504166,0.00894924490782575,0.0178736816439525,0.0868272393145936,0.00931231622967537,0.000174311464317251
DEL,T,1,3,0.0215580254876621,0.0015355386965799,0.02904954486503,0.0174220289082806,0.0801242236067814,0.000251094875173863,0.0164024749107676,0.0160860024908971,0.11512047518335,0.0184800943088026,0.00277053777374744
DEL,T,1,4,0.045262208395712,0.00353950501021833,0.0589163193781029,0.056165473834422,0.0416470566584286,0.000142554968159858,0.0116345632357292,0.0133820940468893,0.094310030546985,0.0144255680697969,0.000909151627943486
DEL,T,1,5+,0.824378962051036,1.19194429108273e-05,0.765196043925007,0.801133263364012,0.00657430905470651,0.533452721554009,3.19284069479479e-05,0.000211670184081486,9.35804717998925e-05,0.0650226773374024,0.000960353571198238
INS,C,1,0,1.96597722259524e-06,1.87594783835408e-06,1.93518293398529e-06,2.84950079094467e-06,0.000367483537660781,4.4507313348662e-06,0.0020285690699291,0.00199186434690028,5.62252399573143e-05,0.419002943718825,0.000520846638155234
INS,C,1,1,0.000134269788182078,7.34573792821029e-06,0.000290020873605659,0.000267766599785745,0.00635540094329692,0.00011757154759039,0.00153493597595658,0.00401867124319243,4.39656549465093e-05,0.0100504923997342,6.63643136629338e-05
INS,C,1,2,1.78265230085279e-05,3.96698406417433e-06,2.11705106673211e-05,2.61231048207682e-05,0.00570986685681653,2.63166919302836e-05,0.000352136913023761,0.00376471501129117,9.77242892183393e-05,0.000564528196603542,9.12687319643799e-05
INS,C,1,3,0.000381234094316417,0.000742610853085443,0.000606134872531675,0.000619643227576191,0.00120993612698665,0.000453278760640758,2.06253028312967e-05,0.00742638884469626,3.57331540326405e-05,0.0018173013430085,9.92554806463638e-05
INS,C,1,4,0.00290625369926809,0.00176447616191822,0.00404877931491228,0.0025495402626493,0.000213625394196882,0.000991927325075977,0.000251447493134497,0.00748267553806676,0.000101748900303161,0.00129882418689842,0.000157013550193394
INS,C,1,5+,0.00697420702908184,0.0235638938476769,0.0108798246466191,0.0100881477106174,1.39218667839835e-05,0.0150604062199817,1.68008093058573e-05,0.00678422007997681,5.23115636232381e-05,0.00331038743873394,0.000265674957519661
INS,T,1,0,0.00133100173798908,0.00202665688668514,0.00170933943509102,0.00132797274825234,0.0104150500439272,0.00163398282000935,0.00524751061377525,0.0148602715086632,0.0116461592224623,0.0302991464000578,0.00541475975664668
INS,T,1,1,2.92455459091572e-06,4.8632060349027e-06,6.67468204819247e-06,5.78865677053733e-06,0.0192523964581427,8.46857538988484e-06,0.0013061689653402,0.0537639287616978,0.00727657464320194,0.00258036695497814,0.000462008580144794
INS,T,1,2,0.000592042296366497,0.000101310233617496,0.000681360499949917,0.000818712816249323,0.028235046615968,0.000408986334872435,1.33530497921853e-05,0.0477229054223867,5.43377300070624e-05,0.00133806338934935,9.60304940145361e-05
INS,T,1,3,0.00115469966664939,0.00383139514298436,0.0014391982744451,0.00100429680062225,0.0191348767605235,0.00261265219833529,5.31957473664633e-05,0.028079801848597,0.000171352887606175,0.000770067372416475,0.000190219316814866
INS,T,1,4,0.00280972302842727,0.0170489458618705,0.0043263695022067,0.00361185622760974,0.0122657435909572,0.00780364421601905,0.000401017090450979,0.00679112243724118,9.5260966517389e-05,0.00590704311041292,0.00117184773678531
INS,T,1,5+,0.00222767174042616,0.899648711994323,0.00123924788466059,0.00268876398114402,2.76162169686862e-05,0.393613097063117,7.3108232611862e-05,0.00865778614628049,0.000161493910984449,0.265351132509017,0.0115579046691884
DEL,repeats,2,0,0.000226197061659526,0.000403116819804223,0.000230931759846642,0.000175313097424585,0.0272343059511961,0.000245563313812192,0.00353071551894852,0.00654670789474231,0.0151226525363379,0.000947917625382559,0.066139491281131
DEL,repeats,2,1,0.00374193859607799,0.000511067870196155,0.0057763481567276,0.00344041369418831,0.0212717525408506,0.000125001834609564,0.00366593476606908,0.0103181179464621,0.00313313656485643,0.00632336542430808,0.217444385072049
DEL,repeats,2,2,0.00172221765225298,0.000100190906174341,0.00238228774291155,0.00207422347616305,0.00371618147157359,0.000729302525080273,0.00114085910141501,0.011755787153123,0.000275955588779241,0.00211735849326528,0.050137936931223
DEL,repeats,2,3,0.000620862627406033,0.000374228540019833,0.000983749548552402,0.000924825722045621,1.31152581086891e-05,0.000128330330640138,0.000177003723626981,0.00669248361936709,5.22206945057472e-05,0.000502216868478855,0.0106032364043823
DEL,repeats,2,4,0.000871778897513727,9.25249657434643e-06,0.00102439886527949,0.0012195023831176,0.000558960944677446,0.000189040263634467,0.000129097321479048,0.00311430208190115,7.85421286620689e-05,4.21247917662266e-05,0.00266659386133531
DEL,repeats,2,5+,2.06702180011709e-06,2.14168285892456e-06,2.01062211001683e-06,2.62763798158101e-06,0.0185850097890092,4.29834907225632e-06,1.46362931166222e-05,0.000138287912789355,3.61981847858682e-05,4.59409738406307e-05,0.00167562842155539
DEL,repeats,3,0,7.0710145550148e-06,0.000108500021237171,1.84883919112483e-05,1.13759350819972e-05,0.017366999720009,3.00420706266692e-05,0.0048353884186555,0.00099567061829916,0.00389740428865512,0.000960714013685823,0.00440683787704615
DEL,repeats,3,1,0.00466045253805813,0.00451937732993555,0.00669308074950416,0.0046625120766577,0.0044775473268469,0.00305873707496541,0.00382836763376463,0.000173427499182474,0.00234157186356779,0.00464794086206019,0.0851913202338108
DEL,repeats,3,2,0.00230813981023047,0.00062985546507805,0.00262961532559023,0.00235482977214955,0.000679369722503991,0.00091596987405833,0.000379422869492429,8.43332514515519e-05,0.00192149217702902,0.00124445492957696,0.0186326796781363
DEL,repeats,3,3,0.000312831040983829,0.000382031752281094,0.000646578273572408,0.00031069684808302,0.000503690410794314,0.000352681825131062,0.000120969115978624,3.56286294921877e-05,0.000411301402495948,0.000441623675432349,0.00333077890148188
DEL,repeats,3,4,2.20858153203619e-06,1.78594414762152e-06,2.31316639386789e-06,3.27231711223788e-06,0.00508239690303117,3.92222138508849e-06,8.18223110332298e-06,2.24079104622645e-05,4.41659641485047e-05,7.42842918866324e-05,0.000240325776286346
DEL,repeats,3,5+,2.04522490107909e-06,2.24830990904702e-06,2.35737711593732e-06,2.56597057979527e-06,0.00747884211251351,4.31213452969101e-06,1.21252366721724e-05,4.0751607308714e-05,3.29918928618896e-05,4.40534275299043e-05,0.000393121452121123
DEL,repeats,4,0,1.75113179095161e-05,5.4817170818314e-05,2.69918578288768e-05,1.67364419996167e-05,0.010993731472726,1.49055240455041e-05,0.00367641633324184,0.000548863554323691,0.00147697583344431,0.000310823250187474,0.00718419143066782
DEL,repeats,4,1,0.00186200676185715,0.000748163079424006,0.00259031312803968,0.00297191816486264,0.00197359477097131,0.0010333867345778,0.0022875052894284,0.000586085989872504,0.00433632807106173,0.000950721940742917,0.0592630025684226
DEL,repeats,4,2,0.00068552234267188,7.44384692687102e-06,0.000675124159021091,0.000504633725500107,1.79388659350206e-05,0.000187868929190285,0.000350001400127545,0.000123460842052115,7.61103962619449e-05,0.000586925175438529,0.0147731646574
DEL,repeats,4,3,3.28537034165369e-06,2.87466789688298e-06,1.98621737463641e-05,1.59822773189998e-05,0.00333645508712088,1.068961781703e-05,2.06853123261785e-05,3.4558319988688e-05,5.4100091610787e-05,3.50410971491563e-05,0.00427053022102262
DEL,repeats,4,4,2.05548060438257e-06,1.78969806628397e-06,1.91371817240809e-06,2.82928938810783e-06,0.00368625802542838,4.17847601452421e-06,4.85578347789778e-05,4.35707603723881e-05,5.79533482488415e-05,3.38884369942813e-05,0.000783068790440097
DEL,repeats,4,5+,0.000268000546112895,1.17383866863581e-05,0.000269645062020933,0.000179710783658948,0.00142701588456316,9.76317108733282e-05,7.4341667460999e-06,0.000102992884582536,4.78041417949712e-05,5.55927124635058e-05,0.000533704396595727
DEL,repeats,5+,0,8.77717006107465e-06,4.29769578225472e-06,1.20177933136031e-05,2.03004727616951e-05,0.0509427832413226,1.84910586021822e-05,0.128714427968563,0.00888638311093505,0.00235389502704524,0.00280886947081569,0.00889896563407892
DEL,repeats,5+,1,0.00308098587846256,1.02709813046438e-05,0.00391557436239866,0.00287378662415451,0.00015710952712612,0.000949186699533363,0.0046212988804699,2.15575156997837e-05,6.74316448422732e-05,0.000172951669256502,0.0159398944382958
DEL,repeats,5+,2,0.000316118853306882,3.34053178797744e-05,0.000556494822204701,0.000495911681978541,0.000433021372352976,0.000232094432291562,0.000376682490939865,4.67577603172298e-05,0.000186272145693858,9.96837095388094e-05,0.0021962699935094
DEL,repeats,5+,3,0.00018879056747921,5.80301592144024e-06,0.000169950306515428,0.000128614859313832,0.00016502155533644,8.14671367607817e-05,0.000108478069392561,3.20324352754934e-05,3.75351539786723e-05,0.000153442931913053,0.00123506515081439
DEL,repeats,5+,4,6.88087249668886e-05,1.35965006907784e-05,8.50207948602694e-05,7.73562065688352e-05,8.83671358643293e-05,3.04262994656104e-05,5.67995059685092e-05,5.72904760367391e-05,4.13063697252819e-05,3.2766152584312e-05,0.000176825666153992
DEL,repeats,5+,5+,3.71029882238773e-05,6.78568882505025e-06,3.27987567432461e-05,5.21309934743266e-06,0.000499111157495325,2.2539418787451e-05,6.93078116110428e-06,2.99545363802954e-05,3.11514696300668e-05,0.000244736153171453,4.49392776156036e-05
INS,repeats,2,0,0.000257370082986938,0.000459451094654681,0.000284662235889194,0.000447126368077721,0.00722326513494139,0.000277014360126284,0.00186796519015663,0.00232128390386556,0.000575605852052896,0.0225830991408747,0.00146503809831167
INS,repeats,2,1,0.000211949860013226,7.00250903405078e-06,0.000309981480731052,0.0003463376963184,0.0162529509508889,0.000175740184399147,0.000294381220341828,0.00308199715228759,0.000890331175966921,0.000124349615887553,0.000156589235543893
INS,repeats,2,2,0.000813114309063665,0.00031597973502321,0.000917516681898617,0.00131748164499661,0.00616909990833866,0.000724068107183623,0.000393339588366353,0.00113131786590885,0.00037751046329872,0.00137808591247615,0.000154662159466433
INS,repeats,2,3,0.000356842273592273,0.000406056505531078,0.000483138946235174,0.000355903021755226,0.000956010875919048,0.000653503863471957,0.000389888005587,0.000928448320035218,7.76637835790302e-05,0.000816285815800939,0.000172333958556172
INS,repeats,2,4,0.0017210662853963,0.00298327954643167,0.00265433018400273,0.00193289514210452,2.21947139093395e-05,0.00157891241584583,1.93409716195432e-05,0.000121632878558327,0.000158102213439704,0.00249047421451993,0.000116670012833871
INS,repeats,2,5+,0.0122337526282848,0.017083653331598,0.0165689929251405,0.0165310436651125,0.000643148306732913,0.0124584417444614,0.00072337829821371,5.39786626184314e-05,0.000103165514207725,0.00296243887329032,0.000329614714888215
