"ex.sig","gt.sig","sim"
"SBS96B","SBS40",0.911674544918981
"SBS96C","SBS3",0.931066186057702
"SBS96D","SBS4",0.984961061264529
"SBS96E","SBS7a",0.927678482262898
"SBS96F","SBS1",0.999566677505887
"SBS96G","SBS2",0.998045734779639
"SBS96H","SBS17b",0.999547682614471
"SBS96I","SBS7b",0.977062511355012
"SBS96J","SBS18",0.987205637729119
"SBS96K","SBS44",0.992325470615681
"SBS96L","SBS13",0.998834195846323
"SBS96M","SBS17a",0.999645088773941
"SBS96N","SBS7c",0.995295812610425
"SBS96O","SBS22",0.965946403452495
"SBS96P","SBS7d",0.968216301325822
"SBS96Q","SBS28",0.925384675513055
