Type,Subtype,Indel_size,Repeat_MH_size,signeR.1,signeR.2,signeR.3,signeR.4,signeR.5,signeR.6,signeR.7,signeR.8,signeR.9,signeR.10,signeR.11,signeR.12
DEL,C,1,0,0.00486636600183221,1.32353018777739e-06,0.00504594985888575,0.0290935342033039,0.00086377237010753,0.00279662613440336,0.0349121341006364,0.118006206796858,0.337480649604586,0.00980865659340798,0.00961629048546293,0.000337760440962249
DEL,C,1,1,4.31287114049603e-05,0.000570074451208479,0.000202311868310461,0.0279843377261969,0.000112734057409735,1.07763216197417e-05,0.0114036211535609,0.206419984223883,0.104859237689704,0.00115224928831321,0.00219243820732691,0.000146182461277963
DEL,C,1,2,7.54039397168213e-07,4.52230098243455e-07,1.23757047456541e-06,0.0218506243187117,2.42002431273143e-06,3.07252268976939e-06,0.00553831535191236,0.172716717855169,3.85722948303836e-05,0.000406506120064262,0.000614701433315789,7.01310742190132e-05
DEL,C,1,3,0.00247473638840503,0.00192899712900282,0.00242366533429934,0.0127688675989553,0.00211393332404348,0.00224386986475736,0.00210743493456509,0.0638990337175223,0.0121436147292086,0.000547482224365661,0.000796232590709993,0.000269512047505805
DEL,C,1,4,0.00387069002584486,0.000486589346333582,0.00397521706675834,0.00274360715889167,0.00170292305509004,0.00290623282568969,0.00196368376687817,0.0423930811904661,0.0125769496002989,0.00225195433317503,0.000973428282239228,0.000146784520195908
DEL,C,1,5+,0.0146212874971156,0.0033714757122933,0.0144857753024583,0.00224714437284582,0.00767278531936045,0.0117764713088069,0.000941934880500324,0.0216957535817229,2.71373343152754e-05,0.00329715078056044,0.00210851364042816,0.000298389930045721
DEL,T,1,0,0.00791466523698485,0.00130807643121734,0.00775116176385139,0.0974636045394776,0.00393773658491126,0.00624155654173463,0.012905933756541,0.0411845260220275,0.115491788462634,0.0166745773127648,0.00574067198823633,0.000714319032882215
DEL,T,1,1,6.39827234642922e-07,4.67851062950632e-07,1.16534311054988e-06,0.134253403506759,2.75331663414962e-06,3.12657907604102e-06,0.0013464206843614,0.00796268817331947,0.039733463678786,0.000252158701546896,0.0140274263568434,7.25867121773368e-05
DEL,T,1,2,0.00710291793188867,0.000626997289230377,0.00733633285979295,0.100678456335838,0.00246716758410856,0.00494189998347172,0.00964131148140888,0.0194934993435849,0.0884739679487299,0.0110990395699418,0.000207866163872889,0.000206187262525107
DEL,T,1,3,0.0203471738276987,0.00185281404501759,0.0206054943366395,0.0814104220078133,0.00791215572137616,0.0151250838044585,0.0172268900104038,0.0205495565379371,0.113199911814964,0.0183908515741223,0.000217949765802435,0.000274906391927521
DEL,T,1,4,0.0472787129946661,0.0038924037591626,0.0472856140163721,0.0446520301698222,0.0194963646626645,0.0360500962510639,0.0117736686151002,0.0158125861879702,0.0931341586946123,0.0169856320867101,0.000228834291012472,0.000579592053172276
DEL,T,1,5+,0.814239018814468,2.39343009344954e-06,0.807604180418129,0.0183069838335704,0.316187198426265,0.614919365694506,0.00213721681101182,0.005787130419149,4.4828373685264e-05,0.0964664546504413,0.00158481370217271,0.00579254557460638
