Type,Subtype,Indel_size,Repeat_MH_size,hdp.0 (False Positive) (ID2 0.651),hdp.1 (ID2 1),hdp.2 (ID1 1),hdp.3 (ID5 0.996),hdp.4 (ID8 0.996),hdp.5 (ID3 0.996),hdp.6 (ID6 0.995),hdp.7 (ID9 0.999),hdp.8 (False Positive) (ID9 0.28),hdp.9 (ID13 0.998),hdp.10 (ID4 0.998),hdp.11 (ID14 0.905),hdp.12 (ID11 0.999),hdp.13 (False Positive) (ID5 0.486),hdp.14 (False Positive) (ID5 0.126),hdp.15 (ID12 0.992),hdp.16 (ID10 0.987)
DEL,C,1,0,0.0291055379906094,0.00244941109588574,0.000285777747131964,0.017470868616921,0.038318874354801,0.116880042953166,0.0292363562042616,0.334980830659326,0.0487332925714265,0.048126317116777,0.00795437588073255,0.0137015806079025,0.00313680626177794,0.0482332170633257,0.00438315823356508,0.042439541895002,0.00870362592922399
DEL,C,1,1,0.0110704301389732,2.81732212325195e-05,0.000663453090803675,0.0288867965224186,0.0221490867996192,0.216287973740267,0.00533986098270247,0.0973038984378013,0.000927480425943057,0.0143331574981016,0.00225192896189976,0.00174644648209085,0.00123868255089012,0.00345681262152052,0.000502414916795863,0.0103678363054597,0.0233084276141278
DEL,C,1,2,0.00801837598966169,5.41681126474713e-07,1.43026847247716e-06,0.0273200157914073,0.00281428068463301,0.202252215687981,0.00780475398427185,0.00246415324139098,4.05094807631006e-05,0.00613641540918829,0.00145716105060486,0.000958900961782576,0.00019662907710503,0.000196183477962915,7.98620792992045e-05,0.00198889263228874,0.0173434022546997
DEL,C,1,3,0.01011660250723,0.00156380544838953,0.0017374054969469,0.01502300399725,0.00578486455226227,0.0644478673976116,0.000822097303251471,0.00957445171592285,0.016674227183816,0.00538572922380797,0.00122822168632081,0.000424866839536934,0.000422516393702821,0.0040770856130631,0.0169149405304078,0.00518441711657864,0.00780859509977694
DEL,C,1,4,0.0131619192382378,0.00214112008189857,0.000806609371908485,0.00225806610953582,0.000898191113087127,0.0454134903744715,0.0030314622990458,0.0116383890731645,0.0184591250344128,0.00305352424530046,0.00163624071600682,0.00267921344415267,0.000255669207540064,0.0162852614768028,0.00607318387361945,0.00298751432212671,0.0043629153009801
DEL,C,1,5+,0.0305028467420737,0.00913626798454448,0.0030218370425987,0.00196836980011583,0.000450658725376665,0.0233578923179962,0.00177681194257129,0.00122502766908104,0.180098036804743,0.0012598150193448,0.00232951653378565,0.00467252441403682,0.000653094887922406,0.00365507329807915,0.00784953310315861,0.0356808532919861,0.00745883518626633
DEL,T,1,0,0.0473029300859665,0.00566565940918164,0.000835654496300409,0.115022142936191,0.0357964506669625,0.0331097523238502,0.00282538956333622,0.0977322076892885,0.0348538555504135,0.0431610137126255,0.00425947683505601,0.0244992474498499,0.000823794929577617,0.0751046420036646,0.044568552569906,0.0218872244480912,0.0317158458109113
DEL,T,1,1,0.0188943266025181,2.09688373137053e-07,1.16039731051044e-06,0.100295150331944,0.00942219154850212,0.00930650933427094,0.000221075551627481,0.044826905864123,3.91541936926377e-06,0.555554440827395,0.000611782418477484,0.000423832032923786,0.00102996955401622,9.59032071187213e-05,8.97665977236402e-06,0.00330100078266753,0.00105839047059886
DEL,T,1,2,0.0641600864941508,0.00366257287013115,0.000923937007263539,0.103584608626943,0.00825191531883764,0.0117632466936944,0.0113632064248353,0.078695431454207,0.017680462540331,0.0191550829374867,0.00109132707052293,0.0124697183930884,0.000775679588247439,0.0106062794140545,0.0129972004224491,0.0222553059609033,0.00309568365324914
DEL,T,1,3,0.0526438369890419,0.0113518160508162,0.00250134548749572,0.0834529797237853,0.00822594874465141,0.0103370578757924,0.0208103882754684,0.113013698649063,0.0325335831918438,0.0586703826568025,0.00103735138720253,0.0210323429799069,0.00153477236968998,0.557655108181143,0.0193561680628875,0.0154698831001632,0.00776363957408752
DEL,T,1,4,0.106001566298103,0.0358533970501225,0.00438560075549185,0.0523606687303573,0.000465353506884932,0.0106345822177453,0.016743175804264,0.0879812226124644,0.0314806259705232,0.0153299012909186,0.00106129942579064,0.0181794267235082,0.00116140723516597,0.0475045696566381,0.0453749777235695,0.0361358749427725,0.0105604342733035
DEL,T,1,5+,0.138278051686403,0.865055164443808,0.000369565474710403,0.0246418654129704,0.00747812612210228,0.00676380703972509,0.00250650335827086,0.00141006512861713,0.0542532338496403,0.00794047320502267,0.00361838289711606,0.0151564313128176,0.00510803656920975,0.0341175578026696,0.0130517821301835,0.00522023319261282,0.0030779545316871
INS,C,1,0,0.000445284039133958,1.91021494312366e-07,1.11512162635269e-06,0.000446149189696964,0.00304654590178179,0.0025821680893553,0.00232898171243587,7.03745164687102e-05,5.38423335526163e-06,0.00204950445245795,0.000182530213292219,0.620035324979618,0.000348155018696663,6.94369716708014e-05,6.55215753123644e-06,0.00146910980478074,0.000430356052296766
INS,C,1,1,0.0015527097760574,0.000128717492588989,1.75108348848256e-05,0.00117631275952242,0.00200382019490253,0.00133144517602747,0.00142191703068468,0.000234739929698931,0.00126442465236611,0.00165363382068454,7.91223139265046e-05,0.0209928546658251,0.165398569053248,0.000911647361976212,0.000407740709099704,0.00270947506502611,0.00190626428324466
INS,C,1,2,0.000818602091534249,4.99818753731999e-06,4.32417458819114e-06,0.00321298274691483,0.00132432254557959,0.00144684908037115,0.000233630099132613,0.000653053631792289,0.000114489074834434,0.00169836675408034,0.000112044936092606,0.00124837183515713,0.0934073533610043,0.0003848354889577,0.000148533129258756,0.00416781077674647,0.00130722926190151
INS,C,1,3,0.00178169146204104,0.000251402183281071,0.000794434095566432,0.000379513559729234,9.49929391005633e-05,0.00670696498865175,0.000205663253243423,0.000191663914489361,0.00291051414133781,0.000166394598568172,0.000402938124298767,0.00197950321538067,0.0383960656367794,0.00353436650777888,0.00364258380244397,0.00171694549414121,0.00322469442767131
INS,C,1,4,0.00783333383213888,0.0015900157358311,0.0018159091400032,0.000123611202724973,0.000635271142617685,0.0065557603703473,0.000321316993935248,0.000191156829799991,0.0100191267208567,0.000138855576262687,9.25858816696003e-05,0.00245850383746711,0.0105168548559766,0.00406208906132437,0.00629117143237949,0.00376201928295343,0.00259217166618448
INS,C,1,5+,0.029380465845423,0.00704443206610871,0.0207829933659369,0.000212954091590223,0.000883338261457039,0.00816507597213894,0.000276889714689005,0.000633957004575766,0.0463445145674679,0.0009725888817593,0.000326458316468396,0.00101236935646141,0.00202192113441705,0.00431228389575711,0.442090819548276,0.0167291368335756,0.0127462799505921
INS,T,1,0,0.00765962461518504,0.000621416565634502,0.00230545078088598,0.00540283612409062,0.00408477563914064,0.0210532443889804,0.00704606541740452,0.0128060492263955,0.00830485416838528,0.0392416595860627,0.00150514976863996,0.0388442870060742,0.00094340714392193,0.0161204036699961,0.0176593515581657,0.00437801534994309,0.0088266651887684
INS,T,1,1,0.00326135784778384,2.17734402461154e-06,1.64937026183876e-05,0.0143635487205311,0.00505388740864507,0.0488017660090871,0.00124719995167865,0.00952774851560855,5.31334724142782e-05,0.00488455023639025,0.00120675803024222,0.00273282250107538,0.298569805517301,0.000290705836705225,0.000281820219791606,0.00242262557898025,0.0336570017391807
INS,T,1,2,0.00878396268865362,0.000366686371740174,0.000178835746268628,0.0321858883383753,0.00112758569446152,0.039159709772218,0.000283800344662548,0.00208783605262252,0.00172840861393648,0.00333637544353027,0.000386330339016796,0.00342796675828429,0.162764406482027,0.00619523355326991,0.00253222201311823,0.00229913170779431,0.00186055136999338
INS,T,1,3,0.00792831382118112,0.000778654625538324,0.00356863735681942,0.0199396702554096,0.000622996626053807,0.0252698631740606,0.000751861619261633,0.0016112268065577,0.00444717817598967,0.00790755028732188,0.000885523982590539,0.000810303828002459,0.11434585698624,0.00831593059336787,0.0109474141283903,0.00132901591652,0.00341819054230343
