Type,Subtype,Indel_size,Repeat_MH_size,hdp.0,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13
DEL,C,1,0,0.0135311762977828,0.0047351898480858,0.000361924869984789,0.0225127877655143,0.0408857264606175,0.12520240564153,0.0305058857917762,0.334479916330253,0.013475299672111,0.0644225596893405,0.00702655068274874,0.00157509689841916,0.0467351159599563,0.0232227992588797
DEL,C,1,1,0.0114986183093047,8.64968875652557e-05,0.000740199673918196,0.0284665840356217,0.0245209036540215,0.207538410708784,0.00553638565739674,0.0999003543203758,0.00219194850355995,0.0174652548486914,0.00237298405259023,0.000284250646152091,0.0144710473137237,0.0272291890040568
DEL,C,1,2,0.01174247297939,4.87106212792271e-05,0.000114715014018076,0.0263584999293597,0.00328317862364249,0.174719487817035,0.00811226610685572,0.0018230052095368,0.000575308996514196,0.00543320307903955,0.00187271682556008,0.000106907615360752,0.00395688813542375,0.0235297687556965
DEL,C,1,3,0.00957898059672841,0.00247418291568014,0.00195172072604934,0.0140594665110262,0.00544416290419851,0.0636756746137171,0.0010516978543803,0.0108204051558639,0.000503356378232913,0.00559775401533352,0.00121257747091631,0.000397211887817393,0.00387423371873791,0.0167573619054911
DEL,C,1,4,0.00757148193742159,0.00377393153982272,0.000731565510722314,0.00278111147725391,0.00127426337032897,0.0438073062718189,0.00249340563245462,0.0128858705580427,0.00224684376983919,0.00435885391509626,0.00101392469331197,0.000346916295923378,0.00322257490859022,0.0030879173715265
DEL,C,1,5+,0.00867208164294174,0.0142341758587754,0.00371238185028525,0.0025671176631579,0.000867023656858734,0.0222006114736158,0.00133196370036782,0.000282274695063307,0.00231399116742127,0.000922918157856,0.0023273930881416,0.0006389544933247,0.0275007095063615,0.00181870636294332
DEL,T,1,0,0.0157423557862335,0.00782288660005013,0.00191388378157522,0.10251980857445,0.0347427747753366,0.0377415207997067,0.004064637135678,0.105650204022043,0.0202322056286602,0.0533634743898352,0.00580059761288185,0.00120374825918121,0.0433189776203169,0.0244219195649515
DEL,T,1,1,0.0148223161097289,0.000143307748731204,0.000452183766394202,0.106743793410696,0.0105625074619114,0.0136033018542199,0.000415325724350806,0.0445270758648646,0.000792534552418669,0.496275949474387,0.00139539703196765,0.000139557625970352,0.00938974090798685,0.00124087873323823
DEL,T,1,2,0.0172489397096134,0.00700170194378673,0.00153825226827248,0.115415181172229,0.00909268262257373,0.0167612528324117,0.011541332180493,0.0863922982323292,0.0119963967197302,0.0241278805870089,0.0016372625874044,0.000788155166085139,0.0144288870297515,0.00340477709652268
DEL,T,1,3,0.0174427616365945,0.0197657244036233,0.00325969191253289,0.0899354399539336,0.0101572708080605,0.0203235066253128,0.0220710480422937,0.113382788864481,0.0190447617800813,0.0624483269912931,0.000748071831490861,0.00102337897175196,0.0231389714400806,0.00369166874953139
DEL,T,1,4,0.0156904451653362,0.0457189684249195,0.00601861580962428,0.0528724735386783,0.00155541809948707,0.0159753366287791,0.0175637420088864,0.0943593336919846,0.0144933464126639,0.0227492844618911,0.00109258782481534,0.00209836858792516,0.0390105255750403,0.00504926509239903
DEL,T,1,5+,0.0292260764323449,0.786672456720045,0.0284853623093729,0.0310543748502965,0.00990642118665155,0.0079038193132669,0.00724459980756644,0.0013994273040973,0.0467813012225284,0.00566185605552244,0.00304311416547258,0.00422368177057952,0.00808326950468882,0.00360894517398671
INS,C,1,0,0.0105827371421048,4.01357897704879e-06,3.40227457941375e-06,0.000161271414481512,0.00263388874814386,0.00241770888520644,0.00208678064022512,3.08050424650006e-05,0.505869051940859,0.00315557734653352,8.57513656230141e-05,0.000108026370245637,0.00013677410859129,0.000298991355340278
INS,C,1,1,0.00913583948979784,0.000204383924838164,2.03655470031806e-05,0.000874098609576433,0.00188343062292489,0.00190408658664761,0.00180760346553707,2.73587163280069e-05,0.0143316607664887,0.00212612917466206,0.000134594530369165,0.167055849452264,0.00022687420515681,0.000493959091416799
INS,C,1,2,0.0065509994855929,2.48127672205962e-05,1.79771190181323e-05,0.00323732509866227,0.000848172629203919,0.00181449065692731,0.000114187142692659,2.96715762959362e-05,0.00062635985061115,0.00104240226877983,5.52790588812077e-05,0.0955169803303562,0.000986563422405946,0.000570791590203634
INS,C,1,3,0.0142750917263735,0.000427953505323931,0.000696018387817307,0.000157104777288379,1.00875983791889e-05,0.00671612525540594,2.16256546357066e-05,1.39194930970296e-05,0.00188749281367565,0.000374117060245524,0.000320663665518767,0.038187464053879,0.000160125480000093,0.000948248829125243
