Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13,hdp.14,hdp.15,hdp.16
DEL,C,1,0,0.030241701861782,0.00390533629052698,0.0401280444231195,0.019604096989842,0.000381344428623226,0.326261092867712,0.00294721590946195,0.0379431605546872,0.0508905793484036,0.00843937327712772,0.0191377748809107,0.0127441590869963,0.0483571660122629,0.01085222347055,0.119340262133444,0.0200188088655937
DEL,C,1,1,0.00560681109185749,0.000232044034170159,0.0231610569988214,0.0274141164257817,0.000632030490375207,0.0952422866154824,0.00120141913772695,0.0215648530313262,0.0143499149131074,0.00236505430350263,0.0221182429177842,0.000850446125112244,0.0113257046835358,0.0234334241718598,0.165073796663496,0.0295338023949554
DEL,C,1,2,0.00788752615076051,2.02780558432555e-05,0.00269880677692926,0.026567285734354,1.3822028403399e-05,0.00261491378757637,0.00018409798238026,0.00307904516222925,0.00623941431192339,0.0014452213586202,0.030832074318418,0.000362638737942027,0.00196510263673788,0.0167703988213021,0.21881657277213,0.0258036456080272
DEL,C,1,3,0.000903441914654767,0.00234408991792998,0.00585055353859134,0.0154533573806205,0.00160540757102535,0.00935755909006964,0.000423273026635135,0.005827778400045,0.00556644662590364,0.00123344421109297,0.013089947610831,0.00103300762571682,0.00576082182577907,0.00739446338533547,0.0642333922271212,0.0134052138946199
DEL,C,1,4,0.00298012238641496,0.0032976380911809,0.00136840574312783,0.00275615761532901,0.000784798752804539,0.0114477118338269,0.000257305149410609,0.000692633398323307,0.00327547317338117,0.00164668717594323,0.00221153095065525,0.00289434187860976,0.00301690425231566,0.00408287428129361,0.0449324957651911,0.00230033946912982
DEL,C,1,5+,0.00170928171214541,0.0138119813132724,0.000314201642791988,0.00253304943384127,0.00331390449914604,0.00102790778806734,0.000703415615666843,0.000951140899318784,0.00134340338914547,0.00233475434290259,0.00149729531706453,0.00582110657780839,0.0339555746605056,0.00586472186694553,0.0233244411594105,0.00238088828072279
DEL,T,1,0,0.00373301710265008,0.00688695428917863,0.0339359138643781,0.155359309660175,0.0012434995803645,0.0978604612887166,0.000676207971634926,0.0379797392792528,0.0473774727106957,0.00423990329729755,0.0890066969556191,0.0248760109777046,0.0246019980061782,0.0329588349861798,0.0415371991476228,0.04779735294447
DEL,T,1,1,0.000247776313862124,3.20318903354128e-05,0.00817254961587075,0.0938363775939602,1.39557755871756e-05,0.0451036833577577,0.00101173977999917,0.0108548984076483,0.536533357996286,0.000777899208738331,0.0747214009349804,0.00078937465312877,0.00400146282567616,0.00119521989791356,0.0101749425918627,0.141468480993564
DEL,T,1,2,0.0118993078095945,0.0066503019395909,0.00994468312318527,0.0916372125136683,0.000748040568463278,0.0787908519371962,0.000687770283876117,0.00726644991749455,0.0215087923155065,0.00090540598126339,0.213541565159341,0.0117048771040535,0.022101498701499,0.00292672402063499,0.0118627782491258,0.120955841848929
DEL,T,1,3,0.0216998010665421,0.0173525841797258,0.00688722541077503,0.0741598983051734,0.00254119054743562,0.117274445986251,0.0015579154409648,0.0110223299131002,0.0590707683624969,0.00124741511803631,0.0798950049895769,0.0243084523697539,0.0173641453150707,0.00716840374291012,0.0157346382871674,0.0824766117826432
DEL,T,1,4,0.0180402520760449,0.0427698708108012,0.00217417256502928,0.050916835648811,0.00430583677242544,0.0880583764333503,0.0012755253182361,0.000528855785840572,0.0170397738103132,0.00129436670896611,0.0486957764767309,0.0194123516646005,0.038846097043213,0.0108147088437331,0.0117678515614143,0.0586393912223404
DEL,T,1,5+,0.00376623806449714,0.79154397878107,0.00875896792155044,0.0221439187299415,0.00387798101760401,0.00199410029572235,0.00647596867672221,0.00903820452966889,0.00853284123624241,0.0059674682315091,0.0257878792559047,0.0713901620340014,0.00565111762027877,0.0030416004167428,0.00749845650727762,0.0315193736859244
INS,C,1,0,0.00222452935985304,1.73970941208335e-05,0.00333158871269722,0.000558010449908553,1.12919775102922e-05,6.14570749068539e-05,0.000291917168344282,0.00258605902865539,0.00203045400327743,0.000174669706792376,0.000378998953416652,0.575912659800832,0.00135705877852512,0.00046455936835476,0.00259560104677268,0.000283348807281166
INS,C,1,1,0.00161795713459453,0.000194165810046442,0.00219065772465918,0.00110057286924845,2.19820926935897e-05,0.000266963669631636,0.166237344028497,0.00183484034048769,0.00162443386260968,8.25907516355722e-05,0.000983731679096812,0.0134172829590353,0.00249663919892615,0.00210917728285251,0.00194385394714698,0.00182022259448658
INS,C,1,2,0.000245847815599144,3.96019078039254e-05,0.00165379008591666,0.00296119435962832,2.00316129301814e-05,0.000673899710857727,0.093958058798653,0.000991214337357954,0.00169193377867641,0.000106283452104767,0.00272280563894975,0.00116011909621802,0.00387299850621628,0.00116256467871541,0.00110757582127641,0.00286674164230475
INS,C,1,3,0.000204558376794493,0.000538665218455938,0.000165207670106206,0.000393720644810948,0.000896474679098339,0.000148418190386289,0.0381707887620868,0.000103180872647392,0.000179456741086976,0.000392142001099052,0.000497818775409703,0.00159519958801997,0.00130363491490358,0.00265226467832665,0.00658063779154251,0.000547969913283152
INS,C,1,4,0.000393130587603818,0.00277920199503578,0.000790896333595439,0.000298530432162297,0.00166697808707689,0.000206264552821485,0.0104977679056109,0.000663366077411789,0.00014053486450648,9.20010918219283e-05,0.000192982902545968,0.0016841234731714,0.00411209345655717,0.00272884894239853,0.00653914547249691,0.000275158515485977
INS,C,1,5+,0.000398376420327397,0.00893010175926252,0.000604539289532913,0.00056436345247991,0.021436176070529,0.000656566625151802,0.00208531170926224,0.0015367369399401,0.00106102841313674,0.00034939503025252,0.000408905303151939,0.00151798040480019,0.0172850131471342,0.0124626311554116,0.00881270542760746,0.000303266480815159
