Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (False Positive) (ID5 0.776),ID83D (ID13 0.955),ID83E (ID8 0.99),ID83F (ID3 0.979),ID83G (ID6 0.998),ID83H (ID9 0.994),ID83I (ID4 0.991),ID83J (ID14 0.986)
DEL,C,1,0,0.00217991,0,0.00303458,0.00276897,0.03025447,0.08603006,0.02366694,0.37592823,0.01216467,0.00303747
DEL,C,1,1,0,8.29e-06,0.00288279,0.00554524,0.01985343,0.23000814,0.00153392,0.09596263,0.0006914,6.081e-05
DEL,C,1,2,0,0,0.00324183,0.00862462,9.789e-05,0.20953395,0.00378625,0,0.00140685,0
DEL,C,1,3,0.00208313,0.00184889,0.00879448,0.00608965,0.00478915,0.07460777,3.17e-05,0.01040474,0.00095987,0.00053058
DEL,C,1,4,0.00332116,0.00049789,0.0054453,0.00033154,0.00028973,0.04365269,0.00167271,0.01434928,0.00225741,0.00131264
DEL,C,1,5+,0.0140579,0.00197699,0.01745318,0.00023443,0.00026934,0.02587298,0.00097467,0.00035072,0.00267583,0.00358797
DEL,T,1,0,0.00507203,0.00085531,0.10733241,0.08240064,0.03452634,0.02510925,0.00046592,0.11798237,0.00459265,0.0160581
DEL,T,1,1,0,1e-08,0.00431441,0.34419345,0.01098668,0.0031907,2.09e-05,0.0084385,0.01107561,1.34e-06
DEL,T,1,2,0.00596146,3.768e-05,0.12072266,0.08449125,0.00450773,0.00380261,0.00800482,0.08969344,0.00118658,0.00559702
DEL,T,1,3,0.01693845,0.00116936,0.10986498,0.0814269,0.00301984,0.00388108,0.01974318,0.11569065,0.00492864,0.01298478
DEL,T,1,4,0.03808938,0.00243806,0.13769062,0.02691559,0.00064366,0.00306535,0.01404511,0.10553246,0.00416366,0.01041258
DEL,T,1,5+,0.84525976,0.00027606,0.01595003,0.00253717,0.00013744,0.00060068,0.0001491,0.01018644,0.00051383,0.06583879
INS,C,1,0,1e-08,1e-08,3e-08,1.5e-07,1.4e-07,1.3e-07,1e-08,2.4e-07,9e-08,0.52709364
INS,C,1,1,0.0001819,7.38e-06,0.00636345,0.00423681,0.00203923,0.00554098,0.00141109,0,4.303e-05,0.01411951
INS,C,1,2,3.94e-06,1.1e-07,0.00493597,0.00424067,0.001675,0.00397528,1.236e-05,2.84e-06,4.66e-05,0.00042979
INS,C,1,3,0.00036845,0.00074538,0.00146253,0.00052175,0.00018851,0.00864927,5e-08,6.15e-06,0.00062388,0.00073562
INS,C,1,4,0.00255021,0.00126191,0.00458026,3.91e-06,0.00043201,0.00810296,0.00026491,7.5e-05,0.00012671,0.00072471
INS,C,1,5+,0.00698074,0.02053836,0.03406505,1.865e-05,0.00192558,0.00800505,1.155e-05,8.374e-05,0.00128401,0.00253879
INS,T,1,0,0.00097014,0.00226265,0.00248748,0.01989573,0.00372528,0.01683553,0.00627762,0.01425429,0.00480388,0.03796668
INS,T,1,1,0,1e-08,0.00700586,0.01374306,0.00479775,0.06632626,0.00021893,0.00396816,0.00019251,0.00290311
INS,T,1,2,0.00042717,7.8e-06,0.02749393,0.02092298,0.00023192,0.05571024,0,0,5.876e-05,0.00127458
INS,T,1,3,0.00088855,0.00341642,0.02216325,0.01954494,0.00069722,0.03161779,2.496e-05,7.126e-05,0.00031037,0.00027155
INS,T,1,4,0.00289514,0.01432101,0.02581475,0.01352971,0.00349766,0.00828089,0.00042423,0.00202694,0.00124294,0.0048499
INS,T,1,5+,0.00270746,0.916545,0.06103361,0.0011829,0.00535058,0.00254573,0.00716898,0.00396684,0.00164323,0.1720145
DEL,repeats,2,0,4.097e-05,0.00014855,0.01359322,0.02731352,0.00772832,0.00891325,0.00010777,0.01242761,0.09157971,0.0006619
DEL,repeats,2,1,0.00270859,0.00011091,0.01483457,0.01050616,0.00740029,0.01211751,0.00034212,0.00038564,0.20266333,0.00608588
DEL,repeats,2,2,0.00162644,0.00039797,0.00279526,0.00211159,3.45e-05,0.01326485,0.00159582,1.011e-05,0.04574808,0.00221372
DEL,repeats,2,3,0.00092271,0.00013545,0.00027933,0,8.05e-06,0.00611068,0.00038795,8.03e-06,0.01024947,0.00011146
DEL,repeats,2,4,0.00091215,8.89e-06,0.00073706,0.00018259,0.00020417,0.00326338,0.00010096,0.00019165,0.00335803,0.00031271
DEL,repeats,2,5+,0,0,0.01499684,0.02072703,9.76e-05,0.00066777,2.45e-06,3.681e-05,0.00112083,0
DEL,repeats,3,0,3.3e-07,1.685e-05,0.00963742,0.01701836,0.01427795,0.00187166,0.00089292,0.0007686,0.00471963,0.0014263
DEL,repeats,3,1,0.00376644,0.00364576,0.01376817,0.00014765,0.00106276,7.13e-06,0.00392445,0.00101152,0.10283783,0.00452586
DEL,repeats,3,2,0.00190325,0.00052286,0.00301706,0.00040315,0.00016822,1.6e-06,0.0004633,0.00052275,0.01451976,0.00153071
DEL,repeats,3,3,0.00041642,0.00026707,0.00151525,0.00019892,0.00029472,3.683e-05,0.00011387,0.000222,0.00375436,0.00032434
DEL,repeats,3,4,0,1e-08,0.00435103,0.00476342,2.03e-05,1.592e-05,1e-08,0,0.00045022,2.51e-06
DEL,repeats,3,5+,0,1e-08,0.00681853,0.00707231,1.639e-05,0.00034117,3.905e-05,4.38e-06,0.00029404,3.188e-05
DEL,repeats,4,0,2.01e-06,4.616e-05,0.00420992,0.01305997,0.00769485,0.00060841,0.00234829,0.00039824,0.00608938,0.0002716
DEL,repeats,4,1,0.00173082,0.00043894,0.00354214,6.405e-05,0.00035469,0.00099783,0.00244138,0.00239015,0.056794,0.00032411
DEL,repeats,4,2,0.00047938,0,9.164e-05,7.14e-06,3.9e-07,0,0.00051683,4.077e-05,0.01068814,0.00047561
DEL,repeats,4,3,0,0,0.00209029,0.00356723,1.468e-05,0.00010036,0.00011942,1.72e-06,0.0038684,1.74e-05
DEL,repeats,4,4,0,3e-08,0.00362112,0.00374848,0.00010773,0.00013563,1.006e-05,0,0.00016235,0
DEL,repeats,4,5+,0.0001458,2.243e-05,0.00153834,0.00114462,4.51e-06,7.031e-05,8.75e-05,0,0.00068694,3.3e-05
DEL,repeats,5+,0,0,0,0.00345257,0.01887532,0.30111173,0.00101232,0.01446602,4.857e-05,0.00202483,0.00085813
DEL,repeats,5+,1,0.00323333,7.4e-07,0.00042594,0.00046943,4.63e-06,0,0.00735971,0.00024231,0.01210256,0.00029566
DEL,repeats,5+,2,0.00041107,8.932e-05,0.00052048,0.00024106,0.00030127,2.575e-05,0.00042369,5.131e-05,0.00289854,1.426e-05
DEL,repeats,5+,3,0.00011582,2.36e-06,0.00045455,0.00010878,4e-07,1.991e-05,0.00018843,8.403e-05,0.00093921,7.752e-05
DEL,repeats,5+,4,5.98e-05,1.69e-06,0.00024313,2.627e-05,1.186e-05,3.334e-05,9.077e-05,5.656e-05,0.00015391,1.495e-05
DEL,repeats,5+,5+,2.394e-05,1.616e-05,0.00045078,0.00071413,6.49e-06,4.3e-06,0,3.013e-05,0.00012069,3.16e-06
INS,repeats,2,0,0.00018542,0.0005518,0.00415532,0.0097589,0.00190601,0.00225408,0.00198312,0.00080595,0.00102562,0.02560755
INS,repeats,2,1,0.00023168,2.72e-06,0.01576199,0.01508598,0.00136189,0.00327566,9.547e-05,0.00084165,0.00024162,0
INS,repeats,2,2,0.00089466,0.00021044,0.00761452,0.00526568,0.00027702,0.00143132,0.00038224,0.00033421,6.911e-05,0.00109623
INS,repeats,2,3,0.00038739,0.00041397,0.0019992,0.00107007,0.0004593,0.00083318,0.00033037,0.0004233,0.00029599,0.00092007
INS,repeats,2,4,0.00192202,0.00236444,0.00479455,6.39e-06,0.00066371,0.00021533,5.905e-05,9.144e-05,0.0002178,0.00358781
INS,repeats,2,5+,0.01358029,0.01450154,0.0424317,0.00041465,0.00611187,0,3.384e-05,0.00015754,0.00139815,0.00021332
INS,repeats,3,0,1.1e-07,4.609e-05,0.00308025,0.00329424,0.00037046,0.00026388,0.00101412,0.00042675,0.00012262,0.00791329
INS,repeats,3,1,0.00095442,0.00034049,0.00636347,0.00614258,0.00046058,0.00032378,5.098e-05,0.00053727,0.00036287,0.00301487
INS,repeats,3,2,0.00015695,3.678e-05,0.00136483,0.00105055,1.327e-05,0.00014062,0.00082671,4.28e-06,0.00107578,0.00029326
INS,repeats,3,3,6.47e-06,0.00014009,7.03e-05,4.164e-05,4.402e-05,3.77e-06,0.00030379,3.604e-05,5.31e-06,0.00029934
INS,repeats,3,4,0.00010796,9.561e-05,0.00026634,2.7e-06,0.00011058,1.806e-05,0.00015088,4.573e-05,0.00012412,0.00086861
INS,repeats,3,5+,0.00202485,0.00099784,0.0031108,2.62e-06,0.00019249,3.66e-06,0,5.26e-06,5.318e-05,0.00198467
INS,repeats,4,0,5.92e-06,1e-08,0.00107951,0.00321401,0.00070741,0.0001078,0.00169757,8.57e-06,0.00033394,0.00517524
INS,repeats,4,1,0.0010245,0.00058787,0.00524123,0.00479538,0.00089415,1.143e-05,0.000685,0.00106512,0.00168031,0.00184276
INS,repeats,4,2,0,3.781e-05,0.00021367,0.00029551,0.00016231,0.00016497,0.00041334,1.654e-05,3.746e-05,6.984e-05
INS,repeats,4,3,0.00023636,6.283e-05,0.00010104,6e-08,3.1e-07,0,0.00040159,3.86e-06,9.595e-05,0.00077689
INS,repeats,4,4,0.00013926,0.00037972,0.00039969,1.984e-05,0.00014157,5.4e-07,4.62e-06,0.00015867,0.00025684,0.00140957
INS,repeats,4,5+,0.00205245,0.00077568,0.00362905,0.00078655,0.00116548,7.55e-06,3.896e-05,1.547e-05,0.00014313,0.00013562
