Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (False Positive) (ID5 0.776),ID83D (ID13 0.955),ID83E (ID8 0.99),ID83F (ID3 0.979),ID83G (ID6 0.998),ID83H (ID9 0.994),ID83I (ID4 0.991),ID83J (ID14 0.986)
INS,repeats,5+,0,0,2e-08,0.00327997,0.00455686,1.131e-05,6.265e-05,0.00872089,4.3e-06,4.984e-05,0.00270285
INS,repeats,5+,1,3.674e-05,0.00175741,0.00134456,0.01059151,0.01138112,0.00029129,0.00580024,0.00100893,0.00242049,0.02433
INS,repeats,5+,2,3.81e-06,0.00022851,0.00039833,0.00028776,4.898e-05,6.68e-06,0.00132518,7.21e-06,3.858e-05,0.00050972
INS,repeats,5+,3,7.389e-05,0.00021992,0.00052066,8.437e-05,5.91e-05,6.875e-05,7.204e-05,0.00013414,2.032e-05,9.28e-05
INS,repeats,5+,4,2.46e-06,0.00019308,0.0002928,9.211e-05,5.85e-05,1.488e-05,2.798e-05,0.00012532,0,1.696e-05
INS,repeats,5+,5+,6.325e-05,0.00017422,0.00073399,0.00046593,0.00041149,6.212e-05,3.62e-06,7.34e-06,1.123e-05,0
DEL,MH,2,1,7.12e-06,4.65e-05,0.01493509,0.01676696,0.00026216,0.01004993,9.7e-06,9.979e-05,0.20952305,0.00241646
DEL,MH,3,1,0,1.4e-06,0.00462462,0.01605952,0.01216756,0.00182776,0.00091909,0.00082359,0.00606992,0.00138849
DEL,MH,3,2,0.00227047,0.0013455,0.01207773,0.00460856,0.00318244,0.00060163,0.00388173,0.00028522,0.04277819,0.00330737
DEL,MH,4,1,4.336e-05,2.53e-05,0.00703676,0.0067105,0.00546042,0.00027566,0.00253804,0.00176613,0.01216587,4.488e-05
DEL,MH,4,2,0.00046728,5.222e-05,0.00449845,0.00281316,0.00071191,0.00035311,0.00954851,0.00152687,0.03138419,0.00061267
DEL,MH,4,3,0.00048309,3.59e-06,0.00199272,0.00054644,4.983e-05,3.26e-06,0.00483359,0.00131589,0.04875819,0.00157282
DEL,MH,5+,1,0.00052834,1.45e-06,0.00025301,0.00190731,0.3400937,9.508e-05,0.06868319,1e-08,9.941e-05,0.0016284
DEL,MH,5+,2,0,2e-08,0.00056844,0.00269243,0.11424962,0.00109507,0.26909977,4e-08,1.12e-06,0.00153503
DEL,MH,5+,3,0,0,0.00223788,0.00178659,0.02083731,0.00059032,0.2416385,8.76e-06,0.00021382,5.813e-05
DEL,MH,5+,4,0.00036162,0,0.00055871,6.336e-05,7.116e-05,0.00098098,0.13697349,9.8e-07,0.00336255,4.98e-06
DEL,MH,5+,5+,0.00231177,0.00031845,0.00185076,0.00284739,0.0010379,0,0.11152012,0,0.00074622,0.0006124
