Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14,low confidence hdp.15,low confidence hdp.16,low confidence hdp.17,low confidence hdp.18,low confidence hdp.19,low confidence hdp.20,low confidence hdp.21,low confidence hdp.22,low confidence hdp.23,low confidence hdp.24,low confidence hdp.25,low confidence hdp.26,low confidence hdp.27,low confidence hdp.28,low confidence hdp.29,low confidence hdp.30,low confidence hdp.31,low confidence hdp.32,low confidence hdp.33,low confidence hdp.34,low confidence hdp.35,low confidence hdp.36,low confidence hdp.37,low confidence hdp.38,low confidence hdp.39,low confidence hdp.40,low confidence hdp.41,low confidence hdp.42,low confidence hdp.43,low confidence hdp.44,low confidence hdp.45,low confidence hdp.46,low confidence hdp.47,low confidence hdp.48,low confidence hdp.49,low confidence hdp.50,low confidence hdp.51,low confidence hdp.52,low confidence hdp.53,low confidence hdp.54,low confidence hdp.55,low confidence hdp.56,low confidence hdp.57,low confidence hdp.58,low confidence hdp.59,low confidence hdp.60,low confidence hdp.61,low confidence hdp.62,low confidence hdp.63,low confidence hdp.64,low confidence hdp.65,low confidence hdp.66,low confidence hdp.67,low confidence hdp.68,low confidence hdp.69,low confidence hdp.70,low confidence hdp.71,low confidence hdp.72,low confidence hdp.73,low confidence hdp.74,low confidence hdp.75,low confidence hdp.76,low confidence hdp.77,low confidence hdp.78,low confidence hdp.79,low confidence hdp.80,low confidence hdp.81,low confidence hdp.82,low confidence hdp.83
DEL,C,1,0,0.0476120396277545,0.0496887168481907,0.0991801784399703,0.00532501631495453,0.00496865780527201,0.014602597440447,0.0319356043172401,0.0448466433919929,0.0055113892251239,0.0825611885697874,0.0360813687446537,0.0920052487540512,0.0147445876446285,0.0903281084109193,0.0700521795620001,0.0601009849812012,0.0747238078120679,0.036116416208479,0.0634138033820423,0.0524230251771262,0.0544080261834045,0.00508315088420051,0.0704296134071799,0.0409514005654819,0.0442203085696737,0.0697916051415031,0.0630220537855255,0.00190578899674104,0.0473324407552782,0.0303739413868859,0.0865772288659143,0.118206314997358,0.11899138807875,0.0197718567480396,0.0181351589107099,0.0386296783175534,0.0357623506189819,0.0153811274770275,0.0848744157858375,0.175341153330946,0.0303037064568303,0.106403258441512,0.0236251279936904,0.124509597486713,0.108388879948202,0.182633104735443,0.0536452489222229,0.0112503609091767,0.0274059266038842,0.0368611780376486,0.0664638967830832,0.00797435626438722,0.0944941556031333,0.0933298716544943,0.0318986834191004,0.00494655028686314,0.00256429495129605,0.00288920190799373,0.0216333749508147,0.0136445536794398,0.161125225523767,0.412881239242685,0.0846990460724366,0.0981297604288699,0.133477165661562,0.00370315269279033,0.0200133859546524,0.0850810979157959,0.00469770742090969,0.00761050628814135,0.0960889998141412,0.01913353115727,0.0450755413326472,0.0691802481148139,0.0177406373615083,0.00634272199526984,0.112914055505819,0.0302028985507246,0.0395171623170814,0.0534138175915593,0.0016411533346538,0.0110477962553785,0.00657161951436846
DEL,C,1,1,0.00270591451982195,0.000702084412536736,0.00216274017193188,0.000397840144766233,0.000616811221095837,0.00192649060233054,0.000562366491821439,0.00148473256511052,0.00403341368594723,0.000699958759621988,0.000717203265285816,0.00107653422991808,0.000755943033023722,0.000331158614343753,0.000187834939841554,0.000152632743776203,0.00211988503515222,0.00020334360683713,0.00263354357673294,0.00212557512462915,0.00082201670585473,0.000707484941622764,0.00117778160844597,0.00395205061280297,0.00132434185328241,0.000194657678753226,0.000141435739873996,5.47995065827365e-05,0.00227660184626428,0.000319573751968266,0.00117035349935696,0.00206317763938726,0.000522191811907313,0.00129740012741326,0.00181152267948966,0.000585782171494881,0.000206421399562186,0.000900889815134874,0.00119984195654531,0.000727819789478614,0.000156191527789023,0.000589527454804185,0.0011477644594178,0.00115725728339327,0.000298473388150139,0.000641184152810586,0.000778804700879939,0.00259711672874781,0.00101078221215989,0.00026975825295153,0.000385575936929954,0.000881600078364451,0.00022989716276077,0.000174158997489208,0.00111608634632093,0.00112783798362183,0.000118851634698624,0.00332938502417005,0.00015521459779677,0.000154410386601012,0.000676152890888338,0.00162478485370052,0.000557884678056352,0.000269181045104886,0.000677083034479593,0.000488363368219511,0.000665656286846879,0.000975305910025981,0.00149250079518485,0.00033157807479454,0.00172583171813185,0.000118694362017804,0.00103723596716223,0.000389199708100219,0.000188365840710995,0.000537518813158461,0.000671441360787825,5.79710144927536e-05,0.000202306291725673,0,0.000509323448685663,0.0073264333061984,0.000334150144798396
DEL,C,1,2,6.33330521531379e-05,5.70827549905765e-05,2.49648819601445e-05,0.000112959559279722,3.65129017556732e-05,0.000862918233967514,1.85357965560216e-05,4.41545563300328e-06,0.00118434939854303,2.35889438965161e-05,2.49916859054215e-05,2.35543698995942e-05,7.77829006036716e-06,4.00934509673708e-05,5.29054743221845e-05,8.28953694646617e-05,5.01486808088621e-05,1.99356477291304e-05,2.09267950086021e-05,1.04371960793877e-05,2.34799219237736e-05,2.36087750963225e-05,2.44130667069185e-05,1.22501318865006e-05,1.13741085233366e-05,2.22284461871546e-05,7.37748383780785e-05,1.97605960412682e-06,7.037409107463e-06,4.37058205326737e-05,1.33692066405945e-05,6.50146490453913e-05,3.39491682677124e-05,1.44258981168619e-05,7.43621243802358e-05,1.18865120404795e-05,5.20759153910682e-05,1.56611640048281e-05,1.58769257009776e-05,2.92688923382821e-06,4.97262823165052e-05,2.57886025723615e-05,1.60959417178332e-05,2.35831178566315e-05,0.000101050551474028,3.60355434719128e-05,6.39776373550661e-05,1.42934327393936e-06,8.83129812053919e-05,2.29462414336364e-05,1.6049353719927e-05,1.2888890034568e-05,3.08242005936227e-05,7.09536656437513e-05,6.6831517743768e-06,6.1295542588143e-06,1.89153795276325e-06,0,2.72306311924157e-05,1.91681859228843e-05,4.35147900076653e-05,0.000137693631669535,9.66631867919422e-05,3.03302586033674e-05,4.59039345409893e-05,4.85129173727991e-05,5.82631323279544e-06,1.63916959668232e-05,0,3.94735803326833e-05,5.3102514404057e-05,2.37388724035608e-05,1.6081177785461e-05,0,0,0,0,0.000231884057971015,0,5.07253728314903e-05,2.82957471492035e-05,0,0
DEL,C,1,3,0.00345633537096541,0.014602926527898,0.0120635342339718,0.0124996598376908,0.024148315630252,0.0202627121536391,0.00359095149441953,0.00525895009295958,0.0212342173996069,0.0313149558967297,0.0106307657417689,0.0244722162384047,0.00205568005056194,0.0530888238287119,0.00503627305950718,0.00493161658338972,0.0135666223218599,0.0107104267424753,0.00858474977678085,0.0164584546406483,0.0261882321703457,0.0147824658924545,0.0443481219950715,0.032348251491256,0.00738723622267834,0.0368407916121276,0.00539493790481905,0.00178635788213065,0.0177102264696896,0.0270907922261379,0.0160693480473507,0.0114349701347602,0.02489501443063,0.00912973210176494,0.00835347307535298,0.0049912206964976,0.0405376493182761,0.0178466421532162,0.0429502594062846,0.0456760577533784,0.0191458937247344,0.0339713261685718,0.030390376112632,0.0356602009618543,0.00468107323170891,0.0321138822582108,0.0174597433020335,0.0100954515438337,0.0148092841028605,0.00471741144010052,0.00804894661436926,0.00453044484715065,0.0554373247676305,0.0190026817260447,0.010073737441244,0.00702753395773059,0.000394070406825678,0.0529980471876301,0.00967232019954607,0.004140328159343,0.0327298166688424,0.0347814113597246,0.021749217028187,0.0653579160079314,0.0419734101459171,0.00195992186186109,0.00218122601652779,0.0415857326678305,0.0463653935553326,0.00082894518698635,0.0108594641956297,0.00955489614243323,0.00464746037999823,0.0376064217951837,0.00541123687860678,0.059019565684799,0.0265219337511191,0.00272463768115942,0.00168588576438061,0.00456528355483413,0.0024051385076823,0.0647749738341668,0.0624860770773001
DEL,C,1,4,0.018874246585421,0.0127939998167996,0.0123763567867032,0.00780225368012831,0.00266756337291447,0.0087679050021072,0.0350987961376325,0.00802651495351024,0.00383714203473071,0.0580903633755986,0.0627192511886453,0.0241183477704296,0.0101901700410465,0.016504325108712,0.0414932713669421,0.0452424505344909,0.0148663423986101,0.0432199858855614,0.0212485232147913,0.0117029068193227,0.00318471127924978,0.00224023926326093,0.00543935035043171,0.00682174279860191,0.0145887777605518,0.00982783115780355,0.0545501752458108,0.0105815581972206,0.00918733758979294,0.00527477127621397,0.00844846192756783,0.0252090843447492,0.00801334380992754,0.0422664854277488,0.0116829030360062,0.0521000680874268,0.0122227820208843,0.0706911383540788,0.00681936640179418,0.0420711058470466,0.0173659478243795,0.00529749474041451,0.00883295755500169,0.0373733460232967,0.0471906075383711,0.00511828977795892,0.0461943148487175,0.0803276626521179,0.00388416548246987,0.0249308114854333,0.016663535085453,0.0764208067929606,0.00617768353563856,0.0634745042515759,0.127623694000757,0.0952195606335507,0.00865378613389188,0.0502929218554919,0.0192357178743225,0.0191575369307049,0.027076241259385,0.0603924268502582,0.0159300931833121,0.00843181189173614,0.00874469953005847,0.00774589580719026,0.0108748136490127,0.00739265488103727,0.0107166450539502,0.00719998105268144,0.0113639380824682,0.0154777448071217,0.0192652509869823,0.00442714667963999,0.0199154066133534,0.00311760911631907,0.0144359892569382,0.0392463768115942,0.047204801402657,0.0687328801866694,0.00348037689935203,0.063612047912548,0.00189351748719091
DEL,C,1,5+,0.00739933196820037,0.232320708757129,0.0332696452927324,0.00494514700916462,0.00765654334368964,0.00553529307774873,0.246960898839762,0.0203744078482303,0.00323551316754629,0.306000613082405,0.0715350393316828,0.00872219423220937,0.0211376557545391,0.0260890965084807,0.0127083870761359,0.0113471918601484,0.179966498006623,0.248747792127014,0.00483357923735273,0.128649280305152,0.00446952382937777,0.15713559661061,0.0192315421585379,0.154737738507104,0.0223441889308659,0.00411670823386104,0.0944289399533955,0.0406741505666809,0.0344205543953605,0.00294673463389559,0.00410215476544275,0.0220143751538911,0.0031818411259331,0.224351567513436,0.162317568435195,0.140235583239572,0.00346963629051334,0.158021144808716,0.0666690255241994,0.01869599279595,0.00824053750286086,0.0802015224559415,0.211059892999132,0.00446478956278584,0.00529205480682503,0.00454917671209216,0.117490009645859,0.0551912318366204,0.0713962282328572,0.144791343110671,0.00654657052712341,0.132380500656045,0.00519259345833403,0.0095819700285266,0.211844772661454,0.0590889030549698,0.0200890788273221,0.00329337004193745,0.136232124792537,0.143712409057607,0.00901760340620387,0.00597590361445783,0.218389757016366,0.00478838957700663,0.00220912684978511,0.0176069548118346,0.00296996317041748,0.00968749231639251,0.00386582173179027,0.0237078323478096,0.0477657117064493,0.0889614243323442,0.00287853082359752,0.0185356360982729,0.155007962737812,0.00580520318211137,0.0455461056401074,0.00110144927536232,0.00546226987659316,0.0596023130770011,0.00152797034605699,0.006744970345389,0.0083537536199599
DEL,T,1,0,0.0941166959572513,0.0439964891053654,0.00407066637627057,0.0697804254433534,0.0277423799276855,0.602688899617712,0.00983758333157209,0.00787261495959217,0.00606645045531585,0.0489738694336997,0.123380466103079,0.00827432945242836,0.0399356476135672,0.006848891770498,0.085265579329298,0.130118624589503,0.0343594689535535,0.0270285019955583,0.0686102838694222,0.00514212550688142,0.034574953067586,0.0364153681191771,0.012073452367874,0.00321388137525513,0.0671782048343423,0.011214886199882,0.111322970346183,0.0193270196461774,0.0289507281665849,0.0184631028646559,0.018425396758603,0.00306467989276733,0.0109320788817859,0.00777881654585365,0.00926421744405113,0.0588686937874773,0.0201828680277094,0.0613492540251988,0.00677082837179405,0.00333860498605337,0.0389069908140256,0.0591116032722642,0.0027189760009509,0.0071709523368343,0.0876286055398158,0.00341095058035864,0.197425146164295,0.0373844733298839,0.058959351943287,0.029752320508623,0.0142717899335322,0.0779893847101675,0.00481242831767935,0.0641130872423697,0.102176479761189,0.136676800863041,0.0331161007080027,0.0144460095399686,0.0247894051060157,0.0198135148489547,0.00513809251244356,0.00519793459552496,0.10708624013345,0.00641105841228679,0.00261078627701877,0.0448550434028901,0.0382002227108233,0.00308983468974617,0.00408602676714541,0.0321788626872035,0.00146031914611157,0.0218991097922849,0.0817567078612838,0.00642179518365361,0.00198640341113413,0.0180606321221243,0.140219337511191,0.0904347826086957,0.0842268527884551,0.0998275337323729,0.0127047904699924,0.0412838702174671,0.00568055246157273
DEL,T,1,1,4.23743609027226e-05,2.48100280400574e-06,3.31099230240644e-06,1.1381531351669e-05,8.20702837627517e-06,0.000298440669074644,1.84673987827522e-06,1.92285971114659e-06,0.000732580812820914,3.68217660823666e-06,1.7436059934015e-06,2.1010940286023e-06,1.98270138793673e-06,1.77208623060202e-06,0,2.63159903062418e-06,2.67459630980598e-07,2.4919559661413e-06,1.87150199263921e-06,1.20429185531397e-06,2.41382374917299e-06,5.18874177941154e-06,3.2749235826354e-06,3.55648990253242e-06,2.96715874521824e-06,6.35098462490132e-07,4.0759579214408e-07,4.33769181393693e-07,5.8645075895525e-07,0,2.19167321976959e-07,3.45822601305273e-06,3.1268970772893e-06,1.3960546564705e-06,5.36633887280052e-06,1.48581400505994e-06,1.8822620020868e-06,1.11865457177344e-06,4.5362644859936e-07,1.9512594892188e-06,1.27503287991039e-06,1.54731615434169e-06,1.48577923549229e-05,8.4225420916541e-06,0,1.24260494730734e-06,4.92135671962047e-06,1.42934327393936e-06,8.83129812053919e-06,1.11932885042129e-06,7.82895303411075e-07,5.1555560138272e-06,1.28434169140095e-06,0,4.4554345162512e-06,0,6.30512650921084e-07,0,1.36153155962079e-06,1.06489921793801e-06,0,5.50774526678141e-05,5.52361067382527e-06,0,0,9.70258347455982e-06,2.18486746229829e-06,0,0,0,0,2.37388724035608e-05,0,0,0,0,0,0,0,0,2.82957471492035e-05,0,0
DEL,T,1,2,0.0096266446990225,0.00995059338892302,0.00244669087178626,0.0131389938281293,0.0348733384745434,0.00345608291684578,0.0377908640957448,0.00892961806451209,0.613213113821618,0.0105154909169909,0.0243316729167192,0.11782603560713,0.0164053288302626,0.112472319459301,0.0257452802370165,0.0448824477871015,0.00221443201470386,0.0855037439146435,0.0335847838040898,0.00201096668306511,0.101812233039322,0.0280277670327583,0.0270362804966094,0.00236901744063132,0.0594067215541582,0.0949834207546367,0.0337477088021534,0.011771965420692,0.0547187880643196,0.122203479063509,0.0480362169616221,0.00242629137075779,0.118105136107129,0.0031350734068806,0.00375758714071882,0.0128931510289076,0.093120520608573,0.00284138261230453,0.00211208474467862,0.104342625556231,0.0897176885948946,0.0062857139909874,0.164434902440021,0.156920381709608,0.00479148031572683,0.0990194604360798,0.00614185318608634,0.00398215036119505,0.0191173518951163,0.0893890423302188,0.0870834018366724,0.00630524500491067,0.100143974703606,0.00604396224619954,0.00230568736215999,0.0098593880253028,0.00429662845970173,0.0467354419438486,0.109910996681948,0.0655104700891108,0.0786881295000151,0.0127917383820998,0.00156870543136638,0.11020120335301,0.0825926542228751,0.00350910102329914,0.0176100317461242,0.00533549703720095,0.201487607349955,0.00655261433522543,0.00703608315853756,0.0991928783382789,0.0335533774493644,0.00486499635125274,0.0424165624946487,0.145452590840679,0.000783348254252462,0.0261449275362319,0.0334479735653112,0.00131885969361875,0.00220706827763787,0.0516339109198744,0.0359768322566273
DEL,T,1,3,0.570269101494675,0.0143007955197658,0.0154414748007329,0.0125946485579942,0.0203727475964154,0.0882281885217015,0.255287917348678,0.0406506786341657,0.0306793218126875,0.0104908663609233,0.237571431178535,0.0867401282861664,0.19636804184293,0.0132791281690163,0.00628201242581443,0.00800769269028632,0.133448180498876,0.120055959363176,0.244943201615889,0.277150508983917,0.00730071964863504,0.0141992513164487,0.0122970403324702,0.144509273547421,0.191425999184526,0.0154983077801467,0.00515364119586975,0.0307583798663239,0.0775129561633922,0.0775461547498804,0.106430500727197,0.0263537571550696,0.0322986133104861,0.0482248467015649,0.0372216930415834,0.235370768169555,0.00558718104286099,0.13037024110362,0.00665243186870962,0.00574743482549399,0.0111661004458152,0.00495966404671657,0.00874876339832379,0.162953448609859,0.00555871598432594,0.0305544130493401,0.0294469379318491,0.0113432682219827,0.0819448124151995,0.215250295922565,0.118918273559277,0.0308289360736832,0.00562284792495335,0.00377505752890959,0.00817572233732095,0.0232095572010003,0.0550724427510276,0.00422575791529276,0.094298314287776,0.153084587074679,0.019230189891849,0.0143752151462995,0.00628863075215007,0.00346902332776015,0.0325860555322848,0.0538525724782986,0.120299530763298,0.174210944735397,0.0219226346309119,0.0494446067247192,0.00196479303295011,0.0875964391691395,0.258472770545715,0.076477742641693,0.102659383187493,0.00451515803053107,0.00548343777976723,0.00376811594202899,0.0115314586283633,0.00309424774272091,0.0231459211680484,0.00430282590998953,0.00757406994876364
