Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 0.999),ID83B (ID1 1),ID83C (False Positive) (ID5 0.386),ID83D (False Positive) (ID5 0.855),ID83E (ID8 0.987),ID83F (ID6 0.995),ID83G (ID3 0.981),ID83H (ID9 0.991),ID83I (ID13 0.987),ID83J (ID4 0.996),ID83K (ID11 0.987),ID83L (ID14 0.969)
DEL,T,1,4,0.01731593,0.00017348,0.27538301,0.08073526,0,0.01239347,0.00261284,0.08569319,0.00705782,0.00210095,0.00038408,0.01467951
DEL,T,1,5+,0.91456579,9.442e-05,0.02402859,0.01690951,0.00040895,0.00055927,0.00093767,0.00440214,0.00089414,0.00317673,0.00265885,0.01079943
INS,C,1,0,0,4e-08,0,7e-08,0.00222159,5.2e-07,1.3e-07,1.5e-07,0.00221812,4e-07,1.3e-07,0.52601888
INS,C,1,1,0.0001759,0,1.07e-05,0.00025141,0.0001685,0.00090213,0.00016675,0,0.00063194,0.00410111,0.12925609,0.02168739
INS,C,1,2,2.06e-06,1e-08,1.59e-06,0.00142298,0.00016576,3.71e-06,0.00059059,5e-08,0.00160584,0.00229799,0.0856878,0.00443982
INS,C,1,3,0.00031977,0.0006572,0.00153793,3.43e-05,8.641e-05,2.33e-06,0.00604302,0,0.00012475,0.00107916,0.03090787,0.00292583
INS,C,1,4,0.00151144,0.00114298,0.01131864,9.161e-05,0.00040518,0.00025552,0.00644098,7.59e-06,1.945e-05,0.00079749,0.0099135,0.0028327
INS,C,1,5+,0.00312192,0.01536421,0.07359255,0.0003026,0.0031065,0,0.00739312,0,0,0.00711237,0.01965233,0.00529001
INS,T,1,0,0.00072571,0.0020385,0.00624647,3.519e-05,0.0025208,0.00641752,0.02077284,0.01232156,0.02780837,0.00371678,0.00178866,0.03329829
INS,T,1,1,0,0,0,0.00174851,0.00155677,8.07e-06,0.05089695,0.0046385,0.00622642,0.00685628,0.27087479,0.01249939
INS,T,1,2,0.00022397,1.18e-06,0.00258948,0.03910028,0,0,0.04247357,0,0.00693018,0.00335286,0.14257415,0.00719095
INS,T,1,3,0.00063612,0.00316973,0.00530747,0.02103425,0.00032385,5.45e-05,0.02716687,0,0.01031144,0.00344465,0.10283979,0.00508683
INS,T,1,4,0.00083531,0.01318346,0.02695862,0.00962181,0.00136375,0.00071891,0.00745614,3.16e-06,0.01614373,0.00475687,0.05780253,0.00887226
INS,T,1,5+,0.00119424,0.93914741,0.12692344,0.00112806,0.01262609,0.00534932,0.00515172,0.01105539,0.00047903,0.0140341,0.06941972,0.1236611
DEL,repeats,2,0,1.14e-05,7.897e-05,2.555e-05,0.03396594,0.00723668,0.00066124,0.00660228,0.01132596,0.026918,0.06791664,9.285e-05,0.00243135
DEL,repeats,2,1,0.00162782,7.657e-05,0.01018141,0.02277389,0.00638704,0.00093373,0.0088351,0.00068397,0.00701612,0.21469939,0.00192281,0.01285903
DEL,repeats,2,2,0.00125901,5.246e-05,0.00459459,0.0008765,7.791e-05,0.00156526,0.01451899,0.00012743,0.00240625,0.04723372,0.00115252,0.00559688
DEL,repeats,2,3,0.00059866,0.00025341,0.00163563,2.421e-05,2.201e-05,0.00019445,0.00755486,0,0,0.00870606,0.00029614,0.00088939
DEL,repeats,2,4,0.00050865,7.3e-07,0.00329614,0.00089067,8.19e-05,0.00018036,0.00320011,0.00021462,0.00012006,0.00317534,0.00021057,0.00033293
DEL,repeats,2,5+,0,0,0,0.01574509,7.791e-05,0,0.00070242,0,0.0410581,0.00141466,0.00448369,0.00016696
DEL,repeats,3,0,4.5e-07,3.593e-05,7.6e-06,0.02549612,0.0124785,0.00082093,0.00107502,0.00151678,0.01019017,0.00449404,0.00063065,0.00111758
DEL,repeats,3,1,0.00304378,0.00268034,0.02092718,0.0020042,0.00047113,0.0046573,1.98e-06,0.00137041,0.00061242,0.09477969,0.00377155,0.00926509
DEL,repeats,3,2,0.00176021,0.0001975,0.00666055,0.00012128,0.00040793,0.00039063,9.02e-06,0.00045333,0.00019491,0.01760007,0.00085284,0.00256496
DEL,repeats,3,3,0.00033024,0.00021784,0.00108268,0.00096901,0.0002227,8.9e-07,1.758e-05,1.978e-05,6.866e-05,0.00424234,0.00036367,0.0006558
DEL,repeats,3,4,0,1e-08,0,0.00706898,3.46e-06,0,0.00016551,0,0.00705986,0.00031692,0.0010657,5.548e-05
DEL,repeats,3,5+,0,2e-08,0,0.01150753,4.77e-06,1.23e-05,8.817e-05,0,0.00814783,7.054e-05,0.00101646,4.397e-05
DEL,repeats,4,0,8.4e-07,8.1e-06,0,0.01525135,0.00784249,0.00154503,0.00038318,0.00119132,0.00670582,0.00789497,9.743e-05,0.0002689
DEL,repeats,4,1,0.00093946,0.00015975,0.00890932,0.00035048,0.00020772,0.00236623,5.303e-05,0.0017356,0,0.06139536,0.00093724,0.00327088
DEL,repeats,4,2,0.00036855,0,0.00136316,1.258e-05,7.74e-06,0.0004902,1.65e-06,0.00020839,5.14e-06,0.01080007,8.131e-05,0.00097172
DEL,repeats,4,3,3.1e-07,0,3.73e-06,0.00598704,6.04e-06,0.00015277,6.8e-06,1.3e-07,0.00194195,0.0035825,0.00012735,0.00019773
DEL,repeats,4,4,0,1e-08,0,0.00398167,0.00013227,2.55e-06,9.515e-05,0,0.00725967,0.00071797,0.00093365,2.718e-05
DEL,repeats,4,5+,0.00011414,1.2e-06,0.00083964,0.00307693,3.292e-05,0,0,2.76e-06,0.00071658,0.00020984,0.00013233,1.893e-05
DEL,repeats,5+,0,0,0,0,0.00263444,0.31079401,0.00959411,0.00244564,0.00014306,0.02199778,0.00230366,0.00033642,0.00138473
DEL,repeats,5+,1,0.00240157,6.8e-07,0.00628938,0,0,0.00794772,0,8.76e-06,0.00076282,0.00875937,0.00060145,0.00081354
DEL,repeats,5+,2,0.00026527,3.444e-05,0.00125578,0.00062772,0.00045989,0.00048005,2.47e-06,4.16e-05,6.36e-05,0.0028411,0.00013051,0.00022182
DEL,repeats,5+,3,6.461e-05,9.86e-06,0.00050208,0.00033829,0,0.0001046,1.722e-05,5.09e-06,0.00013106,0.0013378,7.314e-05,0.00021069
DEL,repeats,5+,4,7.105e-05,7.37e-06,0.00011761,7.368e-05,5.742e-05,6.977e-05,3.91e-05,3.29e-06,0.00011588,3.83e-06,2.232e-05,3.43e-06
DEL,repeats,5+,5+,1.88e-06,7.11e-06,0.0001612,0.00103537,1.998e-05,2.971e-05,8.4e-07,3.933e-05,0.00031421,0.00037295,8.243e-05,9.917e-05
INS,repeats,2,0,0.00010774,0.00043162,0.00182171,0.00768588,0.00193782,0.00200057,0.0031996,0.00023226,0.01049635,0.00183985,0.00034903,0.02369282
INS,repeats,2,1,0.0001167,1.994e-05,0.0003537,0.0301925,0.0016732,1.81e-06,0.00330297,0.00137313,0.00792044,0.00031466,2.44e-06,3.178e-05
INS,repeats,2,2,0.00041938,7.56e-06,0.00564126,0.01157481,0.00016495,0.00056408,0.00127836,8.994e-05,0.00207132,0.00064587,0.00034707,0.00083655
INS,repeats,2,3,0.00023064,0.00044554,0.00138852,0.00167398,0.0001271,0.00050127,0.00143025,0.00026544,0.00048105,0.00024211,0.00049408,0.00142127
INS,repeats,2,4,0.00122548,0.00198825,0.00982671,2.964e-05,0.00031077,2.522e-05,0.00017248,3.384e-05,1.23e-06,0.0008895,0.00220667,0.0028527
INS,repeats,2,5+,0.00468954,0.0100431,0.08293235,0.00017833,0.00277007,0.0001275,0,0.00015186,3.619e-05,0.0078429,0.01861051,0.00556015
INS,repeats,3,0,2.477e-05,5.383e-05,0.00019532,0.00605436,0.00065773,0.00086389,0.00040723,7.83e-06,0.00149964,0.00045418,2.588e-05,0.00718581
INS,repeats,3,1,0.00074535,0.00017553,0.0036708,0.00844723,0.00061561,6.37e-05,9.533e-05,0.00068565,0.00544844,0.00074778,0.00049855,0.00265502
INS,repeats,3,2,0.00017507,3e-06,0.00071982,0.00167319,0.00011612,0.00081408,2.477e-05,5.52e-05,0.00070958,0.00091365,5.698e-05,0.00013177
INS,repeats,3,3,1.563e-05,0.00013945,0.0001095,1.591e-05,2.081e-05,0.00029944,5.64e-06,0,2.44e-06,2.933e-05,0.00016271,0.00062163
INS,repeats,3,4,7.729e-05,8.268e-05,0.00035031,3.049e-05,6.483e-05,0.00022039,3.42e-05,8.67e-06,1.99e-06,0.00020951,0.00012892,0.00050429
INS,repeats,3,5+,0.00144679,0.00096872,0.00501846,5.34e-06,0.00013508,3.2e-07,2.35e-06,4.214e-05,6.015e-05,0.00031183,0.0010246,0.00223486
INS,repeats,4,0,2.36e-06,3.394e-05,6.98e-06,0.00369981,0.0006443,0.00145259,5.5e-07,3.89e-05,0.00165554,0.00031556,0.00012106,0.0064912
INS,repeats,4,1,0.00077256,0.00049384,0.0052349,0.00512566,0.00086973,0.00039369,2.33e-06,0.00102093,0.00366926,0.00164692,0.00104332,0.00109193
INS,repeats,4,2,7.33e-06,5.531e-05,8.571e-05,0.00068874,6.515e-05,0.00047127,2.114e-05,2.047e-05,0.00014077,0.00025262,7.943e-05,2.972e-05
INS,repeats,4,3,0.0001357,7.206e-05,0.00042384,4.96e-06,3.93e-06,0.00032042,6.342e-05,0.0001442,5.51e-06,0.00011537,7.332e-05,0.0006506
INS,repeats,4,4,9.962e-05,0.00015496,0.00169755,1.23e-06,0.00014977,6.545e-05,4.9e-07,4.732e-05,5.6e-06,0.00041035,0.00036311,0.00183389
INS,repeats,4,5+,0.00152352,0.00049022,0.00689317,0.00119763,0.00072354,0.00016308,1.822e-05,2.325e-05,5.507e-05,0.00077783,0.00123246,0.0005598
INS,repeats,5+,0,0,1.994e-05,1e-08,0.00343143,1.056e-05,0.00882573,0.00033317,3.5e-07,0.00795993,0.00028358,0.0008607,0.00354642
INS,repeats,5+,1,9.23e-06,0.00156462,0.00189721,0.0036763,0.01010933,0.00630906,9.363e-05,0.00128248,0.01362145,0.00553175,0.00156708,0.03327274
INS,repeats,5+,2,1.7e-07,0.00015436,0.00052256,0.00043641,3.185e-05,0.00121403,6.051e-05,5.915e-05,3.974e-05,0.00026234,0.00083449,0.0008784
INS,repeats,5+,3,2.923e-05,0.00021016,0.00062585,0.00030626,3.547e-05,2.6e-06,2.602e-05,5.673e-05,5.73e-06,3.115e-05,0.0001154,2.85e-05
INS,repeats,5+,4,0,0.0002196,0.00026674,0.00023668,4.564e-05,8.85e-06,1.8e-07,5.4e-06,5.842e-05,0.00012452,0.00020445,0.00041104
INS,repeats,5+,5+,2.234e-05,2.498e-05,0.00092865,0.00091392,0.00031399,4.333e-05,3.6e-05,6.257e-05,2.296e-05,0.00017385,0.0002205,0.00026327
DEL,MH,2,1,6.51e-06,4.56e-05,6.764e-05,0.03118735,0.00024433,5.63e-06,0.00718896,0.00077792,0.01340299,0.19175216,0.0002001,0.00770168
DEL,MH,3,1,0,1.235e-05,1e-08,0.01395344,0.01183352,0.00056182,0.00084146,0.00263862,0.01082285,0.00717848,0.0001478,0.00116905
DEL,MH,3,2,0.00147566,0.00051822,0.01142485,0.01064492,0.00274945,0.0042358,0.00018772,0.0004027,0.00181951,0.0544314,0.00223779,0.00528109
DEL,MH,4,1,6.814e-05,1.19e-06,0.00027295,0.01341541,0.00636823,0.00249308,1.01e-05,0.00203433,0.00324673,0.01071598,1.257e-05,0.00031976
DEL,MH,4,2,0.0002722,1.37e-06,0.00161581,0.00874034,0.00025677,0.00905922,2.909e-05,0.00208616,0.00055871,0.02957444,7.553e-05,0.00191779
DEL,MH,4,3,0.00042443,1.492e-05,0.00173896,0.00217493,0.00021273,0.00509807,6.71e-06,0.00062901,0.0006475,0.03563074,0.00044358,0.00384393
DEL,MH,5+,1,0.00041805,0,1.288e-05,8.8e-07,0.3662877,0.06007788,0.00010734,7.207e-05,0.0030371,0,1e-08,0.00022872
DEL,MH,5+,2,1e-08,3e-08,4e-08,0.00021308,0.1053447,0.30489421,0.00180404,1.086e-05,0.00064543,2.4e-07,5.68e-06,0.00089805
DEL,MH,5+,3,0,1e-08,0,0.00219831,0.02372859,0.23451755,0.00097093,1.2e-07,0.00119693,9.489e-05,1.1e-07,7.591e-05
DEL,MH,5+,4,0.00031028,0,0.00067976,9.271e-05,0.00142954,0.13236848,0.00040765,2.709e-05,0,0.00288425,4.167e-05,8.224e-05
DEL,MH,5+,5+,0.00117262,0.00011501,0.00944602,4.297e-05,0.00011759,0.1057883,0,3.63e-06,0.00346074,0.0006423,0.00083733,0.00035746
