Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13,hdp.14,hdp.15,hdp.16
DEL,C,1,0,0.00432020203345078,0.121573770123246,0.038734208748958,0.00025836005406926,0.0131301530015122,0.0083942867516585,0.0290382329797803,0.325980651707372,0.00285652180209264,0.05077448158724,0.0484637853858329,0.0106123461993606,0.0167166347147731,0.0196089599581732,0.00236583264899755,0.0201036072724012
DEL,C,1,1,0.000107210539590884,0.21274622992637,0.0220138930850534,0.000727691872076049,0.00189630995791283,0.00230620250777742,0.00567675332146646,0.0950896009169864,0.00123933037393314,0.0146382100236791,0.0117966461100997,0.0236320803668408,0.0202867548542824,0.0230254476173468,0.000445279781199827,0.028543830102575
DEL,C,1,2,1.81580382654057e-06,0.18763389347747,0.00292343443395005,6.33236263550381e-06,0.00109779291920427,0.00147277326863607,0.00786339590113323,0.00260465651993388,0.000201316346973439,0.0064423807175236,0.001942631427146,0.0176902978838849,0.00977383201270051,0.0305727334316429,8.77670378487454e-06,0.0260238913179478
DEL,C,1,3,0.00221203095053748,0.0609930817471532,0.00577058499898422,0.00172129573964071,0.000565929747910725,0.00120872570871285,0.000911175675956405,0.00942247758831204,0.000411351413063014,0.00570547275357599,0.00555812933467514,0.00749923461953769,0.0092621245311661,0.0131087812420408,0.00284007422546935,0.0158768326831094
DEL,C,1,4,0.00328835860424977,0.0433837146954845,0.00102406659899585,0.000794747648531171,0.00266935243269085,0.00166027894690872,0.00285854165199547,0.0113837046116149,0.000244124135251806,0.00326307413124503,0.00307565962309543,0.00403734459091634,0.0105549345663005,0.00218498424097551,0.00215468172719964,0.00269052329341918
DEL,C,1,5+,0.0133171774391956,0.0233749041611389,0.000637098440036459,0.00333802184642232,0.00511374235777214,0.00239138550729914,0.00167232119432549,0.00126717792966185,0.000764041687351797,0.00138935529361165,0.0345576683673654,0.00698871539379796,0.00243223929504443,0.00165522605506393,0.00784121978534401,0.0024525893770339
DEL,T,1,0,0.0070125466713488,0.0370098467303687,0.0356940961657419,0.00103078252476021,0.0235242901034799,0.00464378938020869,0.00401053975033075,0.0966730229821267,0.000685797731678663,0.0488736745087958,0.0248917721382846,0.0340073926689599,0.0810784509067579,0.0921092080629619,0.00574599363759697,0.145988977299995
DEL,T,1,1,2.05562697344215e-06,0.0114884264130832,0.00946106352140708,6.1906570278611e-06,0.000587723815178723,0.00083700411785454,0.000252452628056546,0.0451005782848476,0.00103368585023109,0.52901524570281,0.00400029266297168,0.0011696328105906,0.00502124835006109,0.0787366154526386,7.21817051393765e-06,0.0973305308872389
DEL,T,1,2,0.00545594644281543,0.0139958404904224,0.00868938890227023,0.000805941253337294,0.0123787161726714,0.00103851323206813,0.0119194326529463,0.0783088081762301,0.000689888918903402,0.021700722781456,0.020996486579483,0.00277528847921641,0.0192421587365397,0.202360612847068,0.00634229946400752,0.089596510283873
DEL,T,1,3,0.0155777709781596,0.0136133793321265,0.00861384646242873,0.00275202135451833,0.0215928207252309,0.00127315028674968,0.020591849062646,0.114687024103914,0.00155863007443953,0.0591893463700867,0.0171146931229059,0.00721021261542206,0.38378537325869,0.0696131044511747,0.0131416909504289,0.0794864271310593
DEL,T,1,4,0.0377929960897941,0.013338101281853,0.00138640434806251,0.0041482057315065,0.0206453377823545,0.00131519349222938,0.017555573558446,0.0880591036139657,0.00120971915908091,0.0169793983532294,0.0371812269193498,0.00923336664423144,0.0544128087262851,0.0520066634625962,0.0364110439396754,0.0496888594861342
DEL,T,1,5+,0.796017192681122,0.0074296868170009,0.00854146189825491,0.00054526155245377,0.0599808656882382,0.00587154090047795,0.00444939845030687,0.00188457683758296,0.0066212372755502,0.00838812308669445,0.00585048391544816,0.00303742008322479,0.0348167348066847,0.0264345553357053,0.347442574504934,0.0227340013085532
INS,C,1,0,1.78885227288877e-06,0.00238812786583212,0.00298524513118704,5.82358828517215e-06,0.58084907450143,0.0001770771210449,0.00215437708061089,6.41770241686418e-05,0.000321158197142014,0.00201323194142548,0.0013466659974584,0.000405547071247011,0.000705259412174752,0.000412781820817511,4.8727865040241e-06,0.000529364120611703
INS,C,1,1,0.000199713296589787,0.00156493411139175,0.00202963828374195,2.22159108656567e-05,0.0184040158062384,7.78468220397414e-05,0.00160832480237237,0.00024796004461523,0.166070070536932,0.00162292639348134,0.00251670110236643,0.00204227609110786,0.000796469846508206,0.00104481565881436,7.94036677050682e-05,0.00109957960046467
INS,C,1,2,8.30793061466498e-06,0.00169491572967788,0.0013306662270287,1.14246589294274e-05,0.00120882332876152,0.000109582095033545,0.000271352973146334,0.00071083056815485,0.0936663844121676,0.00169225457767445,0.00403267370831046,0.00113118949784468,0.00190101593582432,0.00272451600739823,1.59190332637301e-05,0.00319692936575505
INS,C,1,3,0.000427375354316487,0.00640585896648025,0.000127321737744255,0.000895219200745157,0.00178301849238541,0.000406033846973588,0.000217264447218266,0.000175330677189256,0.0382458026944883,0.000173609247698234,0.0013970879109145,0.00280217887932365,0.00271165524442468,0.000487683916919725,0.000668682822215254,0.000392879598901995
INS,C,1,4,0.00243122656596956,0.006310153604905,0.00074547972587619,0.00182982800762438,0.00230911597095503,8.73323131038879e-05,0.000420202962421176,0.000217580072275831,0.0106081615917173,0.000149553272649834,0.00394578456998473,0.00273624760202367,0.00113364461353011,0.000203760596226064,0.00225180565275164,0.000234207854871615
INS,C,1,5+,0.00940242864040452,0.00812388459819759,0.00100692360243906,0.0224475363641829,0.00124595489236048,0.000345699544274242,0.000375485174632355,0.0007026164347658,0.00186226352142679,0.00105026134521032,0.0160717150720891,0.0121893187745387,0.00143973421010654,0.000392723658062384,0.021306048529973,0.000495551683023686
INS,T,1,0,0.00132892309620886,0.0204853403172796,0.00418414614760145,0.00227699797915397,0.0371401430502281,0.00150784217085935,0.00689780639644467,0.0124276757876294,0.000860558781086646,0.0380711940383922,0.00555018826879444,0.0078659400017409,0.0159603068082951,0.00561659217247546,0.00220387222255388,0.00593468810046421
INS,T,1,1,7.52359472279827e-06,0.0463336499415648,0.00508442470063411,3.65253317434412e-05,0.00266081066569244,0.00116716500220058,0.00121422423781969,0.00927709153439256,0.295926423590025,0.00488070609244281,0.0025095310137557,0.0346669046301086,0.00620894142724171,0.0137120967826524,3.76626580217645e-05,0.0146042280277252
INS,T,1,2,0.000534734812661448,0.037330510775338,0.00121054791487859,0.000224202173441456,0.00303657304509007,0.000433404697489322,0.000309161228507401,0.0021687571033772,0.161503507313689,0.00376918335259143,0.00212034168787432,0.00171640427943787,0.0243701016753855,0.0274958306292825,0.000465176676753613,0.0293713178063968
INS,T,1,3,0.00123478680097507,0.0244613346260261,0.000784158176097809,0.00383020070589266,0.000724743806970838,0.000877753348830689,0.000955036076509666,0.00170390697369082,0.113987348776842,0.00799333171067006,0.00137102887918948,0.00339277174093828,0.0120197355773866,0.0166689249357281,0.00304703493007898,0.0200466507250999
INS,T,1,4,0.00405954853321831,0.0075817746778838,0.00144373246034527,0.0159804856786582,0.00498252574297012,0.000947540244937311,0.00146906241977283,0.00143852475215742,0.0551540807840092,0.0149249275974352,0.00238625174828733,0.00126603987467878,0.00680648371213029,0.0087062700181567,0.0103121624208877,0.011556461941632
INS,T,1,5+,0.0464247363742116,0.0209536941359841,0.0175012751517251,0.895702806699914,0.0282405639445408,0.00657243644597621,0.0123802228140626,0.0311761066827988,0.0127619970416974,0.00880141609698977,0.00993728022811059,0.016455729736739,0.00337484450110931,0.00179042097667492,0.480800931082186,0.00177507927371058
DEL,repeats,2,0,0.000164732463979725,0.0070799398095653,0.0082111314382659,0.00059889171850769,0.000901985472187812,0.0694594547619112,0.0014855444285129,0.0131781600847199,0.000267274267840573,0.0216621023045075,0.00355435941002044,0.00129253189848814,0.0219568523810832,0.0254744476272979,0.000408508255340277,0.0294166322237547
DEL,repeats,2,1,0.00262541844850868,0.00858754180540747,0.00915982564996024,0.00164999903873517,0.0074850248064847,0.218943666107205,0.00265727756362906,0.00406152753901574,0.00153165069039346,0.00530302851634172,0.0047210793126676,0.0149638105011594,0.0111215377576724,0.024783390399676,0.00283601104201483,0.0272688501433853
