"ex.sig","ref.sig","sim"
"hdp.6","SBS1",0.995783789711969
"hdp.8","SBS2",0.99753726800415
"hdp.11","SBS3",0.976117705650436
"hdp.5","SBS4",0.992887283834827
"hdp.2","SBS5",0.977013251332617
"hdp.1","SBS7a",0.968969973076436
"hdp.3","SBS7b",0.900908695348035
"hdp.14","SBS7c",0.996589010269513
"hdp.18","SBS7d",0.985553901141281
"hdp.20","SBS12",0.991145451295907
"hdp.17","SBS13",0.996696141257444
"hdp.27","SBS16",0.988743224642191
"hdp.16","SBS17a",0.999122141772798
"hdp.7","SBS17b",0.997973050802303
"hdp.12","SBS18",0.995360178497984
"hdp.45","SBS22",0.990172982458101
"hdp.25","SBS28",0.982950007140391
"hdp.32","SBS29",0.952507580833439
"hdp.44","SBS35",0.96983621722151
"hdp.31","SBS38",0.987554622541011
"hdp.4","SBS40",0.989222897512996
"hdp.34","SBS41",0.991467725783147
"hdp.10","SBS44",0.985110095372031
