"ex.sig","ref.sig","sim"
"W.1","SBS7c",0.999331818849056
"W.2","SBS18",0.990181055107372
"W.3","SBS7d",0.999673598574843
"W.4","SBS22",0.998074971344515
"W.5","SBS41",0.921199301649352
"W.6","SBS1",0.999993567938621
"W.7","SBS13",0.999969835800051
"W.8","SBS35",0.930269584639125
"W.9","SBS7b",0.999618594059987
"W.10","SBS16",0.97530739755168
"W.11","SBS17b",0.999902598588677
"W.12","SBS2",0.999513811058141
"W.13","SBS17a",0.999881400105265
"W.14","SBS40",0.926195378590267
"W.16","SBS5",0.939300657160016
"W.17","SBS3",0.913365877220859
"W.18","SBS28",0.978669522267452
"W.19","SBS7a",0.999997774684952
"W.20","SBS12",0.992029361963779
"W.21","SBS44",0.95619251134247
"W.22","SBS4",0.999681778245505
