Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID11 0.991),hdp.2 (ID5 1),hdp.3 (ID2 1),hdp.4 (ID13 1),hdp.5 (ID8 1),hdp.6 (ID4 0.999),hdp.7 (ID3 1),hdp.8 (ID1 1),hdp.9 (ID14 0.999),hdp.10 (ID6 1),hdp.11 (ID9 1)
DEL,repeats,5+,5+,0.000124935026724128,7.9440310606771e-05,2.42051842610286e-05,4.20274812000926e-06,1.71307747425041e-06,6.0377140737477e-05,2.70174255560504e-06,1.23569677482445e-05,4.98546958602723e-05,1.74127435839534e-08,1.08395497975659e-05
INS,repeats,2,0,0.00146604142327112,0.00640345179796937,0.000335448385622151,0.010667868795095,0.00173273940836303,0.000629347635483459,0.00267287549790113,0.000367672708005111,0.024358918132266,0.00215783942315425,0.000947153684500448
INS,repeats,2,1,0.00285422765932146,0.0184622457002394,0.000265623216326975,0.00178769946091207,0.001497898628461,0.000569688928119821,0.00236087221846843,3.39635879478972e-05,6.03855441206693e-05,8.60363660483136e-05,0.00176807444647997
INS,repeats,2,2,0.00144738293951006,0.00731612740363783,0.00104184124250419,0.000876724125475491,4.26311565734888e-05,0.000246954287923612,0.00105580551036535,0.000175566896378592,0.00115747369051893,0.000669795112151633,7.75340417417278e-05
INS,repeats,2,3,0.000757167713528196,0.00117615302024859,0.000389533851534139,0.00103116918280092,1.43245906894463e-05,0.000129332375958598,0.000988552769139981,0.000403853294752092,0.000944838448364635,0.000189628260177969,2.66883425523114e-05
INS,repeats,2,4,6.44993801195764e-05,7.12679453522469e-06,0.00197314363519397,7.2681423702533e-05,7.40235926288341e-06,5.38537657030138e-05,0.000164064698096774,0.00279477187212942,0.00302488443513039,1.67545418764799e-05,1.54043636803491e-05
INS,repeats,2,5+,0.00134975421969787,0.00101650231569889,0.013644818712311,0.00116583520518867,0.00176171022877791,0.000508607722675982,0.000102334679275167,0.0179717373437037,0.000639183425981333,0.000653622155910857,0.000437521592002796
INS,repeats,3,0,0.00124379980195246,0.00398832822743095,5.24025664049933e-05,0.00022184336545337,0.000118582252700561,0.000144045891454833,8.64354041928282e-05,1.977127865564e-05,0.0067272751435823,0.00124332909522246,6.32595824878102e-05
INS,repeats,3,1,0.0013071345755159,0.00636666077828402,0.00122516611363575,0.00385006157085357,0.000242886417236884,0.000547417493530795,0.000382676095195623,0.000229945239719349,0.00266276648753021,6.00008318415865e-05,7.45586267521249e-05
INS,repeats,3,2,0.000358252799757524,0.000776304225663171,0.000210927073281726,8.57645548557822e-05,8.00834585241417e-06,0.00043154855899795,1.42793928396348e-05,2.04935617544016e-05,0.000155220145958696,0.000519025130555615,3.33095824911999e-05
INS,repeats,3,3,0,3.19052829786219e-07,1.55571066530144e-05,0,1.02551576689821e-07,2.87373349535826e-08,2.90822664758347e-09,6.759371426679e-05,0.000194413782142678,9.92178129413663e-06,7.53269617620983e-09
INS,repeats,3,4,0,2.4345396650354e-07,0.000145247950282977,0,4.66143530408275e-08,3.54906086676745e-06,0,2.22891744715212e-05,0.00061737301381915,1.39301948671627e-08,1.50653923524197e-08
INS,repeats,3,5+,5.8973693693658e-06,3.03804923463102e-06,0.00188882931429126,0,1.96246426301884e-06,6.86822305390624e-06,5.1359282596324e-06,0.000922362030040958,0.00236453351585285,2.15918020441022e-06,4.34636569367307e-06
INS,repeats,4,0,0.000839879557876696,0.0026560648358403,1.22811461286541e-05,0.00126036142137939,0.000184543892970984,0.000169435326886323,2.94865099798488e-05,9.26593475751196e-06,0.00605953472645279,0.00156127882796801,6.05854753452557e-05
INS,repeats,4,1,0.00173407438322251,0.00373374328931154,0.00120594494418317,0.00260152483062539,0.00096706369890266,0.00127674231731777,0.000301033448518012,0.000668363916452932,0.0013539708553159,0.000456586514612275,0.000166344529659242
INS,repeats,4,2,3.37983689908191e-05,7.58423172491819e-06,1.72687544766912e-05,4.67763491323064e-06,1.6221794858208e-06,5.64257571813594e-05,5.93278236107027e-07,3.75235513544172e-05,3.11530812525502e-05,0.000155875398014834,5.09963531129406e-06
INS,repeats,4,3,0,4.83063923009656e-07,0.000147630242431743,1.18721698305346e-08,1.2562568144503e-06,8.52061981373724e-06,2.90822664758347e-09,4.5615206195728e-05,0.000935162112521039,5.10680943830184e-05,1.94343561346214e-06
INS,repeats,4,4,0,4.65125209688343e-07,0.00027003204020557,4.285853308823e-06,2.91339706505172e-07,6.65700364199741e-05,9.59714793702543e-08,0.000160002965620156,0.00172219246303609,6.96509743358134e-07,4.00739436574363e-06
INS,repeats,4,5+,0.000139207651752509,0.000549171925608694,0.00220580690644547,7.76796072011881e-05,0.000344363533089113,0.000127133969834649,1.32062572066765e-05,0.000836532132937987,0.000338810104155216,3.43100699578217e-05,3.06505407409978e-05
INS,repeats,5+,0,0.00193178493027364,0.00481061834469331,4.26283633294662e-07,0.00264481076182752,7.17348278945295e-05,0.000184680483079199,0.000124777464314569,1.04805947928504e-05,0.00270050338349888,0.00884895430153953,9.69759305725253e-05
INS,repeats,5+,1,0.00248128099386631,0.00489393854272415,0.000134331675408028,0.0133363882800741,0.00963665046422453,0.00222988787439072,0.000633621156162305,0.00145773662928431,0.0270054570220905,0.00542906360126135,0.00140948797770768
INS,repeats,5+,2,3.1890396547789e-05,8.37353511105598e-06,1.7504131319522e-05,3.20548585424435e-06,3.1487995479079e-06,0.000116299994557149,5.17664343269857e-07,0.000140946154556348,0.000596946097950838,0.00115446141706739,1.21125754513454e-05
INS,repeats,5+,3,2.4778862896495e-08,2.21671243184803e-07,0.00011442975480028,0,2.33071765204138e-09,7.54355042531543e-06,2.90822664758347e-09,9.58350485575915e-05,3.3000455715541e-05,0,3.01307847048393e-07
INS,repeats,5+,4,2.4778862896495e-08,1.74261786549903e-07,1.56835543271687e-05,0,0,5.64688631837898e-06,0,0.00013282975060976,4.2766311907563e-05,0,2.63644366167344e-07
INS,repeats,5+,5+,0.000127264239836398,0.000171185297215297,0.000126149185772522,8.73791699527349e-06,2.12095306335765e-06,5.75177759095956e-05,2.98674876706822e-06,3.57911139849801e-05,2.72711534162214e-05,1.39301948671627e-08,1.22029678054599e-05
DEL,MH,2,1,0.00421795715769296,0.0287698624080828,0.000172622187265707,0.00865233052296516,0.00488543125474984,0.184138482573307,0.00711192867178628,0.00120370464849959,0.00274272443510239,0.000558858522778266,0.00431087916198695
DEL,MH,3,1,0.00324407350927202,0.0131351743616988,3.91650895542272e-06,0.00122492299443524,0.00951930349187955,0.0068506645422496,0.000451374225064839,8.58663694686425e-05,0.00169239032522344,0.000912751640829818,0.00242050386039003
DEL,MH,3,2,0.00259754341857667,0.00891719472632837,0.00293915692512213,0.000693797732726613,0.00432123210200253,0.0479236585799998,0.000421407857688139,0.00153014599840434,0.00336552563732161,0.00439710083530707,0.00183058075935016
DEL,MH,4,1,0.00213281584495291,0.00869126175739309,0.000150260488811887,0.00127491670159162,0.00581034159419768,0.0106486913103874,0.000111646821000729,8.17280585493179e-05,6.33478538322493e-05,0.00267325315069056,0.00207540091777316
DEL,MH,4,2,0.00123601923900296,0.00603232032073804,0.000562841731071947,0.000286831623105717,0.00141506026167214,0.0289997355590438,0.00042178011069903,0.000121103233753852,0.000946067318602131,0.00871593487075299,0.00312198619179957
DEL,MH,4,3,0.00164053417578824,0.0035458570499941,0.000705535123902294,0.000289182312732163,0.00103341223830332,0.0476488290771712,0.000167170684156393,0.000137853818981127,0.00224961380311323,0.0048350522317358,0.00214971096555147
DEL,MH,5+,1,0.0217435760859888,0.00878724156168211,0.000617413447809059,0.0109291752530651,0.282328452847085,0.00167494119910208,0.00136609002784932,0.000158110961650903,0.00669051483323283,0.072257063051952,0.0009451424546214
DEL,MH,5+,2,0.0106061462433125,0.00790628416383906,0.00010709691268045,0.00663218584894105,0.123628533772631,0.000849288828550703,0.001742205163728,9.75772553106908e-05,0.0045575623205468,0.253828746272815,0.00055320120718085
DEL,MH,5+,3,0.00527160396577772,0.00723644107639122,5.15311330555817e-05,0.00194556370314869,0.0456913422362661,0.00133551016729784,0.000849149833014715,5.81284840825683e-05,0.00151121741643444,0.217290994377324,0.000445965744416327
DEL,MH,5+,4,0.00197551962328596,0.00252825662877261,0.000466732739461927,0.000418719557753126,0.0158009325103436,0.00352657390216627,0.000580118510526712,6.74862510465053e-05,0.000115814916223887,0.120816378095076,0.000504698176502235
DEL,MH,5+,5+,0.00231025728215471,0.00114711921273804,0.00235938468148695,0.0131363897071089,0.0125684252379626,0.000454552795628293,0.000429992942751806,0.00069668470839752,0.000967950974685753,0.0993643446611739,0.000366202024606441
