Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID11 0.991),hdp.2 (ID5 1),hdp.3 (ID2 1),hdp.4 (ID13 1),hdp.5 (ID8 1),hdp.6 (ID4 0.999),hdp.7 (ID3 1),hdp.8 (ID1 1),hdp.9 (ID14 0.999),hdp.10 (ID6 1),hdp.11 (ID9 1)
DEL,C,1,0,0.0102484633574016,0.0223621770737696,0.0048145899730322,0.0640511991597923,0.041203293679754,0.00745373188491801,0.124009701204286,0.000417574068459585,0.0121625437893871,0.0313001692703251,0.335966384770829
DEL,C,1,1,0.00807481194639529,0.0282753330845874,2.67092075632426e-05,0.0174271580942418,0.0244692723417216,0.00284587264912076,0.206206853640339,0.000861726070818415,0.00201072468422938,0.00562441368898101,0.100681459671704
DEL,C,1,2,0.00614424118040358,0.0263556127091504,8.77946639909818e-07,0.00520928255041182,0.00314452501173406,0.00211807090408633,0.173931485175656,4.40703409926059e-05,0.000665274538441018,0.00803307323581596,0.00254691756761919
DEL,C,1,3,0.0033226720623797,0.014010468251479,0.00246954126852797,0.00545889492109881,0.00542985193750193,0.00118048661389074,0.0631552505465612,0.00196606045645917,0.000476850481429447,0.00117238957786143,0.0109358025893056
DEL,C,1,4,0.00178524273510377,0.00278870240080143,0.00384833007645001,0.00444852577984099,0.00108782983404318,0.00100572051137053,0.0433850850811158,0.000772930840127833,0.00208711809429147,0.00251693546898869,0.0130284307832337
DEL,C,1,5+,0.00175117179862109,0.00247278115782645,0.0145926255585269,0.00102714451722836,0.000990433804799679,0.00231757985200158,0.0221244331011972,0.0036721641265886,0.00232518525361249,0.00122936059231941,0.000308350917973149
DEL,T,1,0,0.0140761286456119,0.101736714106811,0.00789333165464725,0.0530565963787911,0.0349440581964908,0.00680564750704481,0.0380468082277978,0.00168788507218384,0.0186756292920378,0.00431464452933962,0.105604317669134
DEL,T,1,1,0.0118198892845715,0.106502129456608,1.68649304658041e-06,0.494935896278361,0.0107427624475303,0.00201369690353492,0.0139838152243077,6.29382773056108e-05,0.000903797437717662,0.000476645995220989,0.0443263992278806
DEL,T,1,2,0.0136453976718821,0.114372757865048,0.00700952372707774,0.0237794812837676,0.00961650141012264,0.00266538781694479,0.0172148695709061,0.0013143435697667,0.0109931476161004,0.0115310600910682,0.0861379852392449
DEL,T,1,3,0.0108534640738824,0.0892141019582521,0.0202206590342994,0.0619861183229596,0.0103831933124793,0.00144610580086671,0.0207147196736342,0.00277913434534739,0.0174053355478606,0.0222132942055519,0.113604357381509
DEL,T,1,4,0.00807446504231474,0.0525718147077243,0.0470910310084366,0.0226238680168031,0.00151432785719024,0.00161102936616532,0.0162485967261133,0.00512694323779223,0.0135144312620487,0.0178381821828427,0.0946716938776151
DEL,T,1,5+,0.0098435024010842,0.030895631970075,0.814121119205999,0.0062520270987975,0.0103144860868148,0.0028496228713322,0.00855593299975101,0.0148470130051813,0.03765933879408,0.00772710347065616,0.00201541052542582
INS,C,1,0,0.00155636037852885,0.000308585590563232,2.88606147936586e-07,0.00269289304964119,0.00282269485690488,0.000133772294208927,0.00238676997676516,9.57073952777382e-06,0.464414363455268,0.00200783908482464,8.57823440546776e-05
INS,C,1,1,0.12834566374979,0.00122796386833054,0.000219419505706456,0.00173353862214518,0.00196488820937696,0.000264311638235576,0.00185118514089289,2.72904476143436e-05,0.0129962549325,0.00183809269527083,8.76730507949062e-05
INS,C,1,2,0.0736658744286025,0.00322836360693017,2.03261828750265e-05,0.00077922986682714,0.00129672273432504,0.000109604195512964,0.00183052800701511,1.50311737027215e-05,0.000592649121226348,6.02968484825137e-05,5.47175050239882e-05
INS,C,1,3,0.0285337526643782,0.000468197855012951,0.000435971816016368,8.21554152272996e-05,1.48909550788924e-05,0.000301037952306254,0.00656783145651654,0.000682889687374193,0.00165226079448772,1.62843977997132e-05,2.07827087501629e-05
INS,C,1,4,0.0103461416349396,7.74824281814162e-05,0.00291806172477587,4.39982613919613e-05,0.000141458246455347,5.36957103607691e-05,0.00740986195069797,0.00168870895687269,0.00162962842276271,0.000224178625997249,6.43442907371844e-05
INS,C,1,5+,0.00291582791248215,0.000470719525571261,0.00902811979852271,0.00115923427876289,0.000507497453708446,0.000686477457371181,0.00731338153166439,0.0239918080565738,0.00204344030247266,0.000261358316097706,0.000417966712729355
INS,T,1,0,0.00255356093693539,0.00635558874815477,0.00133236095026989,0.0407126502635307,0.00444032012043359,0.000845337444994586,0.0185367109303125,0.00226461933409965,0.0332266980506562,0.00642246410527461,0.0126491519980654
INS,T,1,1,0.24707088442229,0.013369205378362,3.91448758940604e-06,0.00469596554344899,0.00483310664346151,0.00100448480596753,0.0426776793066776,6.13790836731174e-05,0.00327095959652886,0.000934834482242987,0.0104637737161195
INS,T,1,2,0.129033971003329,0.0298504956239053,0.000660970067332627,0.00315011405415474,0.00119447648164764,0.000260647628028994,0.0398907257102984,0.000142901333873284,0.00192417478372759,0.000638661126623525,0.0022831602110092
INS,T,1,3,0.0851358366113498,0.0188543039678967,0.00107889961947659,0.00929009161409165,0.00104678822690839,0.000408759852379759,0.0249277890958688,0.00422676357029475,0.00108376589090964,0.000985606559985079,0.00182090877745991
INS,T,1,4,0.0388721632940941,0.0112699530786686,0.00349577172588159,0.0119756120462681,0.000855615772934998,0.00065598714498543,0.00667141085679687,0.0164242226837324,0.00463276755143886,0.00123568141824038,0.00158943655666116
INS,T,1,5+,0.0211674427447824,0.00373388295500811,0.00358644167073318,0.0184320066765284,0.023263307752767,0.0141197303127559,0.0274716382103233,0.875670688459884,0.218225942539607,0.0145900786456663,0.00463019768559266
DEL,repeats,2,0,0.00442887483866792,0.0280018240852507,0.000161632244829261,0.0219398173355073,0.00887127075590597,0.0698784652125077,0.00713185293254887,0.000717797649076107,0.000637954555743837,0.00184495679879163,0.0130396243697516
DEL,repeats,2,1,0.00491149275130295,0.0245167254572759,0.00356024813610042,0.00406450857450251,0.0103095729340043,0.224690899788373,0.00851983027414791,0.00137596493415464,0.00672465463883744,0.00237933996918829,0.0035691872983888
DEL,repeats,2,2,0.00165366697312338,0.00464812051007219,0.0018521864403334,0.00287858565796058,0.000151881215795276,0.0536465407806635,0.0117654955514238,0.000438892817487324,0.00272388447086528,0.00242991005910481,0.000535092605573242
DEL,repeats,2,3,0.000539534960708281,5.57817104092901e-05,0.000740534178096151,6.07855095323373e-06,1.15440445305609e-05,0.0128181445693707,0.00712319223359237,0.000349903501707986,0.00052257910304859,0.000232380028225291,3.10799044230418e-05
DEL,repeats,2,4,0.000448893880232902,0.000691469487693348,0.000884601875221613,1.8342502388176e-05,1.70258924481623e-05,0.00318156782738104,0.00332150601179161,3.59799887357834e-05,9.71133016161654e-05,3.48359348140571e-05,2.36300679047702e-05
DEL,repeats,2,5+,0.00581274955257427,0.0217175852879948,5.28924107697012e-07,0.000240150251332055,0.000163812159456076,0.00224191444906879,0.000156474226546581,9.7752452924367e-06,2.33892255798927e-05,3.97741888944663e-05,4.54748868157788e-05
DEL,repeats,3,0,0.00318321662199822,0.0171518662575641,1.77399573548009e-05,0.00282296454230452,0.0111009238291195,0.00493829548176102,0.000646807055782448,0.000138738273848682,0.00121425400606204,0.00110030081942386,0.00250963072154695
DEL,repeats,3,1,0.00189597947338821,0.00590835996767777,0.00500124358480078,0.00123269926567424,0.00134655813916099,0.0943950184634503,0.000448419466790894,0.00500139884222552,0.0048764419398568,0.00545570161639608,0.00429199469267319
DEL,repeats,3,2,0.000207324745854973,0.00078511982192393,0.00231383117693513,0.000561173723549711,3.40680999198888e-05,0.0215943973461876,3.19875848967705e-05,0.000587488399451205,0.00110786314106346,0.000540028381866579,0.000863442831894228
DEL,repeats,3,3,0.000167604228631892,0.000237347115954299,0.000417017242281769,2.66530212695502e-05,4.67308889234296e-06,0.00376227752345556,2.38765407766602e-06,0.000266235894855591,0.000429713948875954,2.30892979923222e-06,2.32082369189025e-05
DEL,repeats,3,4,0.00183859162691993,0.00583660895840251,2.65023544408694e-07,0.000224692686212698,1.64898273881927e-05,0.000361917996405419,6.7822753648294e-05,5.81799361698561e-06,2.78652430012361e-05,6.27555278765679e-06,2.60405306811574e-05
DEL,repeats,3,5+,0.00241410549655392,0.0084371291311167,3.55985015159136e-07,0.000233371242358819,2.01979991725906e-05,0.000859950379818482,9.04429405131982e-05,6.36833556329176e-06,2.12651518581279e-05,7.91235068454841e-06,2.92494592522228e-05
DEL,repeats,4,0,0.00235332294586881,0.0108139843007941,1.65677896613527e-05,0.00194521941022361,0.00679209347574351,0.0070852474074757,0.00021942860878682,9.78019511349224e-05,0.000117711119967838,0.00229402797327307,0.00132857928807901
DEL,repeats,4,1,0.00132086206556056,0.00278564385018015,0.00212310002071846,0.000170460614426816,0.00173055086448777,0.0620217784168706,0.00084546220162558,0.000890376416638542,0.000657730414532681,0.00282261966515371,0.0046617521498748
DEL,repeats,4,2,1.52142218184479e-05,1.84640613542948e-06,0.000544298168427405,5.76987453763983e-06,3.13248452434361e-06,0.0149672949012094,8.8991735416054e-06,1.49328285738549e-05,0.000678303818243874,0.000231850680820339,3.52078219276048e-05
DEL,repeats,4,3,0.00129633099129303,0.00390455187354709,6.96113536898565e-06,0.000158635933275604,1.84033465805187e-05,0.0042633560643737,5.45554236820182e-05,6.88741548187875e-06,2.53912260992572e-05,1.53475921948965e-05,2.7855910459624e-05
DEL,repeats,4,4,0.00197656033552761,0.00457233200896298,2.29986533452968e-07,0.000232611423489665,1.7403468707793e-05,0.000404276828127,6.56881152889677e-05,5.43633636191413e-06,2.63027060105126e-05,7.23325368477423e-06,2.45791876229727e-05
DEL,repeats,4,5+,0.000600540521159452,0.00115893826214345,0.000206652557945127,8.68686666500219e-05,5.46786361168907e-06,0.000317015910540446,8.1255852533482e-06,1.22221502537056e-05,1.51696299516075e-05,2.67459741449524e-06,1.19694542239974e-05
DEL,repeats,5+,0,0.020393574077662,0.0187155275189697,3.39609704461815e-05,0.0194305273922954,0.2394848630132,0.00484636474724451,0.00177164223385484,0.000127435748243715,0.00621976801192339,0.020306414208027,0.000685392492377156
DEL,repeats,5+,1,0.000239314257854348,6.91447704970029e-05,0.00299122955967396,0.00350054489104263,2.31393648494668e-05,0.0155833515192768,1.07051822897547e-05,0.000167464820861375,0.000490376192255398,0.00796733664623782,0.000218568712248904
DEL,repeats,5+,2,0.000153951075175923,8.95026474433621e-05,0.000413288720365897,1.35936344559622e-05,8.91965645436235e-06,0.00246554838967757,1.23017987192781e-06,6.0622282085416e-05,6.04669262556029e-05,0.000123014068323197,3.85372736374895e-05
DEL,repeats,5+,3,3.69700634415705e-05,2.63058417490404e-06,0.000148086621959063,8.2274136925605e-06,4.24190612671531e-07,0.000779873795970324,5.52563063040858e-08,7.89822104479845e-06,2.29009327702916e-05,1.2178472862617e-05,1.52160462759439e-06
DEL,repeats,5+,4,2.4778862896495e-08,1.40947033238892e-08,7.81435396462479e-05,5.27124340475738e-06,6.99215295612413e-09,5.07501335280269e-05,0,4.21255823515761e-06,0,0,1.50653923524197e-08
