Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13,hdp.14,hdp.15,hdp.16,hdp.17
DEL,C,1,0,0.0305416462676305,0.0122780505473979,0.0462613930420159,0.0245174627255479,0.00441403070440762,0.0120532311181609,0.0100114807559533,0.000361584887716585,0.139530688739722,0.018100019086388,0.335790587736697,0.033985850164946,0.00906881828450961,0.00203454073820086,0.0666627375680101,0.0363039136446526,0.0328092464925183
DEL,C,1,1,0.00607682071057077,0.00248567196667618,0.0153209452054847,0.0271565008305909,9.75099784864661e-05,0.0391876315520405,0.00208364138946297,0.000611568535252258,0.14553205290259,0.029689818376072,0.098502617521814,0.0192437044421413,0.00915744701379008,0.00404033036096493,0.320967690192746,0.0231902341548183,0.00712424389109839
DEL,C,1,2,0.00847034107658546,0.00336005251215401,0.00740799970659909,0.0295445823067154,1.66983925004996e-05,0.0193822423083005,0.000231252200908026,1.21292652225608e-05,0.219325631007622,0.0262709861079636,0.00232629649440729,0.00270636976600441,0.00285751713376265,0.000245981765403676,0.135954856304547,0.00249324192743672,0.012311129087719
DEL,C,1,3,0.000866907982397338,0.00149167391095327,0.00525058173124196,0.0129703306557085,0.00281096344006853,0.0145874132150805,0.00067427740105452,0.00172537656473896,0.0712618531300775,0.0156977100496501,0.0107276671625695,0.00568676314466288,0.00242366611624903,0.015469298068138,0.0551326376933383,0.00597951973881289,0.0103371176611836
DEL,C,1,4,0.00259546058138239,0.00231905181122891,0.00405066512734648,0.00308754582005975,0.00371554734581563,0.00118003357825149,0.00168063374546504,0.000687125027055899,0.0432154159928745,0.00371938235870722,0.0130580114542681,0.00102827505435401,0.00325440013852992,0.00533546162577974,0.0403382710022787,0.00186665260501153,0.00800637350969683
DEL,C,1,5+,0.00187447093597794,0.00223382517283692,0.00145572895869226,0.00239741876779092,0.0141328228284819,0.00167093186527801,0.00302811788223409,0.00240006319270224,0.025857096950856,0.0035842136544037,0.000598404438655033,0.000598567041636145,0.000670734303084784,0.0244034409760897,0.0221532190751774,0.000832568591674712,0.0152468589224639
DEL,T,1,0,0.00265061348987699,0.00747303191400534,0.039371225509331,0.0867552038625393,0.00815161561146568,0.0559779956819495,0.0194519284847129,0.000911527520753001,0.0284138304260947,0.201343901079337,0.105251957333684,0.0286065987744632,0.0147561771681773,0.0074515969647341,0.0348446115234316,0.038038898802841,0.0285140391052002
DEL,T,1,1,0.00094680366484998,0.00339843733560969,0.506870901802835,0.115916012891264,1.57859656482396e-05,0.0743298056623237,0.000503224222327411,1.50732109809563e-05,0.00715974737049705,0.0740484592519631,0.0389095336357438,0.0110286535885467,0.00994918799523749,0.000201923343137109,0.0203868716782666,0.0077284295323532,0.0150161007135763
DEL,T,1,2,0.0094676135973739,0.00559532515738381,0.0187369167499182,0.100291740942238,0.00746442868596715,0.244690658611725,0.00893127152814429,0.000219971574892819,0.0109922755310771,0.0836734680009527,0.0850822886450405,0.00899787358968829,0.0185757626458279,0.0138907819664485,0.00760734644869432,0.00758600389170436,0.0292985307736954
DEL,T,1,3,0.0213884701836711,0.00621702795264868,0.0563282206188608,0.0897852491460798,0.0185468319485984,0.0338805975836445,0.0158082355946353,0.00158457456527883,0.0157649881212719,0.0745242492687374,0.106342360880996,0.0101799498286179,0.00542322772016848,0.0124621443646749,0.010308296874421,0.00813456258918061,0.0988651698142637
