"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.921961717599442
"SBS96B","SBS2",0.998451878767109
"SBS96C","SBS7b",0.98603216174793
"SBS96E","SBS4",0.995588347252897
"SBS96F","SBS40",0.923311237283205
"SBS96G","SBS3",0.916753248254242
"SBS96H","SBS44",0.993869462051447
"SBS96I","SBS1",0.99964334995175
"SBS96J","SBS17b",0.999312228759781
"SBS96K","SBS18",0.991187782203539
"SBS96L","SBS7c",0.993365878014866
"SBS96M","SBS35",0.98206680958369
"SBS96N","SBS17a",0.999710982775776
"SBS96O","SBS7d",0.969725799022786
"SBS96P","SBS13",0.998823434041608
"SBS96Q","SBS28",0.974530995708668
