Signature,NumberOfPostSamples
low confidence hdp.1,3219
low confidence hdp.2,2844
low confidence hdp.3,2399
low confidence hdp.4,2200
low confidence hdp.5,689
low confidence hdp.6,600
low confidence hdp.7,518
low confidence hdp.8,200
low confidence hdp.9,198
low confidence hdp.10,192
low confidence hdp.11,67
low confidence hdp.12,31
