Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12
DEL,C,1,0,0.0247200752293379,0.0125112291908494,0.0121537032887903,0.00867936196109917,0.00278464644169997,0.0190216029617484,0.0231031843846791,0.00487122030856351,0.00840148556093188,0.0217609921982336,0.210130727005194,0.00341671751067724
DEL,C,1,1,0.00646548597509264,0.00183387286320935,0.0181241212198817,0.0079492471691718,0.000373701814215697,0.0218092243158816,0.000423854850727183,0.0220718171491167,0.0105825742644578,0.0100216451052575,0.117392268361019,0.00274557657107993
DEL,C,1,2,0.0179968796359026,0.000617010692064225,0.0193827337355805,0.00186665188818307,1.23050588488194e-05,0.0250659377968387,5.40814029367505e-05,0.0123346655876993,0.0309729815326759,0.0362333396427334,0.00909288403437379,0.000274557657107993
DEL,C,1,3,0.0153662002645041,0.0046633405671192,0.00858579059200955,0.00374746322189065,0.00311975587161788,0.0119465623494076,0.00849403817690939,0.0237696040319059,0.00350372930293942,0.0150009206573622,0.0934417013995427,0.0194935936546675
DEL,C,1,4,0.0076387026336465,0.0152003229969503,0.00217998218652659,0.00323394172871368,0.002553224984052,0.00335892037729577,0.0277698230332695,0.00666362252126935,0.00122914983923575,0.00222889215947588,0.0594217732019718,0.00665039658328249
DEL,C,1,5+,0.0192772626704009,0.0373221534091319,0.0015033695057488,0.00159333677501696,0.00913971945960366,0.00241019534762155,0.111788214619767,0.00623109529879345,0.000789960686772978,0.00196814654289941,0.0244835980945257,0.0103416717510677
DEL,T,1,0,0.0243188938913635,0.0496241555576384,0.0834092342688432,0.0233936308629191,0.00680074531127025,0.0758767000726486,0.0525531146164114,0.393103188889222,0.188390042001992,0.0133179847518539,0.0200222618884979,0.00860280658938377
DEL,T,1,1,0.00809645615375211,0.000626022883757147,0.0785755476764735,0.00741316299870502,1.03123367680389e-05,0.0893552897146088,5.08234870971872e-05,0.0404166130415185,0.00915376004980376,0.150653022910848,0.0431352084980392,0.000152532031726663
DEL,T,1,2,0.0161345904702555,0.107098002177346,0.158001310287686,0.0161674397709918,0.00420844636841761,0.0869039246344448,0.0471681055251972,0.00997633441406372,0.174678788577168,0.0481272026566437,0.0122664349399668,0.0434411226357535
DEL,T,1,3,0.0295237533543258,0.440248880685792,0.202574503828844,0.010934411221474,0.00862511558825945,0.0839428495680048,0.179357063340726,0.042200200161375,0.0200671756477587,0.00888788453540282,0.0221678241803527,0.0151006711409396
DEL,T,1,4,0.493111717156003,0.0378072977123453,0.0387684666815423,0.0220771805745685,0.0360656126993521,0.0435137583065178,0.128637829550404,0.0164642427512022,0.0427006364256671,0.225008015513398,0.00989914961377639,0.010829774252593
DEL,T,1,5+,0.0144937055792638,0.00974535151152479,0.0163754591508005,0.0128716502564855,0.370938921656713,0.0219705092265454,0.0126833921550038,0.039115505336951,0.0285904166172941,0.0281734029170031,0.00697643688844196,0.00915192190359976
INS,C,1,0,0.000700080753873901,0.000486730448951341,0.000741049797695609,0.000899313863521516,1.14415459471479e-05,0.00057204405183457,3.45339078993708e-05,0.00197399312540292,0.000537753054665642,0.000629008561469653,0.00232025316739193,6.1012812690665e-05
INS,C,1,1,0.00273441933940459,0.0018071967757983,0.000916702532224144,0.00237240039197715,0.000153356570133397,0.00125915364301361,0.00177556413256199,0.00245588486783531,0.00183104190379076,0.00135201430817428,0.00159909339914849,0.00115924344112264
INS,C,1,2,0.00172508704351954,0.000554934715683377,0.00115630271666946,0.000738728104486792,1.20061505367023e-05,0.00260895244112232,6.80904410468726e-05,0.00535428739670915,0.00335842002064769,0.00361824781520926,0.00112653218455419,0.000396583282489323
INS,C,1,3,0.00104184672015119,0.00377055680925156,0.000881369997680509,0.000185459325059988,0.00103231306793098,0.000452232403912824,0.00451221343779515,0.000588848202338115,0.000453683843963197,0.000774511053682694,0.00705034456655386,0.00533862111043319
INS,C,1,4,0.00361464166808036,0.0087931593860174,0.000441710239123677,0.000992211590686816,0.00263160538589603,0.000265644112054961,0.0183420661767413,0.00105134674050188,0.000350046799735182,0.000601324458968941,0.00353189116310529,0.0259304453935326
INS,C,1,5+,0.0155004133924726,0.0114384178917239,0.000360058266700621,0.00367204421679716,0.0239357307274507,0.00482971735047054,0.0497715060725922,0.000930286132037162,0.000850476023787238,0.000759703277926499,0.014806171515085,0.0449359365466748
INS,T,1,0,0.00573310950384228,0.00510342391186798,0.00389216406403045,0.0092290173508669,0.00258059170062805,0.00474663285671366,0.00640603991533328,0.00339087238272547,0.00284603267610778,0.00522456957658775,0.0282618481846707,0.0106162294081757
INS,T,1,1,0.00914588471274563,0.000819821053921745,0.0126002948958305,0.00199627173816269,3.37102151998696e-05,0.0116448809245508,4.85429460094929e-05,0.0118574752281199,0.0154498916702994,0.0125711578006719,0.0221364694078203,0.00024405125076266
INS,T,1,2,0.0142632614198349,0.00316226991874608,0.023957187557182,0.001554345779626,0.000701371748365366,0.0229499735873539,0.00302464906545055,0.0382087261191789,0.00697520791729039,0.0376954465445733,0.0900733029789274,0.00463697376449054
