"ex.sig","ref.sig","sim"
"hdp.1","SBS1",0.99585557182354
"hdp.16","SBS2",0.999022691646922
"hdp.14","SBS3",0.976279620679548
"hdp.11","SBS4",0.990479085300787
"hdp.6","SBS5",0.986702396549405
"hdp.4","SBS7c",0.994631124604912
"hdp.5","SBS7d",0.978494325555572
"hdp.13","SBS12",0.989929990025828
"hdp.12","SBS13",0.994227446631518
"hdp.21","SBS16",0.98944865919058
"hdp.2","SBS17a",0.997778794101244
"hdp.3","SBS17b",0.995565349155394
"hdp.18","SBS18",0.99356062485794
"hdp.20","SBS22",0.986143719269034
"hdp.7","SBS28",0.98013062150734
"hdp.22","SBS29",0.945801638251455
"hdp.19","SBS38",0.989885894054725
"hdp.10","SBS40",0.989588645966045
"hdp.17","SBS41",0.991965567020577
"hdp.15","SBS44",0.987836295152494
