Type,Subtype,Indel_size,Repeat_MH_size,hdp.0 (False Positive) (ID5 0.59),hdp.1 (ID2 0.997),hdp.2 (ID1 0.999),hdp.3 (ID5 0.996),hdp.4 (ID8 0.999),hdp.5 (ID3 0.997),hdp.6 (ID6 0.999),hdp.7 (ID9 0.999),hdp.8 (ID14 0.969),hdp.9 (ID13 0.998),hdp.10 (ID4 0.99),hdp.11 (ID11 0.97),hdp.12 (False Positive) (ID5 0.326),hdp.13 (False Positive) (ID5 0.152)
DEL,T,1,4,0.190980548208272,0.0319657232993291,0.0084240918114421,0.0458602436331835,0.00141455043487918,0.0126173499510074,0.0171693503992881,0.0912391064522983,0.0112852947032798,0.0137071372819242,0.00480731797192841,0.00723820679643176,0.0778683184792104,0.0507862441938833
DEL,T,1,5+,0.133790296948375,0.805642020085242,0.029336925043826,0.0269625064748319,0.0106972650995325,0.00936235704944329,0.00327949687930819,0.00386871505895824,0.0451731974004543,0.00627043319354232,0.00233514501636849,0.00939175040912215,0.0121865069656048,0.012658870252882
INS,C,1,0,0.000176558819668435,1.02328402853328e-06,4.28266867211587e-06,0.000551533473634232,0.00261976726503829,0.00261866681563023,0.00217125583742288,0.000204939839042207,0.544549715249653,0.00290922631528611,0.000430181434007708,0.000718144649996938,1.06868857261882e-06,1.34845486189504e-05
INS,C,1,1,0.00141136509817536,0.000108469535501917,7.60432476320244e-05,0.00122790423276094,0.00213623124661214,0.00132381745433214,0.00179121437366863,0.000203721675546627,0.0164765070331189,0.00235540103469681,0.000262723505924165,0.115263751124645,0.000675132773162237,0.000631719904143215
INS,C,1,2,0.000573449275804317,1.35788581219226e-05,2.73817841561012e-05,0.00302700719988954,0.0014781595897793,0.00182156949909056,0.000134257232937372,0.000367738809697033,0.000754862200555751,0.00196121605969908,0.000167039646295393,0.0632293003141815,0.00018465039956262,0.000131206739867575
INS,C,1,3,0.00245378018440692,0.000271888496364826,0.00087208593478489,0.000301245528132395,0.000151076509095242,0.00631411383706448,0.000100337019063914,0.000251722787358408,0.00105880036580137,0.000425143126691977,0.000872126578377165,0.025679302487144,0.00150142854535253,0.00643078684474392
INS,C,1,4,0.010557979504337,0.00183203328179703,0.00184268864299068,0.000128092001273384,0.000269263718058322,0.00740441189602794,0.000463296615019923,0.000478607604614261,0.00100641022254219,0.000308749863490312,6.8022854863469e-05,0.00742603458365747,0.0266820699749217,0.0182012871542714
INS,C,1,5+,0.035444187325743,0.00665758403875479,0.0203668536570317,0.000138113391467588,0.000692078008520551,0.00972108117966728,0.000479192039111921,0.00102682813207058,0.00149381896674449,0.000998837808566028,0.000883764624305798,0.00146010430848312,0.0116940336403083,0.179179421056824
INS,T,1,0,0.00635855972878305,0.000818497419356891,0.00232733131343318,0.00522097665450069,0.00479853908772793,0.0194859271116967,0.00700235203306337,0.0138259015684124,0.0411047906189365,0.0388216022748169,0.003788393073346,0.00460222087854839,0.00211911980301298,0.0143132793545908
INS,T,1,1,0.0020490147295852,2.50930329265589e-05,7.99358741385536e-05,0.0143007230174351,0.00397004471188421,0.0445715940663307,0.00130949480086564,0.0106953602384376,0.00395506860013844,0.00491010076255547,0.00121629294868508,0.198241413264294,2.65842890812061e-05,0.000223823929374382
INS,T,1,2,0.00677296149290975,0.000333478803557855,0.00039726949178469,0.0295411514417741,0.0017186120471259,0.0431740930843634,0.000700047207076328,0.0025301586414027,0.00188902583363919,0.00574513765290704,0.000292752280161565,0.128912860589621,0.00696422281129164,0.00357893769088633
INS,T,1,3,0.00661616476529771,0.00111628137308709,0.00346956727769801,0.0211603346913252,0.00104280250422796,0.0246033034858608,0.000805465842455465,0.00176111635622249,0.000405040897264553,0.0118349907938482,0.000854395256755931,0.0810203415717909,0.0169171585513203,0.0222194147653261
INS,T,1,4,0.0159968378842643,0.00345910893967504,0.0134673118071085,0.0110870068565443,0.00125480519710376,0.00730638753274111,0.00106185416766668,0.0037958253604928,0.00658710094860648,0.0119043802097473,0.00102619881928139,0.041343785822568,0.0449875779475531,0.0568895921882088
INS,T,1,5+,0.0133794363272377,0.0662246890240589,0.854248245696217,0.00047078250742936,0.0130228721039326,0.0303421587702477,0.015477155241853,0.00481520894915039,0.122365272056969,0.0304566921336392,0.00360795525108926,0.0127085235311074,0.0126899915074961,0.0123204569502146
DEL,repeats,2,0,0.00444683772093964,0.000147145651528523,0.000720638947609995,0.0270050053474029,0.00833206005198049,0.00864154570375454,0.00109004127534563,0.0150397773998011,0.000832240116495993,0.0232708970169044,0.08905258787868,0.0125206198010773,0.00262014184220274,0.00410992426114775
DEL,repeats,2,1,0.0165723053653558,0.00240917628618579,0.00131685461082114,0.0248329055824267,0.00992444791570998,0.0104515807697962,0.001655410107036,0.00384439763626727,0.00655816589503435,0.00491088427718657,0.190122566205593,0.00626946068077738,0.0153585497269612,0.0108652878459497
DEL,repeats,2,2,0.00669619824267741,0.00129878801524748,0.000957046183666519,0.00475691764960938,0.000462293396104299,0.0123046004336056,0.00221488958614945,0.000575368294010148,0.00216516425134787,0.00296394280355457,0.0460358223812546,0.00195115526105453,0.00558743834404947,0.0059058083882286
DEL,repeats,2,3,0.00214248319645221,0.000584956305604002,0.000358560829353788,0.000355009801984915,8.07855055688009e-05,0.00668936371603414,0.00061569571325574,0.000198384168719036,0.000165860756710421,9.54029263406765e-05,0.0121346817652906,0.000435100059010241,0.0039460801667657,0.00336026242425724
DEL,repeats,2,4,0.00275642146227798,0.000482747889213793,0.000219225378531216,0.000810543659778374,0.000293999557257025,0.00289107286649389,0.000191585586424186,0.000265611800634958,0.000266911640890317,9.38673072847289e-05,0.00322840891648518,0.000365748652879484,0.00905749355077381,0.00205409036273612
DEL,repeats,2,5+,0.00303449776047309,3.33183522549018e-05,0.000109825029734777,0.0228138375202287,0.000646122002663211,0.000148976453708728,0.00016940150295622,0.000227663646047504,1.89394816202176e-05,0.000757968203468381,0.00205662055544961,0.0141183623063462,1.34008217457379e-06,1.19447066142223e-05
DEL,repeats,3,0,0.00266701780412468,3.57055764483194e-05,0.000135378223124516,0.0173399749695872,0.0120396641047169,0.00116884682948432,0.00106714084400413,0.00213296568497686,0.00180033175206658,0.0041144602133654,0.00513369621423357,0.00684783567255048,0.000229715818398831,0.000199317422929187
DEL,repeats,3,1,0.0216156780013191,0.00313062006218631,0.00511146474953456,0.00580537583506982,0.00193659181802692,0.00026390811406027,0.00421346328919866,0.0038395177007835,0.00476094422687975,0.000712318792522273,0.101612112652974,0.000842414106465652,0.00671122552119685,0.0683958264239477
DEL,repeats,3,2,0.00854530439855938,0.00135549346370212,0.000911670243820028,0.000840220665615484,0.000290324456435069,6.93388680390052e-05,0.000578263859795203,0.000938108186456871,0.00149696924759937,0.000790940688086709,0.0141949640635119,0.000382255611070473,0.0172646068898495,0.00900735920585319
DEL,repeats,3,3,0.0023203122334112,0.000292388605413672,0.000364053416622112,0.000457134251794266,0.000304094629822046,8.84080403509706e-05,0.000136777503522054,0.000366287871947408,0.000531381292651149,0.000120786625988365,0.0037427779970359,0.000516222428589777,0.00462381336860031,0.00543813532692224
DEL,repeats,3,4,0.00076389083722427,8.47011998473003e-06,2.90850598873491e-05,0.00573960428499191,2.80590508901273e-05,4.17440791949351e-05,3.52770334591552e-05,3.54242915159068e-05,2.66547249947883e-05,0.000844684062604261,0.000765357074030778,0.00322783437219745,1.2500248816281e-06,1.01605097988563e-05
DEL,repeats,3,5+,0.00120641536087506,1.32201914729322e-05,4.76188654877832e-05,0.00879399179198175,3.44165617989551e-05,0.000107407866388231,0.00018687169993246,8.06800715255076e-05,4.1675970631609e-05,0.000318183456904387,0.00077373346975761,0.00411114101090796,1.09171458896172e-06,9.37675826353343e-06
DEL,repeats,4,0,0.00176746091723807,2.64553453218709e-05,0.000107159259124258,0.0109795845857546,0.00660042682638205,0.000187872356875432,0.00232515942678015,0.00129346137391494,0.000345156096417192,0.00402635934792448,0.00628133996537393,0.005832955431108,0.000188476418212399,0.000822746074051219
DEL,repeats,4,1,0.0105657750655808,0.00131974354425059,0.00112960359932049,0.00257622959377192,0.00147095067679798,0.00133502847948577,0.00259673483714713,0.00345760791171393,0.000214377268981471,0.000570991840387862,0.0572898686670165,0.00163713473171108,0.00102418832786085,0.0067708768067333
DEL,repeats,4,2,0.0024299713278266,0.00033261416863075,0.000111461910646081,0.000115597283256216,0.000153515570203061,2.40678654985437e-05,0.0005338370061965,0.000542723208575615,0.000488351479606333,0.000171638136469379,0.0138890992487593,0.000276000050210807,0.00130458876785309,0.000897757590001368
DEL,repeats,4,3,0.00052432636991224,6.80153628260121e-06,2.03634400348962e-05,0.00378968985824629,6.87842622893645e-05,3.91013217925494e-05,0.000169773989111342,0.000117573795715462,2.17268358530106e-05,0.000432015378879712,0.0039819343923236,0.00223875734255989,7.19399092497975e-05,1.60859231633525e-05
DEL,repeats,4,4,0.000653039132530814,7.21383975857845e-06,2.5115555806046e-05,0.00481801283535672,0.000185523244862325,8.41181638338443e-05,5.82661890815236e-05,3.95443834986174e-05,1.25106787577795e-05,0.000355106655762873,0.00037748686068796,0.00115004283457819,1.03481191553875e-06,1.20114995733927e-05
DEL,repeats,4,5+,0.00123134520031497,0.000106984409122245,7.37377227648135e-05,0.00146139577431047,2.28284101886484e-05,7.32686357409486e-05,0.000118520969474867,4.99648501754649e-05,6.12701513171752e-05,0.000264705154224473,0.000705778856208058,0.000336074885232203,0.0025145204095876,0.000538440554288655
DEL,repeats,5+,0,0.00814648086253727,4.35355873704453e-05,0.000107573701314206,0.0210226467528769,0.248560889239802,0.00137419430872918,0.016526259411957,0.00202182809395662,0.00501719357303799,0.0127465924818795,0.00525976633060438,0.0307751470601894,0.000919949800408569,0.000403375504311428
DEL,repeats,5+,1,0.00721124999518102,0.00241267981902922,0.000347088315970251,0.000187184456193932,0.000624738738377828,7.25647622381706e-05,0.00737992979572087,0.000834121613119751,0.000494228356644096,0.0030076834058479,0.0151405980886711,0.000288816957712372,0.0200287643416301,0.0046530396229556
DEL,repeats,5+,2,0.00180470877264678,0.000217994712853451,0.000156525993447897,0.000266240176009548,0.000323009499063354,3.34791364455198e-05,0.000422759226228775,0.000168119781412516,3.52720789858111e-05,0.000361547233782047,0.00282879652316497,0.000869052529895388,0.00490886803275417,0.00107389503475064
DEL,repeats,5+,3,0.000806344398696917,8.0496188724636e-05,4.66622445151022e-05,0.000179842892710647,2.83889179513666e-05,3.59087219243033e-05,0.000186954226762634,0.0001472877985188,0.000115980488111496,0.000102595561502097,0.000939684947359576,0.000296670607814951,0.00195755793891569,0.000470157220275484
DEL,repeats,5+,4,0.000544427045763535,3.21336954836624e-05,1.98828953287022e-05,2.57941941307004e-05,1.15278075819662e-05,3.21086051653776e-05,7.97507796811299e-05,7.10468114599322e-05,2.25493580802635e-05,3.46951515190832e-05,0.000135068790630693,0.00014313045051331,0.000224743529736254,0.000973579453338793
DEL,repeats,5+,5+,0.000288824779806798,1.52826894384295e-05,2.7047954454666e-05,0.000678340108414524,2.26628263782607e-05,2.83281806704177e-05,1.57148939313125e-06,7.65732264006772e-05,5.34964238596023e-05,0.000141994836569476,0.000152461021112813,0.00017999433576268,0.000164508005840608,0.000228164648655867
INS,repeats,2,0,0.00233163559918455,0.000213161233395796,0.000485523741386262,0.00624768820246787,0.00211581042361639,0.0022379677091032,0.00207056327384086,0.00150779450398022,0.0261856127249699,0.0102790493595177,0.000954115257885035,0.00369990002047773,0.00142620813487057,0.0018373255324921
INS,repeats,2,1,0.0039100071877905,0.000171990131671161,0.000162972978170317,0.0196815234708041,0.00162888135436336,0.00227721065332437,0.000301200855495057,0.0018312247668109,7.36342619527862e-05,0.00263881616208478,0.00074957384234485,0.00347708672996101,0.00143072249935792,0.00103923424777356
INS,repeats,2,2,0.00455383110300829,0.000638192477514546,0.00037075225528756,0.00730949508503304,0.0004970521113788,0.00105654184381857,0.000470684926454749,0.000671901929956755,0.00137339639957256,0.000515340702618846,0.000120769426261111,0.002046676427285,0.0163749121791728,0.00258285445280903
INS,repeats,2,3,0.00185460703013805,0.000316969288744916,0.000486263972162279,0.00123785492234077,0.000359771671773448,0.000818613544958029,0.000399936814841678,0.000434796551144239,0.00105901291674888,0.00069066886876698,0.000293280763656809,0.000298345775140824,0.00221881860974941,0.00182707417601142
INS,repeats,2,4,0.00740386657765673,0.00151439913792282,0.00249595425685624,5.30552589526638e-05,0.000125227803374055,0.00042778641464112,0.00011740154467718,0.000236622854430155,0.00420613881562154,0.000187486707158569,0.000171910561282382,0.000228458473164851,0.0235531010596295,0.0285990312711993
INS,repeats,2,5+,0.0252064545056453,0.012768334769099,0.0164250465969446,0.00075927091559309,0.00216899521713267,0.000501186581602646,0.000303695278306381,0.00055666810199491,0.000585382069507686,0.00154206202087382,0.00015975031086065,0.000609490101650301,0.22989452526067,0.250789404660198
INS,repeats,3,0,0.000844488863183414,2.38875152644847e-05,4.60716781552696e-05,0.00404371873223436,0.000502645248921707,0.000189254488114634,0.001013368383934,0.00061040997476924,0.00758173748582531,0.000480261208747467,0.000215857452240462,0.00160465798127782,0.000160511198263225,0.000234341342979217
INS,repeats,3,1,0.0039294405308348,0.000630047241249698,0.000504001273708107,0.00578105506691024,0.000568811104702713,0.000396830076546122,0.000175720765095984,0.000918872803620664,0.00310080636636307,0.0038930098619243,0.000527614082746273,0.00346019394451148,0.0247531045519269,0.0055930268414777
INS,repeats,3,2,0.00118452520079041,7.76677796578894e-05,9.06764964383216e-05,0.00144598142574091,6.247650117012e-05,0.00010818098817447,0.000819073900305906,8.40945708134818e-05,0.000256231393827047,0.000288672882069785,0.00103370896935467,0.000273732783199439,0.00302625367947709,0.00101721853528355
INS,repeats,3,3,0.000132971633891633,1.15070637814598e-05,0.000100580496484314,1.61367127046907e-05,5.2629716868107e-05,2.3044101850504e-05,0.000293573019010128,5.90458980649818e-05,0.000300170832828692,0.000149860595203756,2.7016242503006e-05,2.49260503680755e-05,0.000334707713734831,0.000635582307319499
INS,repeats,3,4,0.000709651635931531,7.03297802736041e-05,0.000103942583011255,2.21969365175559e-05,0.000108633778478447,3.54362015087064e-05,0.000141492656373383,6.89141106446764e-05,0.000833379405438175,9.85981690537312e-06,0.000144382133552505,4.72785863991098e-05,0.00127692482024825,0.00138730206521142
INS,repeats,3,5+,0.0046142291438969,0.0015164424703978,0.00126054003838039,3.57697701083883e-05,0.0001168341213932,3.94428134591049e-05,3.47406776751391e-05,0.000128819020557775,0.00214863692151693,5.59617958245469e-05,4.361578020427e-05,0.000403438599891649,0.0455741290890865,0.00685123845296728
INS,repeats,4,0,0.000444535181775953,8.28750566178922e-06,2.04499481237113e-05,0.00257238201448625,0.000727101227095686,6.77001480815228e-05,0.00161791265162965,0.00015659239851561,0.00523458939060053,0.00132022280587787,0.000576362843850121,0.0013274217524567,1.26345072707911e-05,0.000213111198731455
INS,repeats,4,1,0.00568499844926588,0.000778051256532598,0.000802718905391723,0.00352139216604091,0.000754185863383355,0.000114743695934799,0.000755474218497519,0.001470238809146,0.00191965214959114,0.00447675863273215,0.0015035459910119,0.00233527670448694,0.00660562513678106,0.00573838122590063
INS,repeats,4,2,0.000187356258735388,1.08274656444455e-05,2.65472139354195e-05,0.00031776729256165,0.000145523161122076,0.000101298666036806,0.000388845319248129,9.65853254996541e-05,6.4234629191649e-05,0.000120665297946887,8.56728273791129e-05,0.000166056784272003,0.000587734008385855,0.000549136483616987
INS,repeats,4,3,0.000674950932502074,0.000127561003286799,9.88158746453178e-05,9.98028486882435e-06,1.36853197678174e-05,1.24723543084673e-05,0.000395780182685008,2.75575736069098e-05,0.000880685948965523,7.1638631616627e-06,0.000101625019244865,7.63486984604061e-05,0.000486159184566156,0.00159948698699023
INS,repeats,4,4,0.000848933134607425,0.000131418258377085,0.000322608452563668,2.15813858837491e-05,0.000113747677360141,2.82730770246789e-05,2.62096439049838e-05,0.000161868435957771,0.00154324918406577,0.000116799492519738,0.000268302674268716,0.000109212950056169,0.00195028243680689,0.00248068147705011
INS,repeats,4,5+,0.00538568157292685,0.00169899531525667,0.00107292996805003,0.000607844993186932,0.000849978044911183,7.19479631031216e-05,9.52997578360738e-05,9.96636668487408e-05,0.000238327718369304,0.000720562006439897,9.92167589854895e-05,0.000466832360041465,0.00251968974793216,0.00971885648573159
INS,repeats,5+,0,0.000789861838031383,7.17888250042568e-06,2.33823650291986e-05,0.004704372732388,0.000252498598858398,8.04873235186113e-05,0.00868908780733609,0.000163164295388516,0.00278025406675367,0.0025007182555408,0.000225884008521612,0.00413428881643096,1.5201595808395e-06,2.02681729913536e-05
INS,repeats,5+,1,0.00196136052723555,0.000142881286725645,0.00137550217215294,0.00431155029934245,0.0103037857399511,0.000751666334287279,0.00570930293164862,0.00189244619275425,0.0259995027956249,0.0147924639232389,0.00223904907158119,0.001996608497762,0.00129365236367069,0.00576937663006843
INS,repeats,5+,2,0.000327059308060916,2.23307670371683e-05,0.000159698521612494,0.000298351704923441,8.26311184737581e-05,3.56501244590102e-05,0.00130831185790544,7.97720265062695e-05,0.000540025745259808,0.000253960595609158,7.75871921498628e-05,0.000316514755500662,0.000476826150225631,0.00252036210127362
INS,repeats,5+,3,0.000620706144465439,6.80557558266677e-05,0.000184312764297059,0.000170984665232269,6.221934048754e-05,7.70838310791714e-05,6.46631744468939e-05,0.000205002896006007,0.000116385023946518,2.95417995987588e-05,3.80198228231905e-05,0.000244950657080295,0.000694589047440332,0.00253844010944328
INS,repeats,5+,4,0.000151858504810036,1.23138454562584e-05,0.000126676017112395,0.000139993878429388,4.59144249118128e-05,3.00445373501157e-05,3.86677578890251e-05,0.000150807911332462,9.96414207236686e-05,3.49512631018471e-05,5.68709639852335e-06,0.000280593149881257,0.000109974151769964,0.00208335514978598
INS,repeats,5+,5+,0.000657636091953662,5.68081511035808e-05,0.000130399487494677,0.000569425982537281,0.0003294936870407,7.49688943160334e-05,2.29667851485668e-05,6.67201705892497e-05,3.01692323372352e-05,0.000180754960961646,4.17849963230979e-05,0.000533533708270098,0.000996623769356412,0.00189264724709301
DEL,MH,2,1,0.00522420622456258,0.000253492015393713,0.000991949150605563,0.0303523113170195,0.00331145119518951,0.00887045611121891,0.000995107738180574,0.00474811444038256,0.0018766375890336,0.0106812143099831,0.200904984053084,0.0140934830507114,0.000678454515246425,0.011160552942748
DEL,MH,3,1,0.00212900440181404,2.71091984839906e-05,8.74532526033708e-05,0.0142517927958185,0.00974432498590287,0.000720908926789086,0.00106835745645955,0.00249674957907946,0.00147967175183382,0.00249873747306155,0.00615402157139259,0.00379402950234131,5.85165050046634e-05,0.000773024999312337
DEL,MH,3,2,0.00991652682450199,0.00192872501818691,0.00193713355152749,0.00877949733321354,0.00377752345436888,0.000594145868342435,0.00391726516821282,0.00126566505163548,0.0035421026006234,0.000971940941157541,0.0417628952478463,0.00546947781131542,0.0560284335515761,0.0107144699105798
DEL,MH,4,1,0.0019587615654966,7.59643803188975e-05,0.00013134980415737,0.0094007291135294,0.00516847307680883,0.00023554117728347,0.00250284216158352,0.00257918454174499,2.48314916846235e-05,0.00135096633502525,0.0122659415211936,0.00280160405042732,0.00129865474724938,0.000853358813078798
DEL,MH,4,2,0.00313837110413051,0.000379680243495158,0.00028664480064798,0.00620647255970294,0.0020683375689498,0.000381875902026264,0.00912115641453911,0.00219927198936437,0.000692257231189869,0.000617833434781266,0.0293869952430372,0.00276708532951217,0.00336863370224243,0.00101682523650233
DEL,MH,4,3,0.00371441851089093,0.000365227498996344,0.000220284922675315,0.00353278864735032,0.000986284492234102,9.75129018523485e-05,0.00483509145926462,0.00275395108628271,0.0017483891698525,0.000459268594402181,0.048674416767201,0.00299373168445692,0.00688333776579428,0.00586676659449534
DEL,MH,5+,1,0.00857784604762862,0.000365013954755355,0.000208500281489769,0.00780895388518468,0.29642263861893,0.00128850974954878,0.0673940352804796,0.000958316030307206,0.00787724639069954,0.0112987595935348,0.00217595859876376,0.0268421216818202,0.00324554695333682,0.00189083371970588
DEL,MH,5+,2,0.00944040924097673,5.68160884289923e-05,7.46262694717813e-05,0.00817704017622315,0.123524632408534,0.00179520385149223,0.248925484663633,0.0007250190130341,0.00472147407556979,0.0105589760117655,0.000434359267209295,0.0143256058099881,0.00169071822545995,0.00158538839315471
DEL,MH,5+,3,0.00769105184566307,3.52271642820181e-05,6.37208856737781e-05,0.00724444170078451,0.0425380093792184,0.000989899036725256,0.221547585600075,0.000569872692417685,0.000998556093492424,0.00240143295233154,0.00095436251200695,0.00543246286797799,0.000239633670443285,0.000340765339007722
DEL,MH,5+,4,0.00461032438668847,0.000233833960344404,0.000169284279758562,0.00256035052092206,0.0137761450832179,0.00132535579514255,0.12922386654223,0.000598462795827499,0.000261491894191671,0.000634550223278634,0.00384466999193223,0.00166270465366032,0.00387858161131141,0.00235607676512965
DEL,MH,5+,5+,0.00874692431143471,0.00157849863684249,0.00087781710963907,0.00113852893052096,0.0122060753862178,0.00035211961499251,0.105457551973033,0.000427330056958637,0.00145929621897832,0.0120345897157277,0.000347668033524428,0.000899647625791401,0.0449933435832333,0.00682090967018635
