# Original paramaters
"","SBS1","SBS5","SBS8","SBS18","SBS39","SBS40"
"prob",1,1,0.0486111111111111,0.3125,0.131944444444444,0.458333333333333
"size",1.58937925840871,2.14981101583053,2.3572406440097,2.09487593172896,3.83036174290612,2.092792089609
"mu",307.519640505473,629.098480918741,702.400081814226,250.984045362609,292.991503691416,803.649416954574
# Parameters derived from synthetic exposures
"","SBS1","SBS5","SBS8","SBS18","SBS39","SBS40"
"prob",1,1,0.0666666666666667,0.316666666666667,0.133333333333333,0.383333333333333
"size",1.81745471327362,2.1530769668628,12.4534869815135,2.08696084047677,3.47745132505454,2.6447125748764
"mu",296.01765845057,616.260678425784,653.303447771759,290.377066020301,296.501345381644,898.644185741136
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS5","SBS8","SBS18","SBS39","SBS40"
"prob",0,0,-0.0180555555555556,-0.00416666666666665,-0.00138888888888888,0.075
"size",-0.228075454864912,-0.00326595103226524,-10.0962463375038,0.00791509125218592,0.352910417851582,-0.551920485267401
"mu",11.5019820549031,12.8378024929573,49.0966340424662,-39.3930206576927,-3.50984169022814,-94.9947687865626
