# Original paramaters
"","SBS1","SBS2","SBS3","SBS5","SBS6","SBS8","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS30","SBS40"
"prob",1,0.628691983122363,0.210970464135021,0.991561181434599,0.00843881856540084,0.00421940928270042,0.569620253164557,0.139240506329114,0.139240506329114,0.371308016877637,0.0210970464135021,0.0464135021097046,0.476793248945148
"size",3.65954562995236,1.93895368926556,1.75102293776561,2.34668312885323,0.843135124142196,1.86177710185383,0.830337784047936,0.78445918595485,1.18203214370009,5.29418565855969,2.43852305069142,2.10158351540363,3.28872938646746
"mu",1193.20845889347,353.725744785856,3354.14315690155,2003.37920801383,7477.48880114543,2078,270.106503902065,322.316434399772,744.6319990798,908.510758518363,931.611218162667,638.395185090404,3154.39849404866
# Parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS6","SBS8","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS30","SBS40"
"prob",1,0.683333333333333,0.183333333333333,1,0.0166666666666667,0.0166666666666667,0.616666666666667,0.2,0.0833333333333333,0.283333333333333,NA,0.0666666666666667,0.516666666666667
"size",1.2740686693323,1.37542707282652,1.40021358011253,2.27752106137087,1.02556593947049,1.86177710185383,0.75815319990204,0.546924826231032,4.26691132482005,7.37047113079029,NA,1.79064915555983,4.5179558364052
"mu",1744.56111421343,456.281518029133,4458.82306561474,1839.21814748343,27156,755,339.902356759452,446.979518879405,449.564100178378,961.626103723669,NA,779.447500470914,3448.16923688816
# Some signatures not represented in the synthetic data:
# SBS28 
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS6","SBS8","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS30","SBS40"
"prob",0,-0.0546413502109705,0.0276371308016878,-0.00843881856540085,-0.00822784810126582,-0.0124472573839662,-0.0470464135021097,-0.0607594936708861,0.0559071729957806,0.0879746835443038,NA,-0.020253164556962,-0.039873417721519
"size",2.38547696062006,0.563526616439043,0.350809357653082,0.0691620674823641,-0.182430815328296,0,0.0721845841458953,0.237534359723818,-3.08487918111997,-2.0762854722306,NA,0.310934359843796,-1.22922644993774
"mu",-551.352655319961,-102.555773243276,-1104.67990871318,164.161060530403,-19678.5111988546,1323,-69.7958528573872,-124.663084479633,295.067898901422,-53.1153452053064,NA,-141.05231538051,-293.770742839509
