# Original paramaters
"","SBS1","SBS2","SBS3","SBS5","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS40","SBS41","SBS44"
"prob",1,0.484848484848485,0.121212121212121,0.96969696969697,0.363636363636364,0.727272727272727,0.727272727272727,0.666666666666667,0.0151515151515152,0.439393939393939,0.151515151515152,0.0151515151515152
"size",1.37818006252711,1.54581674310794,0.729447365738833,1.01177407765763,0.83462085542773,0.669706348097038,0.599235478497108,1.49391842342956,0.943652702152756,2.24216318095942,1.57381020534317,1.87326654542802
"mu",1522.24471528403,443.621831369261,9709.03882206017,5088.37675268028,404.429824725249,1854.48403100378,3861.7115343893,2369.14691429637,2680,4610.77275576615,3655.45585577681,31034
# Parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS40","SBS41","SBS44"
"prob",1,0.516666666666667,0.116666666666667,0.966666666666667,0.4,0.65,0.683333333333333,0.583333333333333,NA,0.466666666666667,0.116666666666667,0.0166666666666667
"size",2.20991007991875,1.1189315843054,0.948502222700082,1.11415068748312,1.11187008366947,0.679639519584138,0.695516036466333,2.14161069815978,NA,2.4991641945265,4.46972682343468,1.87326654542802
"mu",1356.97613766342,414.788997195778,12928.3556495483,5181.33656958727,277.653063412571,2111.92621170767,3777.85149369864,2654.5487342135,NA,3604.87220112802,2323.89402837025,44645
# Some signatures not represented in the synthetic data:
# SBS28 
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS40","SBS41","SBS44"
"prob",0,-0.0318181818181819,0.00454545454545455,0.00303030303030305,-0.0363636363636364,0.0772727272727273,0.0439393939393939,0.0833333333333333,NA,-0.0272727272727273,0.0348484848484849,-0.00151515151515151
"size",-0.831730017391643,0.426885158802535,-0.219054856961249,-0.102376609825488,-0.277249228241739,-0.00993317148710027,-0.096280557969225,-0.647692274730223,NA,-0.257001013567074,-2.89591661809151,0
"mu",165.26857762061,28.8328341734828,-3219.31682748816,-92.9598169069895,126.776761312678,-257.442180703886,83.8600406906621,-285.401819917126,NA,1005.90055463813,1331.56182740656,-13611
