Approach,Noise_level,Run,PPV,TPR,aver_Sim_TP_only,Composite,N_sigs,FN,FP
mSigHdp,Noiseless,seed.145879,0.916666666666667,1,0.999002024693682,2.915668691360349,12,0,1
mSigHdp,Noiseless,seed.200437,1,1,0.998970874040411,2.998970874040411,11,0,0
mSigHdp,Noiseless,seed.310111,1,1,0.999022796434506,2.999022796434506,11,0,0
mSigHdp,Noiseless,seed.528401,1,1,0.998103129061035,2.998103129061035,11,0,0
mSigHdp,Noiseless,seed.1076753,1,1,0.99893381693911,2.99893381693911,11,0,0
mSigHdp,Moderate,seed.145879,1,1,0.998208710523969,2.998208710523969,11,0,0
mSigHdp,Moderate,seed.200437,1,1,0.998051736640388,2.998051736640388,11,0,0
mSigHdp,Moderate,seed.310111,1,1,0.998114320262108,2.998114320262108,11,0,0
mSigHdp,Moderate,seed.528401,1,1,0.997894150867775,2.9978941508677748,11,0,0
mSigHdp,Moderate,seed.1076753,1,1,0.997891055278136,2.997891055278136,11,0,0
mSigHdp,Realistic,seed.145879,1,1,0.993232327481846,2.993232327481846,11,0,0
mSigHdp,Realistic,seed.200437,0.916666666666667,1,0.993542983552151,2.910209650218818,12,0,1
mSigHdp,Realistic,seed.310111,0.846153846153846,1,0.992761676159402,2.838915522313248,13,0,2
mSigHdp,Realistic,seed.528401,0.916666666666667,1,0.992652296879783,2.90931896354645,12,0,1
mSigHdp,Realistic,seed.1076753,0.916666666666667,1,0.993640100868061,2.910306767534728,12,0,1
signeR,Noiseless,seed.145879,0.75,0.818181818181818,0.996701263250814,2.5648830814326318,12,2,3
signeR,Noiseless,seed.200437,0.9,0.818181818181818,0.996853048705911,2.715034866887729,10,2,1
signeR,Noiseless,seed.310111,0.8,0.727272727272727,0.994276472729858,2.521549200002585,10,3,2
signeR,Noiseless,seed.528401,0.8,0.727272727272727,0.99437728010543,2.521650007378157,10,3,2
signeR,Noiseless,seed.1076753,0.6,0.545454545454545,0.991196626501437,2.136651171955982,10,5,4
signeR,Moderate,seed.145879,0.636363636363636,0.636363636363636,0.990156058129198,2.26288333085647,11,4,4
signeR,Moderate,seed.200437,0.6,0.545454545454545,0.989507299374408,2.134961844828953,10,5,4
signeR,Moderate,seed.310111,0.636363636363636,0.636363636363636,0.991042070822713,2.263769343549985,11,4,4
signeR,Moderate,seed.528401,0.818181818181818,0.818181818181818,0.99519272182778,2.631556358191416,11,2,2
signeR,Moderate,seed.1076753,0.625,0.454545454545455,0.985518768866723,2.065064223412178,8,6,3
signeR,Realistic,seed.145879,0.666666666666667,0.545454545454545,0.988794572156648,2.2009157842778597,9,5,3
signeR,Realistic,seed.200437,0.625,0.454545454545455,0.984232990421613,2.063778444967068,8,6,3
signeR,Realistic,seed.310111,0.75,0.818181818181818,0.991862831648604,2.560044649830422,12,2,3
signeR,Realistic,seed.528401,0.538461538461538,0.636363636363636,0.988395210966551,2.163220385791725,13,4,6
signeR,Realistic,seed.1076753,0.466666666666667,0.636363636363636,0.988720467759239,2.091750770789542,15,4,8
SigProfilerExtractor,Noiseless,seed.145879,1,0.818181818181818,0.994394557446492,2.8125763756283098,9,2,0
SigProfilerExtractor,Noiseless,seed.200437,1,0.818181818181818,0.993153118591851,2.811334936773669,9,2,0
SigProfilerExtractor,Noiseless,seed.310111,1,0.818181818181818,0.99174217558586,2.809923993767678,9,2,0
SigProfilerExtractor,Noiseless,seed.528401,1,0.818181818181818,0.99260062776336,2.810782445945178,9,2,0
SigProfilerExtractor,Noiseless,seed.1076753,1,0.818181818181818,0.994485684714259,2.812667502896077,9,2,0
SigProfilerExtractor,Moderate,seed.145879,1,0.818181818181818,0.990282803369793,2.808464621551611,9,2,0
SigProfilerExtractor,Moderate,seed.200437,1,0.818181818181818,0.990182570825392,2.8083643890072096,9,2,0
SigProfilerExtractor,Moderate,seed.310111,1,0.818181818181818,0.988027306435684,2.806209124617502,9,2,0
SigProfilerExtractor,Moderate,seed.528401,1,0.818181818181818,0.990558832009983,2.808740650191801,9,2,0
SigProfilerExtractor,Moderate,seed.1076753,1,0.818181818181818,0.993805747466299,2.811987565648117,9,2,0
SigProfilerExtractor,Realistic,seed.145879,1,0.818181818181818,0.989380949626772,2.80756276780859,9,2,0
SigProfilerExtractor,Realistic,seed.200437,0.9,0.818181818181818,0.989693755709538,2.7078755738913562,10,2,1
SigProfilerExtractor,Realistic,seed.310111,0.9,0.818181818181818,0.98700033952286,2.705182157704678,10,2,1
SigProfilerExtractor,Realistic,seed.528401,1,0.818181818181818,0.986976473518653,2.805158291700471,9,2,0
SigProfilerExtractor,Realistic,seed.1076753,0.9,0.818181818181818,0.989034993575381,2.707216811757199,10,2,1
SignatureAnalyzer,Noiseless,seed.145879,0.9,0.818181818181818,0.994935741394992,2.7131175595768102,10,2,1
SignatureAnalyzer,Noiseless,seed.200437,0.909090909090909,0.909090909090909,0.996330315824692,2.81451213400651,11,1,1
SignatureAnalyzer,Noiseless,seed.310111,0.909090909090909,0.909090909090909,0.996313057911792,2.81449487609361,11,1,1
SignatureAnalyzer,Noiseless,seed.528401,0.9,0.818181818181818,0.994927937954778,2.713109756136596,10,2,1
SignatureAnalyzer,Noiseless,seed.1076753,0.9,0.818181818181818,0.994965005505627,2.713146823687445,10,2,1
SignatureAnalyzer,Moderate,seed.145879,0.833333333333333,0.909090909090909,0.993487468091011,2.735911710515253,12,1,2
SignatureAnalyzer,Moderate,seed.200437,0.833333333333333,0.909090909090909,0.991965798561941,2.7343900409861828,12,1,2
SignatureAnalyzer,Moderate,seed.310111,0.833333333333333,0.909090909090909,0.991222877454787,2.733647119879029,12,1,2
SignatureAnalyzer,Moderate,seed.528401,0.833333333333333,0.909090909090909,0.993478650627401,2.735902893051643,12,1,2
SignatureAnalyzer,Moderate,seed.1076753,0.833333333333333,0.909090909090909,0.993460907205606,2.7358851496298477,12,1,2
SignatureAnalyzer,Realistic,seed.145879,0.642857142857143,0.818181818181818,0.98244534632615,2.443484307365111,14,2,5
SignatureAnalyzer,Realistic,seed.200437,0.533333333333333,0.727272727272727,0.989329784954132,2.249935845560192,15,3,7
SignatureAnalyzer,Realistic,seed.310111,0.533333333333333,0.727272727272727,0.988304450737894,2.248910511343954,15,3,7
SignatureAnalyzer,Realistic,seed.528401,0.533333333333333,0.727272727272727,0.989349595393518,2.2499556559995777,15,3,7
