Type,Subtype,Indel_size,Repeat_MH_size,hdp.0 (False Positive) (ID1 0.76),hdp.1 (ID2 0.999),hdp.2 (ID1 1),hdp.3 (ID5 0.997),hdp.4 (ID8 0.988),hdp.5 (ID6 0.999),hdp.6 (ID3 0.972),hdp.7 (ID9 1),hdp.8 (ID14 0.97),hdp.9 (False Positive) (ID5 0.593),hdp.10 (ID13 0.998),hdp.11 (ID4 0.995),hdp.12 (ID11 0.977),hdp.13 (False Positive) (ID5 0.339),hdp.14 (False Positive) (ID5 0.321)
DEL,C,1,0,0.018446219364032,0.00267952004107112,0.000515566436359372,0.0209433311632018,0.0345575088804038,0.0297491660477561,0.139135750276932,0.33364542454658,0.0111677727733395,0.0211195537669634,0.0479183440188737,0.0100620343033378,0.00913774424881067,0.027161646720684,0.0234951485208834
DEL,C,1,1,0.0344215789919471,2.17077208711021e-05,0.000457051486662387,0.0283393369247717,0.0198182013980371,0.00624444237061295,0.147806746174911,0.0972721915366306,0.00286647564272381,0.00144296885827863,0.0139552561576202,0.0022377445376829,0.00959145100165499,0.00110953798720438,0.00273539340531624
DEL,C,1,2,0.0147282142325524,5.31452328023736e-07,1.55783993223792e-06,0.0266491442324891,0.00270085762219091,0.00791392871869489,0.217206606436015,0.00241050187114213,0.000448200882101521,0.00146724725723649,0.00692850211859778,0.00329890230586421,0.00297647175010391,2.70413965096822e-06,1.33340952801947e-05
DEL,C,1,3,0.01030850217091,0.00158525183274536,0.00167475617397683,0.0135816724412533,0.00567931623399067,0.000907048262584604,0.0712518572789528,0.0111835860676102,0.00112203507845144,0.0030672126217704,0.00419700429452306,0.00179521216346894,0.00233989580656911,0.0293133383987035,0.00658047724464511
DEL,C,1,4,0.00874761455591246,0.00236417823286509,0.000799479165623568,0.00291141460425379,0.00111483349910136,0.00267286818185368,0.0431710584147838,0.013181114497196,0.00228149255849858,0.0371074858855363,0.00404504893223187,0.00252905150027648,0.00338952824616262,0.0230414098712674,0.0143544320703765
DEL,C,1,5+,0.0245181712024972,0.0102992916203439,0.00255444937010247,0.00244448819747391,0.000612297130474605,0.0018771934768792,0.0254044672078403,0.000777670351650026,0.00458530223904825,0.0430087472062117,0.0012892814960862,0.00246071955546206,0.000812342733158915,0.0054142534454749,0.0239123027879615
DEL,T,1,0,0.0232656438051213,0.00474113796519694,0.00130652698664293,0.108816821217645,0.0295874224628459,0.00366645898255468,0.0284076012131779,0.104964583610155,0.0194876083545641,0.0545365393239858,0.0404372082192477,0.00852450392276965,0.0173387650318746,0.0263674790825918,0.0208150148506256
DEL,T,1,1,0.00983288461224272,1.67212910933331e-07,1.55489636597021e-06,0.0952614594547751,0.0108368893918512,0.00105326640341792,0.00777427868299462,0.0387575004036888,0.000663352309453633,0.00406197803556647,0.519968254009467,0.00313651541562229,0.00983437611889106,2.87669693091841e-06,1.33168527360351e-05
DEL,T,1,2,0.0193664809031041,0.00509798221996379,0.000717191043565098,0.118222458696044,0.00903235453988114,0.00988274357139341,0.0109960675983255,0.0852324853086948,0.00737713406789368,0.0393441162204756,0.0189431770566028,0.00617133249560626,0.0196524037596708,0.0546861299405222,0.0405621734259047
DEL,T,1,3,0.0345675880339547,0.0132580590197736,0.00221100806117168,0.0838976802220462,0.0104170226866232,0.0214408879791271,0.015499725676515,0.106452072227667,0.0147022834196857,0.27316942379387,0.0564804184313175,0.00661837785013617,0.00533021112564746,0.0300898992597435,0.00665171636974187
DEL,T,1,4,0.047949165467359,0.0401905815441524,0.00350475182894431,0.0457563578276949,0.00164954925493305,0.0174423816478121,0.0139719563494682,0.09456116301481,0.0111609279011387,0.112257906308463,0.0148088437517027,0.00388394754860174,0.00780379189346749,0.102042634210204,0.146187681395083
DEL,T,1,5+,0.200178863404108,0.843856143396248,0.000856804822567135,0.0330456969774345,0.00894766430479053,0.00343827793964739,0.00796114251996594,0.00427234265358686,0.0422657353342591,0.0304153012418717,0.00632950004156356,0.00189015415718748,0.00862567324580992,0.0118534713010073,0.013241024303239
INS,C,1,0,0.000605175410291333,1.38844071644282e-07,1.41769828766819e-06,0.000521171917923908,0.00264087256570503,0.0021200716971701,0.00270226613656779,0.000199653053313116,0.543708816451393,0.000132608114477949,0.00290051797653183,0.000408815603482072,0.000680219869403988,3.14376432995103e-06,1.65488712300258e-05
INS,C,1,1,0.000836119027337285,0.00010767277221037,4.0292590286246e-05,0.00117180172900149,0.002216543272987,0.00178767278475378,0.00126318086411553,0.000215915809887909,0.0164580593223427,0.00165990261128078,0.00236038688709536,0.000352402686998309,0.12064933114724,0.00102782713363198,0.0024992286168977
INS,C,1,2,0.000566211391836732,6.24135844633344e-06,8.90652828347966e-06,0.00297653384631918,0.00104018226130989,0.000137360099699693,0.0022157638372943,0.000393799988043126,0.000755577222434882,0.000349995992347848,0.00181163782160508,0.000223404792017802,0.0660445973419677,0.00029436489655091,3.04621191672049e-05
INS,C,1,3,0.0020187230948628,0.000178619390054111,0.000812628483054125,0.000369570005434314,0.000234523991781416,0.000102364718270215,0.00567801720699019,0.000235309913807681,0.00105634557308732,0.00282256154429627,0.000363825945530126,0.000898097334894685,0.0263845104898517,0.00162474639620107,0.00442604086675516
INS,C,1,4,0.00516786868589639,0.00183934137030529,0.00153802754740794,0.00019869386845876,0.000225832268313525,0.000454397018409053,0.00823079393308833,0.000375849006728579,0.000968823989129037,0.0134001987919359,0.000303476502023765,0.000100443761295592,0.00772863366873415,0.0216111671415605,0.00603020516264639
INS,C,1,5+,0.021233415815011,0.00627682712316201,0.018724213703556,0.000570147524479628,0.000989989005945271,0.00047110411818954,0.0104326601569616,0.000948174576288342,0.00143639090384132,0.0203426717589628,0.00101926370041367,0.000858272932217563,0.00138304140605729,0.0139907887878654,0.156617516815996
INS,T,1,0,0.00601914211453011,0.000691275248991963,0.0021103273693723,0.00532044654368664,0.00457322535425539,0.00703766777260764,0.0178907895171859,0.013705262519576,0.0410814908066277,0.00715344043330586,0.040271904505082,0.00364382841959353,0.00426320314882141,0.00180951906516317,0.00700519481776982
INS,T,1,1,0.00601256346955748,1.79403085374636e-06,1.03281763534105e-05,0.0136937374796487,0.00350312208362165,0.0012695394443829,0.0418567734195221,0.0105038622812793,0.00393003779079975,0.000338728484900496,0.00486043453616871,0.00128229674603057,0.20700967835779,2.28188919857766e-05,0.000190085616138455
INS,T,1,2,0.00668048922353567,0.000301017360736451,0.000100853565020364,0.0286545875382368,0.00196518659352092,0.000713936201588876,0.0460785523228212,0.00244748528310646,0.00193297801900751,0.00226711727681524,0.00503198960043515,0.00029223481517175,0.131760128181407,0.00761433078545568,0.00695403557909461
INS,T,1,3,0.00675266244610698,0.000822407317966467,0.00305357808427174,0.0208911976134309,0.000849328290914296,0.000737601603223223,0.0249430061932038,0.00183953918391399,0.00045579457128435,0.00523653315694839,0.0115728955089059,0.000711765995188115,0.0846945052912354,0.0228807893185938,0.0199137956277097
INS,T,1,4,0.0137454169748669,0.00246905742016426,0.012197406077984,0.0113325487852306,0.000859887221862417,0.00106204282056705,0.00598049429165978,0.00406405705287977,0.00675205845491337,0.0137815359295321,0.0120831889266849,0.00143792674136837,0.0427154402753808,0.0520876777474201,0.0925439956163867
INS,T,1,5+,0.260498195754317,0.0262058494645418,0.912216388606432,0.010151278049683,0.0114954097429222,0.0152746635119328,0.0303083038263775,0.00458549619363168,0.124638145027792,0.0132891425576671,0.0287241497849333,0.00473292786998272,0.0113456001420851,0.0120425137753304,0.0126153153377572
DEL,repeats,2,0,0.00367495412989618,5.29175410101617e-05,0.000523864288119853,0.0273656700778145,0.00909941414974146,0.00106176393701389,0.0100714504230553,0.0148771849889954,0.000852469480526519,0.00161450042027673,0.0227613587816429,0.0835979544541957,0.0132639093016133,0.0030250944920094,0.00144105664204965
DEL,repeats,2,1,0.00822126825925736,0.0021546356049184,0.000733321780500255,0.0250394217448776,0.010001438226573,0.00154422436799106,0.00983247744979338,0.00400423481805101,0.0065060459283065,0.0304022130038061,0.00466701216162579,0.206337834807597,0.00646971942519037,0.0152056630371757,0.0203274402328635
DEL,repeats,2,2,0.00461732177345352,0.00121907125041469,0.000627755235195475,0.00463465930914984,0.000708981066453947,0.00221645007524946,0.0119216134988532,0.000522894864926395,0.0022354480704612,0.0044432816502373,0.00282906014908583,0.047243313351781,0.00178665693430693,0.0101657562726749,0.00287782670427975
DEL,repeats,2,3,0.00181285531175614,0.000549421018825577,0.000264705530319995,0.000338581471512516,0.000114497862629962,0.000648722377723608,0.00651791766385418,0.000174515940035583,0.000181025878791038,0.00215999344071034,7.83639617145168e-05,0.0118917343905756,0.000422350824669659,0.00389503054448503,0.00551294772243251
DEL,repeats,2,4,0.00162051901758398,0.000415733447824657,9.92741537896474e-05,0.000773977494416123,0.000214090409409188,0.000187104228215157,0.00290494907791063,0.000261793690477682,0.000302852641699277,0.00336874241587899,8.81870866610164e-05,0.00316089437146019,0.000343744411362072,0.00810123628338516,0.00700051601444941
DEL,repeats,2,5+,0.00185410196326749,1.13422683276729e-07,1.2501056590103e-06,0.0216780381207374,0.000739243730953656,0.000175410935535452,9.66181277779802e-05,0.000199415340124256,2.08402748427959e-05,0.000189754156163429,0.000497258279652277,0.00191395768196961,0.0119798124597399,3.46022265263253e-06,1.52561253896324e-05
DEL,repeats,3,0,0.00246610056183279,5.96140271377531e-06,3.37652786822395e-05,0.0171172002221804,0.011616451651459,0.00104763142964399,0.00118841259117557,0.00212704806437961,0.0018039972194914,0.000504722112960463,0.00385511643378673,0.00496507173829451,0.00663541762689034,0.000344356696709558,3.36351525231405e-05
DEL,repeats,3,1,0.0103499966779103,0.00289373199743198,0.00420503270731324,0.00584825024875456,0.00210088442384257,0.00439780251550193,0.000264318065908124,0.00420450497843372,0.00498493153253081,0.0358514221455846,0.000620229858611531,0.0894596082522727,0.000892937862194812,0.00417440262807896,0.0737024091373943
DEL,repeats,3,2,0.00352178849145416,0.00147416857155848,0.000651076868792424,0.000933591398706844,0.00022206288027909,0.000571347022903525,7.02002853619439e-05,0.00101099565168628,0.00149872103440615,0.00326896228444333,0.000842810678979514,0.015017543193138,0.000399310395080233,0.0168067170154117,0.0144511165050026
DEL,repeats,3,3,0.00117142750153817,0.000262059797428854,0.000249011996896044,0.000441445808813269,0.000256699913867734,0.00013117681955316,0.000114018542748913,0.000333667697039918,0.000553551724614601,0.00271748136971712,0.000111698526319216,0.00357582883540438,0.000486557502352557,0.00358060745673877,0.00491477233933602
DEL,repeats,3,4,0.000454294267769417,1.19159589479594e-07,1.17387564286098e-06,0.00542525270322519,3.05404075837363e-05,3.3226836612926e-05,5.57152391920274e-05,3.27773705257893e-05,2.57876780354409e-05,0.00014006264174863,0.000724852875310915,0.000697881475918632,0.00296989856707098,2.00273309365553e-06,1.31736392778962e-05
DEL,repeats,3,5+,0.000678469522924164,1.31752053000698e-07,1.08607711334015e-06,0.00841745420029192,5.14728250110934e-05,0.000178560569225891,0.000131294208656808,7.95139621520446e-05,4.09596168289987e-05,0.000105268664028342,0.000277717643188763,0.000554718819693334,0.00377988283191275,2.24158194531911e-06,1.36121945691702e-05
DEL,repeats,4,0,0.00148746483028594,6.08174036371067e-06,4.43067640828602e-05,0.0105613212946139,0.00710220605234932,0.00223217277841546,0.000110005837535895,0.00131610680186264,0.000352359279130647,0.000462460375542977,0.00391117975786235,0.00699321692952546,0.00545338866739995,0.000211358923755233,0.000804212953479693
DEL,repeats,4,1,0.00371049130327847,0.00120626783005387,0.000910168597097619,0.00265238589653434,0.00136433006583298,0.0026176699409978,0.00139867012190644,0.00366723855243498,0.000238761954057481,0.0185286874900933,0.000597893160775799,0.0578187591138567,0.00183809084175483,0.000991120254644008,0.0414012606845673
DEL,repeats,4,2,0.000839827503058911,0.000288194050886455,2.85393484881395e-05,0.000139789211609847,0.000107514611581781,0.00053464699506783,2.91592389899917e-05,0.000541045828848773,0.000533283470750505,0.0077468569949158,0.000159844531072846,0.0134187389820571,0.00024715279373616,0.00115146844783873,0.00210221607567078
DEL,repeats,4,3,0.000304468831743424,6.8856434869496e-07,2.08875594298633e-06,0.00362227973078695,6.88871600384187e-05,0.000162513785076282,5.28349659891288e-05,0.000108543780217247,2.48645108647561e-05,8.66303293797426e-05,0.000392956106888613,0.00394607372523759,0.00208081068681947,0.000149415813221974,1.94529719627002e-05
