Type,Subtype,Indel_size,Repeat_MH_size,hdp.0 (False Positive) (ID1 0.76),hdp.1 (ID2 0.999),hdp.2 (ID1 1),hdp.3 (ID5 0.997),hdp.4 (ID8 0.988),hdp.5 (ID6 0.999),hdp.6 (ID3 0.972),hdp.7 (ID9 1),hdp.8 (ID14 0.97),hdp.9 (False Positive) (ID5 0.593),hdp.10 (ID13 0.998),hdp.11 (ID4 0.995),hdp.12 (ID11 0.977),hdp.13 (False Positive) (ID5 0.339),hdp.14 (False Positive) (ID5 0.321)
DEL,repeats,4,4,0.000407995452705535,1.14738052560288e-07,1.46219455639605e-06,0.00454382895162113,9.49812957553733e-05,5.49435036688414e-05,0.000133861804982654,3.63499133433898e-05,1.31694543345736e-05,8.18062177876265e-05,0.000285966222660722,0.000413263226676453,0.00103127433503046,1.40636329920253e-06,1.54996412916338e-05
DEL,repeats,4,5+,0.00050274083935242,8.36178691861264e-05,3.661923455357e-05,0.00141117682157646,3.30416814458556e-05,0.000121624630696053,7.22555115674851e-05,5.404149366527e-05,6.38753504649678e-05,0.0014709618932685,0.000213074957796379,0.000652600036665008,0.000338266041183012,0.00224962057989171,0.00433263253222767
DEL,repeats,5+,0,0.0358550085708564,8.52051175879286e-06,7.57682611466172e-06,0.0209117568164719,0.209289031526935,0.0157233190297556,0.00142904202040042,0.00206760741678071,0.00504647396797645,0.00114018460024533,0.0121359154203387,0.00665046842461175,0.0331602683789009,0.00106571631713418,0.000703943525207025
DEL,repeats,5+,1,0.00380165166807479,0.0022403643987482,7.54732597124442e-05,0.000218175694823068,0.000475206628828334,0.00761567314960431,0.000145001165720944,0.000751007445958174,0.000521929280533766,0.0158997691414997,0.00327257281751674,0.01485892494848,0.000252394752012043,0.00966985217268549,0.00165535328984058
DEL,repeats,5+,2,0.00071380681932478,0.000205278933877921,8.71268937183813e-05,0.000312967382289216,0.000246585165993501,0.000439227406487119,5.63967060740526e-05,0.000156677825705227,3.62325937725941e-05,0.00344870105914696,0.000340022041265591,0.00303293546454699,0.00082850329471858,0.00406280408162266,0.00266019437721624
DEL,repeats,5+,3,0.000358586999084355,6.5146589161879e-05,1.90512954252202e-05,0.000161418877868515,2.49313601555314e-05,0.000185075898389479,4.16126155152076e-05,0.000141587296339233,0.000127605432277908,0.00109228411518063,9.20361407173315e-05,0.0009280469345293,0.00024801876584987,0.00224068487168181,0.00140412812682896
DEL,repeats,5+,4,0.000163344393564159,3.18569113878555e-05,7.18556464465554e-06,3.6976370999835e-05,1.00503990773148e-05,7.21925959642367e-05,1.84843418610405e-05,6.25002711056416e-05,2.08624962261859e-05,0.000674650302568811,2.98470327901726e-05,0.000157862094475193,0.000111920031279333,0.000237408419157401,0.00250647451913165
DEL,repeats,5+,5+,0.000141212119913514,9.51998754361871e-06,1.49456898018328e-05,0.000615940729933239,2.57855603937531e-05,2.10095247716507e-06,2.79262824745034e-05,8.13099316908726e-05,5.18757466454465e-05,0.000226920725027888,0.000133252416215028,0.000181062678977743,0.000174385946959349,0.000162702392603196,0.00129420340122377
INS,repeats,2,0,0.00166625501964114,0.000147702347151232,0.000405596335205133,0.00602397344062529,0.00203116262445881,0.00205435865021396,0.00233700233891472,0.0014681835036802,0.0261897495265812,0.00238670172036111,0.0102246465135003,0.00104780459338863,0.00343677494040258,0.00199732953465078,0.00459717059706544
INS,repeats,2,1,0.00190227593482747,0.00011818565746564,4.44298321476775e-05,0.0192596443942835,0.00155249637679704,0.000341838950535412,0.00273599045780075,0.00177931208797413,7.42773738067058e-05,0.0027736091965711,0.00233129458220243,0.00081968127991323,0.00291487814850475,0.00146587567369696,0.00349981665461248
INS,repeats,2,2,0.00214047920459744,0.000610598342824217,0.000257339778377801,0.00708200108276583,0.000592884410562579,0.000466473121443332,0.000900870943600687,0.000676975716822838,0.00136927735052898,0.00450070361123565,0.000423693354045285,0.000149436770491777,0.00176656767799862,0.0130223710986419,0.0043688550924246
INS,repeats,2,3,0.0011005336365562,0.000266321113480424,0.000429009962021203,0.0011591333152617,0.000371119747487953,0.000419537920008133,0.000836153407472826,0.00039788181650767,0.00108781098547752,0.00205249522202693,0.000674534824561656,0.000278765165764185,0.000302547749678428,0.00296044160716094,0.00225820990699949
INS,repeats,2,4,0.00401741546180721,0.00143542670303392,0.00211767201415512,0.000143734943830341,0.000150011589883313,0.000126972068374352,0.00050316124941951,0.000204529700633201,0.00426430163505453,0.00954423490986383,0.000174598611304499,0.000241204652123543,0.000210277019236238,0.024548271903029,0.0265533757886978
INS,repeats,2,5+,0.0253135262836679,0.0118910668362847,0.0142802483500041,0.00111974119737508,0.00201087747629826,0.000369374467217573,0.000229046720223053,0.000590719773117403,0.000563998537949155,0.0408377914211922,0.00159517409168925,0.000225761242731864,0.000655220507949441,0.20841039557544,0.00651314010088521
INS,repeats,3,0,0.000431151020147831,1.22632179832547e-05,1.96815001661168e-05,0.00392244575672685,0.00051922497900972,0.000997037368186865,0.000133383268805001,0.000618737285221936,0.00755979759597614,0.000815148258572055,0.00043107119559496,0.000264581144311315,0.0015252586978818,0.000159434288154377,0.000454576261263019
INS,repeats,3,1,0.00198656775805339,0.000595800356908447,0.000390276336369651,0.00571880616465451,0.000568023669769906,0.000156217535090074,0.000382250715401686,0.000953944575654823,0.00307149273514535,0.00314893481745327,0.00395533190259908,0.000472458676609223,0.00379939374850087,0.0205914852620608,0.01118105269327
INS,repeats,3,2,0.000522285365505663,5.67315953628067e-05,5.80189711532035e-05,0.00132216281742203,8.58610538744678e-05,0.000835701437338275,6.98575356580539e-05,8.28765211343818e-05,0.000274638573332053,0.000928954664493415,0.000278369871214208,0.00103708793230931,0.000261373714587506,0.00260104376864403,0.00736354208055466
INS,repeats,3,3,0.000111861083573262,5.58168513240584e-06,8.24560993242169e-05,3.01078001702221e-05,7.86565880125759e-05,0.000282175275981494,2.87598165304311e-05,5.0130125634095e-05,0.000304793982135319,0.000227047356163535,0.000118268549106317,3.97586704263739e-05,2.45403572057218e-05,0.000381150289145234,0.000180595644048547
INS,repeats,3,4,0.000357613398820991,4.85522640652809e-05,6.00529733018613e-05,3.50323981695578e-05,0.000125124963074369,0.000135580708980341,3.61802611712701e-05,5.8658490706476e-05,0.000855744583521988,0.00121185647574818,7.55011669545208e-06,0.000179994627712717,3.53475266311064e-05,0.0012186918206135,0.00154147662680561
INS,repeats,3,5+,0.00255587349149429,0.00146811442099376,0.000960062151740404,8.99961498959257e-05,6.07018295617012e-05,3.88238146746416e-05,3.18239190373163e-05,0.000110070022807851,0.00221980563612628,0.00970860342385497,5.23821925087262e-05,6.29482484962001e-05,0.000343009092227579,0.0404107010999338,0.0208029236193386
INS,repeats,4,0,0.0003554633661432,2.59994261054111e-06,4.30951371928405e-06,0.00248505419666319,0.000577923922771129,0.00161041540731894,5.65133881131465e-05,0.000156971476088408,0.00522049216866977,0.000133884272481277,0.00132456780031691,0.000591193262690831,0.00133741178287856,1.13561891593389e-05,2.9465796556279e-05
INS,repeats,4,1,0.00217416311992553,0.000667500748638233,0.000527489985815159,0.0036214034629102,0.00057996108614944,0.00082157932535967,0.000141204919323214,0.00155970105958649,0.00197555552953976,0.0111023363351633,0.00435538027685214,0.0015293077518909,0.00240688857954036,0.00842473607459744,0.0221301133027107
INS,repeats,4,2,0.000133970708676134,6.16654894030226e-06,1.49989582796206e-05,0.000301285139087895,0.000164098980844303,0.0003589392884732,8.6994529765371e-05,9.12764835643804e-05,6.63455325578923e-05,0.000204080200925246,0.000116701045559705,0.000116068271309234,0.000157235536077275,0.00102459893029403,0.000165493460839162
INS,repeats,4,3,0.000348827046316753,0.000104405773749105,5.57812200601412e-05,2.09665359355747e-05,1.68352906119371e-05,0.000396836697366135,1.26339773426037e-05,2.63948591461508e-05,0.000899940703389001,0.00134967557749004,3.64175595444804e-06,8.81273974057088e-05,6.86957435421093e-05,0.00030590121613853,0.00179494175416797
INS,repeats,4,4,0.000522282201490947,8.45496680270359e-05,0.000285077157504275,3.76975204805493e-05,0.000120585147830882,2.92536643006707e-05,5.35406854016752e-05,0.000128904202711404,0.00157244923525638,0.00114067411595716,0.000102249729069137,0.000231519750127548,9.51562123550153e-05,0.00239328048021484,0.00431066047862834
INS,repeats,4,5+,0.00306353096231952,0.00156313659038992,0.000831820630227897,0.00068779688988659,0.00088156613376113,0.0001017375659314,5.92649357742778e-05,0.000105699353835986,0.000259478579101125,0.0059802492360847,0.00073646923684453,0.000108654899525183,0.000476526103679592,0.00318638417807188,0.00502282374607865
INS,repeats,5+,0,0.000631483208245127,1.65454027500374e-07,1.60829055415788e-06,0.00429592621355857,0.000389558300180792,0.00882336401420764,7.30822108922884e-05,0.000151964117597771,0.00278787153594071,0.000395867437232304,0.00239585695353948,0.000247140700677873,0.00363606930898331,3.52576781134644e-06,1.52952228276107e-05
INS,repeats,5+,1,0.00280168664700208,4.0708822939931e-05,0.00118715883726527,0.00430170514034317,0.00967933202524095,0.00572874659200372,0.000842541334129282,0.00192263613438876,0.0260379859136199,0.00114227775871759,0.0150168406037705,0.00233316064180394,0.00204020193258692,0.00448529845648544,0.00628071183694285
INS,repeats,5+,2,0.000280306193746346,8.62412407146763e-06,0.000127206042086987,0.000281198594050726,5.87317752924532e-05,0.00133368731534717,4.03804505331859e-05,7.01934181276698e-05,0.00055738511575566,0.00071582520734004,0.000257992836833187,9.9114422593835e-05,0.000302578261345555,0.000474017634236689,0.000450334764529613
INS,repeats,5+,3,0.00030942729406791,4.70198646218826e-05,0.000173026366020754,0.000150695760190208,7.42150844319273e-05,7.17839192178073e-05,5.14993286453761e-05,0.000199202022717601,0.000130195452663913,0.000953364941755963,2.40576685690028e-05,4.56761345053644e-05,0.000215082361819807,0.00056521969723804,0.0037525184198205
INS,repeats,5+,4,0.000154229422394338,5.3596971005937e-06,0.000111043794244561,0.000134709400745603,6.11115859088877e-05,4.39606174080721e-05,4.47090504088308e-05,0.000124568466727901,0.000105211365251002,0.000129209034525966,2.80168356232479e-05,6.91604624602549e-06,0.000234865168717921,0.000193149342386948,0.000463176688077325
INS,repeats,5+,5+,0.000346979229096547,4.06107244324935e-05,0.000119229356825102,0.000536306048137042,0.000346407513159142,2.58528904185411e-05,5.87250173299136e-05,6.87930401263416e-05,2.9863573388281e-05,0.000732655012116059,0.000154904349512173,5.35087566738637e-05,0.000515628939270745,0.00124011190971538,0.00289622261557982
DEL,MH,2,1,0.00500896587983458,0.000120104694677179,0.000702131168921566,0.0293896977422302,0.00327273143903097,0.00102519368723729,0.0100324803563237,0.00461677110943374,0.00194918121321032,0.00229062853845724,0.0102226139132361,0.199568707612522,0.0133241912284074,0.00192059514719968,0.00220048105351203
DEL,MH,3,1,0.0020144504976398,3.52493344414224e-06,7.02847865280707e-06,0.0139709159788155,0.00991936769580459,0.0009943893273242,0.000575137521224138,0.00244112695421582,0.00149543821849267,0.000181401871036727,0.00212408325680284,0.00631085961647812,0.00318694777079997,0.000166975009120279,0.000571812876875493
DEL,MH,3,2,0.00525930298620823,0.00182378153714722,0.00158256616352795,0.00872073632604455,0.00365900038953394,0.00392152960420874,0.000552669951527559,0.0012722737237343,0.00359308444179446,0.00792396413877766,0.000845365566938684,0.0414837843822975,0.00555013322411028,0.0571864485375101,0.0428358720598148
DEL,MH,4,1,0.00132967228316194,4.2332595178529e-05,5.84813277666214e-05,0.009279782609611,0.00582158207983794,0.00250163733742643,0.00017241409996705,0.0025994166406187,2.71723324090439e-05,0.00159607428297046,0.00116946480054959,0.011041196862574,0.002403821925036,0.00169351679687519,0.000690693675792671
DEL,MH,4,2,0.00183968409878358,0.000306718396297711,0.000173505143348721,0.00610115585878167,0.00210927390880283,0.00912553827994174,0.000446468423042125,0.00228360484553103,0.000696888390774248,0.0029070290784717,0.000574914430837358,0.0290664229711277,0.00299049265632668,0.00491856995526615,0.00706971306096742
DEL,MH,4,3,0.00193180133568174,0.000365170343890775,0.000129300126675658,0.00330867049848442,0.000754701992575985,0.00496256795270394,0.000115530618382888,0.00287339479805959,0.00181144321615344,0.00211909097934169,0.000391467476452762,0.0486485292463334,0.00257990666081384,0.00654285425477143,0.00961808215436972
DEL,MH,5+,1,0.0237235454124727,0.000278857903383093,5.19387140066486e-05,0.00852875667977161,0.343404706304937,0.0647691369960964,0.00106267950263023,0.000993505174122499,0.0079332525913713,0.00737802700880676,0.00943056330663424,0.00188758616686095,0.0240746801792877,0.00334500114783221,0.000787256988906763
DEL,MH,5+,2,0.0192572769312938,2.96242774060727e-05,2.04963824271542e-05,0.00850521449117842,0.121978845532714,0.249815301254002,0.00200316879472747,0.000615638502198524,0.00478990049326821,0.0106040118617446,0.00981440490266777,0.000796398415660449,0.0142376244825687,0.00178407655435026,0.000472589270541465
DEL,MH,5+,3,0.0101348582528084,2.14560637651235e-05,1.92087090800418e-05,0.00711933430623567,0.0421642199811775,0.215564806330207,0.00104988724243799,0.000580679787342083,0.00100290922957168,0.00827188875551746,0.00211278748844204,0.0014439657372685,0.00556166736046809,0.000177799795992332,0.000551431115318174
DEL,MH,5+,4,0.00461906546894016,0.000200890059333678,6.66892770060186e-05,0.00229689774892783,0.0140649582927785,0.132765176970735,0.00115348192625411,0.000642108773922054,0.000264096407037814,0.0054024431771668,0.0006227122789612,0.00407433091816604,0.00174385735061224,0.00339465474841185,0.000894476698893966
DEL,MH,5+,5+,0.00645658283328067,0.0014118356434446,0.000604131187630364,0.00109417595652342,0.0122077911133793,0.109572806489821,0.000238415778811832,0.000445550559660498,0.00161740693376778,0.0118100253774709,0.0123852904152873,0.000389139644785975,0.00089893109014314,0.0451995398951797,0.0010733230147254
