Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12
DEL,C,1,0,0.0249747912197701,0.020966093326918,0.00313634599869736,0.000680681334585333,0.0297025884516062,0.0342817521103075,0.0124184092260521,0.336948519267307,0.0470111202115884,0.110626904676325,0.0112973768160885,0.00612310359394834
DEL,C,1,1,0.000375527909342075,0.0302403502853822,2.84529045974247e-05,0.000534982180486445,0.00618725426568426,0.0210989373908443,0.00230988756279645,0.0965204206137774,0.0142069833023286,0.213256948406207,0.00272287523263726,0.0141765149419906
DEL,C,1,2,1.63453064862159e-05,0.0276494518363629,7.65753628186857e-07,2.11384057169629e-06,0.00814344001482465,0.00247061795701263,0.00334288583220531,0.00274297754351437,0.00748889757083526,0.188587740349867,0.000449318973729793,0.00222029835539583
DEL,C,1,3,0.0111500191085885,0.0138580314757457,0.0016093391491217,0.00179347789408229,0.000950165981457811,0.00579448378014688,0.00136089129159868,0.011289803617372,0.00450293998031403,0.0675152475356776,0.000966470137791931,0.00234752676102678
DEL,C,1,4,0.013498359424672,0.00278407373097039,0.00241547190251928,0.00108878915524716,0.00262925841233829,0.00144053186344239,0.00230457131964488,0.0130314633948644,0.0040254967534396,0.0434056473009084,0.00220167942699121,0.00310524070878577
DEL,C,1,5+,0.048315686217909,0.00230552674687076,0.010814717576445,0.00348261401811746,0.00190915547957155,0.000616003325789881,0.00224123169720929,0.000889817381288623,0.00125884760762828,0.0246659954144998,0.00440542014883675,0.000746443505675688
DEL,T,1,0,0.0321676600912186,0.110752270706427,0.00401405912918935,0.0020119153071248,0.00307835689427112,0.0333735150429628,0.00732576967182376,0.108071468718887,0.0396437934721964,0.0288149551922749,0.0186605298974146,0.0237107347898686
DEL,T,1,1,1.07588243771804e-05,0.0974949783769716,1.90368918739191e-07,1.96942789386904e-06,0.00109150960278843,0.010005942629069,0.00363747533621388,0.0390189955963409,0.513844368871118,0.00946984927035905,0.000690187340089964,0.00814051272685964
DEL,T,1,2,0.0116809111386664,0.122395939484596,0.00505686679307307,0.00114820474294173,0.00992555893114611,0.00856857274665758,0.00481773488002532,0.0851650938738466,0.0209804948961913,0.00837211916452107,0.0071859423501732,0.0309766399460788
DEL,T,1,3,0.0791635531280969,0.0827933898778029,0.0140681031469082,0.00380383173912809,0.0215279207365909,0.0096652739595664,0.00696770663497275,0.103845197454605,0.0549837698023448,0.0122025529861751,0.015582834800945,0.00580587254678095
