"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.9860475021455
"SBS96B","SBS7b",0.9984868098156
"SBS96C","SBS4",0.986538990763117
"SBS96E","SBS2",0.999923035465367
"SBS96F","SBS3",0.951217413777404
"SBS96G","SBS40",0.930556601953236
"SBS96H","SBS17b",0.999581741579572
"SBS96I","SBS1",0.999996816745412
"SBS96J","SBS44",0.998771208305055
"SBS96K","SBS7c",0.999954935744104
"SBS96L","SBS18",0.994760955649805
"SBS96M","SBS12",0.994508423891145
"SBS96O","SBS16",0.974197121211754
"SBS96P","SBS17a",0.999987288343506
"SBS96Q","SBS7d",0.998747579979966
"SBS96R","SBS13",0.999976296577849
"SBS96S","SBS22",0.994336141085328
"SBS96T","SBS41",0.984384485356079
"SBS96U","SBS28",0.992303475479655
