"ex.sig","ref.sig","sim"
"hdp.16","SBS1",0.999451650890675
"hdp.1","SBS2",0.999723119594464
"hdp.11","SBS3",0.99829930273107
"hdp.12","SBS4",0.998663858339763
"hdp.4","SBS5",0.999495010522796
"hdp.17","SBS7a",0.996439428888491
"hdp.6","SBS7c",0.999543245753453
"hdp.8","SBS7d",0.999118332596354
"hdp.18","SBS12",0.997788867860476
"hdp.9","SBS13",0.99966928110925
"hdp.10","SBS16",0.996094135537567
"hdp.20","SBS17a",0.999382494604375
"hdp.2","SBS17b",0.999275422980683
"hdp.13","SBS18",0.999216859605051
"hdp.7","SBS22",0.995273461023666
"hdp.15","SBS28",0.995920774434221
"hdp.14","SBS29",0.987935945468572
"hdp.21","SBS35",0.986847715190097
"hdp.22","SBS38",0.990203129055941
"hdp.3","SBS40",0.999677397631026
"hdp.5","SBS41",0.996558806155858
"hdp.19","SBS44",0.996140161096018
