Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14,low confidence hdp.15,low confidence hdp.16,low confidence hdp.17,low confidence hdp.18,low confidence hdp.19,low confidence hdp.20,low confidence hdp.21,low confidence hdp.22,low confidence hdp.23,low confidence hdp.24,low confidence hdp.25,low confidence hdp.26,low confidence hdp.27,low confidence hdp.28,low confidence hdp.29,low confidence hdp.30,low confidence hdp.31,low confidence hdp.32,low confidence hdp.33,low confidence hdp.34,low confidence hdp.35,low confidence hdp.36,low confidence hdp.37,low confidence hdp.38,low confidence hdp.39,low confidence hdp.40,low confidence hdp.41,low confidence hdp.42,low confidence hdp.43,low confidence hdp.44,low confidence hdp.45,low confidence hdp.46,low confidence hdp.47,low confidence hdp.48,low confidence hdp.49,low confidence hdp.50,low confidence hdp.51,low confidence hdp.52,low confidence hdp.53,low confidence hdp.54,low confidence hdp.55,low confidence hdp.56,low confidence hdp.57,low confidence hdp.58,low confidence hdp.59,low confidence hdp.60,low confidence hdp.61,low confidence hdp.62,low confidence hdp.63,low confidence hdp.64,low confidence hdp.65,low confidence hdp.66,low confidence hdp.67,low confidence hdp.68,low confidence hdp.69,low confidence hdp.70,low confidence hdp.71,low confidence hdp.72,low confidence hdp.73,low confidence hdp.74,low confidence hdp.75,low confidence hdp.76
DEL,C,1,0,0.0111330289320447,0.044371008917863,0.0515213339138522,0.0064843480204429,0.0175925956237848,0.0228441867921355,0.0555167112250083,0.00491228070175439,0.048410738409536,0.0119965792165629,0.104717980320462,0.103987093107976,0.00800616632316225,0.424533555967558,0.0601790023792638,0.0387063139904984,0.0797064151987176,0.0502115862071518,0.034293603839568,0.103871236970264,0.0592960825775246,0.127678655143316,0.00991539828306973,0.0537064915804926,0.0647873900050633,0.00312924371475385,0.00934832334535853,0.131248690431801,0.0260786144879166,0.00699138403306938,0.0663004837348224,0.00566237602689644,0.0343561508555653,0.0429988178455152,0.168002846861813,0.030334339540364,0.0384795556769693,0.0276662990105688,0.0712378409307648,0.0264752103099875,0.0147275992347654,0.172792159070251,0.0167151146477514,0.0232844810112968,0.0817687171625521,0.0322369892873335,0.0850973911835806,0.0494191424926723,0.0387784113184955,0.123601162517614,0.0612845833715565,0.0786378372156966,0.11341637187799,0.0103148272963054,0.00197730295876425,0.0594036410858327,0.00327336597828401,0.00956850395847604,0.046856588603926,0.00636765106539356,0.0462473060273237,0.0537995846679103,0.112866984369984,0.00964278212304309,0.1001501569823,0.0115437292115046,0.00571957949007129,0.0651467533159325,0.0123076351890698,0.0190623390005152,0.0289872723951038,0.00010067451927917,0.00341157205240175,0.0476389802467659,0,0.0731821151871558
DEL,C,1,1,0.000514425130932216,0.0028167937960378,0.000800353389923477,0.00403089958058027,0.000280731301514937,0.000472155432066655,0.000174348021305919,0.00363897016486293,0.000709895527426941,0.00232235998742809,0.000654596108810217,0.00191381090802285,0.00252724625767464,0.00191522341323667,0.00242760715064624,0.00165545608010996,0.0020370865468189,0.000628327289114762,0.000379626043873728,0.000218011012859347,0.00013029444526299,0.0010582068945231,0.0024940390540138,0.000472931799178223,0.00023045197167306,0.000293482796197844,0.000776498474867828,0.00118154012583904,0.00235693828930943,0.00140495044573933,0.00109002662164795,0.0011068618727859,0.00123672414489359,0.00221190904584987,0.00109216133945564,0.00035446162791199,0.000296266655380318,0.00121467207904194,0.000810992279291475,0.000489789015424316,0.000336637542240974,0.000609940557116476,0.00293718223549086,0.00183425193663085,0.000894669698278005,8.77708770950347e-05,0.00092931761070435,0.000494191424926723,0.000160512014877803,0.000158525129168624,0.00239804745188077,0.000414026382592349,0.000263604674097984,0.00200056682726773,0.00118638177525855,0.000574382538770821,0.00142015212805079,0.00151182089898133,7.95656473423179e-05,0.002502708627692,0.00166886790697922,7.47949737777621e-05,0.000407417467097953,0.000439880886186999,0.000910042316967739,0.00132068088436705,0.00342369194828211,0.00122516379907314,0.000742542092854889,0.000403198709764129,0.00140064551488947,0.00151011778918756,0.00327510917030568,0.000498315692957803,0,0.00149351255483991
DEL,C,1,2,7.03719823596729e-05,7.32816306307982e-05,5.92846778350808e-05,0.00110512951593125,1.35983945836083e-05,1.49392031888687e-05,7.12495680289726e-05,2.02112783633565e-05,6.77008582978643e-05,0.000938037440274604,3.20988546712103e-05,3.49660945436575e-05,0.000193387564647334,0.000410985000296684,4.28498207174488e-05,2.1689479818331e-05,3.85005270700647e-05,3.47014334930833e-06,9.78922237941538e-06,4.23910302782063e-05,1.412831334177e-05,1.94874792945533e-05,0.00358175424453438,8.38923854292755e-05,2.67757512779404e-05,1.30141692431623e-05,5.75872074662743e-05,3.14631081668187e-05,7.59567608543161e-07,1.99213108222521e-06,6.89890266865788e-05,1.21968250444727e-06,1.83558314640978e-05,1.82879908391234e-05,4.33645722174362e-05,1.5705945285414e-05,3.41476177467574e-05,2.25965672829845e-05,2.55857984862511e-05,1.80523594433793e-05,2.22861090682178e-05,3.15849540509107e-05,1.12234705215547e-05,4.72745344492487e-06,4.87292863985841e-06,4.2895541437423e-05,2.65829322384782e-05,5.11232508544886e-05,8.21009731271523e-05,7.7794739314232e-05,1.16284628593357e-05,0.000108701907398763,8.11091304916872e-05,9.52650870127489e-06,6.84780245459479e-06,5.74382538770821e-05,0,6.8161447203847e-06,8.33544876919521e-05,6.33597120934682e-06,1.86020308102779e-05,4.39970433986836e-05,2.46919677029063e-05,1.48274456018089e-05,2.27510579241935e-05,0,0,0,1.85635523213722e-05,6.71997849606881e-05,0,0,0,5.97978831549363e-05,0,0
DEL,C,1,3,0.0236362950861349,0.00413031836681634,0.0117531720220799,0.0232928829846603,0.00845402118378054,0.00459131511337898,0.00515443015531257,0.0412784808639146,0.0210179691181314,0.0225289371675301,0.0286130660715719,0.0205473721943918,0.00941409087638474,0.0518840455997643,0.0252583212429085,0.00857387750408964,0.00695977684320198,0.0166492851042015,0.00823469386556422,0.0506616854453425,0.0330555437819611,0.0265151055541154,0.00114402742109249,0.0126864953848433,0.0172769782993066,0.00247242656091016,0.00468561719244406,0.0254067945586228,0.0137079166313784,0.0148040241047861,0.00673941627167067,0.0244686605629689,0.0187463517784965,0.0265086771827303,0.0202673492935822,0.00450083118326128,0.0423916221946049,0.0214253829372041,0.0480462529210453,0.0146504398124835,0.0439669743322671,0.0487938407935825,0.0570410442316973,0.0286743688701918,0.0302969465254557,0.00919812394699695,0.0221321898694073,0.0498062185348563,0.00500446942937979,0.00263327853452325,0.0408159046362681,0.00527204250884002,0.00324989538765556,0.015871163496324,0.01514562707895,0.0418724870763929,0.0268595041322314,0.000803623462533357,0.00278100881663149,0.0449663876727344,0.0132180716071889,0.0082318468198937,0.0791747944393689,0.00137895244096823,0.0414865541247668,0.0155057718646058,0.00527651347323479,0.0126245139295797,0.00308154968534779,0.00633917971462491,0.0411059009804519,0.049028490888956,0.00368449781659389,0.00456457174749347,0,0.0114813777653318
DEL,C,1,4,0.00775445474031113,0.0180338443448376,0.016052857276756,0.00399809946774788,0.0266942025762914,0.0321760558281854,0.0440530825698767,0.0106739051244991,0.0148965011888117,0.0066658779795012,0.00907380715081622,0.0114841604886758,0.0134547278922628,0.0533276980780101,0.00428141125335176,0.0738746295802694,0.0192317660750993,0.080428669121369,0.0378525735278282,0.0203223700219442,0.00733640702639147,0.0203964047439143,0.0015411768367049,0.0226527878545951,0.0207966357622349,0.0210091186831148,0.00854457930996903,0.0161653433194115,0.00381606766532084,0.0468743463319887,0.00353670216219726,0.0025674316718615,0.0582338753198504,0.00814518976604033,0.0103833562301255,0.0272147076630847,0.00206665230222277,0.0693569656476752,0.0143210692072589,0.0506648969020251,0.00634333041268009,0.016561746128562,0.00635697370340857,0.0388183020996394,0.0574644982783943,0.0481512351606174,0.00817669295302742,0.00608975295297635,0.0526202663945957,0.0363506928135275,0.0091981141217345,0.0647239930686548,0.0678920290002009,0.0810181932499923,0.00779279919332887,0.0159453587393552,0.0298086786536861,0.00458044925209852,0.044753782209879,0.02192246038434,0.00179376725670537,0.0447977895885397,0.0134941603496383,0.019090336212329,0.00659780679801611,0.15867736255136,0.100012083618641,0.0836840142758217,0.0433273311180828,0.0501086396523531,0.000426283417575056,0.000503372596395852,0.127865720524017,0.0190755247264247,0,0.104919256977504
DEL,C,1,5+,0.00703541627106525,0.0034749931980253,0.229178202348906,0.00298082739690339,0.149800871657093,0.266032733709469,0.0158226575268027,0.00504999941246284,0.278644014755961,0.0060681825940274,0.00419710902032948,0.0358114970072908,0.00410391673886666,0.0350486509219576,0.0121704477971072,0.0525021297501267,0.00979784642247295,0.111660653293814,0.035659396145944,0.00723895658607967,0.00435331458080061,0.0563471271594793,0.00157377865440443,0.181801252485658,0.165438642463393,0.170568482816118,0.0056051548600507,0.00377356469651824,0.110005138474872,0.168743463319886,0.134129683137459,0.106758809614269,0.0818715972877424,0.177083553140916,0.00530970128068547,0.0933752322786124,0.0123917376231719,0.191393351237205,0.00765480571075022,0.341422373904269,0.0056055429072112,0.0126304721810253,0.212729660265547,0.272930069735848,0.0100625976413076,0.0815873198139785,0.00229101475189987,0.0133614267768981,0.0493519096778598,0.00672557538750587,0.0737696763281966,0.131999283846257,0.00409785447915956,0.016954803861094,0.189372552980592,0.175461379017556,0.309658486074283,0.0143363971903851,0.0151174729950404,0.00656406617288331,0.0063937837327898,0.0843335327865967,0.109360724956172,0.0897777118780195,0.0416685625881603,0.0379573468988456,0.0513151004954284,0.00756405475949502,0.00107668603463959,0.00378558788611876,0.0031057791851897,0.0260747004933051,0.00518558951965066,0.196615439813431,0,0.025296368897601
DEL,T,1,0,0.036923750847293,0.116251733762359,0.0479403141113158,0.00451235837965568,0.0353029432717788,0.00861264216662881,0.0855740145930279,0.00473742964242488,0.0391538343351005,0.535548161122902,0.0091366571983213,0.00276413452570306,0.322935154054584,0.0408701056298075,0.0254437291210128,0.122209504695903,0.0288667918328122,0.0589501011893801,0.0896013397921317,0.00587914042001253,0.0194423532298109,0.0116980029010606,0.0155140195225612,0.0872373254124171,0.00588254230042212,0.00539981785474965,0.153639573433597,0.00196075412384281,0.0168965814520426,0.0250311270481598,0.0359562690734368,0.0063246636268113,0.037781349006766,0.00917213079008341,0.00513356064714248,0.0333107701518057,0.00332001415923756,0.0551424457756997,0.00380840733831714,0.00203991661710186,0.00669404339222731,0.00287633648223627,0.00489904488265862,0.0321543655373371,0.0321174726653068,0.0902779565092004,0.0056914600431403,0.00644639848869933,0.11162226910485,0.14447950915923,0.00373402862927556,0.0143086878400931,0.0722313674815062,0.0380512573800672,0.00199442246490073,0.0343280972954074,0.0317151179669809,0.0132389978904032,0.104928144642769,0.00594314099436732,0.00632469047549448,0.0868721621907008,0.00286426825353712,0.0159889288406173,0.00365154479683305,0.0356583838779104,0.0594111249848955,0.0957758482927609,0.0568601607603631,0.0711645722733687,0.00541988916631143,0.0044296788482835,0.0186954148471616,0.0464828878391038,0,0.0976383832726594
DEL,T,1,1,6.9402843553298e-06,4.31134979467791e-05,2.53930917151987e-06,0.000749365434959953,1.61166158027951e-06,2.3749502505381e-06,6.56678046349978e-07,1.55109810695527e-05,4.1108680560373e-06,0.000292961967621449,1.96023539976857e-06,3.36710540050035e-06,9.97493452717135e-05,0.000396827462292543,3.29614005518837e-06,4.44242357724852e-06,2.79612766430638e-06,9.25371559815555e-07,1.76206002829477e-06,2.2021314430237e-06,1.79407153546285e-06,0,0.0198382060701621,2.76568303612996e-06,1.20340455181755e-06,2.65595290676782e-07,2.47686913833438e-06,2.00828350000971e-06,7.59567608543161e-07,1.99213108222521e-06,4.05817804038699e-07,3.04920626111817e-06,1.37668735980734e-06,4.68922842028804e-07,1.34117233662174e-06,2.77163740330835e-06,1.44285708789116e-06,4.26350326094047e-07,9.30392672227314e-06,1.90024836246097e-06,4.69181243541427e-06,2.80755147119207e-06,2.24469410431094e-06,2.36372672246244e-06,2.92375718391505e-06,0,4.34007056954746e-06,1.09549823259618e-05,1.84496568825061e-06,0,0,0,0,7.14488152595616e-06,1.88314567501357e-05,0,2.41933923006948e-06,2.04484341611541e-06,0,1.26719424186937e-05,2.65743297289684e-06,0,1.23459838514531e-05,0,0,0,4.0278728803319e-05,5.32679912640494e-05,0,0,0,0,0.00013646288209607,0,0,0
DEL,T,1,2,0.038297395686432,0.0123310488384726,0.00545609484270608,0.6117031271159,0.0250591719030978,0.0382048287335271,0.0153426258749209,0.00703775513801248,0.00808286585055659,0.00275245935023949,0.100195227194346,0.00233340404254674,0.00240975493399491,0.00307405953869328,0.0453499429493092,0.0058010212347847,0.0641392970578069,0.0380600695694339,0.0449086450189108,0.108866221615902,0.0608818175559319,0.0926754654474123,0.0100872987763945,0.0224708673704408,0.0034633983001309,0.0326283814596427,0.0100077897534401,0.0358947204235068,0.000704498956923782,0.00220678320633498,0.00663674436724888,0.00262780595583164,0.0165831170404526,0.00130923257494442,0.00382591761893628,0.0833061815521046,0.14185641840547,0.00141335133100177,0.164304244606436,0.0763572048866787,0.137483006841835,0.0622581557615519,0.00234458299195277,0.00183366100495023,0.0267592003329185,0.0450264599497528,0.108930346207429,0.177689813327101,0.00829127580299825,0.0188586190699859,0.00153754120028994,0.00634787168059543,0.0114843155218912,0.0130965678370776,0.0524747102095599,0.00371850260969458,0.00196934213327656,0.00665255724709547,0.0500543698590173,0.00353547193481553,0.0557556012043486,0.0492502903804864,0.038198474036396,0.0100777205273628,0.00643854939254675,0.00797299941303072,0.00181254279614935,0.0141692856762372,0.017208413001912,0.0215039311874202,0.00152244077705377,0.00785261250377529,0.00218340611353712,0.000199326277183121,0,0.00625408382339214
DEL,T,1,3,0.0169392020461209,0.542325686469862,0.0325620734638936,0.0551371068145046,0.0599143250776808,0.220642301464693,0.0061425664455577,0.00626455623318175,0.00640075002787682,0.150268889351899,0.0872564484087483,0.0105299746197955,0.430281220214422,0.010028533685051,0.0624939914113577,0.25553186262981,0.232278841895542,0.182257249592143,0.210263882194148,0.0059044649316073,0.00254847861612498,0.00960401809761756,0.00596465073820889,0.0741249148400098,0.00479075352078566,0.225093071229735,0.305884669542312,0.00604426390719588,0.186594619147104,0.0158040739080632,0.0550114440620739,0.0181976629663532,0.0387909197372913,0.162998048812054,0.13575569920008,0.24655223705014,0.0202846468462992,0.00854747133753345,0.151482658255917,0.0401018913171952,0.00704592932488338,0.00480231679147403,0.044700838393248,0.0912085321079774,0.164027650946274,0.00529396974478473,0.0479968404286254,0.0427950298462407,0.00368808641081298,0.00566140206669798,0.100645638098979,0.00888158525746366,0.0274388501674719,0.036891404945687,0.0446904707692992,0.00636066228804036,0.0158394139392649,0.110341795577004,0.0054521412631236,0.00699491221511889,0.221297730817984,0.00336137411565943,0.00640756561890417,0.0790772386353808,0.0254584338171725,0.021033065936216,0.0919966165867805,0.13588664571459,0.147617368059552,0.197007369576417,0.058096340052372,0.0190274841437632,0.00573144104803493,0.0546353325758935,0,0.0908242322412023
