Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J
DEL,C,1,0,0.00221197,0,0.00146722,0.03178232,0.08637102,0.00420758,0.02289805,0.37195635,0.01236098,0.00301602
DEL,C,1,1,0,7.65e-06,0.00295122,0.02010411,0.23133114,0.0051789,0.00128675,0.09580499,0.00110464,0.00010907
DEL,C,1,2,0,0,0.00333366,0,0.21175018,0.00820916,0.00389798,0,0.00142426,0
DEL,C,1,3,0.00224206,0.00183541,0.00761676,0.00477265,0.07531011,0.00579788,2.141e-05,0.01065902,0.00124144,0.00046958
DEL,C,1,4,0.00348352,0.00052732,0.00297088,0.00063485,0.04399232,0.00036041,0.00167047,0.0143249,0.0024921,0.00134853
DEL,C,1,5+,0.01462595,0.00198391,0.01117949,0.0011799,0.02619104,0.00025212,0.00105469,0.000303,0.00378696,0.00359665
DEL,T,1,0,0.0057784,0.00093297,0.1206628,0.0340733,0.02367316,0.07163445,0.00029626,0.11738437,0.00514089,0.0159053
DEL,T,1,1,0,1e-08,0.00560865,0.00203011,0.00366221,0.39423021,1.088e-05,0.00579959,0.00726948,1e-08
DEL,T,1,2,0.00645322,6.664e-05,0.14042332,0.00396268,0.0027859,0.06917456,0.00788514,0.08935133,0.00184004,0.00524791
DEL,T,1,3,0.01862326,0.00146405,0.10871133,0.00324659,0.00288234,0.07480486,0.01963303,0.11686789,0.00562468,0.01259213
DEL,T,1,4,0.04292627,0.00312001,0.09948356,0.00403161,0.0026293,0.02247959,0.01417438,0.106893,0.00932026,0.00996845
DEL,T,1,5+,0.83253768,0.00051641,0.00970672,0.00039345,0.00068411,0.00186741,0.00016219,0.00945101,0.00092578,0.06490502
INS,C,1,0,0,0,2e-08,1.4e-07,1.4e-07,5e-08,1e-08,2.2e-07,9e-08,0.52638032
INS,C,1,1,0.00019529,2.07e-06,0.00795111,0.00213439,0.00509509,0.00307907,0.0013779,0,0.00136247,0.01415101
INS,C,1,2,1.293e-05,1.94e-06,0.00635391,0.00157923,0.00378978,0.00341253,1.215e-05,1.06e-06,0.00077639,0.00048081
INS,C,1,3,0.00037999,0.00074057,0.00160107,8.812e-05,0.0085524,0.00037261,0,1.09e-05,0.00106108,0.00072576
INS,C,1,4,0.00265228,0.00129252,0.00331067,0.00037111,0.00809918,1.759e-05,0.00026084,9.834e-05,0.00068563,0.00072716
INS,C,1,5+,0.00761768,0.02040201,0.02522366,0.00322075,0.00827337,8.39e-06,1.239e-05,0.00016266,0.00516762,0.00232499
INS,T,1,0,0.00101581,0.00226343,0.00176121,0.00341477,0.01718884,0.02282313,0.00636068,0.01381269,0.00451611,0.0383888
INS,T,1,1,2e-08,1.98e-06,0.00960311,0.00421325,0.06630956,0.01247275,0.00013129,0.00525224,0.0026928,0.00289132
INS,T,1,2,0.00045099,7.12e-06,0.03385458,0.00016302,0.05537835,0.01668765,0,1.216e-05,0.00154881,0.00131766
INS,T,1,3,0.00095858,0.00342659,0.02560497,0.00046559,0.03148238,0.01729328,3.557e-05,5.88e-05,0.00178062,0.00014805
INS,T,1,4,0.00321359,0.01430193,0.02494936,0.00178834,0.00827997,0.01261296,0.00041494,0.0019925,0.00317588,0.00463229
INS,T,1,5+,0.00270345,0.91554937,0.05756536,0.01200335,0.00178854,0.00104719,0.00565077,0.00738472,0.00561637,0.16398597
DEL,repeats,2,0,1.523e-05,0.00012672,0.01734597,0.00736059,0.00883936,0.02767997,0.00010937,0.0120281,0.08941766,0.00184856
DEL,repeats,2,1,0.00289008,0.00010693,0.01670072,0.00783379,0.01188766,0.01079232,0.0004248,0.0006414,0.19087735,0.00857832
DEL,repeats,2,2,0.00169626,0.00044167,0.00207238,0.00010716,0.01329777,0.00251542,0.00163835,7.38e-06,0.04427881,0.00280402
DEL,repeats,2,3,0.00093806,0.0001247,0.00022209,4.45e-05,0.00615858,2.977e-05,0.0003766,2.28e-06,0.01001603,0.00028961
DEL,repeats,2,4,0.00089651,6.09e-06,0.00065116,0.00023994,0.00323494,0.00016432,0.00012652,0.00018955,0.00327909,0.00034713
DEL,repeats,2,5+,0,0,0.01429602,6.716e-05,0.00148513,0.02356718,3.32e-06,0,0.00101622,1e-08
DEL,repeats,3,0,9.97e-06,1.446e-05,0.01584777,0.01391337,0.0015009,0.01301315,0.00071754,0.00116546,0.00472516,0.00141431
DEL,repeats,3,1,0.00412481,0.00361996,0.01061265,0.00110348,6.44e-06,0.00053855,0.00402568,0.00101711,0.10268572,0.00595919
DEL,repeats,3,2,0.00198696,0.00053567,0.00213113,0.00028303,2.45e-06,0.00056877,0.00051014,0.00056428,0.01383853,0.00172144
DEL,repeats,3,3,0.00048008,0.00026836,0.00111256,0.00036705,4.109e-05,0.00018614,0.00011673,0.00021207,0.00374885,0.00037395
DEL,repeats,3,4,0,1e-08,0.00522361,1e-08,3.11e-05,0.00444075,1.6e-07,0,0.00043258,5.54e-06
DEL,repeats,3,5+,0,1e-08,0.00783706,0,0.00041366,0.00662074,3.172e-05,0,0.00030589,2.965e-05
DEL,repeats,4,0,9.7e-07,3.641e-05,0.00968055,0.00722166,0.00020961,0.00965333,0.00231678,0.00052616,0.00581137,0.00027064
DEL,repeats,4,1,0.00183749,0.00043021,0.00233749,0.00066495,0.00100469,0.00028714,0.00252788,0.00251258,0.05564144,0.00117933
DEL,repeats,4,2,0.00047052,0,7.52e-06,6.7e-06,0,5.584e-05,0.00050977,3.482e-05,0.01066719,0.00062784
DEL,repeats,4,3,9e-08,0,0.00293682,1.065e-05,9.88e-05,0.00332463,0.00011149,0,0.00355709,5.939e-05
DEL,repeats,4,4,0,4e-08,0.00330339,0.0001284,0.00042025,0.0047508,1.109e-05,0,9.842e-05,1.06e-06
DEL,repeats,4,5+,0.00016234,1.994e-05,0.00163979,2.085e-05,7.624e-05,0.00092066,8.291e-05,0,0.00075259,5.669e-05
DEL,repeats,5+,0,0,0,0.00378909,0.30154466,0.00109733,0.02274431,0.01322224,0.00010042,0.00247657,0.00061806
DEL,repeats,5+,1,0.0031738,1.22e-06,0.00020062,0,0,0.00062894,0.00756548,0.00015923,0.01226926,0.00054566
DEL,repeats,5+,2,0.00040327,9.077e-05,0.00044431,0.00034286,1.777e-05,0.00027054,0.00044106,5.134e-05,0.00269516,4.559e-05
DEL,repeats,5+,3,0.00012845,8.37e-06,0.000324,1.025e-05,2.504e-05,8.519e-05,0.00018308,8.262e-05,0.00092825,9.844e-05
