"ex.sig","gt.sig","sim"
"hdp.8","ID1",0.999983954494781
"hdp.5","ID2",0.999889215410198
"hdp.9","ID3",0.969419720773632
"hdp.2","ID4",0.990456665460413
"hdp.4","ID5",0.994826988368034
"hdp.1","ID6",0.994930186031601
"hdp.12","ID8",0.981700736129489
"hdp.11","ID9",0.999668461908918
"hdp.13","ID11",0.97767647270877
"hdp.3","ID13",0.997722893476174
"hdp.7","ID14",0.968793126180361
