Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 0.998),ID83B (ID1 0.999),ID83C (False Positive) (ID5 0.863),ID83D (False Positive) (ID5 0.313),ID83E (ID8 0.976),ID83F (ID3 0.971),ID83G (False Positive) (ID5 0.6),ID83H (ID6 0.992),ID83I (False Positive) (ID1 0.233),ID83J (ID9 0.971),ID83K (False Positive) (ID1 0.754),ID83L (ID13 0.986),ID83M (ID4 0.988),ID83N (ID14 0.966),ID83O (ID11 0.942)
DEL,C,1,0,0.00061541878153935,5.67724933735125e-11,0.000308020943775797,0.0210198444762543,0.00897207844664437,0.0809485706314445,0.0120411516751958,0.0233309697918594,0.00184409161947357,0.47243625998497,0.0015690064464246,0.00360238567256724,0.00901774452088848,0.00279759044784264,0.0162617076476432
DEL,C,1,1,1.7815966202761e-07,1.89347758817647e-05,0.0176920600573074,3.6734129935212e-07,0.0146104191392022,0.245659178646051,0.00272794527767653,0.000853337703355787,0.0226931931370513,0.111897267565148,0.00768380181882817,0.000287123409093567,1.06268687005695e-08,2.02928307390791e-05,0.0283392892527226
DEL,C,1,2,0,5.7466919556326e-11,0.0175393434993387,0,0,0.239465910941362,0.000839273314923048,0.00397689018864185,0.000306455623358488,0,1.51947094906291e-10,0.00439125326057365,0.000710718245651094,6.38095896121627e-10,0.00667619783520375
DEL,C,1,3,0.00117820669533103,0.000646994110139758,0.0145653605880216,0.00956381089432398,0.00455714491662832,0.082752496227622,0.0066687043871123,2.46600480750203e-06,0.0125958312721477,0.00989945133216679,0.0124809845627247,0.00273794453009032,0.000394278767913481,0.00050699949326372,0.00418548413733392
DEL,C,1,4,0.0016332073102059,2.57230195893513e-05,8.52713827043772e-05,0.0118151039804405,2.72686557170271e-05,0.0493004654720426,0.0152905476727392,0.00142375796509441,0.00708916747011244,0.0143098630523309,0.00955195329067798,0.000720607329956112,0.00171622356690932,0.00139785744831897,0.00343522985946038
DEL,C,1,5+,0.00787324930448898,7.53693045498372e-05,1.48469052510336e-05,0.00575730411559264,1.61590666703511e-05,0.024137659233852,0.0823125641060407,0.000407831531643035,0.0366572472729627,1.44355512432526e-09,0.024294447294485,7.81623926013708e-05,0.00121606248823669,0.00370826223466793,0.00996272348978753
DEL,T,1,0,0.000914882442972873,2.95105269415113e-05,0.216034911945462,0.0438134745702086,0.0247913346381392,0.0182159829908958,0.0455632640725525,4.05906037485693e-06,0.0141155840303634,0.119943082295453,0.0237319578980519,0.0326557642314583,0.00333022235194449,0.016944249230437,0.0376000446008437
DEL,T,1,1,2.92824542391657e-11,1.30596826819485e-08,0.0314409737392648,1.54056194467955e-10,7.35279339502765e-08,0.00459440937770365,0.0023411934480466,5.04326939956761e-09,0.000392879363648186,0.000210442225378403,4.28911314640423e-08,0.688051103055477,1.13401299893035e-05,4.42146274748367e-08,0.00507174171787677
DEL,T,1,2,0.00298819091323585,0,0.166617992632091,0.00980696800296169,0.00056652592908347,0.000241545776184289,0.121084110013513,0.0070517871172342,0.0095007117351294,0.0870351788215339,0.000452846335683717,0.00905661110253182,0.000754865399870885,0.00552301848772913,0.0462228239486833
DEL,T,1,3,0.0021532309046095,0.000513551556398095,0.0881542295714916,0.0711178496761767,0.000460871075720758,0.00247830173383325,0.366449385798772,0.0145186677375797,0.00484353499388389,0.085172222143104,0.0019177761389211,0.0469640503583174,0.00166255053897471,0.0128515815784609,0.0166657228803679
DEL,T,1,4,0.00188481094918557,0.000379244507299396,0.0221239285198926,0.683021692037583,1.40129846432482e-47,0.0030796522868489,0.01718143819105,0.00582024818344507,0.0108110106446719,0.0438718932860952,0.0234208867560619,0.00118317994374584,0.000213748531004602,0.00633820798975845,0.00606285532540156
DEL,T,1,5+,0.942122836709023,5.7356432863421e-05,0.00449803433118169,0.0606184069046407,5.86389209870823e-05,0.000351596458512763,0.0369018044554145,6.41480872795253e-05,0.0253744848263942,0.000233396604645887,0.00599372923118315,0.00121561939282756,0.000162252130458882,0.0448467253538382,0.0101840982726005
INS,C,1,0,0,1.87842889057963e-09,8.447683216453e-08,3.52630813438282e-11,1.61825472523721e-07,1.76734382648647e-07,3.20602275679283e-08,9.34308546130467e-09,8.81841053053733e-09,2.87342734002293e-07,1.29846550753864e-08,5.22680002826481e-08,7.94960297054575e-08,0.587989559173584,2.1275571118118e-06
INS,C,1,1,0.000136905932395657,9.61370705092612e-07,0.00151254885211529,0.000141497623566096,0.00044181506377754,0.00023622616805369,0.00066814103120123,0.00144566077855416,0.000157436474983115,1.54769318760373e-05,1.74664781661704e-05,4.58975975197973e-05,3.86245000306928e-05,0.0154946056194603,0.0874155907868408
INS,C,1,2,9.44739466230003e-06,5.6390537063189e-07,0.00230330468388274,3.77219935513482e-05,0.000533700648783475,0.00139234407117328,0.000166412922255105,1.28940184367821e-06,1.10771171603119e-05,6.97295006830252e-05,6.07848117942922e-05,0.00108984545149724,1.38493100187764e-05,0.00025638686920729,0.0569996606861241
