MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00353504	0.00000000	0.00469232	0.03214438	0.09084901	0.02675685	0.35094526	0.00917059	0.00893165	0.00773755
1:Del:C:1	0.00001298	0.00019493	0.01117846	0.02043772	0.21555164	0.00110518	0.10793979	0.00131099	0.00141228	0.00019721
1:Del:C:2	0.00000000	0.00000000	0.01439641	0.00013765	0.19565183	0.00563771	0.00078032	0.00004813	0.00670864	0.00000002
1:Del:C:3	0.00243294	0.00187745	0.01015148	0.00442026	0.07114205	0.00009600	0.01206167	0.00064502	0.00177547	0.00026028
1:Del:C:4	0.00383555	0.00042395	0.00022605	0.00027729	0.04475176	0.00184179	0.01483410	0.00075097	0.00221291	0.00172420
1:Del:C:5	0.01459256	0.00342438	0.00114212	0.00029414	0.02449944	0.00108802	0.00097015	0.00201148	0.00282548	0.00200784
1:Del:T:0	0.00779552	0.00114443	0.11310692	0.03469666	0.03303328	0.00146648	0.10555571	0.00388771	0.00351219	0.01761737
1:Del:T:1	0.00000000	0.00000000	0.17265136	0.01186606	0.00504858	0.00000002	0.02164416	0.01325275	0.00964793	0.00001048
1:Del:T:2	0.00701323	0.00079401	0.12758783	0.00601580	0.01527863	0.01186564	0.08269375	0.00027070	0.00258268	0.01049741
1:Del:T:3	0.02023417	0.00217968	0.10056407	0.00626903	0.01445417	0.02310885	0.11118111	0.00030015	0.00269626	0.01660003
1:Del:T:4	0.04738497	0.00427042	0.05353774	0.00039858	0.01120072	0.01814877	0.09166711	0.00033503	0.00338681	0.01222103
1:Del:T:5	0.82005447	0.00005846	0.01010231	0.00337955	0.00584964	0.00292672	0.01334377	0.00632001	0.02724621	0.02471934
1:Ins:C:0	0.00000000	0.00000000	0.00000122	0.00000414	0.00000054	0.00000493	0.00000181	0.00000074	0.00358823	0.46448751
1:Ins:C:1	0.00014164	0.00000000	0.00003417	0.00022800	0.00629301	0.00145541	0.00000000	0.00003410	0.13052864	0.01167984
1:Ins:C:2	0.00000684	0.00000000	0.00211432	0.00011393	0.00486161	0.00000186	0.00000000	0.00000242	0.07957586	0.00009240
