MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00220043	0.00000099	0.00343732	0.02954744	0.08628350	0.00419998	0.02300372	0.37293893	0.01130170	0.00300347
1:Del:C:1	0.00000009	0.00001937	0.00392160	0.01936473	0.23184844	0.00546321	0.00144763	0.09531599	0.00069007	0.00011301
1:Del:C:2	0.00000000	0.00000000	0.00398424	0.00000000	0.21204930	0.00851676	0.00379707	0.00000000	0.00144316	0.00000000
1:Del:C:3	0.00213092	0.00172557	0.00867429	0.00486897	0.07525558	0.00577455	0.00002795	0.01052325	0.00153779	0.00047721
1:Del:C:4	0.00334734	0.00045634	0.00387443	0.00068170	0.04430548	0.00045017	0.00166532	0.01424041	0.00285888	0.00135208
1:Del:C:5	0.01436514	0.00181148	0.01217028	0.00160296	0.02629898	0.00028090	0.00102500	0.00027780	0.00532569	0.00354563
1:Del:T:0	0.00539103	0.00081768	0.11221595	0.03359405	0.02396613	0.07386486	0.00046837	0.11750385	0.00584409	0.01600498
1:Del:T:1	0.00000000	0.00000000	0.00444677	0.00210122	0.00345354	0.38150484	0.00000078	0.00820033	0.00876343	0.00000001
1:Del:T:2	0.00632344	0.00006377	0.12752106	0.00387179	0.00311608	0.07221822	0.00802776	0.08864717	0.00193123	0.00529323
1:Del:T:3	0.01769791	0.00132823	0.10462413	0.00294699	0.00310265	0.07559762	0.01958117	0.11655078	0.00687064	0.01265347
1:Del:T:4	0.03992963	0.00261726	0.11041033	0.00414752	0.00281087	0.02322026	0.01404869	0.10568154	0.01377572	0.00987971
1:Del:T:5	0.84129279	0.00031066	0.01086215	0.00034595	0.00084223	0.00203141	0.00015993	0.00972385	0.00080088	0.06125197
1:Ins:C:0	0.00000000	0.00000000	0.00000002	0.00000013	0.00000014	0.00000006	0.00000002	0.00000022	0.00000010	0.52571245
1:Ins:C:1	0.00019774	0.00000248	0.00720729	0.00206704	0.00511791	0.00339266	0.00139160	0.00000000	0.00002570	0.01416680
1:Ins:C:2	0.00001511	0.00000149	0.00569288	0.00156026	0.00376134	0.00356833	0.00002070	0.00000083	0.00002307	0.00048792
1:Ins:C:3	0.00035955	0.00070656	0.00176097	0.00025045	0.00850704	0.00041593	0.00000000	0.00000633	0.00085034	0.00072357
1:Ins:C:4	0.00252949	0.00120110	0.00412681	0.00065208	0.00815629	0.00000854	0.00025019	0.00010065	0.00102035	0.00070568
1:Ins:C:5	0.00697511	0.01928440	0.03074309	0.00728011	0.00825487	0.00000265	0.00001945	0.00013384	0.00764918	0.00232878
1:Ins:T:0	0.00097274	0.00220019	0.00228159	0.00355520	0.01715235	0.02205170	0.00628435	0.01414156	0.00471182	0.03835118
1:Ins:T:1	0.00000018	0.00000176	0.01110896	0.00397560	0.06443126	0.01179473	0.00016000	0.00519124	0.00019744	0.00284856
1:Ins:T:2	0.00044976	0.00000823	0.03121757	0.00017948	0.05527647	0.01732817	0.00000000	0.00000559	0.00018223	0.00129718
1:Ins:T:3	0.00089419	0.00329418	0.02456267	0.00109369	0.03138865	0.01745881	0.00004001	0.00007980	0.00111012	0.00017406
