Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID1 1),ID83B (ID2 1),ID83C (False Positive) (ID5 0.852),ID83D (ID8 0.99),ID83E (ID3 0.977),ID83F (ID6 0.997),ID83G (ID13 0.983),ID83H (ID9 0.995),ID83I (ID4 0.992),ID83J (ID14 0.985)
DEL,repeats,2,1,4.555e-05,0.00282576,0.01598893,0.00741179,0.01163986,0.00045139,0.01024927,0.00047477,0.20055602,0.00941358
DEL,repeats,2,2,0.00044311,0.00167353,0.00197128,1.909e-05,0.01336856,0.00167827,0.00285255,3.424e-05,0.04459947,0.00290537
DEL,repeats,2,3,0.00013061,0.00094686,0.00017337,3.135e-05,0.00619518,0.00042455,6.233e-05,1.21e-05,0.00946489,0.0004094
DEL,repeats,2,4,1.158e-05,0.00092289,0.00062882,0.00021322,0.00328624,0.00012821,0.00015365,0.00020268,0.00316741,0.00042249
DEL,repeats,2,5+,1e-08,0,0.02178906,7.166e-05,0.00090294,3.4e-06,0.01448125,0,0.00100309,1e-08
DEL,repeats,3,0,9.23e-06,1.2e-07,0.01337039,0.01445458,0.00195762,0.00066623,0.0148454,0.000978,0.00467769,0.00140946
DEL,repeats,3,1,0.00388807,0.00417358,0.00807744,0.00069761,1.065e-05,0.00418129,0.00081958,0.00163049,0.09436935,0.00601749
DEL,repeats,3,2,0.00053458,0.00207274,0.00144499,0.0001261,1.18e-06,0.00052767,0.00079632,0.00044921,0.01460424,0.00167564
DEL,repeats,3,3,0.00028181,0.00046552,0.00113958,0.00031646,2.055e-05,0.00012243,0.00016484,0.00019121,0.00356109,0.00037357
DEL,repeats,3,4,1e-08,0,0.00603909,1.418e-05,2.749e-05,1e-08,0.00345184,0,0.00046241,1.435e-05
DEL,repeats,3,5+,1e-08,0,0.00922403,2.034e-05,0.00030324,3.282e-05,0.00485485,9e-08,0.00023287,8.18e-06
DEL,repeats,4,0,3.532e-05,0,0.00654303,0.00780021,0.00084686,0.00220931,0.01218812,0.00039598,0.00598021,0.00044966
DEL,repeats,4,1,0.00045316,0.00184507,0.00200819,0.00050089,0.0008809,0.00249956,0.00041724,0.00251968,0.05513654,0.00140781
DEL,repeats,4,2,0,0.00048756,2.816e-05,6.77e-06,0,0.00054469,8.933e-05,5.239e-05,0.0097555,0.00079161
DEL,repeats,4,3,0,0,0.00384706,1.373e-05,3.99e-05,0.00012155,0.00205147,2e-08,0.00347007,9.341e-05
DEL,repeats,4,4,1.2e-07,0,0.00510231,9.017e-05,0.00015356,1.558e-05,0.00276129,0,0.00011716,0
DEL,repeats,4,5+,2.95e-05,0.00016123,0.0017072,6.07e-06,9.898e-05,0.0001025,0.00084193,0,0.00071289,0.00010186
DEL,repeats,5+,0,0,0,0.00702482,0.30893785,0.00096226,0.0111278,0.01542927,0.00015498,0.00237346,0.000626
DEL,repeats,5+,1,1.72e-06,0.00320723,9.537e-05,0,0,0.0075856,0.00090598,0.00025854,0.01083869,0.00058718
DEL,repeats,5+,2,9.608e-05,0.00042285,0.00033243,0.00031673,2.024e-05,0.00043986,0.00028994,7.436e-05,0.00281175,5.765e-05
DEL,repeats,5+,3,6.52e-06,0.00012278,0.00032615,2.44e-06,3.164e-05,0.00017379,6.998e-05,0.00012179,0.00101681,0.00011304
DEL,repeats,5+,4,1.33e-06,7.06e-05,0.00012207,4.4e-07,4.734e-05,8.622e-05,3.562e-05,6.254e-05,0.00019894,2.765e-05
DEL,repeats,5+,5+,2.556e-05,1.902e-05,0.0006155,8.9e-07,4.23e-06,0,0.00057253,3.771e-05,0.00016015,7.7e-06
INS,repeats,2,0,0.00061896,0.00019094,0.00533269,0.00169468,0.00230652,0.00200323,0.01021315,0.00084711,0.0010608,0.02565714
INS,repeats,2,1,3.39e-06,0.00020715,0.02183934,0.00127251,0.00330292,5.841e-05,0.01063236,0.00107573,0.00015277,1.507e-05
INS,repeats,2,2,0.0002301,0.00094993,0.00901645,0.00025081,0.00143048,0.0003946,0.00361843,0.00034749,0.00019358,0.0010428
INS,repeats,2,3,0.00042164,0.00042778,0.00178566,0.00027887,0.00092714,0.00035137,0.00102776,0.0004883,0.00037518,0.00107425
INS,repeats,2,4,0.00244017,0.00206612,0.00253594,0.00021916,0.00024612,4.957e-05,1.794e-05,9.004e-05,0.00105318,0.00342479
INS,repeats,2,5+,0.01502906,0.01474457,0.02343552,0.00312977,1.466e-05,2.508e-05,0.00066341,0.00019929,0.00874694,0.00033551
INS,repeats,3,0,4.349e-05,0,0.00446491,0.00031991,0.00025657,0.00104659,0.00207697,0.00049733,0.00022274,0.00815064
INS,repeats,3,1,0.00038351,0.00098163,0.00723006,0.00035676,0.00035087,7.959e-05,0.00561685,0.0006247,0.00062847,0.00317186
INS,repeats,3,2,3.159e-05,0.0001765,0.00165139,8.13e-06,0.00016634,0.00084012,0.00083227,1.44e-06,0.00112661,0.00039552
INS,repeats,3,3,0.00015252,9.38e-06,6.37e-05,2.167e-05,1.85e-06,0.00029455,6.918e-05,3.656e-05,3.548e-05,0.00036046
INS,repeats,3,4,0.00011006,0.00010656,0.0001488,9.53e-05,2.095e-05,0.00015019,4.6e-07,4.122e-05,0.00018875,0.00089582
INS,repeats,3,5+,0.00108438,0.00211439,0.0015703,0.0001122,1.113e-05,1.94e-06,8.08e-06,2.335e-05,0.00044937,0.00190302
INS,repeats,4,0,1.2e-06,6.75e-06,0.0018591,0.00066086,0.0001366,0.00172506,0.00290302,9.7e-06,0.00037595,0.00537961
INS,repeats,4,1,0.0006217,0.00113594,0.00458404,0.00074501,2.967e-05,0.00063441,0.00512036,0.00110205,0.00195838,0.00201027
INS,repeats,4,2,3.302e-05,5e-08,0.00028985,0.0001273,0.00018527,0.00043957,0.00026366,1.896e-05,7.53e-05,9.676e-05
INS,repeats,4,3,5.661e-05,0.00025506,2.818e-05,9.25e-06,3.14e-06,0.00039095,3e-08,3.12e-06,9.75e-05,0.00075993
INS,repeats,4,4,0.00040138,0.00015868,0.00021195,0.00011431,0,4.91e-06,2.16e-05,0.00015441,0.00031476,0.00141745
INS,repeats,4,5+,0.00085186,0.0021514,0.00222274,0.00108922,1.795e-05,3.709e-05,0.00082829,8.3e-07,0.00060148,0.00014043
INS,repeats,5+,0,3e-08,0,0.00456386,1.305e-05,6.753e-05,0.00878793,0.00395482,0,6.394e-05,0.00282612
INS,repeats,5+,1,0.00176137,4.497e-05,0.00184153,0.01131256,0.00020764,0.00566545,0.01266028,0.00132978,0.00222103,0.02448786
INS,repeats,5+,2,0.00023478,6.35e-06,0.00037156,1.661e-05,8.12e-06,0.00134097,0.00031042,9.33e-06,0.00011714,0.00054653
INS,repeats,5+,3,0.00022569,8.875e-05,0.00042815,3.752e-05,9.146e-05,5.978e-05,4.968e-05,0.00015565,7.89e-05,0.00012468
INS,repeats,5+,4,0.00019862,4.82e-06,0.00024112,1.357e-05,1.016e-05,1.85e-05,5.967e-05,0.00015899,2.393e-05,2.928e-05
INS,repeats,5+,5+,0.00021033,5.013e-05,0.000787,0.0003866,7.179e-05,2.13e-06,0.00034398,7.55e-06,5.321e-05,0
DEL,MH,2,1,4.6e-05,1.706e-05,0.01989211,0.00033858,0.00983767,9.844e-05,0.01671522,0.00019821,0.19684206,0.00567725
DEL,MH,3,1,9e-08,0,0.00985352,0.01191984,0.00159202,0.00087258,0.01259415,0.0011369,0.00598701,0.00144129
DEL,MH,3,2,0.00140146,0.00245489,0.01134952,0.00312108,0.00070267,0.00405021,0.00364154,0.00032253,0.0414449,0.00420109
DEL,MH,4,1,4.406e-05,2.904e-05,0.00922936,0.00560486,0.00030625,0.00256782,0.00506229,0.00181486,0.01181296,0.00020136
DEL,MH,4,2,2.647e-05,0.0004786,0.00552739,0.00078143,0.00031699,0.00965294,0.00228898,0.00150336,0.02988296,0.00121806
DEL,MH,4,3,0,0.00054648,0.00190279,5.495e-05,3.17e-06,0.00494893,0.00066226,0.00153677,0.04579487,0.00255828
DEL,MH,5+,1,0,0.00050765,0.00051194,0.34957755,0.00015965,0.06489487,0.00033657,4.471e-05,0.00030832,0.0015271
DEL,MH,5+,2,2e-08,0,0.00098354,0.11730119,0.00118853,0.27092978,0.00302772,2e-08,9.69e-06,0.00135027
DEL,MH,5+,3,1e-08,0,0.00354711,0.02155402,0.00057457,0.24508173,0.00094625,1.611e-05,0.00017034,2.023e-05
DEL,MH,5+,4,2.7e-07,0.00038229,0.00052927,0.0002041,0.00096844,0.13921068,1.599e-05,0,0.00330549,4.982e-05
DEL,MH,5+,5+,0.0003461,0.00239806,0.00065193,0.00070626,0,0.11238301,0.00478808,1.65e-06,0.00051894,0.00041532
