Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID1 1),ID83B (ID2 1),ID83C (False Positive) (ID5 0.852),ID83D (ID8 0.99),ID83E (ID3 0.977),ID83F (ID6 0.997),ID83G (ID13 0.983),ID83H (ID9 0.995),ID83I (ID4 0.992),ID83J (ID14 0.985)
DEL,C,1,0,0,0.00220515,0.00222403,0.03001037,0.08331635,0.02258687,0.00407804,0.37367401,0.00993165,0.00293099
DEL,C,1,1,1.45e-06,0,0.00539368,0.01934319,0.23478942,0.00101497,0.0039826,0.0974752,0.00048506,7.261e-05
DEL,C,1,2,0,0,0.00641096,0,0.21097481,0.00398178,0.0074364,0,0.00119426,0
DEL,C,1,3,0.00184098,0.00226053,0.00877086,0.00467887,0.075276,1.101e-05,0.00530362,0.01052567,0.00173574,0.0005563
DEL,C,1,4,0.00058711,0.00344708,0.00292259,0.00025656,0.04428771,0.00171647,0.00068685,0.01407241,0.0028739,0.00116774
DEL,C,1,5+,0.00213541,0.01468092,0.00810888,0.00032397,0.02644955,0.00109449,0.00037966,0.00027725,0.00494508,0.00344372
DEL,T,1,0,0.00090513,0.00576582,0.12681239,0.03383219,0.02389343,0.00017785,0.06541691,0.117262,0.00648309,0.01623274
DEL,T,1,1,2e-08,0,0.00793161,0.0039228,0.00304619,1.744e-05,0.43777759,0.00753022,0.00455327,1e-08
DEL,T,1,2,3.685e-05,0.00639763,0.14759495,0.00345831,0.00250713,0.00787936,0.0600142,0.08995104,0.00162141,0.00570215
DEL,T,1,3,0.00115669,0.01815653,0.11698734,0.00243732,0.00227565,0.01950244,0.07652985,0.1150649,0.00697617,0.01336297
DEL,T,1,4,0.00281002,0.04226628,0.10599895,0.00095151,0.00213935,0.01426876,0.02136278,0.10436819,0.01295221,0.00994739
DEL,T,1,5+,0.00019425,0.83337559,0.00877909,0.00031076,0.00082516,0.00011465,0.00206176,0.00751876,0.00108416,0.05674183
INS,C,1,0,2e-08,1e-08,4e-08,1.3e-07,1.3e-07,2e-08,6e-08,2.4e-07,6e-08,0.52645443
INS,C,1,1,4.42e-06,0.00019728,0.00773859,0.00210534,0.00565622,0.00138713,0.00268509,0,0.00010282,0.01388448
INS,C,1,2,1e-08,2.9e-07,0.00546121,0.00169764,0.00426862,1.11e-05,0.00375797,8e-08,4.917e-05,0.00045139
INS,C,1,3,0.00070738,0.00041521,0.00153768,4.854e-05,0.00885732,3.2e-07,0.00031335,5.06e-06,0.00072246,0.00077317
INS,C,1,4,0.00134452,0.00266443,0.00254411,0.00020784,0.00813517,0.00031902,1.364e-05,6.808e-05,0.00082066,0.00076091
INS,C,1,5+,0.02139815,0.007661,0.01937135,0.00155266,0.00809513,1.529e-05,0,0.00015462,0.00718563,0.00244733
INS,T,1,0,0.00228639,0.00101599,0.00116032,0.0034175,0.01739221,0.00624949,0.02675543,0.01392255,0.0041063,0.03807705
INS,T,1,1,1e-08,0,0.01417489,0.00423485,0.06504141,0.00017419,0.00926664,0.00474614,0.00018703,0.00293822
INS,T,1,2,1.688e-05,0.00045167,0.03591942,0.00015013,0.05521999,0,0.01457491,0,0.00016863,0.00133114
INS,T,1,3,0.0034397,0.00100961,0.02603042,0.00043741,0.03220816,4.107e-05,0.01630399,8.768e-05,0.00093113,0.00031686
INS,T,1,4,0.01462633,0.00325221,0.0229336,0.00104777,0.00834823,0.00042228,0.01283496,0.0020558,0.00431871,0.0045724
INS,T,1,5+,0.91336584,0.00263935,0.02863293,0.0033292,0.00197051,0.00664304,0.00076818,0.0071337,0.01660744,0.16604808
DEL,repeats,2,0,0.00013869,2.823e-05,0.01847854,0.00774312,0.00871194,0.00015523,0.02793921,0.01265761,0.08440039,0.00196715
