Group.1,x
hdp.1,6163
hdp.2,5420
hdp.3,4691
hdp.4,4200
hdp.5,4065
hdp.6,4000
hdp.7,4000
hdp.8,4000
hdp.9,4000
hdp.10,4000
hdp.11,4000
hdp.12,3994
hdp.13,3667
