Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13
DEL,C,1,0,0.0208538227205745,0.00303824738569117,0.030009924220675,0.0338525998915068,0.000483173550970039,0.0293479873226473,0.109977629239864,0.0124977787333626,0.337290777369443,0.0112719509765982,0.0468397378788756,0.00607779862637684,0.0157104000939441
DEL,C,1,1,0.0301068581035502,3.22481826625944e-05,0.000428692303326987,0.0209914891194521,0.000540187382730903,0.00607135699971803,0.214970245584479,0.00236908365881826,0.0963662287775316,0.00271036672617036,0.0140358813221866,0.0140930419209482,0.00117955328261742
DEL,C,1,2,0.0276062328229455,8.77449250749196e-07,3.03293350245964e-05,0.00246887219092722,1.94680761279573e-06,0.00808986812063434,0.190454061165221,0.00332475312685482,0.00267381370336159,0.000448668312885628,0.00742474035656369,0.00207974776867675,5.01568043574524e-05
DEL,C,1,3,0.0138848711280315,0.00157303298623494,0.0104871267401809,0.005792278887106,0.00193124955403139,0.000952893171173165,0.0679883065556538,0.00137227145222101,0.0114842190790988,0.00104548597578173,0.00446278167421085,0.00225634077288966,0.00185155402184962
DEL,C,1,4,0.00268806098339492,0.0023804587570691,0.0112635183759626,0.00146310591774974,0.000747400008309954,0.00262067540187983,0.0437293024458259,0.00231602730957912,0.0130754085010613,0.00224927927576492,0.00402638648014684,0.00302193883232417,0.0246744065918554
DEL,C,1,5+,0.00228630964408857,0.0105880523950616,0.0295539514980454,0.000585217002679395,0.0030872369140669,0.00183254256736707,0.0248310881410017,0.00220760141845508,0.000775280529942777,0.00427820732209564,0.00131165268315782,0.00077017728075551,0.00992818056181731
DEL,T,1,0,0.110743276089839,0.00415767802934851,0.0329833301024662,0.0330185363878946,0.0017892398430459,0.00311147435984967,0.0278771331514762,0.00743829157485766,0.108039248172336,0.0188508698919716,0.0388554512528726,0.0225468704462113,0.0485506148278412
DEL,T,1,1,0.0973708431380927,2.2256680862297e-07,1.28841277283247e-05,0.00995903342194793,1.89570864434581e-06,0.00101799441066406,0.00890295820094496,0.00367646537745621,0.0387061202164105,0.000690336616450429,0.517905402918091,0.00743602605364247,5.08263987418656e-05
DEL,T,1,2,0.122843139853278,0.00502270269192879,0.0109259124298295,0.00843012836882965,0.000651200837965549,0.00975521185008533,0.00802315617484677,0.00472246969817917,0.0853071803981907,0.00710858831258184,0.0205345360819635,0.0304592657320613,0.0578083640122648
DEL,T,1,3,0.0830950755187204,0.0132129710769862,0.0673214975408528,0.00951522067068567,0.00256063491757759,0.0214137289473529,0.0117142277285068,0.00697499786397384,0.103996279809233,0.0154482333410086,0.0548084060074258,0.00510572326055403,0.551113236236289
DEL,T,1,4,0.0449343749405754,0.0359456864525733,0.571399262496793,0.00133761185802164,0.00531372305992122,0.0171480910011896,0.0120390206542737,0.00469757279236181,0.0910432849507173,0.0113681885043837,0.0138597652800141,0.00715595566905755,0.0500326573736173
DEL,T,1,5+,0.0267858035812132,0.837097890909448,0.0150011817007226,0.0107155009417893,0.00115050399912482,0.0032268399607402,0.00944843128311116,0.00230813838668318,0.00382099820220966,0.0352725858284091,0.00615378512634558,0.0089253581065011,0.0115280926440746
INS,C,1,0,0.000535940221318207,1.92036701890395e-07,1.19989586477528e-05,0.00262216900554102,1.6711255237511e-06,0.00218225985225231,0.00264405528849764,0.000430441026891734,0.000210471124619079,0.540245125639555,0.00293010976870385,0.000725231463903485,5.7480492936972e-05
INS,C,1,1,0.0011975835061545,0.000105113293046257,0.00170825338535374,0.00213438727062916,4.51443614968488e-05,0.00178945882902453,0.00131580033541676,0.00025851599198325,0.000203376724302659,0.0163520945449348,0.00236844606615215,0.117760969985852,0.00141403686610912
INS,C,1,2,0.00298229126209556,8.60366374233946e-06,0.000185897800935112,0.0015007433677538,1.17357297539984e-05,0.000136037844432046,0.00182698228155489,0.000161936856258878,0.000375374822040228,0.000752156131429169,0.00196362782185114,0.064566977221065,0.000363924547928583
INS,C,1,3,0.000331845747212152,0.000189457956615617,0.00134420301293852,0.00014919543567636,0.000896455068426909,9.64326086085121e-05,0.00635223067002481,0.00087450715959866,0.000266856337729961,0.00105072462517334,0.000423544900450825,0.0261750243930345,0.00389875515289497
INS,C,1,4,0.000126413639789395,0.00163786914465644,0.00694978209596039,0.000273471524646487,0.00161267461235901,0.00045422498862716,0.00744263742322867,6.7604057901485e-05,0.000482066850639893,0.00099145970693252,0.000306697559432997,0.00760398147451057,0.00598376744183516
INS,C,1,5+,0.000172125170407061,0.00571117570919685,0.0178013772050668,0.000766898039554507,0.0207777736010504,0.000455424717046981,0.00978695350641138,0.000881674045483786,0.00108278284829355,0.00168237455980673,0.0011428699529112,0.00147450926535986,0.00454987291726329
INS,T,1,0,0.00520538215497145,0.000761640165959544,0.00575581194641895,0.00482637304003111,0.00226787567944729,0.006996691912159,0.0195802547259246,0.00380775577392272,0.0138141422982482,0.040836954934497,0.0391343890699424,0.004599013974286,0.00448866780556302
INS,T,1,1,0.0142698006346761,2.81063425339583e-06,8.76194449616127e-05,0.00401167742505342,1.42307472875717e-05,0.00130287311849352,0.0449123145309887,0.00120423739453747,0.0106722332495057,0.00392297165882049,0.00484503662897034,0.202411478714553,0.000166791776192429
INS,T,1,2,0.0298886568344758,0.000274348200183916,0.00355480214553183,0.00168177115115755,0.000157024606640756,0.000691941591385158,0.0435966008866461,0.000290459444183932,0.00257926672431024,0.00191458395112573,0.00564654333998033,0.131512197993029,0.0013459474871441
INS,T,1,3,0.0211228606841935,0.000878587254651297,0.00409754602608751,0.0010491178964036,0.00353875433865649,0.000816500377504486,0.0247844258676032,0.000840397596365533,0.00184681100157551,0.000422656304209665,0.0118298851129358,0.0824635290522186,0.00322286239630337
INS,T,1,4,0.0112722081201114,0.00284415654364245,0.0066503121843819,0.00124937238912026,0.0141621964442674,0.00106863146876216,0.00726755677187343,0.00105466876485274,0.00403092902481789,0.00671537028361892,0.0119950351827052,0.0418809288301546,0.00762167900540794
INS,T,1,5+,0.00053033780467164,0.0358914913181464,0.00814215402355081,0.0135265200223015,0.89861138181035,0.0149521443063727,0.0282970582934768,0.0036451369938203,0.00450886139050516,0.137749060236355,0.0287516820723524,0.0120473453288242,0.00795877792831097
DEL,repeats,2,0,0.0270454794373174,7.25031771336188e-05,0.00087109243338783,0.00825558526274239,0.0006054969112216,0.00105695718836929,0.00859342611502276,0.089112510882368,0.0150512400991198,0.000832600037490433,0.0233045756777685,0.0124356676373386,0.00150185835458982
DEL,repeats,2,1,0.0246393965947509,0.00235550470631885,0.0132664347130267,0.0098964838038472,0.000918151311919868,0.00161569343023074,0.0104821870246971,0.190154049270469,0.00383420623723584,0.00647224344340308,0.00480126986931727,0.00621773615755108,0.0465275609442838
DEL,repeats,2,2,0.00479520863086726,0.00127795367830836,0.00657480234420311,0.000445686368361444,0.000813649505479545,0.00222290153984681,0.0123911758516914,0.046089801882404,0.000586814966570076,0.00218999709673533,0.00296776705391799,0.00193162840604272,0.00460500982985481
DEL,repeats,2,3,0.000344657331327727,0.000553609417009278,0.00203952791375778,7.738780409317e-05,0.000311992006662806,0.000611403609593081,0.00673869626815378,0.0121372415859623,0.000197163251177848,0.000171589501159752,9.58089918370622e-05,0.00043003445722978,0.0017564088447894
DEL,repeats,2,4,0.000827443531007486,0.000459300518986854,0.00172137109936721,0.000300699990766154,0.000142621006052502,0.000196883242575712,0.00291807935257205,0.00322710430666998,0.000267625680810632,0.000266825903196664,9.22540353272929e-05,0.000371155654178334,0.00185448349728143
DEL,repeats,2,5+,0.0228835453942159,1.72693199151435e-07,1.4113529229119e-05,0.000626465293299909,1.48187008504769e-06,0.000164071735141338,0.000141489465482069,0.00203343004617962,0.000222733631126268,1.9064541196152e-05,0.000699374558823584,0.0140584481826275,5.60785296946068e-05
DEL,repeats,3,0,0.0174412337780342,8.97771581337597e-06,0.000189782709677622,0.0120347523093868,4.62363653781675e-05,0.00104280891179709,0.00113963765102392,0.00512139514665441,0.00212403878877468,0.00178239220033286,0.00408969578760771,0.0066753544550604,0.000366728474413313
DEL,repeats,3,1,0.00578711742613324,0.00313991077667665,0.017368308232397,0.00194883457032302,0.00453459185390679,0.0042444936201371,0.000250566101544357,0.101641591257255,0.00387608551592491,0.00480861410020026,0.000683581227444117,0.000856401196908622,0.0165909585590965
DEL,repeats,3,2,0.000835582015577592,0.00150807237684402,0.0179675799939592,0.000298864659584699,0.000710896419292841,0.000567691611101701,6.75162929211642e-05,0.0141399716881265,0.000895321541919282,0.00146846160458364,0.000785470554732314,0.000392076835948181,0.00239317217954186
DEL,repeats,3,3,0.000462533450245402,0.000250803661536854,0.00131495555123462,0.000313489880159741,0.00030768833798669,0.00013911170482129,9.1041681842287e-05,0.00373743739170281,0.000356734402665794,0.000528490830551182,0.000122306044729551,0.000510355301348247,0.00190053903603435
DEL,repeats,3,4,0.00574382662736522,1.94367244389065e-07,1.49126402046354e-05,2.95806571905559e-05,1.52792224179885e-06,3.52464591976784e-05,4.22249747102069e-05,0.000761936241190313,3.58361181546297e-05,2.64435283952058e-05,0.00081926206756698,0.00322010409242839,5.51787622405515e-05
