Group.1,x
hdp.1,5695
hdp.2,5467
hdp.3,4353
hdp.4,4314
hdp.5,4200
hdp.6,4200
hdp.7,4190
hdp.8,4000
hdp.9,4000
hdp.10,4000
hdp.11,4000
hdp.12,4000
hdp.13,3787
