Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14,W.15,W.16,W.17
DEL,C,1,0,0,0.0154778146054802,0.0021510009165519,0.0840361953501165,3.07661305125106e-210,1.78210732939659e-127,3.14512574573291e-141,6.75749324333119e-115,5.56384995853192e-133,6.0231033103296e-06,0,0.0284335098026775,0.00337371693723622,1.09324250698318e-48,1.54721698197655e-56,4.76090488943109e-60,0.725136912454049
DEL,C,1,1,0,5.40168607469629e-86,0,0.257193042560102,1.46466380676256e-290,0,1.01131800348504e-297,0,6.91831866885907e-160,0.0164070032068156,0.000502229257058649,0,0,0.017574192946816,7.23652474140106e-129,0,0.167948512735414
DEL,C,1,2,0,0.00584115564451987,0,0.241670769129261,0,0,0,0,0,0,0,0,0,0.020852400029728,9.97504422547639e-25,0,0
DEL,C,1,3,0,0,0,0.0766797088608292,2.82410475661688e-106,0.00015920873308282,4.53387799718803e-83,4.87651238061966e-130,1.73593757916177e-168,0.00499802084410869,0.00145544090601064,0.0252130468223932,0.00170543664211848,0.0203919605103458,0.00375081266375493,1.01959308771724e-124,0.01506665902396
DEL,C,1,4,0,0.00180049474458387,0.001668274884201,0.0473032966029824,0,0.000650165900749999,0,0.0615781036195551,0,0,0.000192718672888782,0.0175454010025354,0.00273057708006467,0,0,0.00672561315768843,0.0178028706225592
DEL,C,1,5+,0,0,0,1.13635096943345e-203,0,0,0,0.865339152885138,0,0,3.87659410859272e-159,8.81201617224337e-115,0.00963183001399427,0,0,0,0
DEL,T,1,0,0,7.22059414707376e-109,1.02534745720066e-133,0.0354006836639969,3.05966267020535e-157,1.38719233748132e-95,0.988919616359743,2.48248180742953e-94,7.1841268116163e-41,0.00173397746181471,9.34316886784901e-144,0.0237700431933059,0.00608771428834918,0.0988848166240893,9.21056560895829e-06,0.0203429943574684,4.94509057433698e-55
DEL,T,1,1,0,0,0,1.33995238610031e-43,0,0,0,0,0,0,0,0,0,1.26657414874541e-67,0.781970048089503,0,0
DEL,T,1,2,0,0.00035443061913542,1.60955160600534e-158,0.0138547217465537,0.961165787253245,5.21926681509128e-235,7.68044563858657e-99,7.26591761211033e-100,5.10516997772967e-35,1.1456533671416e-109,6.68530889495774e-111,2.17658560195625e-27,0.00314998317377984,0.109031795473569,0.0138686789630555,0.0558281809358505,1.33484341546485e-89
DEL,T,1,3,0,3.53635065672734e-36,6.22336201695841e-285,3.15097158974958e-34,1.53776531943137e-151,6.39418042334793e-245,1.72959094073816e-127,2.56516246168671e-74,0.980869260381703,2.46401827335733e-73,0.000358688386834244,0.0690341072090095,0.009036503117841,0.00703321481169123,7.60252610958108e-53,0.060757436376693,3.34185444842266e-26
DEL,T,1,4,0,1.92627190391932e-54,0,1.054253150693e-23,9.59479669325683e-150,1.32049243386137e-155,2.97295642429044e-91,2.59787478599481e-256,4.00722750457251e-69,1.61106368417532e-128,1.89623821223605e-17,1.03489860368825e-125,0.0282687940430664,0.00557874153298945,5.02210742799461e-50,0.805704082561632,0.00517785714825792
DEL,T,1,5+,2.02634440012101e-197,1.31295632794103e-90,0,8.12275979677595e-36,2.45283287384325e-217,1.95818512633651e-201,2.98905266048494e-205,5.42185018017766e-225,1.412650076099e-134,2.83547778339755e-78,8.57403140883247e-58,1.29931326210315e-64,0.88338091940155,0.00125798598341993,2.54955143671327e-74,1.45880585007457e-75,8.08354016154596e-170
INS,C,1,0,0,0,0.759757355660381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INS,C,1,1,0.167773813647144,0.00121342022437449,0.0230749497992844,0,0,0,0,6.00208993668414e-21,0,0,0,0.000958909610175713,0.000201685800687614,0,0,2.17294472039474e-146,0
INS,C,1,2,0.100762139837478,0,0.000238135120084202,0.000876024326670509,0,0,8.08862181449117e-254,5.25821603895635e-13,7.55747839357676e-195,0.000108558632450043,0,1.06375389457726e-286,1.60043314178551e-05,0.00445574294248855,0.000798682701502888,1.09821801852475e-215,0
INS,C,1,3,0.0379109925933441,0,0.00181478604728071,0.00677791322679486,0,0.000239106258560653,0,3.75926459395965e-118,0,0,0.00064535349079644,0.00649179777176322,0.000295625289885015,0,0,2.38522115964494e-296,0
INS,C,1,4,0.00978332704816716,0.000153831508342972,0.00217061854645127,0.00571644447500131,0,0,0,0.01896723150537,0,1.45912363203614e-92,0.00149323199000172,0.0213799857008723,0.00170537735346504,0,0,0.00527746574736464,0
INS,C,1,5+,0,0,0,0.00719165563124301,0,0,0,2.86759084809416e-108,0,0,0.0196223528308818,0.170163638712076,0.00710388421688988,0,0,5.34830675380374e-175,0
INS,T,1,0,0.000121577870419235,0.00702248733234777,0.0462919081823178,0.0217248427898676,0,0.000942192029850469,9.29567371591241e-174,8.08675956723148e-104,3.35296358837122e-151,0.00188907924067472,0.00203423014324319,0.0185332574388554,0.000850434534143163,0,0.0425240247187522,1.71931172922525e-113,0.0197457797633686
INS,T,1,1,0.320935797038657,1.33040978496953e-260,0,0.0535476243347496,0,6.03735545368263e-141,0,0,0,0.00210168827631277,0,0,0,0.0136030081905454,0.000800436545150131,0,0.00907485356846731
INS,T,1,2,0.170771919402981,0,0.00149385593179804,0.0458199818884441,0,0,0,3.39247500861258e-174,2.71351596722697e-246,0,1.22650835215466e-05,0.00278053328165279,0.000421165689506018,0.0607006469477308,0.000369132335022057,0.00556710538094674,0
INS,T,1,3,0.121431097623636,0.000138611028540221,0,0.029876753780322,1.6793525741149e-94,1.35487405956432e-288,5.68686388586465e-225,0,1.18348430041355e-95,0,0.00339405539420328,0.0165604201722009,0.000739901368252396,0.0334774598521675,0.00936105929794632,7.47378035592167e-175,0
INS,T,1,4,0.0578707011650382,0.000810291281645126,0.00358193005490831,0.00798337893237701,8.70189978898119e-229,0.000169219447832966,5.04167953288763e-162,5.32348887690884e-170,4.95524220814662e-86,1.26486418091632e-117,0.0142270371419325,0.0646660887367041,0.00207501107277278,0.0170695724916636,0.0198713197328075,6.90907242768797e-216,0
INS,T,1,5+,7.06532084665244e-210,1.47581806062847e-39,1.11253698985558e-308,2.96080583866031e-40,7.62482963450669e-174,4.00262138605978e-102,1.74167865842676e-149,5.66809974144361e-203,2.02947131496499e-83,3.71198562425557e-20,0.92936955162649,3.38213812839805e-79,0.00189915700535053,0.00233257739160197,8.71869315628419e-67,4.86833048258388e-61,1.48773229450927e-90
DEL,repeats,2,0,0,0.000456378999176109,0,0.00679013775402256,0.00781669924892941,0.0746376639953364,1.25392816610472e-22,1.36027667726527e-193,9.60414440570949e-10,0.00754289581001831,0.000208702740886844,8.79774547183109e-42,6.40919991967793e-05,0.0513012956320191,0.0311933030136509,5.4256135079676e-168,0.0181612392164594
