Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14,low confidence hdp.15,low confidence hdp.16,low confidence hdp.17
DEL,C,1,0,0.0375550576159078,0.0667758735614735,0.00356906169376376,0.0257059749321082,0.00876576456922877,0.0145151943456407,0.00710707331416953,0.00266529673851391,0.0223683487535959,0.0199954435962431,0.00892725482253119,0.168187550071302,0.0092957583981848,0.0110084829796525,0.00357436875397297,0.00949035745592676,0.0393847587974831
DEL,C,1,1,0.0237969364074062,0.320386191411126,0.00446586511573498,0.0273300052734426,0.00787691158962341,0.0196901234374166,0.00210549127457247,0.000426210355314288,0.000713554832434891,0.0224787802596029,0.0214098441918866,0.140428369182439,0.0178470869719287,0.0171705849803493,0.00525213367930722,0.00819372747638064,0.0463761360988115
DEL,C,1,2,0.00260057480372195,0.135002344109636,0.000153283505911737,0.0299276519438962,0.00197373747340455,0.021620038878352,0.00087718295405293,1.03112511148277e-05,4.4818738587997e-05,0.0245153845291735,0.0148624170668575,0.0783182655558889,0.00633452094155264,0.0233714681182793,0.000218838903304467,0.00760324340118827,0.293230016313214
DEL,C,1,3,0.0060449362179923,0.0552663957570313,0.013669400697084,0.0135626508076646,0.00384399204494425,0.0091672347723227,0.00360641141301186,0.00305857576012837,0.00500602520838814,0.012364858571778,0.018492850542831,0.0901962931538406,0.00574117466081744,0.00543787214521171,0.0228426131449235,0.00837635141716178,0.00897226753670473
DEL,C,1,4,0.0019479387206013,0.0401160004821488,0.00561928790557546,0.00324831631417789,0.00318318775068864,0.00227795959953879,0.00616709633360222,0.00248636240035263,0.0311006595950969,0.00337187404229533,0.00441440892905407,0.0518869884840177,0.00765581520559723,0.00106443186422188,0.00507497837663217,0.00462647316645564,0.0129340480074575
DEL,C,1,5+,0.00081422820843073,0.0220071579288122,0.0189226827081257,0.00245273724047865,0.00152706847212521,0.00134724194936087,0.00292324266671688,0.00885057437153697,0.0974539158283832,0.00232148578181744,0.00465535132674123,0.0237753177641224,0.00820246293645976,0.000882192048605692,0.00400162566042455,0.00294633291126912,0.0082731298065719
DEL,T,1,0,0.0382351724360068,0.0349262657093874,0.00973326534442638,0.0897395455651443,0.0237818833161369,0.0785403324269597,0.0442606259765858,0.00660662337718422,0.0557329876804176,0.0756702724992242,0.364168788493905,0.0225587424910111,0.00813104162488978,0.0163962234108798,0.00562728608497202,0.0168379273400214,0.0858774178513167
DEL,T,1,1,0.00768448418226348,0.0209748953563698,0.000128131723207953,0.118083516583285,0.00775879507272105,0.0880620134857029,0.000925770567607563,8.57953577080436e-06,5.62133331442675e-05,0.0926553979085372,0.0377450347026154,0.0296320485453121,0.00552141677906367,0.145703570229329,0.000239680703619179,0.00684839777929288,0.00920531344674901
DEL,T,1,2,0.00783125422682113,0.00851976084051128,0.010894874327694,0.0965817247224492,0.0160254453357709,0.154902463982008,0.132788855043815,0.00387427117149013,0.0661451149727251,0.0872669963714949,0.0360706936468262,0.00870440572853611,0.0142430577111667,0.230939780460928,0.0245516407707298,0.0248551183403136,0.0883826613842927
DEL,T,1,3,0.00854933901559787,0.00976254470913571,0.0112264744817368,0.0884006217187026,0.0115439907583647,0.18632702220624,0.557727464846273,0.00815288709749843,0.222204469162556,0.0827866099699061,0.053159481050754,0.0135458323234388,0.0315517378727986,0.133570434269914,0.00734673461093569,0.341409369825655,0.0725938009787928
