Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14,W.15,W.16
DEL,C,1,0,0.000498975760921306,0,1.09486634553456e-76,1.15160765197189e-16,0.0412051068919124,0.0030647282778845,0.0835977988078848,4.94048579134417e-200,0.022099228492519,2.86046650156893e-252,0.573522993817055,0,9.9636224052502e-114,7.57853390728823e-110,6.59950870891424e-146,1.11253692925363e-308
DEL,C,1,1,0,0.000478595090166907,0.0183623167717031,0.0160201820180806,0,0,0.255174275282678,0,0.000808660986496369,2.13223508711924e-125,0.134896043211254,0,1.77155132645101e-225,0,0,0
DEL,C,1,2,0,0,0.0219406860236753,0,0,0,0.239618874338913,0,0.00542820173315516,0,0,0,1.72993205451312e-29,0,0,0
DEL,C,1,3,0,0.00113278752347829,0.0182971985180308,0.00466614769753167,0.00940786491859846,0.00168425646573758,0.0755704016987414,0.029961002076369,0,3.91200663629564e-256,0.012846685807594,0,0.00321045667119237,0.000201067411171299,3.57950856186438e-209,1.90187123742818e-205
DEL,C,1,4,0.000875732494422677,0.000448372801013493,0,0,0.0488427105159901,0.00240967829381897,0.0489133486673917,4.46536322630517e-259,0.0018831605749041,0,0.0158230130910323,0,0,0.000473776351197439,6.34011185451294e-23,0
DEL,C,1,5+,0,0.00122547744678393,0,0,0.23365597296512,0.00861838744967757,0.0201154843850122,0,0,0,0,0,0,0,0,0
DEL,T,1,0,0.0221969917610214,0.000212329151411412,0.196406786202037,0.0296927512617078,0.0902719864516787,0.0055650311952684,0.0237682218826936,3.90254484981025e-104,0,6.97975076359888e-71,0.152054900675795,0,0.0414059817994105,0,0.0191350870203016,0
DEL,T,1,1,0,0,3.90913266111005e-17,0,0,0,1.94730447563785e-82,0,0,0,0,0,0.768695271473795,0,0,0
DEL,T,1,2,5.16031292365235e-228,1.28004876840851e-193,0.113997166506446,1.67535294347252e-184,0.0306639037756995,0.00301160117202429,0.0120044063089437,1.01196997841322e-288,0.000897455303541792,5.83439719045212e-86,2.16412649911289e-78,0,1.55737809145382e-07,0,0.0385715097818002,0.973151616256675
DEL,T,1,3,0,0.00108126821334067,1.86182501762512e-06,1.41868678114082e-191,0.167617422971934,0.00825350355617872,4.10164880714382e-83,6.45853300232483e-106,1.4522231474628e-70,0.98082161521726,1.01494653559503e-109,0,1.31088350724812e-85,0,0.0299349139174465,5.75073485357652e-271
