Type,Subtype,Indel_size,Repeat_MH_size,W.1 (ID4 1),W.2 (False Positive) (ID14 0.889),W.3 (ID5 0.991),W.4 (ID1 1),W.5 (ID13 0.986),W.6 (ID6 0.996),W.7 (ID9 0.994),W.8 (ID2 1),W.9 (ID8 0.999),W.10 (ID3 0.99)
DEL,C,1,0,0.00481597670596666,0.0079908294605937,0.00461567773376163,2.50100304347359e-69,3.50693004529978e-136,0.0249535287423865,0.363062347661911,0.00471647986525247,0.0379209161413762,0.108487942728716
DEL,C,1,1,1.66496076247984e-57,0,0.019213981410912,0.000695982007961662,7.29312287177498e-22,0.00134274191631892,0.109606881114659,5.89139491297114e-18,0.0210647095707039,0.228105193306195
DEL,C,1,2,6.21892627398878e-270,0.000221457711226725,0.0236273273593309,0,0.00950918383476869,0.00844596493540165,2.41121578034357e-152,0,9.54142289187807e-12,0.20092628396729
DEL,C,1,3,0.000117320010767097,0,0.0126492891534183,0.00191162185862993,0.00541711490486105,0.000316692749600942,0.0113003665767178,0.00247103631624808,0.00439548461092001,0.0718629394866749
DEL,C,1,4,0.000487228010990935,0.00206013985426463,0.000841809485992659,0.00073032804907436,0.0038628642769055,0.00230734416613163,0.013919323536974,0.00384576262399819,0.000119673928002823,0.0488643935636761
DEL,C,1,5+,0.00210834652217244,0.000824332323919328,0.00175818503479964,0.00354585828980812,0.00154950889116888,0.00102664361469223,9.36693624736047e-281,0.014581006470605,0.000557304846160777,0.0255800450543674
DEL,T,1,0,0.00332594084286589,0.0230448073908092,0.105881249981993,0.00137544500078355,0.0390953416821771,1.07941016987983e-62,0.114444608666297,0.00786148790744013,0.0329614736275688,0.0297037022255147
DEL,T,1,1,0,0,0.09840152031416,0,0.687744849983621,0,1.20819611475625e-81,0,6.53241702305431e-48,1.8199961385873e-23
DEL,T,1,2,4.94433072418982e-267,0.0130810394690617,0.123108614220474,0.00105048643142935,0.00135390545714366,0.0106438305960671,0.0964207697973213,0.00698201219236428,0.00753548422078797,0.00814610767149675
DEL,T,1,3,0,0.0203752411623137,0.0922343986677976,0.00235882552726062,0.0500223659273809,0.0222063512205821,0.122567697703247,0.0201898776316543,0.00724854184105888,0.00863227830094262
DEL,T,1,4,1.13634321891155e-223,0.0123566197697692,0.0535320416644509,0.00430533948187236,0.00124404190859987,0.0177462737117034,0.104134842797896,0.0470902382156647,3.37705713898072e-73,0.00685392200454962
DEL,T,1,5+,1.41151394879398e-176,1.82954182040332e-110,0.0279888883889619,1.04467623067366e-12,1.65349660094166e-75,1.05243812968196e-11,3.49446562739869e-41,0.814310945832659,0.0110863548804026,0.00908997324095192
INS,C,1,0,0,0.689759509884327,0,0,0,0,0,0,0,0
INS,C,1,1,0,0.0176803760523309,0.00800122189540163,0,0,0.00164074633374902,0,0.000213167550249251,0.00175160853966277,0.00407201145579361
INS,C,1,2,0,0.000643115409368015,0.00724945938405553,0,0,0,0,2.05372969647246e-05,0.00108177459046897,0.00327802948468285
INS,C,1,3,0.000131643200143203,0.00202334029299599,0.00146725030062171,0.000611304086952435,0,0,0,0.000470848508319371,0,0.00834729321033625
INS,C,1,4,0,0.00162834871167212,0.000199483839747613,0.00159090888667879,0,7.42533083228799e-05,0,0.00295878209873892,0,0.00895153491682733
INS,C,1,5+,0.000136358857310099,0,0.000185564515041454,0.0239316805588487,0.000865720578313877,0,1.21050624448731e-233,0.00909723667202171,2.73428089194964e-25,0.00791418186438215
INS,T,1,0,1.60404905557059e-05,0.0478578682066156,0.00426835299960744,0.00228813906414278,0.0545207927609467,0.00652184351797243,0.0100205801552783,0.00132655559674028,0.00320265355004478,0.0191841653899423
INS,T,1,1,7.14665534128947e-218,0.00369550755797628,0.0237063503555746,1.42760409273635e-05,0,8.63474131118184e-06,0.00885940556014809,0,0.00438508823032922,0.056560650431932
INS,T,1,2,0,0.00237170692556414,0.037729020682295,8.39418952192272e-05,1.07379839311425e-74,0.0002481979754587,0.00170397622234975,0.000667198712263906,0.000212007828406592,0.0490886126493671
INS,T,1,3,0,0,0.0241574016427123,0.0041800847228661,0.00854298285598195,0.000794190951627163,0.000690531489441809,0.00109267195173768,0.000341231691558872,0.0302391907186311
INS,T,1,4,3.74826074464823e-119,1.2243098940973e-14,0.0142633562432117,0.0166558085706456,0.0131838287106975,0.000984684363689501,0.000149361590380237,0.00350743469030017,0.000268251660752102,0.00715031818358318
INS,T,1,5+,6.35208787728467e-139,7.15820268843538e-77,0.00086667034053113,0.897914055647211,4.31191228868722e-89,1.59665056300455e-15,3.22531727574523e-20,0.00317084926749319,0.0113970790478581,1.39403277427174e-09
DEL,repeats,2,0,0.0734284905737561,0,0.0290126418944129,0.00056388972085884,0.0262650069585125,0.000916339676263061,0.012358158798439,0.00015370129368878,0.00856892974000515,0.00605752804488148
