Type,Subtype,Indel_size,Repeat_MH_size,W.1 (ID4 1),W.2 (False Positive) (ID14 0.889),W.3 (ID5 0.991),W.4 (ID1 1),W.5 (ID13 0.986),W.6 (ID6 0.996),W.7 (ID9 0.994),W.8 (ID2 1),W.9 (ID8 0.999),W.10 (ID3 0.99)
DEL,repeats,2,1,0.237258091400152,0.0072093518666345,0.0248109756429731,0.000932011646504055,0.00332684710430156,0.00105306488858143,0.00277697026277089,0.00353317398966868,0.0110283002722018,0.0094614124985414
DEL,repeats,2,2,0.0568914218573398,0.00335617001676696,0.00417277514109979,0.000322387431137848,0.00400767149186349,0.00249926716325077,8.87264895229494e-280,0.00185753234010133,0,0.013617001701576
DEL,repeats,2,3,0.013399730814859,0.000494769260762514,0,0.000260013010087651,0,8.94311160561843e-05,0,0.000766774692644634,0,0.00766324424968131
DEL,repeats,2,4,0.0033697093336263,0,0.000604553636950766,0,0,0,0,0.000883146949224972,0,0.00382418377891866
DEL,repeats,2,5+,0.00151282313025456,0,0.0244043168372236,0,0,0,0,0,0,0
DEL,repeats,3,0,0.00476082427130389,0.00128750573534199,0.0187086185803103,8.87779663065415e-05,0.00148843009116421,0.000166396840018831,0.00262438036608717,1.40058548456298e-05,0.0116365568883736,0.000200921785315301
DEL,repeats,3,1,0.0998244855262259,0.00402852893059786,0.0056658064533101,0.00488845838231926,1.23172008637628e-06,0.00569393946347117,0.00396546483594315,0.00498841169417778,0.0014353641175961,3.49613337944769e-200
DEL,repeats,3,2,0.0240140502591414,0.00132315916078528,0.00058139342784597,0.000393814210490586,0.000456469300529305,0.000565413942895114,0.000322931014807866,0.0023820057546741,0,0
DEL,repeats,3,3,0.00429610736099162,0.000607466936630947,0.000205805262471764,0.000156874500581675,0,0,0,0.000457352311961013,0,0
DEL,repeats,3,4,0.0001083498160619,0,0.00660477810888495,0,0,0,0,0,0,0
DEL,repeats,3,5+,0.000564572161080587,0,0.00950534613566928,0,0,0,0,0,0,0
DEL,repeats,4,0,0.00728619822973928,0,0.0118041660257398,5.21504901461939e-05,0.00127596234559553,0.00200460430168411,0.00112919643784435,1.53097190805955e-05,0.00711464579801234,5.25019553548026e-183
DEL,repeats,4,1,0.0656513959124447,4.95652872525415e-211,0.00239020955437185,0.000753687332058147,0,0.00285158089499351,0.00423602370738218,0.00212150082442888,0.00187123063447154,0.000572739951906571
DEL,repeats,4,2,0.0150686170473131,0.000692652404680863,0,0,0,0.000166126939013873,0,0.000524362388582113,0,0
DEL,repeats,4,3,0.00430602755976726,0,0.00440725930258045,0,0,0,0,5.94193365639775e-06,0,0
DEL,repeats,4,4,0.000211417382854347,0,0.00522662666506266,0,0,0,0,0,0,0
DEL,repeats,4,5+,0.000291329220677177,0,0.00126996333787827,0,0,0,0,0.000204977329902927,0,0
DEL,repeats,5+,0,0.00306580454838388,0.000737277896737852,0.0127942856103705,0,0.00939686770738644,3.33203211725461e-48,4.80672834514683e-253,0,0.255882611409462,0.000277982402961153
DEL,repeats,5+,1,0.0165200438221982,0.000301288768383304,0,0,0.00315885319833444,0.00900231048045421,0,0.00301005369911324,0,0
DEL,repeats,5+,2,0.00301867076882116,0,6.28439015040163e-05,1.66882343077254e-308,0,0.000122242241410881,0,0.000423956563050888,0,0
DEL,repeats,5+,3,0.000817175093442183,0,0,0,0,7.37192000778845e-06,0,0.000144500806001799,0,0
DEL,repeats,5+,4,5.4157857916528e-05,0,0,0,0,0,0,7.58621142244488e-05,0,0
DEL,repeats,5+,5+,6.68634325576209e-05,6.98256141334901e-05,9.80335167304564e-05,0,0,0,0,2.81712449432489e-05,0,0
INS,repeats,2,0,0.000389034765815246,0.0360551330757258,0.00656281966918321,0.00037577781678288,0.0146676778657274,0.00221838489231898,1.11236104598691e-43,0.000336896073079067,0.00131351072772542,0.00253624339063991
INS,repeats,2,1,4.73455532483632e-103,0,0.0205080329964914,0,0.000735350504785075,0,0.00195428148593382,0.000263061670095603,0.00125601226256221,0.00229740660075642
INS,repeats,2,2,0,0.00160868849936261,0.00818280262052809,0.000132120446730621,0.000405014634257963,0.000732486341826032,0,0.00105731730605618,0,0.001048864071483
INS,repeats,2,3,4.3627386920533e-05,0.0012690085728723,0.00125620193560659,0.000396129728824886,0.00103023923896399,0.000170019240851624,0,0.000406842413169963,0,0.000962919164458935
INS,repeats,2,4,0,0.00323633253550456,0,0.00271608375696567,0,0,0,0.00201494695948983,0,1.10959172418721e-05
INS,repeats,2,5+,9.08336961908129e-05,0,0.000889372009695761,0.0175509651736998,0.000571571435916876,0.000175785592301881,1.423908096053e-253,0.0137480492354501,0.00172993832353654,0
INS,repeats,3,0,0,0.00997975719686686,0.0045606925075811,0,0,0.00144466574498231,0,5.43774816145797e-05,0,0
INS,repeats,3,1,0.000366850971582562,0.00383202048264782,0.00705616462192263,0.000192955044815335,0.00458657048862941,0,0,0.00123932245716588,4.39032517247304e-224,0.000199749053060766
INS,repeats,3,2,0.000456022687082868,0.000190216551583756,0.000849276741606292,0,0,0.000595949316211532,0,0.000211909779114261,0,0
INS,repeats,3,3,0,0.000286413981997691,0,4.79345643592616e-05,0,9.867006564069e-06,0,2.28258076724657e-05,0,0
INS,repeats,3,4,0,0.000827154354108582,0,0,0,0,0,0.000149223113892472,0,0
INS,repeats,3,5+,0,0.00332303739641279,0,0.00056940346703972,0,0,0,0.0020197339204589,0,0
INS,repeats,4,0,6.51532907379816e-140,0.0090052989813475,0.00299052842387964,0,0.00136092965578794,0.00181779465001068,0,1.28404075770263e-05,2.57104258045803e-05,0
INS,repeats,4,1,0.00125043608993723,0.00162068487660223,0.00407640706466518,0.000682563324619046,0.00313144221932976,0.000400317660461094,0,0.00121447012777141,0.000848238881608505,0.000142977463641433
INS,repeats,4,2,7.05765429668212e-05,2.35337270882191e-05,7.7526799412567e-06,2.81637349095255e-05,0,0.000185240081893589,0,2.07759505218548e-05,0,0
INS,repeats,4,3,0,0.00131222867929545,0,4.91502895436156e-06,0,5.51446004024142e-05,0,0.000158707011235796,0,0
INS,repeats,4,4,6.13952267048781e-05,0.00244612386861009,0,7.33258692128883e-05,0,0,0,0.000299847096726008,0,0
INS,repeats,4,5+,7.36230290811706e-05,0.000127896448858656,0.000526238910310901,0.000743176276412049,0,0,0,0.00226432365821721,0.000225415953816754,0
INS,repeats,5+,0,0,0.00401489668389006,0.00535141741767384,0,0.00297262369507422,0.0101227519681907,0,0,0,0
INS,repeats,5+,1,0.00212276074993619,0.0391091636477168,0.00464966276507274,0.00147473686554082,0.0175229035121473,0.0051641464856069,4.04575921025646e-05,0.000128851407226156,0.00990126562088457,2.95098300048789e-05
INS,repeats,5+,2,0.000103843400609019,0.000835937698237226,0,0.000117968510181082,0,0.00133477291615564,0,2.49862932366581e-05,0,0
INS,repeats,5+,3,0,0,0,5.59370651505021e-05,0,0,0,0.000125065618512863,0,0
INS,repeats,5+,4,0,0,0,0.000113181444538263,0,0,0,2.19795620648455e-05,0,0
INS,repeats,5+,5+,5.80796190839206e-05,9.30857684573997e-06,0.000194315375572326,2.08042489167438e-06,0,0,0,0.000135161627182683,0,0
DEL,MH,2,1,0.194470255968782,0.00217318699237689,0.0299260773134099,0.00091949260572789,0.0100939673081892,0,0.00304903989696811,0.000159853276681405,0.00470843072181052,0.00750554536668297
DEL,MH,3,1,0.00694455451483098,0.00207956589836205,0.0143043638701133,4.86377669599497e-05,1.48391148501084e-169,9.24682359377728e-05,0.00250895442884662,0,0.00998524642810849,6.48635869356672e-05
DEL,MH,3,2,0.0506685352127403,0.00365094306917801,0.00940235692786627,0.00144207330207488,1.15855124998471e-235,0.0044628991255214,0.00160111732188972,0.00293181113927014,0.00455655074672672,0.000134346977796093
DEL,MH,4,1,0.0111466917634632,0,0.0094025668851786,1.18925485948364e-54,0.00034002446843112,0.0025419401654555,0.00170019015327222,0.000153705573182514,0.00614456873714512,0
DEL,MH,4,2,0.030796934932889,0.00102668226128894,0.00632989043883734,1.20292173846048e-05,0,0.00981150580004157,0.00308706086451918,0.000565946023217024,0.00141157793876489,8.8882313324577e-05
DEL,MH,4,3,0.0506053664855312,0.00279847501623787,0.0035735290442506,3.64803675225104e-43,0,0.00534319251860651,0.00176507996057206,0.000703909294929133,0.00113980516127837,1.73683845793259e-213
DEL,MH,5+,1,0,7.8000970347713e-78,2.92658832891287e-05,1.18711798935665e-223,1.71133126364276e-200,0.054993682259662,2.97518829122402e-138,0.000567147067768501,0.302060582135375,1.55826013257557e-42
DEL,MH,5+,2,0,0.0023201940308437,0.00365721943422316,0,2.08101591961295e-34,0.27911919433791,1.93404474561657e-200,3.63620442114741e-05,0.132504531647502,0.00115947843298955
DEL,MH,5+,3,0.000187120075183382,0.000595682536380463,0.00571924213979591,0,4.76457064521386e-224,0.244956669212037,1.26270893085238e-215,1.02343454611159e-177,0.0488970106851353,0.000576894302074577
DEL,MH,5+,4,0.00316824485898842,0,0.00171628767306214,1.66880539388685e-308,0,0.137224744425968,1.54395996654463e-142,0.000437479782957005,0.0169723719684737,0.000527437865242119
DEL,MH,5+,5+,4.08264800994192e-207,0.000520197585481575,1.50490035355258e-34,0.000644197752376564,0.0162918432824196,0.11262636469744,0,0.00234739991556411,0.0132519539580146,4.92098857448082e-118
