MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00000000	0.00139655	0.00160256	0.03162829	0.08774488	0.02374378	0.34471386	0.00686647	0.00960093	0.00463939
1:Del:C:1	0.00000002	0.01204065	0.00000000	0.01951018	0.23383052	0.00102384	0.09216443	0.00191025	0.00017177	0.00008708
1:Del:C:2	0.00000000	0.01430424	0.00000000	0.00000000	0.21216199	0.00361798	0.00178183	0.00330406	0.00153642	0.00000000
1:Del:C:3	0.00140811	0.00946966	0.00269250	0.00538226	0.07570577	0.00001470	0.01059720	0.00755524	0.00122391	0.00037043
1:Del:C:4	0.00047159	0.00000088	0.00369444	0.00063363	0.04583523	0.00174379	0.01364534	0.00286875	0.00203701	0.00134437
1:Del:C:5	0.00160209	0.00014213	0.01434546	0.00149857	0.02737323	0.00109566	0.00269547	0.01111340	0.00299985	0.00331894
1:Del:T:0	0.00067591	0.12813780	0.00756989	0.03292659	0.02307611	0.00080880	0.10886858	0.03363864	0.00508931	0.01701426
1:Del:T:1	0.00000002	0.07331474	0.00000001	0.00036675	0.00216340	0.00000000	0.00894839	0.42282088	0.00721791	0.00000001
1:Del:T:2	0.00003728	0.15064003	0.00701385	0.00363379	0.00237011	0.00853813	0.08306064	0.01726002	0.00212306	0.00729974
1:Del:T:3	0.00136087	0.10693058	0.01936622	0.00340806	0.00244815	0.02037755	0.10943868	0.04845826	0.00444500	0.01597277
1:Del:T:4	0.00278539	0.05815094	0.04352302	0.00434497	0.00231854	0.01490567	0.10367502	0.03303219	0.00511803	0.01191595
1:Del:T:5	0.00015974	0.00411112	0.83763480	0.00006701	0.00138221	0.00006155	0.00214920	0.00282940	0.00045135	0.06329113
1:Ins:C:0	0.00000002	0.00000004	0.00000000	0.00000013	0.00000013	0.00000001	0.00000023	0.00000005	0.00000009	0.52684036
1:Ins:C:1	0.00001641	0.00947625	0.00016924	0.00202150	0.00495271	0.00140688	0.00000000	0.00026160	0.00001581	0.01306500
1:Ins:C:2	0.00000001	0.00795065	0.00000678	0.00154859	0.00388974	0.00001849	0.00000296	0.00056060	0.00003862	0.00033468
