Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J
DEL,C,1,0,0,0.00139655,0.00160256,0.03162829,0.08774488,0.02374378,0.34471386,0.00686647,0.00960093,0.00463939
DEL,C,1,1,2e-08,0.01204065,0,0.01951018,0.23383052,0.00102384,0.09216443,0.00191025,0.00017177,8.708e-05
DEL,C,1,2,0,0.01430424,0,0,0.21216199,0.00361798,0.00178183,0.00330406,0.00153642,0
DEL,C,1,3,0.00140811,0.00946966,0.0026925,0.00538226,0.07570577,1.47e-05,0.0105972,0.00755524,0.00122391,0.00037043
DEL,C,1,4,0.00047159,8.8e-07,0.00369444,0.00063363,0.04583523,0.00174379,0.01364534,0.00286875,0.00203701,0.00134437
DEL,C,1,5+,0.00160209,0.00014213,0.01434546,0.00149857,0.02737323,0.00109566,0.00269547,0.0111134,0.00299985,0.00331894
DEL,T,1,0,0.00067591,0.1281378,0.00756989,0.03292659,0.02307611,0.0008088,0.10886858,0.03363864,0.00508931,0.01701426
DEL,T,1,1,2e-08,0.07331474,1e-08,0.00036675,0.0021634,0,0.00894839,0.42282088,0.00721791,1e-08
DEL,T,1,2,3.728e-05,0.15064003,0.00701385,0.00363379,0.00237011,0.00853813,0.08306064,0.01726002,0.00212306,0.00729974
DEL,T,1,3,0.00136087,0.10693058,0.01936622,0.00340806,0.00244815,0.02037755,0.10943868,0.04845826,0.004445,0.01597277
DEL,T,1,4,0.00278539,0.05815094,0.04352302,0.00434497,0.00231854,0.01490567,0.10367502,0.03303219,0.00511803,0.01191595
DEL,T,1,5+,0.00015974,0.00411112,0.8376348,6.701e-05,0.00138221,6.155e-05,0.0021492,0.0028294,0.00045135,0.06329113
INS,C,1,0,2e-08,4e-08,0,1.3e-07,1.3e-07,1e-08,2.3e-07,5e-08,9e-08,0.52684036
INS,C,1,1,1.641e-05,0.00947625,0.00016924,0.0020215,0.00495271,0.00140688,0,0.0002616,1.581e-05,0.013065
INS,C,1,2,1e-08,0.00795065,6.78e-06,0.00154859,0.00388974,1.849e-05,2.96e-06,0.0005606,3.862e-05,0.00033468
INS,C,1,3,0.00060311,0.00136961,0.00020146,0.00021409,0.00859809,0,0.00038323,0.00137095,0.00086346,0.00060311
INS,C,1,4,0.00099369,4.464e-05,0.00232651,0.00065435,0.00865916,0.00030805,0.00105701,0.00391679,0.00044006,0.00075543
INS,C,1,5+,0.01669742,0,0.00559756,0.00838701,0.00836844,2.071e-05,0.01285619,0.05272759,0.00648177,0.00357033
INS,T,1,0,0.00218131,0.00341247,0.00072763,0.00358802,0.017796,0.0063615,0.0133386,0.0288656,0.00458596,0.03704279
INS,T,1,1,1e-08,0.02390008,0,0.00331714,0.06123511,8.114e-05,0.00652694,0.00080834,0.00038703,0.00229785
INS,T,1,2,5.31e-06,0.04048031,0.00047596,5.096e-05,0.05551197,0,0.00044495,0.00307407,3.324e-05,0.00127335
INS,T,1,3,0.00278353,0.02818084,0.00074311,0.00123437,0.03130097,5.373e-05,0.0017628,0.01594045,0.00116433,0.00040555
INS,T,1,4,0.01256132,0.01572001,0.00205553,0.00463584,0.00821797,0.0004341,0.00824162,0.03620566,0.003956,0.00415398
INS,T,1,5+,0.93039738,0.00037579,0.004584,0.01355261,0.00195584,0.00567217,0.01765523,0.03390152,0.00349561,0.15945845
DEL,repeats,2,0,2.277e-05,0.02492075,0.00013189,0.00711123,0.00872639,0.00014065,0.01178816,0.01918918,0.09034424,0.00153585
DEL,repeats,2,1,0.00010432,0.01775467,0.00265743,0.00742518,0.01197309,0.00036782,0.00095622,0.00479363,0.19509797,0.00810403
DEL,repeats,2,2,0.00041599,0.00219693,0.00147845,2.961e-05,0.0133463,0.00163251,0.00022955,0.00179812,0.04576958,0.00290429
DEL,repeats,2,3,7.392e-05,0,0.00111789,3.74e-06,0.00642903,0.00035339,6.21e-05,0,0.01034226,0.00030835
DEL,repeats,2,4,0,0.00057342,0.00101933,0.0002391,0.00330869,0.00011964,0.00015129,3.32e-05,0.00319421,0.0004184
DEL,repeats,2,5+,0,0.02928499,1e-08,3.17e-06,0.00024989,3.16e-06,0,0.0013742,0.00146353,2.92e-06
