Type,Subtype,Indel_size,Repeat_MH_size,hdp.0 (False Positive) (ID1 0.78),hdp.1 (ID2 0.998),hdp.2 (ID1 1),hdp.3 (ID5 0.991),hdp.4 (ID8 0.991),hdp.5 (ID6 0.995),hdp.6 (ID3 0.975),hdp.7 (False Positive) (ID5 0.919),hdp.8 (ID9 1),hdp.9 (ID14 0.97),hdp.10 (False Positive) (ID5 0.358),hdp.11 (ID13 0.998),hdp.12 (ID4 0.995),hdp.13 (ID11 0.978),hdp.14 (False Positive) (ID5 0.344)
INS,C,1,0,0.000654830411170939,1.57665034141316e-07,1.47018714247377e-06,0.00053576189789226,0.00263998604918227,0.0022918849917234,0.00269473512499541,0.000639186373249091,0.000197220403938668,0.541810099566107,0.000218103845147267,0.00289280773764034,0.000421574470935554,0.000698950946573417,2.62424552675525e-06
INS,C,1,1,0.001050155237448,8.32931757102891e-05,3.96744419795804e-05,0.0012330600506195,0.00218587079777711,0.00172938149118181,0.00127621972531906,0.00113482441164257,0.000223524156167984,0.0164086577644837,0.00182962524255844,0.00235937921549408,0.000322787450750583,0.12140427791989,0.00120126177585991
INS,C,1,2,0.000459834179430108,6.15796612198377e-06,1.0968733427033e-05,0.00275499879861188,0.00109129567546059,0.00014419866950646,0.00218574540392764,0.00348255211573668,0.000391408241562196,0.000748892953535144,0.000518543053002902,0.00183219826003656,0.000209937023746488,0.0664670172005021,0.000303416443069772
INS,C,1,3,0.00255948085717169,0.000186994583844992,0.000777763923749854,0.000508443737559434,0.000219247323205447,9.28276254459548e-05,0.00575608880448919,0.000189514575369719,0.000238830238210003,0.00106942642045187,0.00163153988035869,0.000368586372453551,0.000883226583303815,0.0267047198574878,0.00154581717326265
INS,C,1,4,0.00709541620510373,0.00168560817613801,0.0015034959538191,0.000200331653938403,0.000224395806600812,0.000462883496720421,0.0081824696396695,0.000248641593151788,0.000406838628212774,0.00101625678189839,0.0080566121175081,0.000282896997105647,9.91117803045134e-05,0.00774248439532209,0.0246401862057971
INS,C,1,5+,0.0268441607041876,0.00638927492189934,0.0175901804736084,0.000516917494167436,0.000933813107942712,0.000424145595376361,0.0103991310455603,0.000358895280827029,0.000947168866334315,0.00170059414200856,0.0372745247427678,0.000925038401066977,0.000896959801798028,0.00134870333253015,0.0110251835013377
INS,T,1,0,0.00743890421776602,0.000645550092811971,0.00203736559701602,0.00528356228691572,0.0045991886133242,0.00687115727736722,0.0179688087792498,0.00486313440057395,0.0137562660892697,0.0410212929070777,0.00757745860559076,0.0398056380569777,0.00365813344935685,0.004205072335856,0.00222423447753876
INS,T,1,1,0.0066019721438666,2.00811184268704e-06,1.11970222166787e-05,0.0132023218658241,0.00359517408844949,0.00133748647171028,0.0419748889049525,0.014593043835689,0.0105170222680395,0.00392598423897907,0.00233041534932344,0.0048825716424465,0.0012699282733882,0.208017689479996,4.45048326580926e-05
INS,T,1,2,0.00622597626996891,0.000263158323884362,9.42831374541629e-05,0.0305803405030163,0.00195947183796023,0.000693899458868452,0.045956877314838,0.0248061393028058,0.00247982674167221,0.00193449388036381,0.00575668497414638,0.00506371885424735,0.000292944985709532,0.132976332785718,0.00823070602412147
INS,T,1,3,0.00688940668667769,0.000916321562305369,0.00293170544383679,0.0205371371954699,0.00089269061691806,0.000855441032257548,0.0249647361951191,0.0208956232294996,0.00178978795338953,0.000472251087856924,0.00554264748227094,0.0116354849279374,0.000729694661067758,0.0849586282025953,0.0241316221700529
INS,T,1,4,0.0151698959166837,0.00311709022786268,0.0114004257092548,0.011060447630516,0.000953522915843199,0.00108469522032052,0.00605812791587713,0.0113454663786687,0.00390957466669992,0.00702494584571961,0.0123202351621665,0.0120081386319296,0.00135574096678876,0.0428695916224287,0.0423843195071956
INS,T,1,5+,0.229523009987908,0.0468843798560463,0.915804698726913,0.00988364202057334,0.0115061479406818,0.0152450393972215,0.0304675004709678,0.00094277120640876,0.00454194228882732,0.124152200469951,0.0493207338007989,0.0279855237492581,0.00453150922216119,0.0119867202396175,0.0126089873401966
DEL,repeats,2,0,0.00278178025714228,6.45773566971117e-05,0.000508387972071028,0.0271323998175618,0.00904006490463639,0.00107776093822039,0.00994324289850634,0.0249462889238326,0.0148613789945181,0.000850747109512961,0.00353022943252826,0.0227484142670733,0.0848808142603384,0.012973160606729,0.00368411466260149
DEL,repeats,2,1,0.00960207959328106,0.00225528687411374,0.000757359260226918,0.025057142003808,0.00999835988151278,0.00149503239932807,0.00985993983281399,0.0236385179584262,0.00407508091397736,0.00650159120836629,0.0114561903905052,0.00482590833836382,0.203269639704722,0.00648077751245071,0.0126951138701196
DEL,repeats,2,2,0.00547753967531042,0.00113937998704113,0.000598388716242734,0.00491211448597012,0.000674638928264625,0.00220197457378821,0.0119484075163019,0.00423222278185278,0.000564937071413439,0.00226302136987074,0.00582132528685935,0.00283768552222983,0.0470243712306656,0.00187086350587284,0.0104904292501009
DEL,repeats,2,3,0.00231150817029168,0.000519841613652117,0.000242748467506225,0.000357367137231295,0.000112813357941931,0.000577486371581102,0.00655784766485083,0.000455434392865376,0.000178797698923199,0.000188359955753455,0.00227654451114485,8.2821908513806e-05,0.0119355355385529,0.000415644729714903,0.00423931610747177
DEL,repeats,2,4,0.00206063541624314,0.000426219943358469,0.000107883864158778,0.000851604043979655,0.00022465573952115,0.000193248872539143,0.00292838995668826,0.000727974704700287,0.000257732553391068,0.000299189850917181,0.00183984534246089,8.96221963392458e-05,0.00314760648049082,0.000352436168670302,0.00829936156427024
DEL,repeats,2,5+,0.000206702581228534,1.23871542273455e-07,1.2694124835499e-06,0.0216683650624784,0.000739325809304607,0.000163584899989339,9.56858186779407e-05,0.0228525448158646,0.000191364572147044,2.01492600615378e-05,0.00472717622184872,0.000491492679026569,0.00195969667549612,0.0118422615883651,3.99108385059102e-06
DEL,repeats,3,0,0.00168720439824108,6.4589933361666e-06,4.14910781269664e-05,0.017421857426715,0.0117201037848752,0.00101255568463176,0.00117798113458048,0.0155308439716999,0.00214919140234583,0.00179505738346561,0.00135123613694711,0.00390707847117107,0.00496849918806487,0.006506835997626,0.000384564874258124
DEL,repeats,3,1,0.0135810013770982,0.00275881945780847,0.00413185870681874,0.00625104536632503,0.00200276898287392,0.00433264592949504,0.000269741715742694,0.0055355855089096,0.00414105048328473,0.00503817771439296,0.032376228756059,0.000616880311117516,0.0924216411912073,0.000907799264447971,0.00416141960451446
DEL,repeats,3,2,0.0046774808108796,0.0011964212480993,0.000659672035695883,0.00111342294085637,0.000226690758952613,0.000534550575024058,7.23964015723025e-05,0.000456098107245223,0.00101951955036853,0.00153881186290999,0.011462236017824,0.000837561143172033,0.0147684821018012,0.000390344885235571,0.0201132362426364
DEL,repeats,3,3,0.00144565975363621,0.00026465314203505,0.000252779880758298,0.000609153910647686,0.00025624933057819,0.000151454949214239,0.000115802907356962,0.000206320962985326,0.000324319494471259,0.000545500759097263,0.00189032973380849,0.000110651221599636,0.0036033078790778,0.000475019069735035,0.00396148230688968
DEL,repeats,3,4,4.19084484383899e-05,1.31351735795105e-07,1.20566243316389e-06,0.00590742754656968,2.9678515272763e-05,3.44017827018745e-05,5.70121935764626e-05,0.00432517823195917,3.28483474930845e-05,2.61111566883445e-05,0.00129367179983848,0.000723393474259081,0.000708656633493234,0.00300001448458356,1.58906114901002e-06
DEL,repeats,3,5+,7.46485082152096e-05,1.21970409956297e-07,1.16289848039996e-06,0.00909426590897615,5.03117050146828e-05,0.000179637911472316,0.000128681903804951,0.00702272004254391,8.00795071365606e-05,4.27098413185259e-05,0.00131405754849293,0.000268951450133429,0.000597193182685001,0.00369304110071774,1.47346996341684e-06
DEL,repeats,4,0,0.000949430506784974,6.68316670000253e-06,4.66458536018888e-05,0.010901595538995,0.00708641411703653,0.00237854616744314,0.000114322111668745,0.00979773123017665,0.00131303413266855,0.000352884252464431,0.00094771732920462,0.00395323114655994,0.0068538981657729,0.00543681596741177,0.000231366053427464
DEL,repeats,4,1,0.00571540986965464,0.00112890669364296,0.000883393297127173,0.00273809597463992,0.00134612837991838,0.00255881900443772,0.00140129882989933,0.00284292273014116,0.00367526129117384,0.000250758597770277,0.0124139403081267,0.000593820930762038,0.0575405772393576,0.00180601920553862,0.00107102086311426
DEL,repeats,4,2,0.00144452353906972,0.00028331814719727,3.27461952504026e-05,0.000216007236486356,0.000108794551152331,0.000560408882782414,2.78976695277945e-05,8.82626458120514e-05,0.000533803979461277,0.000523808969114954,0.00188345619216407,0.000162059547212132,0.0135265741021769,0.000242128585005852,0.00123242109894992
DEL,repeats,4,3,6.90167088375107e-05,7.83462320024237e-07,2.46979339239845e-06,0.0036413620784494,6.73006961505012e-05,0.000178338234155051,5.24768049529015e-05,0.00375281984765505,0.000104636675713506,2.36525308674945e-05,0.000340584405615542,0.0003994958048935,0.00396527861480724,0.00207594127327001,0.000152936262493076
DEL,repeats,4,4,8.92673355475481e-05,1.22969885157594e-07,1.65095276977554e-06,0.00466819418564467,0.000104178065980683,5.2369424575196e-05,0.000127080810649968,0.00438342197332217,3.72040252504468e-05,1.25609177625615e-05,0.00103220057674019,0.000298035578627839,0.000401764074113004,0.000996037954073296,1.23739163437647e-06
DEL,repeats,4,5+,0.000648621749395883,8.1980753186157e-05,3.69991725699516e-05,0.0016596307560257,3.13865997685366e-05,0.000117196302065205,7.21757656435988e-05,0.000703426451512231,5.54744318945981e-05,6.18254905984127e-05,0.00107997751510204,0.000207198088519744,0.00066132296248189,0.000342000838077467,0.00239398347183181
DEL,repeats,5+,0,0.0343377540329003,7.77511352840155e-06,8.16823423618064e-06,0.0213665201861596,0.215802396769373,0.0149707791896727,0.00142822627155127,0.0195229104944421,0.00201415339742473,0.00503321469479747,0.00371649643781204,0.0123764537910592,0.00612239713874643,0.0325693654211013,0.00104801872197732
DEL,repeats,5+,1,0.00544484463131972,0.00227682218184289,5.94900787920254e-05,0.000237351620669443,0.000493137412754512,0.00769298389823383,0.000144741123754049,0.00028168952800272,0.000702333527274469,0.000505514469854056,0.00222818443429779,0.00322345536967805,0.0149285251177745,0.00025340949261927,0.00825443334615172
DEL,repeats,5+,2,0.00104741959743666,0.000194743606443801,8.83179884526232e-05,0.000360594219741288,0.000248205683063824,0.00038742681800369,5.65963184953266e-05,0.000205366670661877,0.000164076625359877,3.77055905513782e-05,0.00148445209742353,0.000328751717431468,0.00300482374564542,0.000869688220940023,0.00420936198185327
DEL,repeats,5+,3,0.000487500946133601,5.84337495403898e-05,2.1766700836011e-05,0.000176433488666111,2.49617244236535e-05,0.000176236231911875,4.37366824627953e-05,0.00019617414240092,0.000142741244028093,0.000127368706500511,0.000737466123632308,9.258556142445e-05,0.000928455144746892,0.000260011952302988,0.00262113443768993
DEL,repeats,5+,4,0.000263625240399478,2.52469198578031e-05,7.3847612730747e-06,4.9056998140551e-05,9.84707119500332e-06,8.67804076814367e-05,1.93814509033656e-05,2.64594850738887e-05,6.30501370112185e-05,2.17637958635574e-05,0.000670209014580333,2.8888017167182e-05,0.000154095626717788,0.000113795137817219,0.000240007402070434
DEL,repeats,5+,5+,0.000135725662773877,9.55193571726993e-06,1.47995058810729e-05,0.000631606809434297,2.51188694937697e-05,2.14430763415711e-06,2.73020757448469e-05,0.000575212743294734,7.85960354950635e-05,5.24193538840797e-05,0.00045527413429941,0.000139045777924206,0.000175396710366825,0.000181683496511208,0.000185777990504601
INS,repeats,2,0,0.00159101941032264,0.000157232974984564,0.00037768700691621,0.00604972005023298,0.00203985699797751,0.00215786870176813,0.00233775081044948,0.00609648272847066,0.0014749744505019,0.0261205195041689,0.00275917868987791,0.0102874393920664,0.00101842054693498,0.00345256422025783,0.00206913281206542
INS,repeats,2,1,0.00117035493253706,0.000113546891377338,4.59418839238476e-05,0.0185754111230124,0.00155218400698223,0.000279767224976397,0.00270996013070338,0.0205998766187522,0.00176862002143556,7.97077610078436e-05,0.00285604478918097,0.00242119410516942,0.000796924546330394,0.00279780371747677,0.00151551523494369
INS,repeats,2,2,0.00227519346557851,0.000591047661663061,0.000253510460768075,0.00721663264568897,0.000579152423061624,0.000464576705243083,0.00091707360004367,0.00721961556266835,0.000683116729107033,0.00137467824437762,0.00242909092421804,0.000456738514734066,0.000136752102585865,0.00177861341414103,0.013776939509725
INS,repeats,2,3,0.00132434600431423,0.000258615114288991,0.000406818956923484,0.00110854400632243,0.000363416133655239,0.00038106761415131,0.000841736285251855,0.00131131809569153,0.000413327852295278,0.0010923186476929,0.00187283168482869,0.000663073706652573,0.000285488202473251,0.00029457408627617,0.00325300939595454
INS,repeats,2,4,0.00536084151300461,0.00133528676410213,0.0021036866743178,0.000142350908924748,0.000148912899435785,0.000125940419437337,0.000496733542431144,0.00012121180152963,0.000208271650774737,0.00429522329422783,0.0104957540809577,0.000166135643174619,0.000240275947010446,0.00020828602791765,0.0264729678976296
INS,repeats,2,5+,0.0290300762916989,0.0124134031020398,0.0136667905967884,0.00120795230923652,0.00197224013238856,0.00031249287722654,0.000253264121394143,0.00049276321903127,0.000575225709049406,0.000611127043966766,0.011381207691594,0.00158168023585892,0.000221541770187255,0.000669737160818165,0.198982701254347
INS,repeats,3,0,0.000321304092389116,1.08791840901456e-05,2.08172902845925e-05,0.00374836311726573,0.00052257034969364,0.00105586383327128,0.000132820993686829,0.00415063528607446,0.000605864775913095,0.0075463874998457,0.00100010506461773,0.000436609943887424,0.000254127143199564,0.00152354360502953,0.000170398490883239
INS,repeats,3,1,0.00212542910197302,0.000597014334357936,0.000412203180047318,0.00547969821123233,0.00056667634035064,0.000188742913481296,0.000385214690174124,0.00601733384152336,0.000941313058797382,0.00304378425806329,0.00365736554181221,0.0040001951893759,0.000480487605033957,0.00380760356946298,0.0211303775375926
INS,repeats,3,2,0.000659156679061383,5.63481764994342e-05,5.88037338226379e-05,0.00115462024314878,7.96083965508447e-05,0.00078937006381294,7.11715997729084e-05,0.00183713010786263,8.33252267610229e-05,0.000275312708134625,0.00158273695178485,0.000281163500185817,0.00102599246892044,0.00027560482830528,0.00271470098708281
INS,repeats,3,3,0.000138254913737823,7.50244583960901e-06,8.2391925929703e-05,3.8194627861901e-05,7.55020801752832e-05,0.000309067349260078,2.79488817272494e-05,2.25136660798232e-05,5.02548377946999e-05,0.000300940752790488,8.89779039860315e-05,0.00012270298490518,3.65480351544596e-05,2.45995381344424e-05,0.000420314398177085
INS,repeats,3,4,0.000508947195853145,5.14677734070043e-05,6.25979636457372e-05,3.64400133833601e-05,0.000121177229237573,0.000126659388421421,3.56411834367087e-05,4.62654133050902e-05,6.07519495312359e-05,0.000851980657394072,0.000482813784758786,6.75955194103867e-06,0.00017251881349841,3.84175413605069e-05,0.00140890048650528
INS,repeats,3,5+,0.00359454082132471,0.00145302532481982,0.000921347149905027,8.97130014217182e-05,6.66262349810524e-05,3.84309876047279e-05,3.28885436190082e-05,6.71371010075062e-05,0.00011485763510393,0.0022369587490325,0.00500997972464859,5.2730766121008e-05,5.98677643016151e-05,0.000351637975338045,0.0427298979470592
INS,repeats,4,0,0.000267250774747895,2.79311858038142e-06,4.27714585145277e-06,0.00268605179557283,0.00059988548323932,0.00162634855782197,5.66915225242579e-05,0.00189122411919446,0.000155528651562927,0.00520307896527909,0.000384587169889464,0.00131704739262175,0.000588719085815998,0.00133911063669747,1.5669907444904e-05
INS,repeats,4,1,0.00305275684303791,0.000709644519450782,0.00049883953568949,0.00353768628727958,0.000582288284245121,0.000675864931934303,0.000137494385786347,0.00351824411500273,0.00155299856365364,0.0019985820456208,0.00529475554007211,0.00436596625921696,0.00151926953567778,0.00242064232182485,0.00856300173757108
INS,repeats,4,2,0.000143043053049378,6.17217124738069e-06,1.52687353426923e-05,0.000368894065256968,0.000158118350909604,0.000418557690022,8.58165093506648e-05,0.000175046517646852,8.80698637417584e-05,6.59829954341312e-05,0.000144353399780754,0.000120037465574797,0.000107520798750861,0.000164870590543031,0.00101104575909239
INS,repeats,4,3,0.000496735702816659,0.000107408867518068,5.16203343576882e-05,2.27395977649904e-05,1.58215256299206e-05,0.000389291544327854,1.2903160092706e-05,2.13284674132615e-05,2.51464899938857e-05,0.00088880316648302,0.000536209658850914,4.06631385863925e-06,8.77058445958158e-05,6.61013032701293e-05,0.000346562485005063
INS,repeats,4,4,0.000708125717805674,8.61963507087367e-05,0.000267707455003059,4.18675617543428e-05,0.000117171493400294,3.2095417900399e-05,5.34771741081517e-05,5.16109298702131e-05,0.000135357830442732,0.0015709123247512,0.00102451938939874,0.000105844686013042,0.000238451214790999,0.000100246761892889,0.00224327108082946
INS,repeats,4,5+,0.00403664996248747,0.00145319667869649,0.000776777952217928,0.000616788721475829,0.000886281070041516,0.000110350040731647,6.18692201494385e-05,0.000737099725632593,0.000105184994159323,0.000284419037046327,0.00523369998729231,0.000731111192033809,0.00010593502574989,0.000471020219815084,0.00288980733393124
INS,repeats,5+,0,0.000510197766665653,1.63294959128864e-07,1.6412166475912e-06,0.00442184449970966,0.000365299047497067,0.00882524220656652,7.48455374345501e-05,0.00447662517247265,0.00015218246809174,0.00277447657254111,0.00175477017712738,0.00247128095588159,0.000236471799510926,0.00369285502481129,3.4026038008896e-06
INS,repeats,5+,1,0.00283354365192387,6.5446346607576e-05,0.00112235970948217,0.00431330305030696,0.00977130141700311,0.00542487914007652,0.000843002125670233,0.00455567625684112,0.00193234904611098,0.0260100370890849,0.00239844153206354,0.0149802726218082,0.00233615262618585,0.00197938807839422,0.00459346163535386
INS,repeats,5+,2,0.000360800121064162,1.26767243250492e-05,0.000126300426708335,0.000338459118270495,5.93316342377536e-05,0.00130065988191493,4.05801771019472e-05,0.000174890615995051,7.08793985569534e-05,0.000556588997518061,0.000335643194626512,0.000250654683612212,9.57097404092085e-05,0.000318962596658404,0.00056043635661882
INS,repeats,5+,3,0.000439853874612519,5.24537033524662e-05,0.00017045447791674,0.000137192111323772,7.20426020082427e-05,6.29408611189688e-05,5.6663938507886e-05,0.000215127899532661,0.000200387781025457,0.000127039085252142,0.000692259424772,2.63008506234641e-05,4.31055112059663e-05,0.000212593322508559,0.000568867949783266
INS,repeats,5+,4,0.000164332782197275,7.41046090079116e-06,0.000108963421014141,0.000164713220092799,5.67678609940749e-05,3.79780891442112e-05,4.3984126633944e-05,9.49495490130977e-05,0.000121592878744055,0.000103602866084324,0.000228925735459174,2.93517480617626e-05,6.91618048016254e-06,0.000242488658634202,0.000210142477553274
INS,repeats,5+,5+,0.000418622780965211,3.66800733023121e-05,0.00011369820672826,0.000641785724981336,0.000341609733483945,2.9355857868857e-05,5.94108658713036e-05,0.000357347444802245,6.8424179056486e-05,3.02387872543883e-05,0.000819055058930415,0.0001635958298029,5.09384343025508e-05,0.000541879136714385,0.0014091370182288
DEL,MH,2,1,0.00324816203797268,0.00013696670554985,0.000681202679207353,0.029525643943783,0.00328678115127691,0.000906743828868473,0.00995861471182628,0.0308617832683827,0.00460885536438449,0.0019310668114896,0.00549808520249297,0.0103113735084817,0.200045003103763,0.0129801347676158,0.00177832940375025
DEL,MH,3,1,0.00127242031959045,3.95185572825893e-06,7.20926933546119e-06,0.0137961441636986,0.00992624985668853,0.00112261999409495,0.000570086772322726,0.0137765024968185,0.0024394929786521,0.00148556134072585,0.00263180474083639,0.00210728514376575,0.00629767517572253,0.00314139942360083,0.000181413227265811
DEL,MH,3,2,0.00611505854778284,0.00180583141014482,0.00152525651836929,0.00936713058496101,0.00365088566166372,0.00396228719278382,0.000564137703739727,0.00748392622397577,0.00131117152638319,0.00363348107175126,0.00971079172872222,0.000881143032220608,0.0416003520529041,0.00560738456601291,0.0585868887249283
DEL,MH,4,1,0.00110267234165955,4.26673201610651e-05,5.73922403758369e-05,0.00905306593159311,0.00573469060388905,0.00253711526545232,0.000167627043499893,0.00939113716982082,0.00259640842684694,2.50919492210995e-05,0.00114479629724194,0.0011920801564557,0.0113580514304558,0.00234720795870553,0.00176739151400907
DEL,MH,4,2,0.0020032398536872,0.000311964103652517,0.000166431617383409,0.00656163137066394,0.00210909268758985,0.00929562464405451,0.000436800325216631,0.00503554170063322,0.00229389550625893,0.000708429892422527,0.00282476723783698,0.000601949188639856,0.0291327672049033,0.00306180616325449,0.00562966480046985
DEL,MH,4,3,0.00218711853127364,0.000339703035130639,0.000132118302653536,0.00333586559324861,0.000776333095048365,0.00468045984327339,0.000120983175212141,0.00358625077476713,0.00287927350753748,0.00180222946076386,0.00568078856338887,0.000415051549216369,0.0486055996422229,0.00262404348236067,0.0071119243895275
DEL,MH,5+,1,0.0247561089203331,0.000286245897232376,5.3802918955809e-05,0.0104225584999977,0.338260678066028,0.0675996406938039,0.00102003181799953,0.00524877562457957,0.0010565206695097,0.0079168611232891,0.00361045927089976,0.00952785742286566,0.00199055053835926,0.02412791774703,0.003224406395648
DEL,MH,5+,2,0.0273077819432218,2.81693392846379e-05,2.28166259708022e-05,0.00971880693632965,0.119410527285771,0.229788987333441,0.00198416473266814,0.0106608344769191,0.000631516773087263,0.00473326969203422,0.0302704455488154,0.0098145630227575,0.000782832356938043,0.01579300553632,0.00168980262928798
DEL,MH,5+,3,0.0142601088001385,1.71943625082229e-05,1.99357708497668e-05,0.00743594191691153,0.0423113379936889,0.240695499249627,0.00103812132073042,0.00661674829088627,0.000573941503463771,0.00099259648589749,0.00436603371889936,0.00219543547265884,0.00137369693913615,0.00573524619845467,0.000193137976853974
DEL,MH,5+,4,0.00901711547943068,0.000222649009411277,6.66833403701799e-05,0.0028046832650655,0.0138590539168879,0.131029738292069,0.00118067167553521,0.00177777449208445,0.000616199307084185,0.000262007800689493,0.00429379476689135,0.000651766637968497,0.003988134890492,0.00185814538415032,0.0031609269821106
DEL,MH,5+,5+,0.0114304616403083,0.00142947881643474,0.000640789980264489,0.00104241943190938,0.0123409127672335,0.106302440518039,0.000244663169236839,0.00162953582459172,0.000410162740661179,0.00158592785241755,0.0026141071546078,0.0124405589398159,0.000359356180193802,0.00093290074908405,0.048358024124284
